,group,variable,month,CESAREAS < A 10,CESAREAS < A 10,CESAREAS 10 A 14,CESAREAS 10 A 14,CESAREAS 15 A 19,CESAREAS 15 A 19,CESAREAS 20 A 34,CESAREAS 20 A 34,CESAREAS 35 A 49,CESAREAS 35 A 49,CESAREAS 50 Y +,CESAREAS 50 Y +,TOTALES,TOTALES,TOTALES
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,1,0,7,0,0,0,0,0,8,0,8
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,4,0,10,0,3,0,0,0,17,0,17
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,1,0,5,0,2,0,0,0,8,0,8
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,2,0,10,0,1,0,0,0,13,0,13
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,1,0,24,0,128,0,36,0,0,0,189,0,189
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,2,0,7,0,1,0,0,0,10,0,10
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,1,0,3,0,30,0,7,0,0,0,41,0,41
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,1,0,12,0,40,0,7,0,0,0,60,0,60
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,10,0,52,0,7,0,0,0,69,0,69
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,1,0,18,0,53,0,9,0,0,0,81,0,81
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,1,0,0,0,4,0,0,0,0,0,5,0,5
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,3,0,4,0,1,0,0,0,8,0,8
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,9,0,79,0,9,0,0,0,97,0,97
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,2,0,14,0,2,0,0,0,18,0,18
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,8,0,3,0,0,0,11,0,11
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,3,0,10,0,1,0,0,0,14,0,14
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,2,0,7,0,24,0,3,0,0,0,36,0,36
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SAN JOAQUIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,2,0,5,0,12,0,1,0,0,0,20,0,20
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,1,0,1,0,26,0,4,0,0,0,32,0,32
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,2,0,3,0,1,0,0,0,6,0,6
SAN RAMON SCZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,1,0,2,0,8,0,0,0,0,0,11,0,11
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,10,0,153,0,1056,0,323,0,1,0,1543,0,1543
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,1,0,9,0,6,0,0,0,16,0,16
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,1,0,15,0,151,0,39,0,0,0,206,0,206
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,9,0,113,0,48,0,0,0,170,0,170
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,19,0,2,0,0,0,21,0,21
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,1,0,15,0,61,0,10,0,0,0,87,0,87
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,2,0,10,0,2,0,0,0,14,0,14
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,4,0,17,0,4,0,0,0,25,0,25
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,2,0,14,0,6,0,0,0,22,0,22
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,2,0,20,0,1,0,0,0,23,0,23
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,8,0,49,0,7,0,0,0,64,0,64
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,0,0,6,0,2,0,0,0,8,0,8
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,1,0,8,0,13,0,5,0,0,0,27,0,27
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,6,0,46,0,6,0,0,0,58,0,58
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,0,0,2,0,39,0,12,0,0,0,53,0,53
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-06-01,0,0,1,0,7,0,14,0,11,0,0,0,33,0,33
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,2,0,10,0,2,0,0,0,14,0,14
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,2,0,4,0,2,0,0,0,8,0,8
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,2,0,13,0,2,0,0,0,18,0,18
ATOCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,12,0,3,0,0,0,16,0,16
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,3,0,3,0,0,0,0,0,6,0,6
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,10,0,1,0,0,0,11,0,11
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,8,0,18,0,2,0,0,0,28,0,28
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,2,0,20,0,4,0,0,0,26,0,26
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,5,0,17,0,2,0,0,0,24,0,24
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,2,0,9,0,0,0,0,0,11,0,11
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,3,0,7,0,0,0,0,0,10,0,10
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,4,0,8,0,1,0,0,0,13,0,13
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,2,0,8,0,54,0,4,0,0,0,68,0,68
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,35,0,460,0,142,0,0,0,638,0,638
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,3,0,8,0,2,0,0,0,14,0,14
COMARAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,7,0,3,0,0,0,10,0,10
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,2,0,13,0,6,0,0,0,21,0,21
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,1,0,5,0,2,0,0,0,9,0,9
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,3,0,22,0,1,0,0,0,26,0,26
CUATRO CAÑADAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,6,0,2,0,0,0,9,0,9
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,15,0,414,0,68,0,0,0,497,0,497
EL TORNO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,3,0,31,0,3,0,0,0,37,0,37
ENTRE RIOS TRJ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,2,0,2,0,0,0,5,0,5
GUANAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,1,0,4,0,0,0,0,0,6,0,6
GUAYARAMERIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,12,0,21,0,0,0,0,0,34,0,34
HUANUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,2,0,6,0,0,0,0,0,8,0,8
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,3,0,19,0,1,0,0,0,23,0,23
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,27,0,466,0,158,0,0,0,652,0,652
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,4,0,12,0,5,0,0,0,21,0,21
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,9,0,1,0,0,0,10,0,10
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,1,0,1,0,0,0,0,0,3,0,3
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,16,0,3,0,0,0,19,0,19
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,15,0,58,0,3,0,0,0,77,0,77
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,25,0,199,0,56,0,0,0,281,0,281
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,6,0,6,0,3,0,0,0,15,0,15
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,5,0,4,0,0,0,10,0,10
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,3,0,9,0,3,0,0,0,16,0,16
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,2,0,26,0,138,0,35,0,0,0,201,0,201
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,2,0,5,0,1,0,0,0,8,0,8
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,5,0,24,0,8,0,0,0,37,0,37
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,9,0,27,0,5,0,0,0,42,0,42
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,14,0,46,0,15,0,0,0,75,0,75
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,19,0,31,0,21,0,5,0,0,0,76,0,76
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,4,0,4,0,0,0,8,0,8
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,8,0,2,0,0,0,10,0,10
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,7,0,76,0,18,0,0,0,101,0,101
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,1,0,4,0,4,0,0,0,10,0,10
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,6,0,23,0,5,0,0,0,34,0,34
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,3,0,4,0,0,0,0,0,8,0,8
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,22,0,5,0,0,0,28,0,28
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,1,0,14,0,1,0,0,0,17,0,17
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,8,0,150,0,1169,0,164,0,0,0,1491,0,1491
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,2,0,14,0,1,0,0,0,17,0,17
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,22,0,177,0,29,0,0,0,229,0,229
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,8,0,129,0,25,0,0,0,163,0,163
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,2,0,22,0,6,0,0,0,31,0,31
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,2,0,2,0,15,0,63,0,20,0,0,0,102,0,102
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,4,0,4,0,2,0,0,0,10,0,10
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,3,0,6,0,0,0,10,0,10
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,4,0,9,0,2,0,0,0,15,0,15
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,2,0,12,0,1,0,0,0,15,0,15
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,3,0,17,0,5,0,0,0,25,0,25
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,1,0,15,0,4,0,0,0,20,0,20
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,9,0,36,0,8,0,0,0,54,0,54
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,2,0,10,0,1,0,0,0,13,0,13
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,1,0,2,0,16,0,1,0,0,0,20,0,20
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,9,0,58,0,9,0,0,0,76,0,76
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,7,0,24,0,8,0,0,0,39,0,39
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-07-01,0,0,0,0,6,0,14,0,0,0,0,0,20,0,20
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,7,0,1,0,0,0,9,0,9
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,6,0,13,0,1,0,0,0,20,0,20
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,13,0,5,0,0,0,18,0,18
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,6,0,5,0,0,0,11,0,11
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,3,0,22,0,2,0,0,0,27,0,27
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,1,0,7,0,23,0,6,0,0,0,37,0,37
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,5,0,11,0,1,0,0,0,17,0,17
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,4,0,7,0,1,0,0,0,12,0,12
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,6,0,1,0,0,0,8,0,8
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,3,0,11,0,2,0,0,0,16,0,16
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,6,0,35,0,3,0,0,0,44,0,44
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,3,0,35,0,408,0,160,0,0,0,606,0,606
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,1,0,11,0,3,0,0,0,15,0,15
COMARAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-08-01,0,0,0,0,2,0,6,0,2,0,0,0,10,0,10
