,group,variable,month,PARTOS ATENDIDOS POR OTROS < A 10,PARTOS ATENDIDOS POR OTROS < A 10,PARTOS ATENDIDOS POR OTROS 10 A 14,PARTOS ATENDIDOS POR OTROS 10 A 14,PARTOS ATENDIDOS POR OTROS 15 A 19,PARTOS ATENDIDOS POR OTROS 15 A 19,PARTOS ATENDIDOS POR OTROS 20 A 34,PARTOS ATENDIDOS POR OTROS 20 A 34,PARTOS ATENDIDOS POR OTROS 35 A 49,PARTOS ATENDIDOS POR OTROS 35 A 49,PARTOS ATENDIDOS POR OTROS 50 Y +,PARTOS ATENDIDOS POR OTROS 50 Y +,TOTALES,TOTALES,TOTALES
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,2,0,1,0,0,0,4,4
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,1,0,2,0,8,0,2,0,0,0,13,13
ENTRE RIOS CBBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
HUARINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA ASUNTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,5,0,1,0,0,0,7,7
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MINEROS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,3,0,10,0,1,0,0,0,14,14
PAMPA GRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PUNA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN LORENZO(PND),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,9,0,1,0,0,0,11,11
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,5,0,1,0,0,0,6,6
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,2,0,1,0,0,0,4,4
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ANZALDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,1,0,5,0,1,0,0,0,7,7
CHAYANTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,7,0,1,0,0,0,8,8
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLQUECHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
EUCALIPTUS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GUTIERREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
HUMANATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA ASUNTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,5,0,1,0,0,0,6,6
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,1,0,5,0,5,0,0,0,11,11
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,5,0,3,0,0,0,8,8
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,2,0,2,0,0,0,4,4
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,1,0,4,0,2,0,0,0,7,7
TITO YUPANQUI (PARQUIPUJIO),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANZALDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ARBIETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ARQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
CARANGAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARIPUYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,3,0,4,0,0,0,0,0,7,7
CHIMORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,5,0,0,0,0,0,6,6
"COLCHA ""K""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
COTAGAITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CURAHUARA DE CARANGAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,9,0,3,0,0,0,13,13
EL TORNO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
ENTRE RIOS CBBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
EUCALIPTUS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GAIOC JATUN AYLLU YURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GUTIERREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,15,0,0,0,0,0,16,16
PAMPA GRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POCOATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,2,0,1,0,2,0,0,0,5,5
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,3,0,0,0,0,0,4,4
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,2,0,2,0,0,0,5,5
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-11-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
