,group,variable,month,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,TOTALES,TOTALES,TOTALES
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,6,0,51,0,3,0,0,0,60,0,60
SAN LORENZO(PND),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN LORENZO(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,6,2,23,2,2,1,0,0,31,5,36
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,7,0,1,0,0,0,9,0,9
SAN PABLO DE LIPEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,1,3,1,2,2,0,0,6,4,10
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,1,0,3,0,0,0,0,0,4,4
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,3,2,1,3,1,1,0,0,5,6,11
SAN RAMON SCZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,5,0,8,0,0,0,13,0,13
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,105,0,733,0,162,0,0,0,1000,0,1000
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,5,0,2,0,1,0,0,0,8,0,8
SANTA ROSA DEL SARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
SANTIAGO DE HUARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,2,3,0,0,0,0,2,3,5
SANTIAGO DE HUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SANTIAGO DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTIVAÑES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SANTUARIO DE QUILLACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAPAHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,2,2,0,1,0,0,2,3,5
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,1,4,0,0,0,0,0,4,1,5
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,3,0,21,1,6,0,0,0,30,1,31
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,1,5,3,1,0,0,0,6,4,10
SICAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,2,1,0,1,0,0,2,2,4
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,4,0,24,0,4,0,0,0,32,0,32
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,3,0,1,0,1,0,0,0,5,0,5
SORACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,2,2,0,0,1,0,0,2,3,5
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,1,0,1,0,1,0,0,0,3,3
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,3,0,42,0,262,0,67,0,0,0,374,0,374
TACACOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
TACOBAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,1,0,1,0,1,0,0,0,3,3
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,3,1,6,0,2,0,0,1,11,12
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,4,1,5,3,1,1,0,0,10,5,15
TARACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,2,1,0,0,0,0,3,1,4
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,25,0,188,0,60,0,0,0,273,0,273
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,8,1,0,0,0,0,9,1,10
TEOPONTE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,11,0,0,0,0,0,11,0,11
TIAHUANACU,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,1,0,2,0,1,0,0,0,4,4
TIPUANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TIRAQUE (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,11,0,0,0,0,0,12,0,12
TOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOLATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
TOLEDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TOMAVE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
TOMINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,2,0,15,0,0,0,0,0,17,0,17
TOTORA(ORR),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,10,0,40,0,4,0,0,0,54,0,54
TURCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,3,0,7,2,0,0,0,0,10,2,12
URIONDO (A. CONCEPCION),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,3,0,22,0,4,0,0,0,29,0,29
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,2,1,1,0,0,0,4,1,5
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,3,0,18,0,0,0,0,0,21,0,21
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,0,1,0,1,0,0,1,2,3
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,1,0,2,0,4,2,0,1,0,0,7,3,10
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,14,0,24,0,5,0,0,0,43,0,43
VILLA NUEVA (LOMA ALTA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA SERRANO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,1,0,2,0,0,0,4,0,4
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,1,0,20,0,62,3,19,0,0,0,102,3,105
VILLA VACA GUZMAN (MUYUPAMPA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,2,1,1,1,0,0,3,2,5
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,2,0,29,0,9,0,0,0,40,0,40
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,10,0,37,0,12,0,0,0,59,0,59
VITICHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,1,2,0,1,0,0,0,3,1,4
WALDO BALLIVIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,20,0,2,0,0,0,22,0,22
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,8,0,61,0,3,0,0,0,72,0,72
YAMPARAEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
YOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YUNCHARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
ZUDAÑEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-11-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
ACACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,4,0,19,6,5,1,0,0,28,7,35
ACHOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,0,7,1,2,0,0,0,10,1,11
ALCALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALTO BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,8,1,0,0,0,0,8,1,9
ANCORAIMES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,3,1,0,1,0,0,3,2,5
ANDAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,3,1,12,2,2,0,0,0,17,3,20
ARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ARBIETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,0,8,0,0,0,0,0,9,0,9
ARQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
ATOCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
AYATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
AYO AYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,4,0,6,0,0,0,0,0,10,0,10
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,2,1,3,1,0,0,0,0,5,2,7
BATALLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,1,4,2,1,1,0,0,6,4,10
BELLA FLOR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,6,0,15,0,1,0,0,0,22,0,22
BETANZOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,1,10,2,1,0,0,0,11,3,14
CAIROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
CAJUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,2,0,3,0,0,0,0,0,5,0,5
CALAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,0,10,1,2,1,0,0,13,2,15
CAMATAQUI (C. VILLA ABECIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,0,3,0,2,0,0,0,6,0,6
CAQUIAVIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,5,1,6,0,0,0,11,1,12
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,0,2,0,0,2,0,0,3,2,5
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
CARIPUYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
CHACARILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,2,0,23,1,2,0,0,0,27,1,28
CHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,1,4,0,0,0,0,1,4,5
CHAYANTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
CHIMORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
CHUMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,1,5,0,0,0,0,1,5,6
CHUQUIHUTA AYLLU JUCUMANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,0,3,1,1,0,0,0,5,1,6
CKOCHAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,1,2,2,2,2,0,0,4,5,9
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,1,0,13,0,75,0,2,0,0,0,91,0,91
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,1,0,1,4,5,2,0,0,0,6,7,13
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,3,0,25,0,412,0,156,0,0,0,596,0,596
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,5,0,20,0,2,0,0,0,27,0,27
"COLCHA ""K""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
COLLANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,2,0,9,0,1,0,0,0,12,0,12
COLPA BELGICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
COLQUECHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,4,0,10,7,0,0,0,0,14,7,21
COLQUENCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
COLQUIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,2,2,2,2,0,0,0,0,4,4,8
COMANCHE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,2,0,10,0,6,0,0,0,18,0,18
COPACABANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
CORIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-12-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
