,group,variable,month,TOTAL 21.1 NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,TOTAL 21.1 NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,TOTAL 21.1 NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,TOTAL 21.1 NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,TOTALES,TOTALES,TOTALES
BAURES,malaria,      numero de muestras hematicas tomadas,2014-09-01,11.0,7.0,0.0,0.0,11.0,7.0,18.0
BELLA FLOR,malaria,      numero de muestras hematicas tomadas,2014-09-01,67.0,72.0,10.0,12.0,77.0,84.0,161.0
BERMEJO,malaria,      numero de muestras hematicas tomadas,2014-09-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
BOLPEBRA,malaria,      numero de muestras hematicas tomadas,2014-09-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
BUENA VISTA,malaria,      numero de muestras hematicas tomadas,2014-09-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
CAMATAQUI (C. VILLA ABECIA),malaria,      numero de muestras hematicas tomadas,2014-09-01,3.0,8.0,0.0,0.0,3.0,8.0,11.0
CAMIRI,malaria,      numero de muestras hematicas tomadas,2014-09-01,4.0,6.0,0.0,0.0,4.0,6.0,10.0
CARANAVI,malaria,      numero de muestras hematicas tomadas,2014-09-01,4.0,5.0,0.0,0.0,4.0,5.0,9.0
CARAPARI,malaria,      numero de muestras hematicas tomadas,2014-09-01,148.0,142.0,0.0,0.0,148.0,142.0,290.0
COBIJA,malaria,      numero de muestras hematicas tomadas,2014-09-01,22.0,14.0,6.0,5.0,28.0,19.0,47.0
CUEVO,malaria,      numero de muestras hematicas tomadas,2014-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
CULPINA,malaria,      numero de muestras hematicas tomadas,2014-09-01,10.0,17.0,0.0,0.0,10.0,17.0,27.0
EL TORNO,malaria,      numero de muestras hematicas tomadas,2014-09-01,7.0,4.0,0.0,0.0,7.0,4.0,11.0
EL VILLAR,malaria,      numero de muestras hematicas tomadas,2014-09-01,4.0,11.0,0.0,0.0,4.0,11.0,15.0
EUREKA (SANTOS MERCADO),malaria,      numero de muestras hematicas tomadas,2014-09-01,159.0,86.0,0.0,0.0,159.0,86.0,245.0
FILADELFIA,malaria,      numero de muestras hematicas tomadas,2014-09-01,18.0,15.0,0.0,0.0,18.0,15.0,33.0
GUAYARAMERIN,malaria,      numero de muestras hematicas tomadas,2014-09-01,615.0,801.0,0.0,0.0,615.0,801.0,1416.0
GUTIERREZ,malaria,      numero de muestras hematicas tomadas,2014-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
HUACARETA,malaria,      numero de muestras hematicas tomadas,2014-09-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
INCAHUASI,malaria,      numero de muestras hematicas tomadas,2014-09-01,19.0,27.0,0.0,0.0,19.0,27.0,46.0
INGAVI (HUMAITA),malaria,      numero de muestras hematicas tomadas,2014-09-01,77.0,79.0,0.0,0.0,77.0,79.0,156.0
LAGUNILLAS,malaria,      numero de muestras hematicas tomadas,2014-09-01,2.0,11.0,0.0,0.0,2.0,11.0,13.0
LAS CARRERAS,malaria,      numero de muestras hematicas tomadas,2014-09-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
MACHARETI,malaria,      numero de muestras hematicas tomadas,2014-09-01,2.0,16.0,0.0,0.0,2.0,16.0,18.0
MAGDALENA,malaria,      numero de muestras hematicas tomadas,2014-09-01,72.0,56.0,0.0,0.0,72.0,56.0,128.0
MAPIRI,malaria,      numero de muestras hematicas tomadas,2014-09-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
MIZQUE,malaria,      numero de muestras hematicas tomadas,2014-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
MOJOCOYA,malaria,      numero de muestras hematicas tomadas,2014-09-01,5.0,10.0,0.0,0.0,5.0,10.0,15.0
MONTEAGUDO,malaria,      numero de muestras hematicas tomadas,2014-09-01,24.0,35.0,0.0,0.0,24.0,35.0,59.0
NACEBE (SANTA ROSA DEL ABUNA),malaria,      numero de muestras hematicas tomadas,2014-09-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
NUEVO MANOA (NUEVA ESPERANZA),malaria,      numero de muestras hematicas tomadas,2014-09-01,69.0,52.0,0.0,0.0,69.0,52.0,121.0
PADCAYA,malaria,      numero de muestras hematicas tomadas,2014-09-01,23.0,32.0,0.0,0.0,23.0,32.0,55.0
PADILLA,malaria,      numero de muestras hematicas tomadas,2014-09-01,65.0,57.0,0.0,0.0,65.0,57.0,122.0
PALOS BLANCOS,malaria,      numero de muestras hematicas tomadas,2014-09-01,7.0,3.0,0.0,0.0,7.0,3.0,10.0
POROMA,malaria,      numero de muestras hematicas tomadas,2014-09-01,35.0,40.0,5.0,4.0,40.0,44.0,84.0
PORONGO,malaria,      numero de muestras hematicas tomadas,2014-09-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
PORVENIR,malaria,      numero de muestras hematicas tomadas,2014-09-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
PUERTO GONZALO MORENO,malaria,      numero de muestras hematicas tomadas,2014-09-01,29.0,17.0,0.0,0.0,29.0,17.0,46.0
PUERTO RICO,malaria,      numero de muestras hematicas tomadas,2014-09-01,76.0,69.0,0.0,0.0,76.0,69.0,145.0
RIBERALTA,malaria,      numero de muestras hematicas tomadas,2014-09-01,284.0,259.0,0.0,1.0,284.0,260.0,544.0
RURRENABAQUE,malaria,      numero de muestras hematicas tomadas,2014-09-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
SAIPINA,malaria,      numero de muestras hematicas tomadas,2014-09-01,57.0,109.0,0.0,0.0,57.0,109.0,166.0
SAN BORJA,malaria,      numero de muestras hematicas tomadas,2014-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SAN CARLOS,malaria,      numero de muestras hematicas tomadas,2014-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SAN IGNACIO DE VELASCO,malaria,      numero de muestras hematicas tomadas,2014-09-01,36.0,32.0,11.0,33.0,47.0,65.0,112.0
SAN JOSE DE CHIQUITOS,malaria,      numero de muestras hematicas tomadas,2014-09-01,31.0,52.0,0.0,0.0,31.0,52.0,83.0
SAN LORENZO(PND),malaria,      numero de muestras hematicas tomadas,2014-09-01,135.0,143.0,0.0,0.0,135.0,143.0,278.0
SAN LUCAS,malaria,      numero de muestras hematicas tomadas,2014-09-01,3.0,13.0,0.0,0.0,3.0,13.0,16.0
SAN MATIAS,malaria,      numero de muestras hematicas tomadas,2014-09-01,7.0,15.0,0.0,0.0,7.0,15.0,22.0
SAN MIGUEL DE VELASCO,malaria,      numero de muestras hematicas tomadas,2014-09-01,48.0,43.0,0.0,0.0,48.0,43.0,91.0
SAN PEDRO(PND),malaria,      numero de muestras hematicas tomadas,2014-09-01,69.0,55.0,0.0,0.0,69.0,55.0,124.0
SANTA CRUZ DE LA SIERRA,malaria,      numero de muestras hematicas tomadas,2014-09-01,4.0,0.0,0.0,0.0,4.0,0.0,4.0
SENA,malaria,      numero de muestras hematicas tomadas,2014-09-01,66.0,55.0,0.0,0.0,66.0,55.0,121.0
SOPACHUY,malaria,      numero de muestras hematicas tomadas,2014-09-01,2.0,12.0,0.0,0.0,2.0,12.0,14.0
SUCRE,malaria,      numero de muestras hematicas tomadas,2014-09-01,80.0,88.0,0.0,0.0,80.0,88.0,168.0
TARABUCO,malaria,      numero de muestras hematicas tomadas,2014-09-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
TARVITA,malaria,      numero de muestras hematicas tomadas,2014-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
TEOPONTE,malaria,      numero de muestras hematicas tomadas,2014-09-01,3.0,4.0,0.0,0.0,3.0,4.0,7.0
TOMINA,malaria,      numero de muestras hematicas tomadas,2014-09-01,5.0,11.0,0.0,0.0,5.0,11.0,16.0
URIONDO (A. CONCEPCION),malaria,      numero de muestras hematicas tomadas,2014-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
VALLEGRANDE,malaria,      numero de muestras hematicas tomadas,2014-09-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
VILLA CHARCAS,malaria,      numero de muestras hematicas tomadas,2014-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
VILLA MONTES,malaria,      numero de muestras hematicas tomadas,2014-09-01,174.0,170.0,0.0,0.0,174.0,170.0,344.0
VILLA NUEVA (LOMA ALTA),malaria,      numero de muestras hematicas tomadas,2014-09-01,35.0,42.0,0.0,0.0,35.0,42.0,77.0
VILLA SERRANO,malaria,      numero de muestras hematicas tomadas,2014-09-01,5.0,8.0,0.0,0.0,5.0,8.0,13.0
VILLA VACA GUZMAN (MUYUPAMPA),malaria,      numero de muestras hematicas tomadas,2014-09-01,20.0,70.0,0.0,0.0,20.0,70.0,90.0
YACUIBA,malaria,      numero de muestras hematicas tomadas,2014-09-01,41.0,74.0,0.0,0.0,41.0,74.0,115.0
YAPACANI,malaria,      numero de muestras hematicas tomadas,2014-09-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
YOTALA,malaria,      numero de muestras hematicas tomadas,2014-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ZUDAÑEZ,malaria,      numero de muestras hematicas tomadas,2014-09-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
