,group,variable,month,DT 4TA DOSIS 5 A 9 - D,DT 4TA DOSIS 5 A 9 - D,DT 4TA DOSIS 5 A 9 - F,DT 4TA DOSIS 5 A 9 - F,DT 4TA DOSIS 10 AÑOS - D,DT 4TA DOSIS 10 AÑOS - D,DT 4TA DOSIS 10 AÑOS - F,DT 4TA DOSIS 10 AÑOS - F,DT 4TA DOSIS 11 AÑOS - D,DT 4TA DOSIS 11 AÑOS - D,DT 4TA DOSIS 11 AÑOS - F,DT 4TA DOSIS 11 AÑOS - F,DT 4TA DOSIS 12 A 20 - D,DT 4TA DOSIS 12 A 20 - D,DT 4TA DOSIS 12 A 20 - F,DT 4TA DOSIS 12 A 20 - F,DT 4TA DOSIS 21 A 59 - D,DT 4TA DOSIS 21 A 59 - D,DT 4TA DOSIS 21 A 59 - F,DT 4TA DOSIS 21 A 59 - F,DT 4TA DOSIS 60 Y MAS - D,DT 4TA DOSIS 60 Y MAS - D,DT 4TA DOSIS 60 Y MAS - F,DT 4TA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
ALALAY,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,4
ALCALA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ALTO BENI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANZALDO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
APOLO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,5
ARAMPAMPA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
ARANI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0,0,0,0,3,5,8
ARBIETO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,2,0,0,0,0,2,7,9
ARQUE,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,3,1,6,0,0,0,0,3,15,18
ATOCHA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
AUCAPATA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7
AYATA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,3,4
AYO AYO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,1,8,2,5,0,0,0,0,8,22,30
BATALLAS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,7,0,0,0,0,0,0,1,14,15
BAURES,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BELLA FLOR,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,3,1,4
BERMEJO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
BETANZOS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,0,0,0,1,0,0,0,0,29,33,62
BOLPEBRA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,3
BUENA VISTA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CABEZAS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,3,7,4,5,6,0,0,0,0,16,16,32
CAIROMA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,3,3,6
"CAIZA ""D""",otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,74,0,1,39,9,0,0,0,0,118,84,202
CAJUATA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
CALAMARCA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMIRI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,1,11,12,0,1,14,20,0,0,10,7,0,0,0,7,11,5,2,5,0,0,0,0,48,58,106
CAPINOTA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,7,0,0,0,0,3,10,13
CARACOLLO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,1,7,8
CARANAVI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,2,4,0,0,0,0,3,14,17
CARAPARI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CARIPUYO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CARMEN RIVERO TORREZ,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHALLAPATA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CHAQUI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
CHARAGUA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,3
CHARAÑA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHIMORE,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,5,2,1,0,0,0,0,3,12,15
CHUMA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,2,0,0,0,0,2,7,9
CKOCHAS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CLIZA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,0,0,0,0,5,4,9
COBIJA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,3,19,11,0,0,4,6,0,0,1,2,1,2,37,28,12,16,153,192,0,0,0,0,227,260,487
COCAPATA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,1,0,0,0,0,1,1,3,1,5,9,18,20,4,4,3,8,0,0,0,0,34,44,78
COCHABAMBA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,1,1,1,0,0,0,0,0,1,1,0,4,14,7,21,29,98,56,106,0,0,0,0,98,242,340
COLCAPIRHUA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,25,33,0,0,0,0,30,37,67
"COLCHA ""K""",otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0,7,2,9
COLOMI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,3,0,0,0,0,1,12,13
COLPA BELGICA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COLQUECHACA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,2,1,2,0,0,0,0,5,7,12
COLQUENCHA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,3,0,0,0,0,0,0,3,6,9
COLQUIRI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4
COMARAPA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CONCEPCION,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,3,0,0,0,0,5,7,12
CORIPATA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,7,9,16
CORO CORO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
COROICO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,3,2,5
CORQUE,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
COTAGAITA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,3,4
COTOCA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,2,3,7,1,0,4,1,0,1,3,0,4,20,3,7,16,32,7,19,0,0,0,0,41,89,130
CUATRO CAÑADAS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,2,5,7
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CUEVO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CULPINA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,2,0,0,0,1,0,0,0,0,0,0,1,6,16,24,6,12,0,0,0,0,0,0,23,45,68
CURAHUARA DE CARANGAS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CURVA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 4ta dosis,2024-10-01,2,0,33,40,0,0,27,36,0,0,12,13,3,17,80,166,14,174,29,149,0,0,0,0,200,595,795
EL PUENTE(STC),otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,1,2,0,0,0,0,3,7,10
EL PUENTE(TJA),otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL TORNO,otras vacunaciones,dt 4ta dosis,2024-10-01,1,0,0,0,0,1,0,0,0,0,0,1,6,11,4,6,24,55,8,30,0,0,0,0,43,104,147
EL VILLAR,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ENTRE RIOS TRJ,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,5,1,6
ENTRE RIOS CBBA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,17,6,2,0,0,0,0,8,26,34
ESMERALDA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
FILADELFIA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1,0,0,0,0,4,3,7
GAIOC JATUN AYLLU YURA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
GIA-TIM,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
GUANAY,otras vacunaciones,dt 4ta dosis,2024-10-01,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
GUAQUI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,5
GUTIERREZ,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,4,4
HUACARETA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,0,0,0,0,2,5,7
HUARINA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,3,3,6
HUATAJATA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,3,4
HUAYLLAMARCA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,6,7
INCAHUASI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
INQUISIVI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,5,2,0,0,4,6,0,0,4,3,0,0,18,30,0,1,0,1,0,0,0,0,31,43,74
IXIAMAS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
JESUS DE MACHACA,otras vacunaciones,dt 4ta dosis,2024-10-01,3,0,14,18,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,22,39
LA ASUNTA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,2,0,0,0,0,6,4,10
LA GUARDIA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,1,7,9,0,0,3,8,0,0,5,7,1,20,16,25,45,81,67,161,0,0,0,0,144,312,456
LA PAZ,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,1,0,0,0,0,3,0,0,8,26,34,39,39,185,48,26,0,0,0,0,130,279,409
LAGUNILLAS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,2,0,8,7,0,0,6,7,0,0,3,3,0,0,0,1,0,0,0,0,19,18,37
LAJA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,3,3,0,0,0,0,6,10,16
LICOMA PAMPA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,3,7,0,0,0,0,8,11,19
LLICA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
LORETO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MACHARETI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAGDALENA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MAIRANA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MALLA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPIRI,otras vacunaciones,dt 4ta dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MECAPACA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MINEROS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,1,1,0,0,0,0,1,12,13
MIZQUE,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,2,5,7
MOJOCOYA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,3,2,5
MONTERO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,17,0,31,2,19,0,0,0,0,15,69,84
MOROCHATA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,0,0,0,0,0,0,6,5,11
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,0,0,0,0,0,0,2,8,10
OCURI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
OKINAWA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,2,0,0,0,0,2,10,12
OMEREQUE,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,3,0,0,0,5,0,0,0,0,8,10,18
ORURO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,11,39,12,42,0,0,0,0,27,86,113
PADILLA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,0,3,4,7
PAILON,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,1,2,5,13,0,0,0,0,7,23,30
PALCA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3,4
PAMPA AULLAGAS,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,4
PAMPA GRANDE,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,4,6
PAPEL PAMPA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
PASORAPA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PATACAMAYA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,0,0,0,0,2,8,10
PAZÑA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
POCOATA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,7,0,0,0,0,0,0,2,16,18
POCONA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,4,6,10
POJO (CBBA),otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
POOPO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
PORCO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,4,5
PORONGO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,5,8,3,5,0,0,0,0,11,17,28
PORTACHUELO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
PORVENIR,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
POTOSI,otras vacunaciones,dt 4ta dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,3,24,0,4,0,0,0,0,10,39,49
PUCARANI,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,5,8
PUERTO ACOSTA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
PUERTO GONZALO MORENO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,0,2,6,8
PUERTO QUIJARRO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,0,0,0,0,10,6,16
PUERTO SUAREZ,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,1,8,9
PUERTO VILLARROEL,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,1,0,0,3,6,1,0,7,12,2,5,15,16,5,14,12,27,0,0,0,0,45,81,126
PUNA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
PUNATA,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,2,0,0,0,0,4,5,9
QUILLACOLLO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,4,7,23,31,8,24,67,121,0,0,0,0,102,183,285
QUIME,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
RAVELO,otras vacunaciones,dt 4ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,7
