,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,9,0,0,0,0,2,10,12
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,15,18,8,5,2,4,0,0,4,4,0,2,7,12,1,0,8,19,5,5,1,3,0,0,51,72,123
PUNA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,0,0,3,5,8
QUIME,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,18,0,0,0,0,6,18,24
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,4,1,0,0,0,0,0,0,1,2,0,0,0,0,2,3,3,3,0,0,1,0,11,9,20
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,2,3,5
REYES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,1,1,0,0,0,1,0,0,0,4,0,0,4,0,0,0,1,0,0,0,0,0,6,6,12
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,47,46,0,0,2,3,0,0,0,0,6,37,44,53,89,29,7,9,14,9,10,7,219,193,412
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,1,0,0,1,0,1,1,0,0,0,1,1,2,0,1,3,9,6,2,1,0,1,17,14,31
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,6,6,2,0,1,1,14,8,22
SACABA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,6,1,0,1,0,1,1,10,8,18
SACACA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,5,2,7
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,4
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,4,1,8,6,14
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,8,10
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,4,1,19,27,1,0,0,1,27,32,59
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,8,8
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,5,0,0,0,0,0,11,6,17
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,12,11,24,0,0,0,0,14,41,55
SAN JOAQUIN,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,6,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,3,0,8,10,0,1,0,1,0,0,1,0,0,0,2,4,0,0,3,11,8,2,0,0,25,29,54
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,5,4,9
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,4
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,2,1,0,4,7,11
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,5,9,0,0,0,0,7,13,20
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,1,8,0,0,0,4,7,19,26
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,2,2,0,1,0,1,0,0,0,0,4,2,0,0,9,5,3,1,0,0,0,0,18,12,30
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,12,2,2,0,0,0,0,3,16,19
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,13,0,0,0,0,14,13,27
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,2,5
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,7,4,0,0,1,2,0,1,1,0,0,0,7,6,1,0,101,121,0,1,2,6,120,141,261
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,73,51,31,31,11,12,11,5,7,12,5,23,35,85,75,105,327,556,426,681,25,47,25,63,1051,1671,2722
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,14,22,1,0,2,0,19,26,45
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,2,0,0,0,0,0,0,20,18,38
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,0,0,0,4,4,8
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
SENA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,11,40,60,4,3,0,0,0,0,54,82,136
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,3,1,3,4,11,9,20
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,3,4
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,3
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
SORATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,15,0,0,3,0,15,15,30
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,11,7,0,4,3,3,1,1,16,20,36
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,9,5,6,1,2,14,17,31
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2,1,1,4,11,15
TAHUA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,0,0,0,0,7,5,12
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,3
TARACO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,14,6,10,2,3,2,2,22,30,52
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,3,5
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,6
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,7,7,14
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,14,35,58,0,0,0,0,42,73,115
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,4
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,9,0,0,0,0,22,12,34
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,7,0,0,0,1,5,8,13
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,1,0,0,0,1,0,1,0,0,0,0,2,5,0,1,3,7,0,3,7,1,1,1,13,21,34
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,6,5,31,32,0,2,6,10,0,1,9,5,8,4,53,58,36,59,29,52,1,3,1,5,180,236,416
TURCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,3,5
UMALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,5,13,0,0,0,0,6,18,24
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,5,2,8,22,0,0,0,0,20,34,54
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,1,0,0,1,5,4,9
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,3,3,0,0,7,16,23
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,5,18,0,0,3,2,10,25,35
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,6,6,0,1,0,0,15,11,26
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,2,5,6,11
VILLA TUNARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,7,10,0,0,0,0,9,16,25
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,11,12,0,0,6,2,19,19,38
VITICHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,5
WARNES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,3,2,1,4,0,0,0,2,0,2,1,1,5,10,13,13,32,50,47,56,7,8,10,13,119,161,280
YACO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,3,2,5
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,66,56,0,0,0,0,71,71,142
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,5,6
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,7,2,1,0,0,5,11,16
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,1,2,4,5,11,16
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,6,0,0,9,16,6,2,26,65,0,0,3,0,45,89,134
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,1,5,6
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,4,8,0,0,0,1,7,14,21
APOLO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,6,0,0,0,0,4,10,14
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,6,0,0,0,1,5,9,14
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,1,5,6,11
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,1,6,3,9
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,1,7,8
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,3
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,3,0,0,0,1,0,0,1,3,0,0,13,11,0,0,0,0,0,0,14,18,32
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,1,0,0,3,5,8
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,3,2,18,26,10,12,10,8,0,0,0,1,0,0,0,1,9,6,4,4,0,0,0,0,54,60,114
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,0,1,6,3,5,0,0,0,0,19,11,30
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,3,5
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,2,5,7
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,6,0,0,0,0,9,8,17
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,3
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,2,5,7
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,8
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,0,2,3,0,5,10,15
CHUA COCANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,4,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,8,1,0,0,2,1,13,11,24
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,0,0,0,0,4,9,13
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,3,1,1,1,0,0,0,10,9,19
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,6,1,0,0,0,0,0,0,13,7,20
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,1,0,2,4,0,0,0,0,0,0,2,4,1,2,22,23,11,18,97,130,4,2,7,15,147,198,345
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,3,7,10
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,4,3,7
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,1,0,0,0,0,5,5,10
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,7,4,11
