,group,variable,month,SR 5 A 9 - D,SR 5 A 9 - D,SR 5 A 9 - F,SR 5 A 9 - F,SR 10 AÑOS - D,SR 10 AÑOS - D,SR 10 AÑOS - F,SR 10 AÑOS - F,SR 11 AÑOS - D,SR 11 AÑOS - D,SR 11 AÑOS - F,SR 11 AÑOS - F,SR 12 A 20 - D,SR 12 A 20 - D,SR 12 A 20 - F,SR 12 A 20 - F,SR 21 A 59 - D,SR 21 A 59 - D,SR 21 A 59 - F,SR 21 A 59 - F,SR 60 Y MAS - D,SR 60 Y MAS - D,SR 60 Y MAS - F,SR 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PUERTO VILLARROEL,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,2,0,0,0,0,0,50,0,50
PUNA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PUNATA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
QUIABAYA,otras vacunaciones,sr,2024-06-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
QUILLACOLLO,otras vacunaciones,sr,2024-06-01,1,0,3,1,0,0,0,0,0,0,0,1,0,0,3,3,2,1,2,1,0,0,0,0,11,7,18
QUIME,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,3,5
RAVELO,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
ROBORE,otras vacunaciones,sr,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
RURRENABAQUE,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SACABA,otras vacunaciones,sr,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,4,6
SAMAIPATA,otras vacunaciones,sr,2024-06-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,7,8
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN BUENA VENTURA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,3
SAN CARLOS,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,6,6
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,5,8,0,0,0,0,0,0,7,18,25
SAN JAVIER(STC),otras vacunaciones,sr,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4
SAN JULIAN,otras vacunaciones,sr,2024-06-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,5,15,20
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2,0,0,0,0,5,7,12
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2024-06-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,5
SAN RAFAEL,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10
SAN RAMON SCZ,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA ANA,otras vacunaciones,sr,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2024-06-01,9,18,22,22,4,4,5,0,0,0,1,2,15,26,4,8,56,120,12,34,0,0,0,0,128,234,362
SANTIAGO DE CALLAPA,otras vacunaciones,sr,2024-06-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
SANTIAGO DE HUATA,otras vacunaciones,sr,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,sr,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SENA,otras vacunaciones,sr,2024-06-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4,4,8
SHINAOTA,otras vacunaciones,sr,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2024-06-01,0,3,5,4,1,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,14,23
SIPE SIPE,otras vacunaciones,sr,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,4
SORATA,otras vacunaciones,sr,2024-06-01,0,4,5,0,0,1,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,8,8,16
SUCRE,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,3,2,5
TACACOMA,otras vacunaciones,sr,2024-06-01,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,5
TAPACARI,otras vacunaciones,sr,2024-06-01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4
TARACO,otras vacunaciones,sr,2024-06-01,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TARIJA,otras vacunaciones,sr,2024-06-01,3,3,2,5,0,0,0,0,0,0,0,0,0,1,2,2,3,9,0,3,0,0,0,0,10,23,33
TEOPONTE,otras vacunaciones,sr,2024-06-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TIAHUANACU,otras vacunaciones,sr,2024-06-01,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
TIPUANI,otras vacunaciones,sr,2024-06-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TIQUIPAYA,otras vacunaciones,sr,2024-06-01,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,4,4,8
TOTORA(CBBA),otras vacunaciones,sr,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4
TRINIDAD,otras vacunaciones,sr,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,9,0,0,0,0,0,0,6,11,17
TUPIZA,otras vacunaciones,sr,2024-06-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
UMALA,otras vacunaciones,sr,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
UNCIA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
UYUNI,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
VACAS,otras vacunaciones,sr,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VIACHA,otras vacunaciones,sr,2024-06-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5,5,5,0,0,0,0,15,10,25
VILLA MONTES,otras vacunaciones,sr,2024-06-01,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2,3,5,0,8,0,0,0,0,6,18,24
VILLA TUNARI,otras vacunaciones,sr,2024-06-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
VILLAZON,otras vacunaciones,sr,2024-06-01,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,3,7,0,0,0,0,6,11,17
VINTO,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3
WALDO BALLIVIAN,otras vacunaciones,sr,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YACUIBA,otras vacunaciones,sr,2024-06-01,3,2,0,0,1,0,1,0,0,0,1,2,0,0,2,1,0,0,15,6,0,0,0,0,23,11,34
YAMPARAEZ,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHACACHI,otras vacunaciones,sr,2024-07-01,11,7,0,1,4,1,0,1,0,1,0,0,0,1,0,5,2,1,0,0,0,0,0,0,17,18,35
ACHOCALLA,otras vacunaciones,sr,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AIQUILE,otras vacunaciones,sr,2024-07-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4
ALTO BENI,otras vacunaciones,sr,2024-07-01,5,8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,36
ANCORAIMES,otras vacunaciones,sr,2024-07-01,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,6,8
ANDAMARCA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
ANTEQUERA,otras vacunaciones,sr,2024-07-01,0,0,2,2,0,0,3,2,0,0,1,1,0,0,10,2,2,5,9,5,0,0,0,0,27,17,44
ANZALDO,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
APOLO,otras vacunaciones,sr,2024-07-01,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
ARQUE,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,5,6
ATOCHA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8,0,0,0,0,0,0,3,9,12
AYO AYO,otras vacunaciones,sr,2024-07-01,1,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,5,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
BATALLAS,otras vacunaciones,sr,2024-07-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
BELEN DE ANDAMARCA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,3,4,7
BERMEJO,otras vacunaciones,sr,2024-07-01,2,5,1,1,0,0,1,0,0,0,0,0,3,2,0,3,3,8,2,4,0,0,0,0,12,23,35
BOLPEBRA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
BUENA VISTA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,12
CABEZAS,otras vacunaciones,sr,2024-07-01,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,3,0,0,0,0,15,17,32
CAIROMA,otras vacunaciones,sr,2024-07-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
"CAIZA ""D""",otras vacunaciones,sr,2024-07-01,4,1,0,2,0,0,0,1,1,0,0,0,4,1,0,0,4,4,0,0,0,0,0,0,13,9,22
CAJUATA,otras vacunaciones,sr,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMARGO,otras vacunaciones,sr,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,sr,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMIRI,otras vacunaciones,sr,2024-07-01,7,2,1,2,0,0,0,0,0,0,0,0,2,3,1,0,7,5,22,1,0,0,0,0,40,13,53
CAPINOTA,otras vacunaciones,sr,2024-07-01,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CARACOLLO,otras vacunaciones,sr,2024-07-01,1,4,15,19,0,2,0,1,1,1,1,2,4,9,27,17,37,46,47,51,0,0,0,0,133,152,285
CARANAVI,otras vacunaciones,sr,2024-07-01,1,0,6,5,0,0,1,3,0,0,1,2,0,0,103,8,0,2,9,1,0,0,0,0,121,21,142
CARAPARI,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CARIPUYO,otras vacunaciones,sr,2024-07-01,0,0,0,1,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,6,9
CHALLAPATA,otras vacunaciones,sr,2024-07-01,0,0,4,5,0,0,0,0,0,0,0,0,1,1,2,0,8,20,4,4,0,0,0,0,19,30,49
CHARAGUA,otras vacunaciones,sr,2024-07-01,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,5,2,7
CHAYANTA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,3,11,14
CHIMORE,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,8
CHIPAYA,otras vacunaciones,sr,2024-07-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,7,4,11
CHOQUE COTA,otras vacunaciones,sr,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,2,5
CHUA COCANI,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2024-07-01,0,0,3,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5,5,10
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
CLIZA,otras vacunaciones,sr,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COBIJA,otras vacunaciones,sr,2024-07-01,0,0,3,2,0,0,1,1,0,0,1,0,0,0,2,3,4,0,6,2,0,0,0,0,17,8,25
COCHABAMBA,otras vacunaciones,sr,2024-07-01,27,21,7,22,4,6,0,1,2,1,0,0,4,12,3,0,18,23,4,1,0,0,0,0,69,87,156
COLCAPIRHUA,otras vacunaciones,sr,2024-07-01,4,1,3,1,2,0,0,1,0,1,0,0,0,2,1,3,1,1,3,3,0,0,0,0,14,13,27
"COLCHA ""K""",otras vacunaciones,sr,2024-07-01,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,1,1,0,0,0,0,6,5,11
COLOMI,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
COLPA BELGICA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,5,11,16
COLQUECHACA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUENCHA,otras vacunaciones,sr,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COLQUIRI,otras vacunaciones,sr,2024-07-01,6,8,60,59,0,2,19,23,0,1,13,19,3,13,78,110,13,40,105,227,0,0,0,0,297,502,799
COMARAPA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,10,0,0,0,0,0,0,10,10,20
CONCEPCION,otras vacunaciones,sr,2024-07-01,0,1,2,3,0,0,0,0,0,0,0,0,0,11,0,0,0,29,0,0,0,0,0,0,2,44,46
COROICO,otras vacunaciones,sr,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,2,6,8
CORQUE,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,1,1,2,11,0,0,0,0,0,65,4,69
COTAGAITA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,3,5
COTOCA,otras vacunaciones,sr,2024-07-01,2,2,6,8,0,0,0,0,1,0,0,0,0,1,2,0,10,17,22,15,0,0,0,0,43,43,86
CUATRO CAÑADAS,otras vacunaciones,sr,2024-07-01,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,10,31,1,0,0,0,0,0,12,36,48
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2024-07-01,0,1,4,1,0,0,0,0,0,0,0,2,0,0,106,1,4,4,13,13,0,0,0,0,127,22,149
DESAGUADERO,otras vacunaciones,sr,2024-07-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,5
EL ALTO,otras vacunaciones,sr,2024-07-01,35,32,8,5,5,8,0,1,4,1,1,1,7,17,2,1,15,41,17,24,0,0,0,0,94,131,225
EL CHORO,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,2,4,6
EL PUENTE(STC),otras vacunaciones,sr,2024-07-01,0,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,10,29,0,0,0,0,0,0,14,32,46
EL TORNO,otras vacunaciones,sr,2024-07-01,1,3,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,7,2,0,0,0,0,0,8,11,19
ENTRE RIOS CBBA,otras vacunaciones,sr,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,8,1,5,0,11,10,2,0,0,0,0,0,27,11,38
ESCOMA,otras vacunaciones,sr,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ESMERALDA,otras vacunaciones,sr,2024-07-01,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,5
EUCALIPTUS,otras vacunaciones,sr,2024-07-01,2,7,2,5,0,0,1,2,2,1,1,1,0,0,11,11,1,3,11,32,0,0,0,0,31,62,93
EXALTACION,otras vacunaciones,sr,2024-07-01,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
GAIOC JATUN AYLLU YURA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
GENERAL SAAVEDRA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8,0,0,0,0,0,0,5,9,14
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,4,6
GUANAY,otras vacunaciones,sr,2024-07-01,2,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,13,26
GUTIERREZ,otras vacunaciones,sr,2024-07-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
HUACHACALLA,otras vacunaciones,sr,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,2,4,6
HUANUNI,otras vacunaciones,sr,2024-07-01,7,7,16,18,2,1,2,2,1,1,1,1,3,1,44,14,18,62,19,25,0,0,0,0,113,132,245
HUARINA,otras vacunaciones,sr,2024-07-01,0,0,2,3,0,0,0,1,0,0,0,1,0,0,0,3,1,2,1,5,0,0,0,0,4,15,19
HUMANATA,otras vacunaciones,sr,2024-07-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4
INQUISIVI,otras vacunaciones,sr,2024-07-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,7,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2024-07-01,0,2,2,0,0,0,1,2,1,0,0,3,0,1,1,2,2,3,3,6,0,0,0,0,10,19,29
IXIAMAS,otras vacunaciones,sr,2024-07-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
LA ASUNTA,otras vacunaciones,sr,2024-07-01,4,4,0,0,0,1,0,0,0,1,0,0,1,7,0,0,1,6,0,0,0,0,0,0,6,19,25
LA GUARDIA,otras vacunaciones,sr,2024-07-01,9,5,24,32,2,0,5,2,0,0,2,1,7,3,9,13,14,33,4,8,0,0,0,0,76,97,173
LA PAZ,otras vacunaciones,sr,2024-07-01,117,151,17,18,20,38,1,1,14,21,1,4,72,68,6,16,62,184,54,24,0,0,0,0,364,525,889
LA RIVERA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
LAGUNILLAS,otras vacunaciones,sr,2024-07-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,5
LAJA,otras vacunaciones,sr,2024-07-01,1,0,2,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,5,10
LICOMA PAMPA,otras vacunaciones,sr,2024-07-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,6,7
LLALLAGUA,otras vacunaciones,sr,2024-07-01,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,9,33,0,12,0,0,0,0,10,50,60
MACHACAMARCA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,8,12,8,7,0,0,0,0,16,25,41
MAIRANA,otras vacunaciones,sr,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,8,14,22
MAPIRI,otras vacunaciones,sr,2024-07-01,0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
MECAPACA,otras vacunaciones,sr,2024-07-01,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
MINEROS,otras vacunaciones,sr,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3,2,5
MIZQUE,otras vacunaciones,sr,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOCOMOCO,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MOJOCOYA,otras vacunaciones,sr,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,sr,2024-07-01,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,39,122,0,0,0,0,0,0,42,124,166
MORO MORO,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
MOROCHATA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OKINAWA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4
OMEREQUE,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
ORURO,otras vacunaciones,sr,2024-07-01,42,48,215,213,10,7,36,26,7,10,33,30,30,57,112,113,280,647,126,265,0,0,0,0,891,1416,2307
PADCAYA,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PAILON,otras vacunaciones,sr,2024-07-01,0,1,16,10,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,23,16,39
PALCA,otras vacunaciones,sr,2024-07-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,3,5
PALOS BLANCOS,otras vacunaciones,sr,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
PAMPA AULLAGAS,otras vacunaciones,sr,2024-07-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PAMPA GRANDE,otras vacunaciones,sr,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PATACAMAYA,otras vacunaciones,sr,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
