,group,variable,month,INFLUENZA ESTACIONAL 5 A 9 - D,INFLUENZA ESTACIONAL 5 A 9 - D,INFLUENZA ESTACIONAL 5 A 9 - F,INFLUENZA ESTACIONAL 5 A 9 - F,INFLUENZA ESTACIONAL 10 AÑOS - D,INFLUENZA ESTACIONAL 10 AÑOS - D,INFLUENZA ESTACIONAL 10 AÑOS - F,INFLUENZA ESTACIONAL 10 AÑOS - F,INFLUENZA ESTACIONAL 11 AÑOS - D,INFLUENZA ESTACIONAL 11 AÑOS - D,INFLUENZA ESTACIONAL 11 AÑOS - F,INFLUENZA ESTACIONAL 11 AÑOS - F,INFLUENZA ESTACIONAL 12 A 20 - D,INFLUENZA ESTACIONAL 12 A 20 - D,INFLUENZA ESTACIONAL 12 A 20 - F,INFLUENZA ESTACIONAL 12 A 20 - F,INFLUENZA ESTACIONAL 21 A 59 - D,INFLUENZA ESTACIONAL 21 A 59 - D,INFLUENZA ESTACIONAL 21 A 59 - F,INFLUENZA ESTACIONAL 21 A 59 - F,INFLUENZA ESTACIONAL 60 Y MAS - D,INFLUENZA ESTACIONAL 60 Y MAS - D,INFLUENZA ESTACIONAL 60 Y MAS - F,INFLUENZA ESTACIONAL 60 Y MAS - F,TOTALES,TOTALES,TOTALES
GUAYARAMERIN,otras vacunaciones,influenza estacional,2024-09-01,0,1,14,25,0,0,4,4,0,0,5,3,1,7,8,7,1,6,5,8,6,2,11,7,55,70,125
HUACARETA,otras vacunaciones,influenza estacional,2024-09-01,0,0,4,1,0,0,0,0,0,0,0,1,0,0,3,5,0,0,9,13,1,0,5,9,22,29,51
HUANUNI,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,11,16,10,4,0,1,0,0,27,23,50
HUARINA,otras vacunaciones,influenza estacional,2024-09-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,8,2,4,5,7,14,20,34
HUATAJATA,otras vacunaciones,influenza estacional,2024-09-01,0,0,5,2,0,0,1,3,0,0,1,3,0,1,1,1,0,0,1,0,0,0,1,0,10,10,20
HUMANATA,otras vacunaciones,influenza estacional,2024-09-01,0,0,10,9,0,0,4,1,0,0,1,4,2,1,0,0,0,0,0,0,12,21,0,0,29,36,65
ICHOCA,otras vacunaciones,influenza estacional,2024-09-01,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,5,7,12
INCAHUASI,otras vacunaciones,influenza estacional,2024-09-01,0,2,1,0,1,1,0,0,0,2,1,0,1,2,4,5,2,4,6,6,0,1,2,0,18,23,41
INQUISIVI,otras vacunaciones,influenza estacional,2024-09-01,0,0,20,19,0,0,6,9,0,0,3,5,3,4,10,10,3,3,3,2,2,2,1,4,51,58,109
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,4,3,16,14,30
LA ASUNTA,otras vacunaciones,influenza estacional,2024-09-01,6,7,117,107,0,1,15,12,0,0,41,24,1,10,58,35,3,4,0,0,23,17,39,23,303,240,543
LA GUARDIA,otras vacunaciones,influenza estacional,2024-09-01,4,10,1,1,1,0,3,1,0,1,0,1,9,9,16,15,48,50,24,60,4,2,19,22,129,172,301
LA PAZ,otras vacunaciones,influenza estacional,2024-09-01,88,69,42,48,11,17,18,11,6,9,17,14,150,119,63,70,356,672,114,129,195,264,62,80,1122,1502,2624
LICOMA PAMPA,otras vacunaciones,influenza estacional,2024-09-01,0,0,2,4,0,0,0,0,0,0,1,0,0,0,10,12,0,0,3,3,1,0,4,5,21,24,45
LLALLAGUA,otras vacunaciones,influenza estacional,2024-09-01,0,0,10,6,0,0,1,0,0,0,2,0,0,0,1,3,0,0,1,4,0,0,3,5,18,18,36
LLICA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,6,8,2,3,2,5,10,23,33
LURIBAY,otras vacunaciones,influenza estacional,2024-09-01,0,0,35,18,0,0,5,12,1,0,2,3,0,0,12,8,0,1,8,7,2,0,16,25,81,74,155
MAGDALENA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
MAIRANA,otras vacunaciones,influenza estacional,2024-09-01,0,1,18,15,0,0,1,3,0,1,4,1,0,0,1,0,0,1,1,2,0,0,0,1,25,25,50
MECAPACA,otras vacunaciones,influenza estacional,2024-09-01,1,0,12,11,0,0,1,2,0,0,0,0,3,2,13,23,1,0,1,0,6,12,15,35,53,85,138
MINEROS,otras vacunaciones,influenza estacional,2024-09-01,0,0,1,1,0,1,0,0,0,0,0,0,0,1,17,16,1,0,6,3,0,0,0,0,25,22,47
MOCOMOCO,otras vacunaciones,influenza estacional,2024-09-01,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,12,5,8,18,24,42
MONTEAGUDO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,1,1,25,49,4,4,12,9,7,15,14,20,63,99,162
MONTERO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,32,47,52,76,128
MORO MORO,otras vacunaciones,influenza estacional,2024-09-01,0,0,6,3,0,0,1,1,0,0,4,5,0,0,0,1,0,0,0,0,0,0,1,0,12,10,22
OCURI,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,1,0,1,0,3,14,6,16,36,32,0,1,0,0,0,0,0,0,47,63,110
OKINAWA,otras vacunaciones,influenza estacional,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,0,0,1,0,0,0,9,12,21
ORURO,otras vacunaciones,influenza estacional,2024-09-01,3,2,24,23,0,1,6,4,0,1,3,7,0,5,15,35,7,23,65,131,15,28,54,69,192,329,521
PADCAYA,otras vacunaciones,influenza estacional,2024-09-01,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,3,6,16,2,1,0,3,11,26,37
PAILON,otras vacunaciones,influenza estacional,2024-09-01,0,0,2,3,0,0,0,0,0,0,1,0,0,0,3,2,1,0,39,57,1,0,6,8,53,70,123
PALCA,otras vacunaciones,influenza estacional,2024-09-01,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,2,6,6,12
PAMPA GRANDE,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
PAZÑA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,2,2,2,2,16,14,22,21,43
POCOATA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
POCONA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,9,2,1,4,5,15,17,32
POJO (CBBA),otras vacunaciones,influenza estacional,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3
PORCO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
POROMA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,6,2,3,3,10,9,19
PORONGO,otras vacunaciones,influenza estacional,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,0,2,6,8
PORTACHUELO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,4,7
PORVENIR,otras vacunaciones,influenza estacional,2024-09-01,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,1,0,0,1,0,5,8,13
POTOSI,otras vacunaciones,influenza estacional,2024-09-01,2,0,1,0,0,0,0,0,0,1,0,0,3,1,3,5,10,13,26,32,9,8,16,39,70,99,169
PRESTO,otras vacunaciones,influenza estacional,2024-09-01,0,0,9,5,0,0,2,0,0,0,0,0,0,1,3,9,3,4,2,7,1,1,14,12,34,39,73
PUCARA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,influenza estacional,2024-09-01,2,1,5,8,0,0,2,2,0,0,0,0,1,0,1,1,2,3,2,8,3,1,2,2,20,26,46
PUERTO ACOSTA,otras vacunaciones,influenza estacional,2024-09-01,0,0,3,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,8,12
PUERTO CARABUCO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PUERTO PEREZ,otras vacunaciones,influenza estacional,2024-09-01,1,0,1,3,0,0,1,1,0,0,1,1,0,0,5,10,1,0,0,0,0,0,11,9,21,24,45
PUERTO QUIJARRO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
PUERTO SUAREZ,otras vacunaciones,influenza estacional,2024-09-01,3,5,1,1,0,2,0,1,1,0,0,0,12,2,1,2,16,9,2,7,3,1,0,0,39,30,69
PUNA,otras vacunaciones,influenza estacional,2024-09-01,0,0,15,20,0,0,11,6,0,0,6,3,0,0,43,40,0,0,21,41,0,1,40,50,136,161,297
REYES,otras vacunaciones,influenza estacional,2024-09-01,1,1,36,30,0,0,8,4,0,0,2,6,1,0,9,12,0,0,8,3,0,0,1,2,66,58,124
RIBERALTA,otras vacunaciones,influenza estacional,2024-09-01,2,5,28,45,2,1,8,10,0,2,7,6,4,5,20,26,7,10,35,31,6,4,10,16,129,161,290
ROBORE,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,3,2,8,10
RURRENABAQUE,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
SABAYA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SACACA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,18,12,30
SAMAIPATA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
SAN ANDRES,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,9,11,20
SAN BORJA,otras vacunaciones,influenza estacional,2024-09-01,5,1,3,4,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,0,6,6,10,3,27,18,45
SAN BUENA VENTURA,otras vacunaciones,influenza estacional,2024-09-01,2,1,19,12,0,0,5,1,0,0,1,5,2,3,3,6,3,12,21,33,1,1,13,23,70,97,167
SAN CARLOS,otras vacunaciones,influenza estacional,2024-09-01,1,0,52,54,0,1,13,13,0,0,3,2,1,1,5,5,0,4,0,0,1,1,1,0,77,81,158
SAN IGNACIO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional,2024-09-01,4,1,199,170,2,0,23,18,0,0,18,16,1,1,8,6,2,7,0,0,5,5,11,14,273,238,511
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,influenza estacional,2024-09-01,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,3,0,3,7,7,11,19,30
SAN LUCAS,otras vacunaciones,influenza estacional,2024-09-01,2,2,6,11,0,0,1,1,2,0,1,3,1,0,0,0,0,2,2,2,16,6,3,5,34,32,66
SAN MATIAS,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,8,4,12
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional,2024-09-01,3,1,0,0,0,1,0,0,1,1,0,0,1,7,0,1,5,10,0,4,0,0,0,0,10,25,35
SAN PEDRO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional,2024-09-01,1,3,0,2,0,0,0,0,4,10,0,0,0,2,0,0,0,0,3,0,0,0,1,0,9,17,26
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,8,7,15
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
SAN RAFAEL,otras vacunaciones,influenza estacional,2024-09-01,3,3,2,1,0,0,1,0,0,0,0,0,1,0,2,2,0,4,4,12,1,0,2,1,16,23,39
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional,2024-09-01,127,126,361,338,11,8,79,82,12,12,63,108,90,181,434,615,440,750,957,1203,95,104,217,282,2886,3809,6695
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,3,10,6,16
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional,2024-09-01,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,16,15,18,33
SAPAHAQUI,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,6,8,4,13,11,24
SICAYA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SOPACHUY,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,4,9,1,1,4,5,10,20,30
SORATA,otras vacunaciones,influenza estacional,2024-09-01,4,2,97,70,1,0,19,18,0,0,19,20,1,0,28,33,4,3,13,23,15,9,20,18,221,196,417
SUCRE,otras vacunaciones,influenza estacional,2024-09-01,2,1,7,5,1,0,0,0,0,0,1,1,1,4,1,9,7,14,13,33,6,6,0,3,39,76,115
TACACOMA,otras vacunaciones,influenza estacional,2024-09-01,0,0,8,2,0,0,0,3,0,0,0,2,0,0,1,1,0,0,2,6,1,2,7,11,19,27,46
TACOBAMBA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,2,0,0,0,0,5,9,19,20,29,33,62
TARABUCO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,influenza estacional,2024-09-01,6,8,21,12,0,1,2,3,0,0,1,1,6,14,11,14,32,71,55,182,16,27,21,48,171,381,552
TARVITA,otras vacunaciones,influenza estacional,2024-09-01,8,8,0,1,3,1,0,0,1,1,0,0,1,2,1,3,1,7,14,19,2,1,5,4,36,47,83
TINGUIPAYA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,9
TIQUIPAYA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,0,0,1,0,4,8,12
TOLEDO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,5,14,6,20
TOMAVE,otras vacunaciones,influenza estacional,2024-09-01,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,9
TOTORA(ORR),otras vacunaciones,influenza estacional,2024-09-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TRINIDAD,otras vacunaciones,influenza estacional,2024-09-01,9,4,9,10,1,0,0,1,2,0,1,2,8,9,53,44,33,55,44,64,12,18,36,32,208,239,447
TUPIZA,otras vacunaciones,influenza estacional,2024-09-01,1,1,10,12,0,0,7,0,1,0,2,1,0,3,18,5,9,17,4,14,1,1,0,5,53,59,112
TURCO,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
UNCIA,otras vacunaciones,influenza estacional,2024-09-01,0,0,4,5,0,0,2,2,0,0,0,0,1,3,127,88,0,0,13,2,0,0,3,4,150,104,254
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional,2024-09-01,2,1,23,45,0,0,11,9,0,0,5,4,0,1,8,15,5,10,6,16,0,0,4,8,64,109,173
URUBICHA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
UYUNI,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,156,41,7,8,93,78,3,10,7,9,266,148,414
VALLEGRANDE,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
VIACHA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,1,0,10,10
VILLA CHARCAS,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,3,5,0,0,2,4,24,31,55
VILLA MONTES,otras vacunaciones,influenza estacional,2024-09-01,0,1,2,1,1,0,0,1,0,0,0,0,2,1,3,2,18,10,4,2,7,4,2,1,39,23,62
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional,2024-09-01,0,0,7,10,0,0,0,2,0,0,1,1,0,0,0,4,0,0,25,26,0,0,6,9,39,52,91
VILLAZON,otras vacunaciones,influenza estacional,2024-09-01,1,0,1,1,0,0,0,1,0,0,0,0,0,4,3,2,6,15,7,15,2,3,8,9,28,50,78
WALDO BALLIVIAN,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,0,0,4,3,0,0,7,8,15
WARNES,otras vacunaciones,influenza estacional,2024-09-01,7,8,4,8,1,2,3,2,0,1,5,8,10,3,2,7,33,29,48,15,3,2,4,4,120,89,209
YACO,otras vacunaciones,influenza estacional,2024-09-01,0,0,3,1,0,0,0,0,0,0,0,0,2,1,7,5,9,5,4,10,6,3,4,6,35,31,66
YACUIBA,otras vacunaciones,influenza estacional,2024-09-01,10,6,120,142,1,1,12,27,1,2,24,39,3,10,109,71,18,23,121,202,10,11,78,93,507,627,1134
YAMPARAEZ,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,5,4,12,16
YANACACHI,otras vacunaciones,influenza estacional,2024-09-01,0,0,10,10,0,0,0,3,0,0,4,3,1,0,10,10,2,3,20,35,7,5,9,8,63,77,140
YAPACANI,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
YOTALA,otras vacunaciones,influenza estacional,2024-09-01,2,0,3,6,0,0,0,2,0,1,1,2,10,16,47,58,1,5,45,46,1,0,19,33,129,169,298
YUNCHARA,otras vacunaciones,influenza estacional,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
ACHACACHI,otras vacunaciones,influenza estacional,2024-10-01,0,0,5,5,0,0,2,0,0,0,2,1,0,0,0,1,0,0,4,1,2,5,34,33,49,46,95
ACHOCALLA,otras vacunaciones,influenza estacional,2024-10-01,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,5,12,3,1,2,0,1,19,14,33
APOLO,otras vacunaciones,influenza estacional,2024-10-01,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,5,21,10,31
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional,2024-10-01,0,1,9,10,0,0,8,0,5,5,0,1,0,1,21,25,0,0,12,27,0,0,3,8,58,78,136
ATOCHA,otras vacunaciones,influenza estacional,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,1,4
AYO AYO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,4,13,0,1,7,7,14,25,39
BATALLAS,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,22,28,30,49,79
BERMEJO,otras vacunaciones,influenza estacional,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,2,1,0,5,6,11
BUENA VISTA,otras vacunaciones,influenza estacional,2024-10-01,5,3,0,0,0,1,0,0,0,1,0,0,5,8,11,19,3,10,0,3,0,3,0,1,24,49,73
CABEZAS,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAIROMA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAJUATA,otras vacunaciones,influenza estacional,2024-10-01,0,0,2,4,0,0,5,4,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,1,13,9,22
CAMIRI,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,0,0,0,0,0,5,6,11
CAQUIAVIRI,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68,100,1,4,1,2,71,107,178
CARACOLLO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CARANAVI,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,8,2,10
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
CHAQUI,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
CHUA COCANI,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,2,0,0,0,0,5,5,10
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional,2024-10-01,2,1,4,3,0,0,1,2,0,0,0,0,0,1,0,0,8,9,2,1,3,0,1,2,21,19,40
CHUMA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3
CKOCHAS,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
COBIJA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,influenza estacional,2024-10-01,6,4,36,25,3,1,11,8,1,1,10,7,7,25,69,101,72,107,261,411,15,19,54,66,545,775,1320
COLPA BELGICA,otras vacunaciones,influenza estacional,2024-10-01,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,4,0,2,9,0,0,1,0,12,10,22
COLQUENCHA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,2,0,2,3,7,10
COLQUIRI,otras vacunaciones,influenza estacional,2024-10-01,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,8,10,10,20
COMBAYA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
CONCEPCION,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
COPACABANA,otras vacunaciones,influenza estacional,2024-10-01,54,88,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,4,62,96,158
CORIPATA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,10,5,7,5,18,16,34
CORQUE,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,3,0,0,0,0,0,0,6,4,10
COTAGAITA,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COTOCA,otras vacunaciones,influenza estacional,2024-10-01,1,2,7,7,0,0,0,2,0,0,1,6,1,2,4,4,3,10,4,12,1,2,6,6,28,53,81
CUATRO CAÑADAS,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
EL ALTO,otras vacunaciones,influenza estacional,2024-10-01,29,41,112,149,6,5,18,26,7,5,12,29,59,134,158,272,115,267,125,247,46,60,57,70,744,1305,2049
EL PUENTE(STC),otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,influenza estacional,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,0,0,0,0,4,6,10
EL TORNO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,3,4,7
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,1,0,3,4,7
