,group,variable,month,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - F,DT 1RA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,3,11,14
CKOCHAS,otras vacunaciones,dt 1ra dosis,2024-10-01,3,1,1,0,1,0,0,0,2,0,1,0,6,8,0,2,2,5,0,1,0,0,0,0,16,17,33
CLIZA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,1,1,0,0,0,0,0,0,0,0,2,1,1,2,5,4,1,2,0,0,0,0,10,11,21
COBIJA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,15,19,0,0,6,7,0,0,6,7,1,6,39,44,1,2,12,13,0,0,0,0,80,99,179
COCAPATA,otras vacunaciones,dt 1ra dosis,2024-10-01,9,7,23,31,0,0,2,2,2,0,2,4,3,1,1,0,2,4,0,0,0,0,0,0,44,49,93
COCHABAMBA,otras vacunaciones,dt 1ra dosis,2024-10-01,14,27,274,311,17,19,101,153,4,5,119,127,68,143,1026,1271,207,452,607,772,0,0,0,0,2437,3280,5717
COLCAPIRHUA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,6,6,0,0,2,1,1,0,1,1,1,0,29,32,5,1,16,12,0,0,0,0,61,53,114
"COLCHA ""K""",otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,2,8,19,0,1,0,0,0,0,12,25,37
COLLANA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,5,0,0,0,0,0,0,6,9,15
COLOMI,otras vacunaciones,dt 1ra dosis,2024-10-01,2,0,2,5,0,2,0,2,0,1,5,2,10,10,29,42,4,4,6,5,0,0,0,0,58,73,131
COLPA BELGICA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,7,7
COLQUECHACA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,3,4,0,0,2,2,0,0,1,0,1,10,3,3,3,10,0,1,0,0,0,0,13,31,44
COLQUENCHA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,4,4,8
COLQUIRI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,7,4,9,0,0,0,0,4,22,26
COMARAPA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,3,0,0,0,0,1,10,11
COMBAYA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,3,5
CONCEPCION,otras vacunaciones,dt 1ra dosis,2024-10-01,16,12,0,0,4,4,0,0,6,3,0,0,20,22,0,1,0,4,0,1,0,0,0,0,46,47,93
COPACABANA,otras vacunaciones,dt 1ra dosis,2024-10-01,7,16,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,23,30
CORIPATA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,1,15,14,1,0,4,4,0,0,2,5,0,1,18,27,10,24,24,44,0,0,0,0,75,120,195
CORO CORO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,3,0,0,0,0,2,9,11
COROICO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,15,12,0,0,0,1,0,0,4,3,4,2,0,0,3,8,1,6,0,0,0,0,27,32,59
CORQUE,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,6,0,0,1,2,0,1,0,0,2,0,2,2,7,4,9,2,0,0,0,0,21,17,38
COTAGAITA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,0,0,0,0,1,0,0,0,0,0,4,2,2,6,6,12,14,0,0,0,0,21,27,48
CUATRO CAÑADAS,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,1,4,1,0,1,3,0,0,0,3,0,1,8,11,3,13,8,16,0,0,0,0,23,51,74
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CUEVO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,16,19,0,0,4,3,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,20,29,49
CURVA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,3,0,0,0,0,1,9,10
EL ALTO,otras vacunaciones,dt 1ra dosis,2024-10-01,25,28,135,189,6,5,75,85,10,15,67,91,108,187,455,649,301,740,439,621,0,0,0,0,1621,2610,4231
EL CHORO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
EL PUENTE(STC),otras vacunaciones,dt 1ra dosis,2024-10-01,3,5,2,2,0,2,21,16,1,0,15,32,1,4,14,23,6,9,18,28,0,0,0,0,81,121,202
EL PUENTE(TJA),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,5,5,5,0,0,0,0,0,13,7,20
EL TORNO,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,4,0,0,0,0,4,8,12
EL VILLAR,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,1,2,2,0,0,0,0,6,6,12
ENTRE RIOS TRJ,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,2,0,0,0,0,1,0,0,0,1,5,0,1,6,13,2,3,0,0,0,0,10,24,34
ENTRE RIOS CBBA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,1,0,0,0,0,0,1,6,3,8,16,243,267,7,30,28,36,0,0,0,0,292,354,646
ESCARA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ESCOMA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ESMERALDA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,4,10,14
EUCALIPTUS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,1,0,0,1,0,0,0,0,2,1,1,0,2,0,4,1,3,0,0,0,0,4,13,17
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EXALTACION,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,5,2,0,0,3,4,0,0,0,1,2,2,0,0,0,0,0,0,10,9,19
FERNANDEZ ALONSO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,1,0,0,0,0,5,9,14
GAIOC JATUN AYLLU YURA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,3,4
GENERAL SAAVEDRA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,1,7,8
GIA-TIM,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,4,2,6
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,4,0,3,0,0,0,0,8,9,17
GUANAY,otras vacunaciones,dt 1ra dosis,2024-10-01,4,8,11,11,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,40
GUAQUI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,4
GUAYARAMERIN,otras vacunaciones,dt 1ra dosis,2024-10-01,1,1,2,2,1,0,37,25,0,0,12,14,3,7,10,7,2,22,0,0,0,0,0,0,68,78,146
GUTIERREZ,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,2,1,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,3,5,8
HUACARAJE,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,1,0,1,0,0,0,0,4,5,9
HUACARETA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HUACHACALLA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
HUANUNI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,0,0,0,0,4,3,7
HUARINA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,2,2,5,0,0,0,0,0,0,7,8,15
HUATAJATA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,0,0,0,0,3,5,8
HUAYLLAMARCA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,3,5
HUMANATA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ICHOCA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,7,7
ICLA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,6,7,0,0,1,2,0,0,2,0,0,2,2,0,3,1,1,1,0,0,0,0,15,13,28
INCAHUASI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,1,6,15,0,0,0,0,0,0,9,27,36
INQUISIVI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,2,1,29,26,0,3,53,10,0,0,0,0,85,40,125
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,26,30,0,0,4,5,0,0,6,3,0,1,34,27,7,18,11,19,0,0,0,0,88,103,191
IXIAMAS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,11,7,0,0,4,7,0,0,1,2,2,5,13,12,2,7,9,10,0,0,0,0,42,50,92
JESUS DE MACHACA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
LA ASUNTA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,2,6,4,0,0,4,1,1,1,1,3,4,11,11,4,14,48,15,14,0,0,0,0,56,88,144
LA GUARDIA,otras vacunaciones,dt 1ra dosis,2024-10-01,5,2,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5,17
LA PAZ,otras vacunaciones,dt 1ra dosis,2024-10-01,20,24,45,74,10,5,12,15,8,10,12,12,80,141,220,132,278,630,154,208,0,0,1,3,840,1254,2094
LAJA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
LAS CARRERAS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
LICOMA PAMPA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,7
LLALLAGUA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,1,1,1,1,0,2,2,1,0,1,9,24,8,13,34,80,19,52,0,0,0,0,75,175,250
LLICA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,6,3,7,25,14,0,0,0,0,31,32,63
LORETO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,8,6,0,0,10,8,0,0,10,9,1,0,13,10,8,0,2,1,0,0,0,0,52,34,86
LURIBAY,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,3,0,0,2,1,0,0,3,2,0,0,4,3,0,1,1,2,0,0,0,0,10,12,22
MACHACAMARCA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MACHARETI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,4
MAGDALENA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,3,8,0,0,0,0,0,0,0,0,1,4,3,3,2,4,4,5,0,0,0,0,13,24,37
MAIRANA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,0,0,3,5,8
MALLA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,9
MAPIRI,otras vacunaciones,dt 1ra dosis,2024-10-01,2,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,18
MECAPACA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,20,3,7,0,0,0,0,0,0,12,28,40
MINEROS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,13,0,0,0,0,0,0,2,19,21
MIZQUE,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,0,2,0,0,0,0,0,1,0,0,0,18,13,0,3,0,3,0,0,0,0,22,19,41
MOCOMOCO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,0,3,0,0,0,0,0,0,0,0,1,4,0,0,1,2,0,0,0,0,0,0,2,10,12
MOJINETE,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
MOJOCOYA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,4,0,0,0,0,0,0,9,22,31
MONTEAGUDO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,5
MONTERO,otras vacunaciones,dt 1ra dosis,2024-10-01,7,2,13,13,3,0,56,59,0,0,41,45,10,57,242,281,25,102,37,43,0,0,0,0,434,602,1036
OCURI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,0,0,0,0,1,0,0,0,0,2,6,7,7,0,4,0,1,0,0,0,0,10,19,29
OMEREQUE,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,7,4,5,12,0,0,0,0,14,18,32
ORURO,otras vacunaciones,dt 1ra dosis,2024-10-01,4,4,38,32,0,1,3,10,2,1,36,32,17,53,103,122,80,186,180,220,0,0,0,0,463,661,1124
PADCAYA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,7,18,0,3,0,0,0,0,8,27,35
PADILLA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAILON,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,8,7,0,0,2,0,0,0,0,2,0,0,13,11,0,3,4,4,0,0,0,0,27,27,54
PALCA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,1,3,0,0,0,0,0,0,0,0,5,1,3,7,12,11,7,3,0,0,0,0,28,26,54
PALOS BLANCOS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,6,11,2,16,0,0,0,0,11,31,42
PAMPA AULLAGAS,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,3,5
PAMPA GRANDE,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,1,5
PAPEL PAMPA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
PASORAPA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,1,3,0,0,0,0,7,7,14
PATACAMAYA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,2,19,25,0,0,0,5,0,0,0,0,2,14,5,25,0,0,0,0,26,71,97
PAZÑA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,3,5
PELECHUCO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,6,3,1,0,0,0,0,10,11,21
POCOATA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,6,18,23,4,11,0,4,0,0,0,0,23,44,67
POCONA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,14,13,0,0,2,5,0,0,9,5,1,1,13,8,5,8,9,2,0,0,0,0,53,42,95
POJO (CBBA),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,3,7,3,1,2,0,0,1,0,1,7,2,7,2,3,7,0,3,0,0,0,0,25,24,49
POOPO,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,4,4,2,1,0,0,0,0,18,6,24
PORCO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,13,0,15,0,0,0,0,3,32,35
POROMA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,1,4,0,0,1,2,1,1,0,0,1,1,1,0,1,5,3,0,0,0,0,0,0,14,9,23
PORONGO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
PORTACHUELO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,1,1,0,0,6,18,37,3,16,7,12,0,0,0,0,29,72,101
PORVENIR,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POSTRER VALLE,otras vacunaciones,dt 1ra dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,16,1,17
POTOSI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,13,16,2,0,6,2,1,0,0,5,20,46,24,34,61,206,59,97,0,0,0,0,186,406,592
PRESTO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUCARA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUCARANI,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,4,0,0,1,2,1,1,0,0,1,1,7,4,26,4,12,19,8,0,0,0,0,35,56,91
PUERTO ACOSTA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,2,4,6
PUERTO CARABUCO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUERTO GONZALO MORENO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,1,4,5
PUERTO PEREZ,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,0,0,0,0,3,5,8
PUERTO QUIJARRO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,2,11,8,3,1,6,4,0,0,0,0,20,16,36
PUERTO SILES,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
PUERTO SUAREZ,otras vacunaciones,dt 1ra dosis,2024-10-01,4,2,0,1,4,0,1,0,3,1,0,0,3,3,27,0,14,4,4,0,0,0,0,0,60,11,71
PUERTO VILLARROEL,otras vacunaciones,dt 1ra dosis,2024-10-01,3,3,10,12,1,0,7,10,0,0,11,13,7,9,251,249,13,31,43,64,0,0,0,0,346,391,737
PUNA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,7,4,7,0,2,0,0,0,0,7,19,26
PUNATA,otras vacunaciones,dt 1ra dosis,2024-10-01,3,3,27,25,0,0,5,3,1,1,5,9,3,1,15,29,8,20,26,46,0,0,0,0,93,137,230
QUIABAYA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,2,1,5,0,0,0,0,2,11,13
QUILLACOLLO,otras vacunaciones,dt 1ra dosis,2024-10-01,19,27,64,58,13,23,29,28,10,16,45,47,204,228,329,352,26,24,91,153,0,0,0,0,830,956,1786
QUIME,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,7,2,0,0,0,0,9,7,16
RAQAYPAMPA(ETA),otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,3,4,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,7,4,11
RAVELO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,4,3,0,0,3,2,0,0,2,4,1,3,9,8,1,3,6,6,0,0,0,0,26,29,55
REYES,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,8,4,0,0,0,0,0,5,14,19
RIBERALTA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,2,1,0,0,6,3,12,45,80,7,27,76,12,8,0,0,0,0,139,140,279
ROBORE,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,14,5,0,2,0,4,0,0,2,0,1,1,17,14,2,2,7,3,0,0,0,0,43,31,74
RURRENABAQUE,otras vacunaciones,dt 1ra dosis,2024-10-01,1,1,1,0,0,0,1,1,0,0,0,0,1,10,53,1,1,26,8,2,0,0,0,0,66,41,107
SABAYA,otras vacunaciones,dt 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SACABA,otras vacunaciones,dt 1ra dosis,2024-10-01,7,4,119,153,0,4,31,81,1,1,44,75,12,35,382,464,48,94,172,189,0,0,0,0,816,1100,1916
SACABAMBA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,1,1,0,1,0,0,0,0,8,5,13
SACACA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,7,0,6,0,0,0,0,3,15,18
SAIPINA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,7,0,0,0,0,7,10,17
SAMAIPATA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
SAN AGUSTIN,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
SAN ANDRES,otras vacunaciones,dt 1ra dosis,2024-10-01,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,6,5,11
SAN ANDRES DE MACHACA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,1,0,0,0,0,10,3,0,0,0,0,2,2,7,5,1,2,0,0,0,0,0,0,20,13,33
SAN BENITO,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,2,3,3,0,7,2,2,7,0,0,0,0,15,13,28
SAN BORJA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,36,36,0,0,6,11,0,0,7,9,2,17,32,63,3,33,35,48,0,0,0,0,121,217,338
SAN BUENA VENTURA,otras vacunaciones,dt 1ra dosis,2024-10-01,0,0,5,10,0,0,3,2,0,0,3,1,1,4,6,18,8,12,8,12,0,0,0,0,34,59,93
