,group,variable,month,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
TURCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
UYUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,3,2,5
VACAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
VALLEGRANDE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
VIACHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILA VILA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,1,5,6
VILLA NUEVA (LOMA ALTA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA RIVERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA SERRANO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,8,3,7,0,0,0,0,5,18,23
VILLAZON,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,0,0,0,0,4,7,11
VINTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,1,8,9
WALDO BALLIVIAN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
WARNES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,19,1,0,0,1,0,0,6,23,29
YACUIBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,14,0,0,0,0,0,0,5,15,20
YAMPARAEZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
YAPACANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
YUNCHARA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHOCALLA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
AIQUILE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,7
ANTEQUERA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
APOLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0,0,0,0,0,4,6,10
ARANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ARBIETO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ARQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ATOCHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,2,5,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BATALLAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BELEN DE ANDAMARCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BERMEJO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,1,12,13
BETANZOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BOLIVAR,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BOYUIBE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
BUENA VISTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CABEZAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,9
CAJUATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
CALACOTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAMARGO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CAMIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,5,21,26
CAPINOTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,2,7,9
CARACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CARANAVI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,0,0,0,0,1,7,8
CARAPARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARIPUYO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CHALLAPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHAQUI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHARAGUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,4,5,9
CHARAÑA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
CHIMORE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CLIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,8,9
COBIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,5,1,5,0,0,0,0,8,11,19
COCHABAMBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,14,63,120,0,0,0,0,67,135,202
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,14,0,0,0,0,0,0,7,14,21
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
COLOMI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
COLQUECHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,3,2,5
COLQUIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,3
COMANCHE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
CONCEPCION,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
COPACABANA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORIPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CORO CORO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COROICO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,8
CORQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COTAGAITA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTOCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,1,6,7
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CUEVO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,6,17,36,25,33,0,0,0,0,45,84,129
EL CHORO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
EL PUENTE(TJA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL TORNO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,2,9,11
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,9
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ESMERALDA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,4
GUANAY,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
HUANUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
INCAHUASI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,21,0,0,0,0,0,0,12,22,34
INQUISIVI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
JESUS DE MACHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LA ASUNTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,19,0,0,0,0,0,0,6,19,25
LA PAZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,31,94,15,68,0,4,0,2,49,188,237
LAGUNILLAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
LAJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LLALLAGUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
MACHACAMARCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MAGDALENA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
MINEROS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
MONTERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,3,20,5,30,0,0,0,0,10,76,86
MOROCHATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,3,5
OCURI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
OKINAWA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,30,2,10,0,0,0,0,14,43,57
PADCAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PADILLA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
PALCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,2,6
PAMPA AULLAGAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PATACAMAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAZÑA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
POJO (CBBA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
POROMA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PORTACHUELO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
PORVENIR,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,8,20,28
PUCARANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,3,4,7
PUERTO ACOSTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
PUERTO GONZALO MORENO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUERTO SUAREZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
PUNA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,3,4,7
PUNATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,10,1,2,0,0,0,0,8,14,22
QUILLACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,22,3,4,0,0,0,0,11,31,42
RAVELO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
REYES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ROBORE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SABAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,2,3,0,1,0,0,14,40,54
