,group,variable,month,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - F,DT 2DA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUATA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,13,0,2,0,1,0,0,0,0,12,16,28
SANTIAGO DE MACHACA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,2,4,6
SANTIVAÑES,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,7,5,3,5,0,0,0,0,11,14,25
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,3,4,7
SAPAHAQUI,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,8,14,0,0,1,1,0,0,3,5,0,0,26,23,0,3,0,0,0,0,0,0,38,46,84
SENA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,5,6,11
SHINAOTA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,6,2,0,0,1,0,0,0,0,0,0,2,0,2,2,4,0,8,0,0,0,0,9,18,27
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,4,10,19,0,0,0,0,11,29,40
SICAYA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SIPE SIPE,otras vacunaciones,dt 2da dosis,2024-09-01,2,0,3,0,1,0,1,0,0,1,7,5,0,4,19,28,6,4,8,19,0,0,0,0,47,61,108
SOPACHUY,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SORACACHI,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,3,0,0,0,0,1,9,10
SORATA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,1,1,0,0,0,7,1,0,3,9,0,1,0,6,0,0,0,0,5,24,29
SUCRE,otras vacunaciones,dt 2da dosis,2024-09-01,1,2,42,38,3,2,1,2,1,0,0,0,4,6,2,2,39,37,11,22,0,0,0,0,104,111,215
TACACHI,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TACACOMA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,2,1,1,0,0,0,0,4,15,19
TACOBAMBA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,4,7,11
TACOPAYA,otras vacunaciones,dt 2da dosis,2024-09-01,1,0,1,1,0,0,4,2,0,0,1,3,0,0,5,7,0,0,0,1,0,0,0,0,12,14,26
TAHUA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
TAPACARI,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,6,9,0,0,1,1,0,0,3,2,4,3,11,15,0,6,2,8,0,0,0,0,27,44,71
TARABUCO,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,4
TARACO,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,5,3,7,0,0,0,0,7,15,22
TARATA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,2,0,0,1,0,0,0,0,24,4,28
TARIJA,otras vacunaciones,dt 2da dosis,2024-09-01,1,1,1,0,1,2,0,0,1,1,0,0,6,12,4,6,40,180,53,69,0,0,0,0,107,271,378
TARVITA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
TEOPONTE,otras vacunaciones,dt 2da dosis,2024-09-01,1,11,18,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,20,43
TIAHUANACU,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,1,5,6
TIQUIPAYA,otras vacunaciones,dt 2da dosis,2024-09-01,0,1,1,5,1,0,1,1,0,0,7,2,6,6,18,24,7,15,16,15,0,0,0,0,57,69,126
TIRAQUE (CBBA),otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,2,0,0,0,0,0,0,0,0,3,3,10,6,3,7,3,7,0,0,0,0,19,25,44
TOCO,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,2,1,0,0,2,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,8,3,11
TOLEDO,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,8,3,0,0,0,0,13,5,18
TOMAVE,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOMINA,otras vacunaciones,dt 2da dosis,2024-09-01,0,1,4,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,9,6,15
TORO TORO,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,7,7
TOTORA(CBBA),otras vacunaciones,dt 2da dosis,2024-09-01,0,0,9,19,0,0,6,3,0,0,5,6,0,6,4,5,0,4,30,13,0,0,0,0,54,56,110
TOTORA(ORR),otras vacunaciones,dt 2da dosis,2024-09-01,0,0,4,4,0,0,2,0,0,0,1,0,0,2,0,0,1,2,0,2,0,0,0,0,8,10,18
TRIGAL,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,4,2,6
TRINIDAD,otras vacunaciones,dt 2da dosis,2024-09-01,1,1,0,0,0,0,0,0,1,0,0,0,2,11,7,2,8,54,11,0,0,0,0,0,30,68,98
TUPIZA,otras vacunaciones,dt 2da dosis,2024-09-01,2,0,0,0,2,0,0,0,0,0,0,1,3,3,36,0,13,36,53,4,1,0,0,0,110,44,154
TURCO,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,0,1,0,1,0,0,0,0,33,33,66
UMALA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,2,0,0,0,0,0,0,0,0,0,2,6,37,39,1,2,0,2,0,0,0,0,42,49,91
UNCIA,otras vacunaciones,dt 2da dosis,2024-09-01,2,1,0,1,0,0,0,0,0,0,0,0,0,4,21,2,2,4,4,3,0,0,0,0,29,15,44
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,3,16,19
URUBICHA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,2,4,6
UYUNI,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,11,11,7,9,0,0,0,0,35,22,57
VACAS,otras vacunaciones,dt 2da dosis,2024-09-01,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,11
VALLEGRANDE,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,3,3,6
VIACHA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,1,0,0,0,0,0,0,0,1,1,2,6,9,9,3,33,3,20,0,0,0,0,19,69,88
VILA VILA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,6
VILLA CHARCAS,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,1,2,0,2,0,0,0,0,4,8,12
VILLA MONTES,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,1,12,27,6,5,0,0,0,0,46,41,87
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da dosis,2024-09-01,0,0,3,5,0,0,0,2,0,0,0,0,1,0,3,1,0,1,1,0,0,0,0,0,8,9,17
VILLA RIVERO,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,2,0,0,0,0,1,2,7,10,0,4,3,3,0,0,0,0,11,21,32
VILLA SERRANO,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,dt 2da dosis,2024-09-01,1,0,32,28,0,0,3,6,1,0,6,6,6,20,103,143,17,36,64,46,0,0,0,0,233,285,518
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,4,3,7
VILLAZON,otras vacunaciones,dt 2da dosis,2024-09-01,1,3,0,0,0,0,0,1,2,0,2,0,0,5,0,1,3,15,0,1,0,0,0,0,8,26,34
VINTO,otras vacunaciones,dt 2da dosis,2024-09-01,0,1,0,1,0,0,19,18,1,0,4,12,3,12,3,7,10,22,14,18,0,0,0,0,54,91,145
VITICHI,otras vacunaciones,dt 2da dosis,2024-09-01,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,3,11,0,0,0,0,0,0,5,14,19
WALDO BALLIVIAN,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
WARNES,otras vacunaciones,dt 2da dosis,2024-09-01,0,3,9,9,1,0,2,5,0,0,7,7,12,13,52,25,17,33,20,24,0,0,0,0,120,119,239
YACO,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,2,2,0,0,6,9,0,0,2,5,0,4,39,56,0,6,3,4,0,0,0,0,52,86,138
YACUIBA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,1,1,0,0,0,0,0,0,0,2,0,7,61,8,20,68,13,15,0,0,0,0,95,101,196
YANACACHI,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,1,1,0,0,3,3,0,1,25,31,3,2,3,6,0,0,0,0,35,44,79
YAPACANI,otras vacunaciones,dt 2da dosis,2024-09-01,1,0,4,5,2,0,6,17,2,2,16,14,10,14,49,63,4,15,5,12,0,0,0,0,99,142,241
YOCALLA,otras vacunaciones,dt 2da dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ACACIO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,3
ACHACACHI,otras vacunaciones,dt 2da dosis,2024-10-01,1,1,2,1,0,0,0,0,0,0,0,0,0,5,51,25,1,6,11,14,0,0,0,0,66,52,118
ACHOCALLA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,14,0,5,0,0,0,0,0,23,23
AIQUILE,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,1,1,0,2,0,0,0,1,3,0,2,5,12,11,1,13,0,0,0,0,0,0,20,33,53
ALALAY,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALTO BENI,otras vacunaciones,dt 2da dosis,2024-10-01,6,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,31
ANCORAIMES,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,0,1,0,5,0,0,0,0,7,15,22
ANDAMARCA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,4,4,8
ANTEQUERA,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,5,2,7
ANZALDO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,2,6,8
APOLO,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,6,4,0,0,2,0,0,0,1,0,1,2,0,0,0,11,0,2,0,0,0,0,11,19,30
ARAMPAMPA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,2,5,7
ARANI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,6,7,0,0,4,7,0,0,7,8,3,0,22,10,2,2,3,1,0,0,0,0,47,35,82
ARBIETO,otras vacunaciones,dt 2da dosis,2024-10-01,2,1,9,12,0,0,1,1,1,0,1,1,2,5,7,13,5,10,1,0,0,0,0,0,29,43,72
ARQUE,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,4,4,0,0,0,0,1,0,0,0,1,3,0,1,2,5,0,0,0,0,0,0,8,13,21
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,2,4,0,0,2,6,1,1,1,0,0,12,0,1,5,13,19,10,0,0,0,0,30,47,77
ATOCHA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,8,4,3,0,0,0,0,10,13,23
AUCAPATA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
AYATA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AYO AYO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,0,1,7,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da dosis,2024-10-01,1,1,2,3,0,0,4,1,0,0,3,4,0,2,32,35,5,6,6,7,0,0,0,0,53,59,112
BATALLAS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,64,2,8,0,0,0,0,0,0,45,75,120
BAURES,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2,12,10,1,3,2,0,0,0,0,0,16,16,32
BELEN DE ANDAMARCA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
BELEN DE URMIRI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,4,5,9
BELLA FLOR,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,7
BERMEJO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,11,41,0,0,0,0,0,0,14,48,62
BETANZOS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,2,0,2,25,63,2,4,0,2,0,0,0,0,28,74,102
BOLIVAR,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,2,1,0,0,1,1,0,0,2,4,0,0,8,13,0,1,0,1,0,0,0,0,13,21,34
BOLPEBRA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,3
BUENA VISTA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,20,0,18,3,0,0,0,0,0,10,43,53
CABEZAS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,9,5,7,0,0,0,0,14,18,32
CAIROMA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,0,0,0,0,0,0,6,5,11
"CAIZA ""D""",otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,1,5,1,0,0,0,0,0,8,14,22
CAJUATA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,2,0,0,0,0,3,7,10
CALACOTO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,10,5,15
CALAMARCA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,3,4
CAMARGO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,3,4
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMIRI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,10,1,0,0,0,0,0,9,13,22
CAPINOTA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,10,4,5,4,7,0,0,0,0,19,24,43
CAQUIAVIRI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CARACOLLO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,5,1,6,6,5,0,0,0,0,8,20,28
CARANAVI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,3,0,0,1,1,0,1,0,0,1,7,8,12,6,27,10,14,0,0,0,0,27,65,92
CARAPARI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,14,1,0,0,0,0,18,14,32
CARIPUYO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,7,0,1,0,0,0,0,2,10,12
CATACORA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CHACARILLA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,2,3,2,4,8,0,0,0,1,0,0,0,0,7,14,21
CHALLAPATA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,2,0,0,0,0,0,0,0,0,1,0,58,34,0,6,2,4,0,0,0,0,61,46,107
CHAQUI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHARAGUA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,2,9,3,2,0,0,0,0,8,20,28
CHARAÑA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,0,0,2,5,7
CHAYANTA,otras vacunaciones,dt 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,2,0,0,0,0,0,9,9
CHIMORE,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,6,7,0,0,1,1,0,0,5,5,1,11,23,30,0,31,2,7,0,0,0,0,38,92,130
CHIPAYA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
CHUA COCANI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,9,0,12,1,5,0,0,0,0,7,28,35
CHUMA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,1,6,7
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,4,0,0,3,0,0,0,1,1,0,0,0,2,1,1,3,6,0,0,0,0,9,14,23
CKOCHAS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
CLIZA,otras vacunaciones,dt 2da dosis,2024-10-01,0,2,2,0,0,0,0,0,0,0,0,1,1,6,2,0,5,7,6,5,0,0,0,0,16,21,37
COBIJA,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,12,4,2,0,6,5,0,0,12,6,6,7,79,81,11,22,106,62,0,0,0,0,235,187,422
COCAPATA,otras vacunaciones,dt 2da dosis,2024-10-01,7,8,9,16,1,0,4,3,4,7,2,2,9,9,0,1,4,5,0,1,0,0,0,0,40,52,92
COCHABAMBA,otras vacunaciones,dt 2da dosis,2024-10-01,8,7,38,46,12,8,23,56,6,1,32,50,35,104,315,470,133,406,221,317,0,0,0,0,823,1465,2288
COIPASA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,7
COLCAPIRHUA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,1,1,0,2,0,0,0,2,1,3,5,25,16,5,10,42,55,0,0,0,0,81,88,169
"COLCHA ""K""",otras vacunaciones,dt 2da dosis,2024-10-01,1,0,0,0,0,0,1,1,0,0,0,0,0,2,5,2,5,9,0,0,0,0,0,0,12,14,26
COLLANA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,3,1,4
COLOMI,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,0,0,1,0,0,1,0,0,0,0,1,10,14,14,1,13,0,0,0,0,0,0,18,38,56
COLPA BELGICA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,1,5,6
COLQUECHACA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,1,2,9,0,1,0,0,0,0,9,16,25
COLQUENCHA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,2,3,5
COLQUIRI,otras vacunaciones,dt 2da dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,2,3,2,9,0,0,0,0,10,19,29
COMARAPA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,1,0,1,0,0,0,0,25,17,42
CONCEPCION,otras vacunaciones,dt 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,10,0,0,0,0,0,0,2,13,15
COPACABANA,otras vacunaciones,dt 2da dosis,2024-10-01,0,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,14
CORIPATA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,2,0,0,2,2,0,0,3,3,0,2,6,14,2,6,1,2,0,0,0,0,15,31,46
CORO CORO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,57,1,0,0,0,0,59,6,65
COROICO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,6,5,1,2,1,2,0,0,3,3,5,15,1,3,2,13,2,4,0,0,0,0,21,47,68
CORQUE,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,3,0,1,0,0,0,0,6,8,14
COTAGAITA,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,2,2,0,0,0,0,7,2,9
CUATRO CAÑADAS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,1,1,0,0,0,0,0,0,1,0,0,1,28,24,1,8,2,4,0,0,0,0,33,38,71
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 2da dosis,2024-10-01,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,4,6,10
CUEVO,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
