,group,variable,month,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - D,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - D,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - F,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - F,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - D,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - D,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - F,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - F,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - D,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - D,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - F,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - F,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - D,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - D,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - F,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - F,TOTALES,TOTALES,TOTALES
VILLA RIVERO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
VILLA SERRANO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
VILLA TUNARI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,15,2,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,3,250
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
VILLAZON,otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,10,7,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,11,47
VINTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,7,2,68,75,0,0,0,10,0,1,0,4,0,0,0,0,0,0,0,0,75,92,167
WALDO BALLIVIAN,otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
WARNES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,3,9,10,9,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,13,22,35
YACO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
YACUIBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,6,1,5,12,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,11,19,30
YANACACHI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
YAPACANI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-09-01,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
ACHACACHI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,37,38,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,38,47,85
ACHOCALLA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
AIQUILE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
ALTO BENI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
ANCORAIMES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
ANDAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ANZALDO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
APOLO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,9
ARAMPAMPA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ARANI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,7,9,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,7,15,22
ARBIETO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,16,32
ARQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
ATOCHA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
AUCAPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AYATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
AYO AYO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
AZURDUY,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BAURES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
BELLA FLOR,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
BERMEJO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,1,11,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
BOLIVAR,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,5,3,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,5,12,17
BOLPEBRA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
BOYUIBE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,5
BUENA VISTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CABEZAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9
CAIROMA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
"CAIZA ""D""",otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
CALACOTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CALAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,6,7,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,9,14,23
CAMARGO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CAMIRI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,3,6,10,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,6,19,25
CAQUIAVIRI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
CARACOLLO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
CARANAVI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
CARAPARI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,4,7,0,0,0,6,0,0,0,24,0,0,0,0,0,0,0,0,5,37,42
CHARAGUA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,13,4,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15,11,26
CHIMORE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,6
CHIPAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,5,9,14
CHUMA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CKOCHAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,7
CLIZA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COBIJA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,0,27,18,0,2,0,8,0,0,0,23,0,0,0,0,0,0,0,0,30,51,81
COCAPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,7,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,26
COCHABAMBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,39,59,292,259,0,8,0,95,0,20,0,467,0,0,0,0,0,0,0,0,331,908,1239
COLCAPIRHUA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,4,24,27,0,4,0,9,0,12,0,58,0,0,0,0,0,0,0,0,27,114,141
"COLCHA ""K""",otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
COLLANA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
COLOMI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
COLPA BELGICA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLQUECHACA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
COLQUIRI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
COMANCHE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COMARAPA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
CONCEPCION,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
COPACABANA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CORIPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
CORO CORO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
COROICO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,6,5,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,13,19
COTAGAITA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
COTOCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,3,24,47,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,26,58,84
CUATRO CAÑADAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CUEVO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CURAHUARA DE CARANGAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EL ALTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,70,61,299,330,0,21,0,133,0,38,0,279,0,0,0,0,0,0,0,0,369,862,1231
EL CHORO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
EL PUENTE(STC),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EL TORNO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,3,31,25,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,32,32,64
ENTRE RIOS TRJ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
ENTRE RIOS CBBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,1,191,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,24,217
ESCOMA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ESMERALDA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
EUCALIPTUS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30
EUREKA (SANTOS MERCADO),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EXALTACION,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
FERNANDEZ ALONSO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
FILADELFIA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GIA-TIM,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GUANAY,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
GUAQUI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,46,37,0,0,0,21,0,1,0,10,0,0,0,0,0,0,0,0,47,69,116
GUTIERREZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUANUNI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,2,1,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,10,12
HUARINA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUATAJATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ICHOCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
INQUISIVI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,16,4,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,16,15,31
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3
IXIAMAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,4,3,3,6,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,7,14,21
JESUS DE MACHACA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,3,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
LA ASUNTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,4,33,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,12,46
LA GUARDIA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,3,2,71,66,0,1,0,15,0,0,0,9,0,0,0,0,0,0,0,0,74,93,167
LA PAZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,61,68,53,84,0,20,0,52,0,43,0,203,0,0,0,0,0,0,0,0,114,470,584
LAGUNILLAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LAJA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
LICOMA PAMPA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3
LLALLAGUA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,12,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
LURIBAY,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MACHACAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
MACHARETI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MAGDALENA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
MAIRANA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MALLA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,3,5,8
MAPIRI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
MIZQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MOCOMOCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,1,15,2,0,0,0,4,0,1,0,41,0,0,0,0,0,0,0,0,16,49,65
MOJINETE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,21,16,0,1,0,12,0,0,0,2,0,0,0,0,0,0,0,0,21,32,53
MOROCHATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OCURI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OKINAWA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,7
OMEREQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4
ORURO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,12,19,361,313,0,6,0,95,0,5,0,107,0,0,0,0,0,0,0,0,373,545,918
PADCAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PADILLA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PAILON,otras vacunaciones,vph 1ra dosis (dosis unica),2024-10-01,0,0,0,0,1,0,6,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,7,8,15
