,group,variable,month,DT 5TA DOSIS 5 A 9 - D,DT 5TA DOSIS 5 A 9 - D,DT 5TA DOSIS 5 A 9 - F,DT 5TA DOSIS 5 A 9 - F,DT 5TA DOSIS 10 AÑOS - D,DT 5TA DOSIS 10 AÑOS - D,DT 5TA DOSIS 10 AÑOS - F,DT 5TA DOSIS 10 AÑOS - F,DT 5TA DOSIS 11 AÑOS - D,DT 5TA DOSIS 11 AÑOS - D,DT 5TA DOSIS 11 AÑOS - F,DT 5TA DOSIS 11 AÑOS - F,DT 5TA DOSIS 12 A 20 - D,DT 5TA DOSIS 12 A 20 - D,DT 5TA DOSIS 12 A 20 - F,DT 5TA DOSIS 12 A 20 - F,DT 5TA DOSIS 21 A 59 - D,DT 5TA DOSIS 21 A 59 - D,DT 5TA DOSIS 21 A 59 - F,DT 5TA DOSIS 21 A 59 - F,DT 5TA DOSIS 60 Y MAS - D,DT 5TA DOSIS 60 Y MAS - D,DT 5TA DOSIS 60 Y MAS - F,DT 5TA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
UYUNI,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
VIACHA,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,4,1,5
VILA VILA,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
VILLA MONTES,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,1,5,6
VILLA RIVERO,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,5,5
VILLA TUNARI,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,9,11,0,0,0,0,15,16,31
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
VILLAZON,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,18,0,0,0,0,0,0,3,23,26
VINTO,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
WARNES,otras vacunaciones,dt 5ta dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,5,23,0,0,0,0,8,33,41
YACO,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YACUIBA,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,0,0,0,0,4,5,9
YAMPARAEZ,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YANACACHI,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
YAPACANI,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,2,5,7
YOTALA,otras vacunaciones,dt 5ta dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,3,4
ACHACACHI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
ACHOCALLA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AIQUILE,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,5,2,1,0,0,0,0,14,11,25
ALALAY,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
ALCALA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ALTO BENI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
ANCORAIMES,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANZALDO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
APOLO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,2,8,10
ARAMPAMPA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,4,5
ARANI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2,3,5
ARBIETO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,2,4,6
ASCENCION DE GUARAYOS,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
AUCAPATA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,4,3,7
AYATA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,3,1,2,0,0,0,0,7,10,17
AZURDUY,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,1,4
BATALLAS,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,7,0,0,0,0,0,0,2,12,14
BAURES,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
BELLA FLOR,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3
BERMEJO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BETANZOS,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,3
BOLPEBRA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
CABEZAS,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,4
CAIROMA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,1,6,7
"CAIZA ""D""",otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,1,0,13,13,0,0,0,0,38,35,73
CALACOTO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CALAMARCA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMIRI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,6,9,0,0,8,18,0,0,5,7,3,1,0,1,0,0,0,0,22,36,58
CAPINOTA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,3,4,7
CAQUIAVIRI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CARACOLLO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CARANAVI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,4,5
CARIPUYO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHALLAPATA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,1,7,8
CHAQUI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHARAGUA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,3
CHIMORE,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,3,7,0,0,0,0,6,10,16
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHUMA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
CLIZA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
COBIJA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,6,6,48,77,0,0,0,0,56,85,141
COCAPATA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,6,4,2,1,2,0,0,0,0,9,14,23
COCHABAMBA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,6,19,40,20,46,0,0,0,0,44,96,140
COLCAPIRHUA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,3,14,0,0,0,0,5,19,24
"COLCHA ""K""",otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,3
COLOMI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,13,0,3,0,0,0,0,2,19,21
COLQUECHACA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,2,0,0,0,0,0,8,8
COLQUENCHA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
CONCEPCION,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,2,4
CORIPATA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORO CORO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
COROICO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
CORQUE,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COTOCA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,5,11,2,12,0,0,0,0,9,27,36
CUATRO CAÑADAS,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5,5
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CULPINA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CURAHUARA DE CARANGAS,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CURVA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,1,2,8,0,0,1,0,1,1,5,9,3,5,17,39,10,99,21,81,0,0,0,0,60,243,303
EL PUENTE(STC),otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,3,4
EL TORNO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,8,12,7,22,0,0,0,0,16,37,53
EL VILLAR,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,10,1,22,0,0,0,0,2,36,38
ESCOMA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ESMERALDA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
GUANAY,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUAQUI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HUACARETA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUARINA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
INQUISIVI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,1,0,0,0,0,17,23,40
IXIAMAS,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,7,0,0,0,0,0,14,14
JESUS DE MACHACA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,2,4
LA ASUNTA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
LA GUARDIA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,3,0,0,0,0,0,0,1,1,2,0,2,8,4,14,24,59,0,0,0,0,33,85,118
LA PAZ,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,8,6,2,18,123,13,21,0,0,0,0,38,154,192
LAJA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,2,0,0,5,1,1,0,3,4,1,4,0,0,0,0,0,0,10,11,21
LAS CARRERAS,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,6,8
LLALLAGUA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,3,8,11
LLICA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
LORETO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,1,0,0,0,0,4,9,13
MACHARETI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAIRANA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
MAPIRI,otras vacunaciones,dt 5ta dosis,2024-10-01,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
MINEROS,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,6
MIZQUE,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,0,0,0,0,0,0,4,6,10
MOJINETE,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MOJOCOYA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,0,2,5,7
MONTERO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,2,13,2,21,0,0,0,0,11,44,55
MOROCHATA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,8,8
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5
OCURI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
OKINAWA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
OMEREQUE,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
ORURO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,7,20,9,23,0,0,0,0,18,48,66
PADILLA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,3,2,0,0,8,8,0,5,8,7,9,32,8,11,0,0,0,0,36,65,101
PAILON,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,2,0,1,1,4,0,0,0,0,2,11,13
PAMPA AULLAGAS,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAMPA GRANDE,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,3,5
PAPEL PAMPA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
PATACAMAYA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
POCOATA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
POCONA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,0,0,0,0,4,4,8
PORONGO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,0,0,0,0,0,0,10,4,14
PORTACHUELO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PORVENIR,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
POTOSI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,2,0,0,0,0,2,17,19
PUCARANI,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,2,4,6
PUERTO GONZALO MORENO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,3,4
PUERTO QUIJARRO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
PUERTO SUAREZ,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
PUERTO VILLARROEL,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,12,7,12,10,15,0,0,0,0,38,45,83
PUNATA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,0,0,0,0,3,7,10
QUILLACOLLO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,12,13,57,0,0,0,0,17,75,92
RAQAYPAMPA(ETA),otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
RAVELO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,1,0,0,0,0,0,0,5,4,9
REYES,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RIBERALTA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,5,0,0,0,0,1,19,20
ROBORE,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,1,8,9
SACABA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,5,17,17,49,0,0,0,0,27,71,98
SACABAMBA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
SAMAIPATA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,7,7
SAN ANDRES DE MACHACA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN BENITO,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,3,4
SAN BORJA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,9
SAN BUENA VENTURA,otras vacunaciones,dt 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
