,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,5
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,1,0,1,0,0,3,7,10
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,3
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,5,6
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,5,6
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,5,14,19
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,3
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,1,0,0,0,0,5,7,12
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2,3,0,0,0,0,6,14,20
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,13,61,186,50,96,5,7,2,1,121,310,431
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,11,16,2,3,0,0,0,0,14,21,35
LLICA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,3,2,5
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,4
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,54,0,0,0,0,0,0,23,59,82
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
OCURI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
ORURO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,5,19,5,15,104,202,70,123,4,8,0,0,188,367,555
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,6,6
PAILON,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PALCA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6,2,1,0,0,0,0,8,8,16
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POOPO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
PORCO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,0,0,0,0,4,7,11
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,26,5,6,0,1,0,0,14,34,48
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,1,7,8
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,4,5
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,3
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
QUIME,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
REYES,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,2,7,4,0,0,0,0,0,7,12,19
ROBORE,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SABAYA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SACABA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,2,3,0,0,0,1,7,17,24
SACACA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,3,4
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,7,0,0,0,0,0,0,7,9,16
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,39,0,0,0,0,0,0,22,40,62
SAN JOAQUIN,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,2,95,333,53,106,0,1,0,0,150,448,598
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,5,3,8
SENA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,5
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
SORATA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,15,58,0,0,6,10,0,0,23,69,92
TACOBAMBA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
TAHUA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARABUCO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,5,18,23
TARACO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,14,0,4,2,1,0,0,7,20,27
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,2,6
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
TIPUANI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,4,6
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,6,6,9,0,0,0,0,8,19,27
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,4,6
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,1,0,0,5,0,0,16,36,52
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,3,1,1,0,0,6,10,16
UMALA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,4,6,10
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,3,8,11
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,5,6
VILLA TUNARI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,8
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,2,5,7
VITICHI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
WARNES,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,2,2,1,0,0,8,23,31
YACO,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,0,0,0,0,4,18,22
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YOCALLA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YUNCHARA,otras vacunaciones,influenza estacional a personal de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
BAURES,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,1,10,11
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,3,4
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CHUA COCANI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,0,1,0,0,0,0,7,27,34
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,33,12,26,1,2,0,0,21,61,82
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,4,3,7
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,5,2,7
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
COROICO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,1,1,0,0,0,0,4,13,17
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,33,97,29,67,2,2,2,3,71,183,254
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,17,0,1,0,0,0,0,0,25,25
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,1,0,0,0,7,9,16
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,2,4,6
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
HUMANATA,otras vacunaciones,influenza estacional a personal de salud,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
