,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,11,0,0,0,0,0,20,20
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0,12,12
TACACOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,7,7
TARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,8,8
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,39,0,4,0,0,0,0,0,50,50
TARVITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
TEOPONTE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,10,10
TINGUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,2,0,0,0,0,0,8,8
TIQUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,12,0,28,0,0,0,0,0,46,46
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOMAVE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TORO TORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOTORA(ORR),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,44,0,0,0,0,0,0,0,55,55
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,26,0,1,0,0,0,0,0,39,39
UNCIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,2,0,0,0,0,0,14,14
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
URUBICHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,8,8
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,9,9
VALLEGRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,12,12
VILLA CHARCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,7,7
VILLA MONTES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,17,17
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3
VILLA TUNARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,5
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,0,0,0,0,11,11
VITICHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,26,0,11,0,0,0,0,0,46,46
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,69,0,11,0,0,0,0,0,97,97
YAMPARAEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,3
YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
YOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,7
YOTALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
YUNCHARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ACACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,9,9
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,18,18
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,13,13
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,13,13
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,0,0,13,13
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,11,11
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,7,0,2,0,0,0,0,0,13,13
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,10,10
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,15,15
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,13,13
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CHUA COCANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,10,0,0,0,0,0,0,0,13,13
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,5,5
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,19,0,5,0,0,0,0,0,32,32
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,83,0,17,0,0,0,0,0,122,122
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,7,7
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
COMANCHE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
COMBAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,6,6
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,5
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,6,6
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,8,8
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,23,23
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,27,0,361,0,171,0,0,0,0,0,597,597
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,0,2,0,0,0,0,0,28,28
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,9,9
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,23,0,0,0,0,0,0,0,39,39
HUACARETA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
INCAHUASI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,5,5
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,0,2,0,0,0,0,0,28,28
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,3,0,0,0,0,0,13,13
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,188,0,20,0,0,0,0,0,244,244
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,6,6
MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,11,0,0,0,0,0,0,0,14,14
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
MOCOMOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,93,0,5,0,0,0,0,0,112,112
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
OCURI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,3,0,159,0,7,0,0,0,0,0,218,218
PADCAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,7,7
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,7,7
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCONA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,7,7
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,5,5
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,10,10
PORVENIR,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,92,0,5,0,0,0,0,0,116,116
PRESTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,6,6
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,8,8
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,9,9
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,6,0,0,0,0,0,12,12
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,41,0,1,0,0,0,0,0,67,67
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
