,group,variable,month,DT 3RA DOSIS 5 A 9 - D,DT 3RA DOSIS 5 A 9 - D,DT 3RA DOSIS 5 A 9 - F,DT 3RA DOSIS 5 A 9 - F,DT 3RA DOSIS 10 AÑOS - D,DT 3RA DOSIS 10 AÑOS - D,DT 3RA DOSIS 10 AÑOS - F,DT 3RA DOSIS 10 AÑOS - F,DT 3RA DOSIS 11 AÑOS - D,DT 3RA DOSIS 11 AÑOS - D,DT 3RA DOSIS 11 AÑOS - F,DT 3RA DOSIS 11 AÑOS - F,DT 3RA DOSIS 12 A 20 - D,DT 3RA DOSIS 12 A 20 - D,DT 3RA DOSIS 12 A 20 - F,DT 3RA DOSIS 12 A 20 - F,DT 3RA DOSIS 21 A 59 - D,DT 3RA DOSIS 21 A 59 - D,DT 3RA DOSIS 21 A 59 - F,DT 3RA DOSIS 21 A 59 - F,DT 3RA DOSIS 60 Y MAS - D,DT 3RA DOSIS 60 Y MAS - D,DT 3RA DOSIS 60 Y MAS - F,DT 3RA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PUERTO PEREZ,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,3,5,8
PUERTO QUIJARRO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
PUERTO RICO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3,2,0,0,0,0,0,6,7,13
PUERTO SUAREZ,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,5,1,1,0,0,0,0,5,8,13
PUERTO VILLARROEL,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,3,0,0,1,5,0,0,2,0,3,4,24,31,12,25,15,30,0,0,0,0,57,98,155
PUNA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,4,5
PUNATA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,5,3,0,0,0,0,10,11,21
QUIABAYA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,1,0,6,0,0,6,6,13,21,32,38,63,67,137,186,0,0,0,0,251,325,576
QUIME,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
RAQAYPAMPA(ETA),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,4,0,0,0,0,0,0,5,7,12
RAVELO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,2,2,0,0,1,1,0,0,5,3,0,0,9,12,0,0,1,7,0,0,0,0,18,25,43
REYES,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,0,0,0,0,2,6,8
RIBERALTA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,17,0,1,0,0,0,0,2,23,25
ROBORE,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,0,2,5,1,0,0,0,0,0,9,7,16
RURRENABAQUE,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,1,0,0,0,0,2,14,16
SACABA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,1,2,0,0,1,5,0,0,16,17,2,8,48,69,14,41,78,125,0,0,0,0,160,267,427
SACABAMBA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,4,2,6
SACACA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
SAIPINA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,6,4,10
SAMAIPATA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
SAN ANDRES,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,2,0,0,0,0,3,6,9
SAN ANDRES DE MACHACA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,2,0,0,0,0,0,0,10,11,21
SAN BENITO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,1,0,1,0,0,0,1,1,16,23,2,5,10,10,0,0,0,0,31,39,70
SAN BORJA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,1,0,4,0,1,0,0,0,0,2,16,18
SAN BUENA VENTURA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,3,0,1,11,4,0,0,0,0,17,9,26
SAN CARLOS,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17,24,7,5,1,1,0,0,0,0,29,34,63
SAN IGNACIO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,0,12,1,0,0,0,0,16,4,20
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,1,21,0,1,8,27,0,0,0,0,0,0,10,49,59
SAN JAVIER(BNI),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN JAVIER(STC),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,3,6,0,0,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,8,8,16
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,6,5,11
SAN JUAN DE YAPACANI,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
SAN JULIAN,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,5,3,6,0,0,0,0,4,14,18
SAN LORENZO(PND),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,1,0,1,0,1,0,0,0,0,0,0,3,2,2,1,5,0,0,0,0,0,0,6,10,16
SAN LORENZO(TJA),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,5
SAN LUCAS,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,4,5
SAN MATIAS,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,12,1,6,0,0,0,0,4,21,25
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,7,0,0,0,0,0,0,1,11,12
SAN PABLO DE LIPEZ,otras vacunaciones,dt 3ra dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,4,4,8
SAN PEDRO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,7
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,8,0,0,0,0,0,16,16
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,12,0,0,1,0,0,0,0,0,5,13,18
SAN PEDRO(PND),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3
SAN RAFAEL,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,3,5
SAN RAMON SCZ,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,0,0,0,0,0,1,6,7
SANTA ANA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 3ra dosis,2024-09-01,4,3,3,4,4,1,6,3,3,3,6,5,21,105,118,191,280,629,702,592,0,0,0,0,1147,1536,2683
SANTA ROSA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,4,0,0,0,0,2,6,8
SANTA ROSA DEL SARA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,1,0,0,0,0,1,7,8
SANTIAGO DE HUARI,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,4,1,1,2,10,0,0,0,0,11,16,27
SANTIAGO DE HUATA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,1,4,0,0,0,0,2,10,12
SANTIAGO DE MACHACA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,1,6
SANTIVAÑES,otras vacunaciones,dt 3ra dosis,2024-09-01,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,9,0,0,0,0,12,15,27
SAPAHAQUI,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3
SENA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,1,0,0,0,0,0,2,1,0,1,2,9,5,2,2,4,0,0,0,0,12,17,29
SHINAOTA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,9,6,14,0,0,0,0,13,24,37
SICA SICA (VILLA AROMA),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,18,36,0,0,0,0,20,38,58
SICAYA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SIPE SIPE,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,8,7,0,6,16,12,4,27,38,99,0,0,0,0,66,151,217
SORACACHI,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,0,0,0,0,4,6,10
SORATA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,4,2,6
SUCRE,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,1,0,0,3,0,6,25,15,21,15,26,49,91,39,71,0,0,0,0,127,235,362
TACACOMA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACOBAMBA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TACOPAYA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,1,2,0,0,0,0,0,0,1,0,0,2,5,2,2,0,0,0,0,0,0,0,9,6,15
TAHUA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
TAPACARI,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,6,4,0,0,3,1,0,0,2,1,1,3,4,3,0,2,0,1,0,0,0,0,16,15,31
TARACO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,2,0,1,1,2,0,0,0,0,5,7,12
TARATA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,1,1,0,0,0,0,0,37,1,38
TARIJA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,2,3,3,2,16,71,9,43,0,0,0,0,30,120,150
TEOPONTE,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TIAHUANACU,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,1,1,0,0,2,0,0,0,0,2,0,0,3,1,0,0,1,0,0,0,0,0,7,4,11
TINGUIPAYA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,6,6
TIQUIPAYA,otras vacunaciones,dt 3ra dosis,2024-09-01,1,0,0,0,1,0,0,0,0,0,0,1,0,5,12,29,11,12,58,80,0,0,0,0,83,127,210
TIRAQUE (CBBA),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,1,2,3,3,0,0,0,0,8,16,24
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOCO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,1,1,0,1,0,0,0,0,10,3,13
TOLEDO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,0,0,0,0,0,4,5,9
TOMINA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,8,6,0,0,0,0,8,10,18
TOTORA(ORR),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
TRINIDAD,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,0,4,17,1,1,0,0,0,0,25,21,46
TUPIZA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,18,42,2,0,0,0,0,45,22,67
TURCO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,2,4
UMALA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,6,8
UNCIA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,1,0,1,4,2,0,0,0,0,76,4,80
URIONDO (A. CONCEPCION),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,4,5
URUBICHA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,4,0,0,0,0,0,5,4,9
UYUNI,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3,4
VALLEGRANDE,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,7,9
VIACHA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,10,5,20,0,0,0,0,7,36,43
VILA VILA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,6,0,0,0,0,5,8,13
VILLA CHARCAS,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
VILLA MONTES,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,6,2,16,0,15,16,3,1,0,0,0,0,40,19,59
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,3,4,7
VILLA RIVERO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,2,0,0,0,0,3,6,9
VILLA SERRANO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,2,4
VILLA TUNARI,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,2,2,0,0,2,1,1,0,0,2,3,6,158,10,11,18,20,29,0,0,0,0,197,68,265
VILLAZON,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,21,0,0,0,0,0,0,0,25,25
VINTO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,15,18,8,18,0,0,0,0,27,40,67
VITICHI,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
WARNES,otras vacunaciones,dt 3ra dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,1,2,20,47,15,17,53,34,65,0,0,0,0,100,155,255
YACO,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,3
YACUIBA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,9,16,3,10,0,0,0,0,15,28,43
YANACACHI,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,4,3,7
YAPACANI,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,7,8,0,0,8,9,6,4,233,269,54,46,15,37,0,0,0,0,323,373,696
YOCALLA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YOTALA,otras vacunaciones,dt 3ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,4,3,7
ACHACACHI,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,16,1,2,2,9,0,0,0,0,16,28,44
ACHOCALLA,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,0,1,0,0,0,0,1,11,12
AIQUILE,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,8,0,1,0,0,0,0,14,15,29
ALALAY,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ALTO BENI,otras vacunaciones,dt 3ra dosis,2024-10-01,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
ANDAMARCA,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
ANTEQUERA,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
ANZALDO,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,4
APOLO,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,2,5,0,0,1,1,0,0,1,0,0,0,0,0,0,5,0,3,0,0,0,0,4,14,18
ARANI,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,9,0,0,1,2,0,0,0,0,12,11,23
ARBIETO,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,4,10,0,8,0,0,0,0,7,23,30
ARQUE,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,4,4
ASCENCION DE GUARAYOS,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,1,0,5,8,8,0,5,3,12,0,0,0,0,11,32,43
ATOCHA,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,2,7,0,0,0,0,4,14,18
AUCAPATA,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,0,0,0,0,3,7,10
AYATA,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,2,4,1,1,0,0,0,0,3,15,18
AYO AYO,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,3,0,0,1,7,10,2,2,18,28,4,16,12,7,0,0,0,0,46,64,110
BATALLAS,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,23,0,7,0,1,0,0,0,0,16,35,51
BAURES,otras vacunaciones,dt 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
BELLA FLOR,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,5,2,0,0,0,0,41,5,46
BERMEJO,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,14,0,0,0,0,0,0,1,16,17
BETANZOS,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,41,0,1,0,2,0,0,0,0,42,44,86
BOLIVAR,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BUENA VISTA,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
CABEZAS,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,11,5,2,15,11,0,0,0,0,22,26,48
CAIROMA,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0,0,4,7,11
"CAIZA ""D""",otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,63,0,3,1,2,0,0,0,0,78,69,147
CALACOTO,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CALAMARCA,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,5
CAMIRI,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,5,15,2,7,0,0,0,0,10,26,36
CAPINOTA,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,7,4,10,0,0,0,0,17,24,41
CARACOLLO,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,3,0,0,0,0,4,9,13
CARANAVI,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,15,2,11,0,0,0,0,5,32,37
CARAPARI,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
CARIPUYO,otras vacunaciones,dt 3ra dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
