,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,13,14,0,0,13,14,27
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,65,47,2,2,67,49,116
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,24,14,8,2,32,16,48
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,384,398,51,40,435,438,873
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,29,25,0,1,29,26,55
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,93,74,4,3,97,77,174
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,207,246,62,51,269,297,566
ESCARA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,0,3,0,1,0,4,4
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,13,10,5,5,18,15,33
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,1,1,0,0,1,1,2
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,13,21,0,0,13,21,34
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,12,19,1,0,13,19,32
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,8,10,3,3,11,13,24
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,49,21,19,17,68,38,106
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,22,23,0,0,22,23,45
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,39,44,18,10,57,54,111
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,31,31,0,2,31,33,64
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,66,73,11,6,77,79,156
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,12,7,0,0,12,7,19
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,248,221,35,33,283,254,537
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,84,97,3,5,87,102,189
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,39,57,0,2,39,59,98
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,11,17,5,3,16,20,36
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,0,3,0,1,0,4,4
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,88,58,7,5,95,63,158
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,13,10,0,0,13,10,23
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,6,8,15,12,21,20,41
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,4,1,8,5,12,6,18
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,8,5,0,0,8,5,13
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,2,2,0,0,2,2,4
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,2,5,0,0,2,5,7
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,30,42,1,1,31,43,74
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,49,58,1,4,50,62,112
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,12,15,1,0,13,15,28
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,27,28,2,0,29,28,57
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,94,73,1,0,95,73,168
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,34,45,1,3,35,48,83
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,29,16,22,11,51,27,78
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,206,181,5,3,211,184,395
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,414,363,29,32,443,395,838
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,2999,3011,1054,1010,4053,4021,8074
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,41,36,1,3,42,39,81
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,33,22,1,0,34,22,56
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,8,14,6,3,14,17,31
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,9,8,8,0,17,8,25
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,203,139,14,8,217,147,364
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,10,2,0,1,10,3,13
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,22,22,9,10,31,32,63
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,10,11,12,5,22,16,38
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,9,5,3,2,12,7,19
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,23,22,0,1,23,23,46
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,53,30,2,0,55,30,85
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,47,37,3,2,50,39,89
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,4,4,0,0,4,4,8
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,71,55,5,2,76,57,133
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,36,42,1,3,37,45,82
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,105,83,9,2,114,85,199
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,124,100,10,3,134,103,237
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,21,18,2,0,23,18,41
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,2,2,0,0,2,2,4
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,26,23,4,6,30,29,59
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,93,74,8,9,101,83,184
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,464,374,106,108,570,482,1052
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,5,2,0,0,5,2,7
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,33,23,0,0,33,23,56
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,17,24,0,2,17,26,43
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,8,7,0,1,8,8,16
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,27,32,0,2,27,34,61
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,52,50,2,6,54,56,110
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,25,16,1,1,26,17,43
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,1295,1258,329,280,1624,1538,3162
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,77,72,5,6,82,78,160
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,35,26,4,2,39,28,67
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,91,82,12,15,103,97,200
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,52,60,5,7,57,67,124
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,142,164,18,16,160,180,340
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,8,8,0,0,8,8,16
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,24,16,4,4,28,20,48
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,20,18,1,0,21,18,39
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,5,14,0,0,5,14,19
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,27,38,2,1,29,39,68
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,14,16,0,3,14,19,33
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,16,23,1,1,17,24,41
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,48,39,1,0,49,39,88
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,31,24,2,0,33,24,57
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,47,33,3,1,50,34,84
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,7,12,0,1,7,13,20
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,47,39,1,1,48,40,88
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,69,51,2,4,71,55,126
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,26,17,2,1,28,18,46
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,75,78,35,42,110,120,230
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,21,13,2,4,23,17,40
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,3,6,1,1,4,7,11
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,1069,1014,110,123,1179,1137,2316
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,38,26,1,0,39,26,65
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,6,1,2,2,8,3,11
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,48,37,0,0,48,37,85
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,28,21,0,0,28,21,49
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,11,24,0,1,11,25,36
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,45,27,8,1,53,28,81
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,15,7,0,1,15,8,23
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,33,26,0,1,33,27,60
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,59,50,0,0,59,50,109
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,5,0,1,0,6,0,6
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,46,53,3,1,49,54,103
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,395,365,14,19,409,384,793
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,43,49,8,2,51,51,102
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,102,113,16,9,118,122,240
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,4,7,5,11,9,18,27
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,547,463,530,532,1077,995,2072
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,19,21,0,0,19,21,40
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,3,1,0,0,3,1,4
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,51,41,1,0,52,41,93
REYES,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,52,46,11,13,63,59,122
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,721,570,286,268,1007,838,1845
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,50,38,4,9,54,47,101
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,58,66,23,16,81,82,163
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,12,10,1,1,13,11,24
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,522,482,91,44,613,526,1139
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,7,5,14,4,21,9,30
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,79,77,0,3,79,80,159
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,16,6,2,0,18,6,24
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,44,28,3,4,47,32,79
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,28,6,0,1,28,7,35
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,2,6,0,0,2,6,8
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,53,50,6,6,59,56,115
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,12,5,1,0,13,5,18
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,16,5,1,1,17,6,23
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,29,27,0,1,29,28,57
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,31,26,12,16,43,42,85
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,240,176,36,22,276,198,474
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,54,47,2,3,56,50,106
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,64,58,6,3,70,61,131
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,115,97,14,6,129,103,232
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,171,159,1,5,172,164,336
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,16,12,1,0,17,12,29
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,20,22,0,0,20,22,42
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,37,39,1,1,38,40,78
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,100,56,5,7,105,63,168
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,66,61,21,21,87,82,169
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,251,205,33,58,284,263,547
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,24,29,0,2,24,31,55
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,63,54,9,6,72,60,132
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,105,88,3,0,108,88,196
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,55,55,0,0,55,55,110
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,33,26,12,3,45,29,74
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,4,12,2,1,6,13,19
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,118,64,8,3,126,67,193
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,111,97,0,0,111,97,208
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,26,25,2,0,28,25,53
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,4,0,0,0,4,0,4
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,4,4,4,8,8,12,20
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,11,10,0,0,11,10,21
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,47,34,2,7,49,41,90
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,28,19,1,2,29,21,50
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,39,24,5,7,44,31,75
SANTA ANA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,18,27,62,66,80,93,173
SANTA CRUZ DE LA SIERRA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,6008,5365,1387,1309,7395,6674,14069
SANTA ROSA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,39,29,3,3,42,32,74
SANTA ROSA DEL SARA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,85,49,4,4,89,53,142
SANTIAGO DE CALLAPA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,3,9,5,4,8,13,21
SANTIAGO DE HUARI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,24,27,3,3,27,30,57
SANTIAGO DE HUATA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,6,6,9,6,15,12,27
SANTIAGO DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,8,3,0,0,8,3,11
SANTIVAÑES,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,10,10,2,3,12,13,25
SANTUARIO DE QUILLACAS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,4,5,1,1,5,6,11
SAPAHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,26,24,1,1,27,25,52
SENA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,43,39,3,4,46,43,89
SHINAOTA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,140,112,25,25,165,137,302
SICA SICA (VILLA AROMA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,48,57,1,1,49,58,107
SICAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,14,8,1,4,15,12,27
SIPE SIPE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,143,152,14,9,157,161,318
SOPACHUY,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,28,38,1,4,29,42,71
SORACACHI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,38,27,0,1,38,28,66
SORATA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,40,37,2,2,42,39,81
SUCRE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,1374,1278,343,352,1717,1630,3347
TACACHI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,3,4,1,0,4,4,8
TACACOMA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,32,17,5,2,37,19,56
TACOBAMBA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,33,24,2,0,35,24,59
TACOPAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,14,15,4,1,18,16,34
TAHUA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,3,2,1,0,4,2,6
TAPACARI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,79,88,2,1,81,89,170
TARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,42,44,2,1,44,45,89
TARACO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,11,4,3,2,14,6,20
TARATA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,21,17,1,5,22,22,44
TARIJA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,1162,1097,230,231,1392,1328,2720
TARVITA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,55,64,1,5,56,69,125
TEOPONTE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,102,86,1,4,103,90,193
TIAWANACU,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,30,27,1,3,31,30,61
TINGUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,88,62,1,1,89,63,152
TIPUANI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,42,13,17,12,59,25,84
TIQUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,149,145,128,132,277,277,554
TIRAQUE (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,53,43,6,3,59,46,105
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,2,2,0,0,2,2,4
TOCO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,15,14,4,4,19,18,37
TODOS SANTOS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,1,4,0,1,1,5,6
TOLATA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,19,15,5,6,24,21,45
TOLEDO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,16,18,0,0,16,18,34
TOMAVE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,45,32,0,0,45,32,77
TOMINA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,36,34,1,0,37,34,71
TORO TORO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,53,30,3,2,56,32,88
TOTORA(CBBA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,67,37,6,1,73,38,111
TOTORA(ORR),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,12,10,2,3,14,13,27
TRIGAL,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,6,1,0,0,6,1,7
TRINIDAD,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,573,496,209,245,782,741,1523
TUPIZA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,154,176,12,9,166,185,351
TURCO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,7,4,0,0,7,4,11
UMALA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,20,13,3,0,23,13,36
UNCIA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,56,69,5,4,61,73,134
URIONDO (A. CONCEPCION),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,73,70,19,21,92,91,183
URUBICHA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,28,36,4,10,32,46,78
UYUNI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,116,106,1,9,117,115,232
VACAS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,23,12,11,7,34,19,53
VALLEGRANDE,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,30,31,21,18,51,49,100
VIACHA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,155,161,121,98,276,259,535
VILA VILA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,20,13,2,1,22,14,36
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,33,40,1,0,34,40,74
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,264,264,12,25,276,289,565
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,36,16,2,0,38,16,54
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,25,15,1,2,26,17,43
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,33,32,14,10,47,42,89
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,565,494,17,21,582,515,1097
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,49,38,4,4,53,42,95
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,172,140,13,15,185,155,340
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,108,90,111,72,219,162,381
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,26,27,0,0,26,27,53
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,4,3,0,0,4,3,7
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,454,350,30,19,484,369,853
YACO,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,17,26,1,2,18,28,46
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,413,423,77,103,490,526,1016
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,21,22,2,0,23,22,45
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,21,27,2,6,23,33,56
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,173,113,132,128,305,241,546
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,27,19,0,2,27,21,48
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,32,22,2,5,34,27,61
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,34,18,0,0,34,18,52
YUNGUYO DE LITORAL,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,1,1,0,0,1,1,2
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2015-10-01,30,22,2,0,32,22,54
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,11,8,0,0,11,8,19
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,67,52,29,29,96,81,177
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,68,40,0,0,68,40,108
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,75,45,9,5,84,50,134
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,3,4,0,0,3,4,7
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,9,7,0,0,9,7,16
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,64,66,0,1,64,67,131
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,18,11,2,8,20,19,39
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,10,21,2,1,12,22,34
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,5,9,0,1,5,10,15
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,15,17,3,12,18,29,47
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,55,38,24,22,79,60,139
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,10,5,0,0,10,5,15
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,32,18,1,2,33,20,53
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,68,70,8,7,76,77,153
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,34,43,0,0,34,43,77
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,93,80,7,7,100,87,187
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,41,40,4,3,45,43,88
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,12,9,0,0,12,9,21
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,28,22,1,0,29,22,51
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2015-11-01,12,4,4,8,16,12,28
