municipality,group,variable,month,Total 11.3 Nacidos vivos,TOTAL
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2014-09-01,95,95
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2014-09-01,21,21
TOCO,atencion de partos en servicios,nacidos vivos,2014-09-01,6,6
TOLATA,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
TOLEDO,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
TOMAVE,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
TOMINA,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
TORO TORO,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2014-09-01,22,22
TRIGAL,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos,2014-09-01,266,266
TUPIZA,atencion de partos en servicios,nacidos vivos,2014-09-01,68,68
TURCO,atencion de partos en servicios,nacidos vivos,2014-09-01,2,2
UMALA,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
UNCIA,atencion de partos en servicios,nacidos vivos,2014-09-01,35,35
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2014-09-01,10,10
URUBICHA,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
UYUNI,atencion de partos en servicios,nacidos vivos,2014-09-01,54,54
VACAS,atencion de partos en servicios,nacidos vivos,2014-09-01,7,7
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2014-09-01,30,30
VIACHA,atencion de partos en servicios,nacidos vivos,2014-09-01,58,58
VILA VILA,atencion de partos en servicios,nacidos vivos,2014-09-01,5,5
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2014-09-01,22,22
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2014-09-01,70,70
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2014-09-01,9,9
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2014-09-01,13,13
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2014-09-01,133,133
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2014-09-01,10,10
VILLAZON,atencion de partos en servicios,nacidos vivos,2014-09-01,60,60
VINTO,atencion de partos en servicios,nacidos vivos,2014-09-01,73,73
VITICHI,atencion de partos en servicios,nacidos vivos,2014-09-01,8,8
WARNES,atencion de partos en servicios,nacidos vivos,2014-09-01,95,95
YACO,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
YACUIBA,atencion de partos en servicios,nacidos vivos,2014-09-01,204,204
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2014-09-01,6,6
YANACACHI,atencion de partos en servicios,nacidos vivos,2014-09-01,1,1
YAPACANI,atencion de partos en servicios,nacidos vivos,2014-09-01,77,77
YOCALLA,atencion de partos en servicios,nacidos vivos,2014-09-01,4,4
YOTALA,atencion de partos en servicios,nacidos vivos,2014-09-01,10,10
YUNCHARA,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2014-09-01,3,3
ACACIO,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
ACHACACHI,atencion de partos en servicios,nacidos vivos,2014-10-01,28,28
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
AIQUILE,atencion de partos en servicios,nacidos vivos,2014-10-01,30,30
ALCALA,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
ALTO BENI,atencion de partos en servicios,nacidos vivos,2014-10-01,12,12
ANDAMARCA,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
ANZALDO,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
APOLO,atencion de partos en servicios,nacidos vivos,2014-10-01,19,19
ARANI,atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
ARBIETO,atencion de partos en servicios,nacidos vivos,2014-10-01,9,9
ARQUE,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2014-10-01,66,66
ATOCHA,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
AYATA,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
AYO AYO,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2014-10-01,17,17
AZURDUY,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
BATALLAS,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
BAURES,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
BERMEJO,atencion de partos en servicios,nacidos vivos,2014-10-01,41,41
BETANZOS,atencion de partos en servicios,nacidos vivos,2014-10-01,29,29
BOYUIBE,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-10-01,11,11
CABEZAS,atencion de partos en servicios,nacidos vivos,2014-10-01,20,20
CAIROMA,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
CAJUATA,atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
CALACOTO,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
CALAMARCA,atencion de partos en servicios,nacidos vivos,2014-10-01,11,11
CAMARGO,atencion de partos en servicios,nacidos vivos,2014-10-01,33,33
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
CAMIRI,atencion de partos en servicios,nacidos vivos,2014-10-01,56,56
CAPINOTA,atencion de partos en servicios,nacidos vivos,2014-10-01,13,13
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
CARACOLLO,atencion de partos en servicios,nacidos vivos,2014-10-01,19,19
CARANAVI,atencion de partos en servicios,nacidos vivos,2014-10-01,85,85
CARAPARI,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
CARIPUYO,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2014-10-01,45,45
CHAQUI,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos vivos,2014-10-01,56,56
CHAYANTA,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
CHIMORE,atencion de partos en servicios,nacidos vivos,2014-10-01,15,15
CHIPAYA,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2014-10-01,18,18
CHUMA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
CKOCHAS,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
CLIZA,atencion de partos en servicios,nacidos vivos,2014-10-01,35,35
COBIJA,atencion de partos en servicios,nacidos vivos,2014-10-01,121,121
COCAPATA,atencion de partos en servicios,nacidos vivos,2014-10-01,11,11
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2014-10-01,1626,1626
COIPASA,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2014-10-01,43,43
COLLANA,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
COLOMI,atencion de partos en servicios,nacidos vivos,2014-10-01,21,21
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2014-10-01,11,11
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
COLQUIRI,atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
COMARAPA,atencion de partos en servicios,nacidos vivos,2014-10-01,33,33
CONCEPCION,atencion de partos en servicios,nacidos vivos,2014-10-01,32,32
COPACABANA,atencion de partos en servicios,nacidos vivos,2014-10-01,6,6
CORIPATA,atencion de partos en servicios,nacidos vivos,2014-10-01,11,11
COROICO,atencion de partos en servicios,nacidos vivos,2014-10-01,28,28
COTAGAITA,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
COTOCA,atencion de partos en servicios,nacidos vivos,2014-10-01,89,89
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2014-10-01,15,15
CUEVO,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
CULPINA,atencion de partos en servicios,nacidos vivos,2014-10-01,20,20
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
EL ALTO,atencion de partos en servicios,nacidos vivos,2014-10-01,1320,1320
EL CHORO,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2014-10-01,13,13
EL TORNO,atencion de partos en servicios,nacidos vivos,2014-10-01,99,99
EL VILLAR,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2014-10-01,32,32
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2014-10-01,27,27
ESCOMA,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
EUCALIPTUS,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
FILADELFIA,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos,2014-10-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
GUANAY,atencion de partos en servicios,nacidos vivos,2014-10-01,12,12
GUAQUI,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos,2014-10-01,130,130
GUTIERREZ,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
HUACARETA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
HUANUNI,atencion de partos en servicios,nacidos vivos,2014-10-01,28,28
HUARACAJE,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
HUARINA,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
HUAYLLAMARCA,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
ICLA,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
INCAHUASI,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
INQUISIVI,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos,2014-10-01,13,13
IXIAMAS,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
LA ASUNTA,atencion de partos en servicios,nacidos vivos,2014-10-01,62,62
LA GUARDIA,atencion de partos en servicios,nacidos vivos,2014-10-01,53,53
LA PAZ,atencion de partos en servicios,nacidos vivos,2014-10-01,1732,1732
LAGUNILLAS,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
LAJA,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
LAS CARRERAS,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
LICOMA PAMPA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
LLALLAGUA,atencion de partos en servicios,nacidos vivos,2014-10-01,80,80
LLICA,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
LURIBAY,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
MACHARETI,atencion de partos en servicios,nacidos vivos,2014-10-01,6,6
MAGDALENA,atencion de partos en servicios,nacidos vivos,2014-10-01,19,19
MAIRANA,atencion de partos en servicios,nacidos vivos,2014-10-01,27,27
MAPIRI,atencion de partos en servicios,nacidos vivos,2014-10-01,21,21
MECAPACA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
MINEROS,atencion de partos en servicios,nacidos vivos,2014-10-01,23,23
MIZQUE,atencion de partos en servicios,nacidos vivos,2014-10-01,27,27
MOCOMOCO,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
MOJINETE,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2014-10-01,43,43
MONTERO,atencion de partos en servicios,nacidos vivos,2014-10-01,173,173
MORO MORO,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
MOROCHATA,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
OCURI,atencion de partos en servicios,nacidos vivos,2014-10-01,12,12
OKINAWA,atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
OMEREQUE,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
ORURO,atencion de partos en servicios,nacidos vivos,2014-10-01,671,671
PADCAYA,atencion de partos en servicios,nacidos vivos,2014-10-01,12,12
PADILLA,atencion de partos en servicios,nacidos vivos,2014-10-01,28,28
PAILON,atencion de partos en servicios,nacidos vivos,2014-10-01,26,26
PALCA,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2014-10-01,25,25
PAMPA AULLAGAS,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
PASORAPA,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2014-10-01,44,44
PAZÑA,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
POCOATA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
POCONA,atencion de partos en servicios,nacidos vivos,2014-10-01,11,11
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2014-10-01,15,15
POOPO,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
PORCO,atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
POROMA,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
PORONGO,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2014-10-01,47,47
PORVENIR,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
POTOSI,atencion de partos en servicios,nacidos vivos,2014-10-01,463,463
PRESTO,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
PUCARANI,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
PUERTO PEREZ,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2014-10-01,24,24
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2014-10-01,14,14
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2014-10-01,121,121
PUNA,atencion de partos en servicios,nacidos vivos,2014-10-01,16,16
PUNATA,atencion de partos en servicios,nacidos vivos,2014-10-01,64,64
QUIABAYA,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2014-10-01,177,177
QUIME,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
QUIRUSILLAS,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
RAVELO,atencion de partos en servicios,nacidos vivos,2014-10-01,6,6
REYES,atencion de partos en servicios,nacidos vivos,2014-10-01,27,27
RIBERALTA,atencion de partos en servicios,nacidos vivos,2014-10-01,293,293
ROBORE,atencion de partos en servicios,nacidos vivos,2014-10-01,26,26
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2014-10-01,40,40
SACABA,atencion de partos en servicios,nacidos vivos,2014-10-01,181,181
SACABAMBA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
SACACA,atencion de partos en servicios,nacidos vivos,2014-10-01,9,9
SAIPINA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2014-10-01,13,13
SAN AGUSTIN,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
SAN ANDRES DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
SAN BENITO,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
SAN BORJA,atencion de partos en servicios,nacidos vivos,2014-10-01,65,65
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2014-10-01,13,13
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2014-10-01,49,49
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2014-10-01,28,28
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-10-01,99,99
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2014-10-01,20,20
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2014-10-01,11,11
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2014-10-01,25,25
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2014-10-01,78,78
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2014-10-01,6,6
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2014-10-01,26,26
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2014-10-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-10-01,17,17
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2014-10-01,14,14
SANTA ANA,atencion de partos en servicios,nacidos vivos,2014-10-01,29,29
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2014-10-01,2431,2431
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2014-10-01,9,9
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
SANTIAGO DE CALLAPA,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
SANTIAGO DE HUATA,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
SANTUARIO DE QUILLACAS,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
SAPAHAQUI,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
SENA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
SHINAOTA,atencion de partos en servicios,nacidos vivos,2014-10-01,22,22
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2014-10-01,15,15
SICAYA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2014-10-01,44,44
SOPACHUY,atencion de partos en servicios,nacidos vivos,2014-10-01,9,9
SORACACHI,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
SORATA,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
SUCRE,atencion de partos en servicios,nacidos vivos,2014-10-01,565,565
TACACOMA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
TACOBAMBA,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
TACOPAYA,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
TAPACARI,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
TARABUCO,atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
TARACO,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
TARATA,atencion de partos en servicios,nacidos vivos,2014-10-01,8,8
TARIJA,atencion de partos en servicios,nacidos vivos,2014-10-01,506,506
TARVITA,atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
TEOPONTE,atencion de partos en servicios,nacidos vivos,2014-10-01,12,12
TIAWANACU,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
TIPUANI,atencion de partos en servicios,nacidos vivos,2014-10-01,14,14
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2014-10-01,104,104
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2014-10-01,21,21
TOCO,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
TOLEDO,atencion de partos en servicios,nacidos vivos,2014-10-01,6,6
TOMAVE,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
TOMINA,atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
TORO TORO,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2014-10-01,21,21
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
TRIGAL,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos,2014-10-01,301,301
TUPIZA,atencion de partos en servicios,nacidos vivos,2014-10-01,51,51
TURCO,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
UMALA,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
UNCIA,atencion de partos en servicios,nacidos vivos,2014-10-01,14,14
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
URUBICHA,atencion de partos en servicios,nacidos vivos,2014-10-01,9,9
UYUNI,atencion de partos en servicios,nacidos vivos,2014-10-01,73,73
VACAS,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2014-10-01,24,24
VIACHA,atencion de partos en servicios,nacidos vivos,2014-10-01,60,60
VILA VILA,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2014-10-01,17,17
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2014-10-01,95,95
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2014-10-01,10,10
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2014-10-01,152,152
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2014-10-01,5,5
VILLAZON,atencion de partos en servicios,nacidos vivos,2014-10-01,59,59
VINTO,atencion de partos en servicios,nacidos vivos,2014-10-01,74,74
VITICHI,atencion de partos en servicios,nacidos vivos,2014-10-01,2,2
WARNES,atencion de partos en servicios,nacidos vivos,2014-10-01,126,126
YACO,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
YACUIBA,atencion de partos en servicios,nacidos vivos,2014-10-01,163,163
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2014-10-01,7,7
YANACACHI,atencion de partos en servicios,nacidos vivos,2014-10-01,1,1
YAPACANI,atencion de partos en servicios,nacidos vivos,2014-10-01,94,94
YOCALLA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
YOTALA,atencion de partos en servicios,nacidos vivos,2014-10-01,4,4
YUNCHARA,atencion de partos en servicios,nacidos vivos,2014-10-01,3,3
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2014-10-01,13,13
ACACIO,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
ACHACACHI,atencion de partos en servicios,nacidos vivos,2014-11-01,34,34
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2014-11-01,8,8
AIQUILE,atencion de partos en servicios,nacidos vivos,2014-11-01,39,39
ALALAY,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
ALCALA,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
ALTO BENI,atencion de partos en servicios,nacidos vivos,2014-11-01,10,10
ANTEQUERA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
ANZALDO,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
APOLO,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
ARAMPAMPA,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
ARANI,atencion de partos en servicios,nacidos vivos,2014-11-01,16,16
ARBIETO,atencion de partos en servicios,nacidos vivos,2014-11-01,16,16
ARQUE,atencion de partos en servicios,nacidos vivos,2014-11-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2014-11-01,64,64
ATOCHA,atencion de partos en servicios,nacidos vivos,2014-11-01,14,14
AUCAPATA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
AYATA,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
AYO AYO,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2014-11-01,24,24
AZURDUY,atencion de partos en servicios,nacidos vivos,2014-11-01,7,7
BATALLAS,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
BAURES,atencion de partos en servicios,nacidos vivos,2014-11-01,6,6
BELLA FLOR,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos,2014-11-01,57,57
BETANZOS,atencion de partos en servicios,nacidos vivos,2014-11-01,23,23
BOYUIBE,atencion de partos en servicios,nacidos vivos,2014-11-01,4,4
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
CABEZAS,atencion de partos en servicios,nacidos vivos,2014-11-01,21,21
CAIROMA,atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos,2014-11-01,5,5
CAJUATA,atencion de partos en servicios,nacidos vivos,2014-11-01,8,8
CALACOTO,atencion de partos en servicios,nacidos vivos,2014-11-01,1,1
CALAMARCA,atencion de partos en servicios,nacidos vivos,2014-11-01,9,9
CAMARGO,atencion de partos en servicios,nacidos vivos,2014-11-01,31,31
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,nacidos vivos,2014-11-01,3,3
CAMIRI,atencion de partos en servicios,nacidos vivos,2014-11-01,56,56
CAPINOTA,atencion de partos en servicios,nacidos vivos,2014-11-01,12,12
