,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,10,5,1,0,11,5,16
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,2,3,2,5,4,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,2,0,1,0,3,3
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,0,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,0,5,9,6,9,15
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,4,4,0,0,4,4,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,5,0,1,2,6,8
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,0,0,4,0,4,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,2,1,0,1,2,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,1,2,0,2,1,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,0,1,2,1,2,3
ICLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,0,2,0,3,0,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,7,1,6,5,13,6,19
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,1,0,1,0,2,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,6,4,2,1,8,5,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,10,5,7,2,17,7,24
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,4,4,3,7,7,11,18
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,2,0,2,5,4,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,28,24,6,2,34,26,60
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,91,54,8,5,99,59,158
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,204,188,25,40,229,228,457
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,6,3,5,6,11,17
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,7,7,0,0,7,7,14
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,0,1,0,2,0,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,1,0,0,0,1,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,20,19,37,41,57,60,117
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,3,0,3,0,6,6
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,1,0,0,2,1,3
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,6,3,0,2,6,5,11
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,3,0,2,3,5,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,6,6,4,3,10,9,19
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,8,14,1,0,9,14,23
MALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,0,0,2,1,2,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,9,12,0,1,9,13,22
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,7,5,4,3,11,8,19
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,8,6,1,3,9,9,18
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,10,10,3,3,13,13,26
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,9,3,0,2,9,5,14
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,8,0,0,0,8,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,12,8,1,0,13,8,21
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,75,66,32,12,107,78,185
MORO MORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,2,0,0,0,2,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,0,0,1,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,2,5,0,7,2,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,0,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,4,2,2,7,6,13
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,10,2,3,6,13,8,21
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,2,1,1,2,3,5
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,103,103,80,82,183,185,368
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,6,8,0,2,6,10,16
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,7,0,0,5,7,12
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,11,11,11,16,22,27,49
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,11,9,4,2,15,11,26
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,12,16,5,2,17,18,35
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,1,0,0,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,6,11,1,0,7,11,18
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,1,2,0,7,1,8
PASORAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,1,1,0,2,1,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,11,12,0,1,11,13,24
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,3,1,2,4,5,9
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,4,2,6,0,10,2,12
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,9,7,9,6,18,13,31
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,4,4,5,4,9,13
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,8,10,0,3,8,13,21
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,4,2,1,0,5,2,7
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,4,8,1,1,5,9,14
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,7,4,2,1,9,5,14
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,8,0,4,5,12,17
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,10,7,0,2,10,9,19
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,1,4,2,9,3,12
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,110,120,15,13,125,133,258
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,2,3,2,5,4,9
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,13,13,2,1,15,14,29
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,2,1,3,4,5,9
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,3,2,3,7,6,13
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,3,1,1,3,4,7
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,0,1,3,3,3,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,9,7,1,5,10,12,22
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,5,0,1,5,6,11
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,21,18,8,1,29,19,48
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,35,42,7,9,42,51,93
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,4,2,5,2,9,11
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,10,10,8,4,18,14,32
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,49,28,39,46,88,74,162
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,4,3,0,0,4,3,7
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,3,2,0,3,3,6
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,2,7,11,8,13,21
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,7,7,1,0,8,7,15
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,37,33,2,1,39,34,73
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,11,9,1,1,12,10,22
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,18,15,5,7,23,22,45
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,1,0,1,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,70,58,20,24,90,82,172
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,3,2,0,2,3,5
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,6,6,5,8,11,14,25
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,9,3,1,3,10,6,16
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,4,3,3,1,7,4,11
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,8,5,2,1,10,6,16
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,6,0,0,2,6,8
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,1,1,3,3,4,7
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,3,2,2,4,5,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,4,4,1,1,5,5,10
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,20,19,1,2,21,21,42
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,2,1,7,4,9,13
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,12,12,3,2,15,14,29
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,18,20,8,10,26,30,56
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,32,30,14,15,46,45,91
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,12,10,0,0,12,10,22
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,2,1,5,4,7,11
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,9,5,10,3,19,8,27
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,5,1,3,4,8,12
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,26,43,5,1,31,44,75
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,2,0,0,1,2,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,8,11,2,3,10,14,24
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,12,12,2,11,14,23,37
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,6,2,2,5,8,13
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,8,6,1,6,9,12,21
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,1,0,0,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,10,8,3,4,13,12,25
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,11,7,19,13,30,20,50
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,1,0,0,2,1,3
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,9,8,5,6,14,14,28
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,2,0,0,1,2,3
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,0,3,3,3,3,6
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,1,0,3,3,4,7
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,2,2,2,5,4,9
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,8,3,0,2,8,5,13
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,10,8,0,0,10,8,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,450,458,27,24,477,482,959
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,3,0,0,5,3,8
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,14,11,4,3,18,14,32
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,2,1,1,1,3,4
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,1,0,0,3,1,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,1,1,0,4,1,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,2,2,0,5,2,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,1,2,2,2,3,5
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,2,0,0,3,2,5
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,6,1,0,4,6,10
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,20,18,4,3,24,21,45
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,4,4,1,9,5,14
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,0,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,31,23,0,5,31,28,59
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,0,0,3,1,3,4
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,6,2,2,4,8,6,14
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,6,6,5,11,11,22
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,171,154,9,9,180,163,343
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,1,1,0,1,1,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,7,3,1,6,8,14
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,5,2,4,4,9,13
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,3,3,5,5,8,13
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,12,7,7,8,19,15,34
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,5,1,4,4,9,13
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,4,0,2,0,6,6
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,4,3,3,0,7,3,10
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,102,78,11,8,113,86,199
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,2,8,2,9,4,13
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,4,4,3,1,7,5,12
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,8,0,0,3,8,11
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,4,9,6,14,10,24
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,6,1,0,6,6,12
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,15,25,8,8,23,33,56
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,7,5,9,4,16,9,25
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,1,0,2,1,3,4
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,2,3,1,4,3,7
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,2,1,0,1,2,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,5,1,1,3,6,9
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,3,0,2,2,5,7
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,1,8,5,9,6,15
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,6,7,3,2,9,9,18
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,1,1,0,3,1,4
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,44,39,24,43,68,82,150
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,19,12,0,1,19,13,32
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,1,1,0,1,1,2
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,2,1,0,4,2,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,8,6,3,3,11,9,20
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,8,4,0,1,8,5,13
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,6,6,1,0,7,6,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,16,14,1,1,17,15,32
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,1,1,1,1,2,2,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,9,11,1,2,10,13,23
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,23,15,10,15,33,30,63
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,0,1,0,1,0,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,6,4,6,9,12,21
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,23,24,6,3,29,27,56
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,0,1,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,1,1,1,3,2,5
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,6,5,1,1,7,6,13
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,56,62,12,12,68,74,142
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,4,1,0,3,4,7
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,19,17,3,2,22,19,41
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,20,15,15,25,35,40,75
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,5,1,1,1,6,7
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,1,0,0,3,1,4
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,68,80,13,14,81,94,175
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,3,3,2,0,5,3,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,46,45,8,5,54,50,104
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,5,1,3,0,8,1,9
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,2,2,0,1,2,3,5
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,14,19,25,26,39,45,84
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,2,0,0,0,2,2
YOTALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,2,1,2,1,4,5
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,0,2,1,2,1,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-10-01,0,1,3,3,3,4,7
ACACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-11-01,1,2,3,2,4,4,8
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-11-01,12,5,4,7,16,12,28
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-11-01,9,5,4,3,13,8,21
