,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,11,4,2,2,13,6,19
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,0,4,2,4,2,6
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,151,167,26,31,177,198,375
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,1,0,2,2,3,5
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,8,14,7,3,15,17,32
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,7,2,2,2,9,4,13
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,5,6,3,3,8,9,17
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,4,2,3,4,7,6,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,1,1,2,3,3,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,15,9,1,7,16,16,32
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,5,9,10,10,15,25
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,0,0,4,0,4,4
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,10,6,10,5,20,11,31
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,47,55,3,8,50,63,113
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,5,6,3,7,8,13,21
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,14,18,15,4,29,22,51
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,2,0,0,3,2,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,62,43,68,66,130,109,239
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,2,3,2,5,4,9
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,2,0,0,0,2,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,1,2,2,2,3,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,4,2,6,4,10,6,16
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,7,5,3,2,10,7,17
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,88,80,22,24,110,104,214
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,9,9,1,3,10,12,22
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,6,19,16,15,22,34,56
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,1,2,1,2,2,4
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,82,74,31,31,113,105,218
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,1,0,1,0,2,2
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,9,11,4,10,13,21,34
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,5,3,3,4,8,7,15
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,2,4,1,6,3,9
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,7,6,0,0,7,6,13
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,15,10,4,5,19,15,34
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,1,3,3,4,4,8
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,3,0,0,0,3,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,3,2,2,3,5,8
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,9,5,2,2,11,7,18
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,34,33,4,12,38,45,83
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,4,6,5,9,9,18
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,13,9,2,8,15,17,32
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,18,15,16,19,34,34,68
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,33,26,7,10,40,36,76
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,5,2,6,6,11,8,19
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,17,16,0,0,17,16,33
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,3,8,1,9,4,13
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,13,11,28,30,41,41,82
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,7,6,1,1,8,7,15
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,25,37,10,6,35,43,78
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,7,6,3,9,10,19
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,17,17,3,4,20,21,41
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,19,12,4,6,23,18,41
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,5,4,6,3,11,7,18
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,11,3,3,2,14,5,19
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,1,0,0,2,1,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,4,5,6,3,10,8,18
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,13,12,13,17,26,29,55
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,4,0,0,2,4,6
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,4,10,10,7,14,17,31
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,0,3,3,5,3,8
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,0,1,1,1,1,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,0,4,4,5,4,9
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,2,4,2,4,4,8
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,6,12,0,0,6,12,18
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,8,7,0,0,8,7,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,745,653,29,37,774,690,1464
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,6,9,0,0,6,9,15
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,10,5,2,1,12,6,18
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,3,3,5,6,8,14
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,4,0,0,0,4,0,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,1,0,4,2,5,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,4,0,3,3,7,10
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,0,1,2,1,2,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,5,5,0,2,5,7,12
SENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,11,5,2,8,13,13,26
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,15,20,2,5,17,25,42
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,9,6,6,2,15,8,23
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,0,2,2,2,2,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,35,19,11,5,46,24,70
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,0,2,6,5,6,11
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,2,2,2,4,4,8
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,8,16,2,8,10,24,34
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,207,202,6,10,213,212,425
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,5,1,3,4,8,12
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,5,2,4,3,9,5,14
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,3,3,6,5,9,14
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,12,10,9,9,21,19,40
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,5,9,3,5,8,14,22
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,2,0,2,0,4,4
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,6,3,1,2,7,5,12
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,122,121,14,16,136,137,273
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,3,4,3,7,6,13
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,4,3,1,1,5,4,9
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,9,3,0,0,9,3,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,5,14,4,17,9,26
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,6,3,0,3,6,6,12
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,39,39,12,17,51,56,107
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,10,7,10,10,20,30
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,2,2,2,4,4,8
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,3,4,2,6,5,11
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,2,1,0,4,2,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,3,5,0,8,3,11
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,1,2,2,5,3,8
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,5,5,5,8,10,18
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,10,18,5,7,15,25,40
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,1,0,0,1,1,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,1,0,2,0,3,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,68,71,36,36,104,107,211
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,22,18,5,2,27,20,47
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,0,1,0,1,0,1
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,1,4,2,5,3,8
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,7,16,2,9,9,25,34
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,8,7,3,5,11,12,23
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,4,3,1,0,5,3,8
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,16,12,2,1,18,13,31
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,0,6,3,7,3,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,9,13,0,2,9,15,24
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,40,51,9,11,49,62,111
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,0,4,3,4,3,7
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,4,3,3,3,7,6,13
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,22,24,6,6,28,30,58
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,1,0,3,1,4,5
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,8,3,2,3,10,6,16
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,5,4,0,1,5,5,10
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,70,46,14,13,84,59,143
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,2,3,3,6,5,9,14
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,17,28,4,5,21,33,54
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,23,18,28,30,51,48,99
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,5,1,2,4,7,11
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,71,88,19,8,90,96,186
YACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,1,1,2,4,3,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,55,46,18,11,73,57,130
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,1,0,0,1,1,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,5,0,1,0,6,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,12,19,33,26,45,45,90
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,4,1,2,4,6,10
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,3,1,3,5,6,6,12
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,0,0,0,2,0,2,2
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-10-01,1,6,2,3,3,9,12
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,1,1,5,2,6,8
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,11,15,3,6,14,21,35
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,17,7,6,9,23,16,39
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,13,4,6,7,19,11,30
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,0,0,0,1,0,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,0,3,1,5,1,6
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,8,2,2,4,10,14
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,6,2,0,1,6,3,9
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,0,0,1,2,1,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,0,1,1,2,1,3
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,14,8,5,12,19,20,39
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,0,1,1,2,1,3
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,3,1,0,0,3,1,4
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,12,13,4,4,16,17,33
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,4,4,9,6,13,19
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,31,25,3,7,34,32,66
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,5,5,0,3,5,8,13
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,4,0,2,2,6,8
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,1,6,2,7,3,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,4,0,2,1,6,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,5,17,9,8,14,25,39
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,6,3,4,2,10,5,15
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,5,8,3,1,8,9,17
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,1,1,3,2,4,6
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,0,0,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,0,1,10,2,10,3,13
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,22,21,0,1,22,22,44
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,14,5,10,7,24,12,36
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,0,0,0,2,0,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,0,0,3,2,3,2,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,0,1,3,1,3,2,5
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,4,2,6,4,10,14
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,10,11,22,16,32,27,59
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,6,2,0,0,6,2,8
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,3,7,1,1,4,8,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,7,4,8,6,15,21
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,0,0,2,1,2,1,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,6,6,0,0,6,6,12
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,3,6,2,2,5,8,13
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,0,1,2,0,2,1,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,14,12,2,2,16,14,30
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,10,17,1,1,11,18,29
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,6,3,0,1,6,4,10
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,11,10,2,1,13,11,24
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,40,34,4,5,44,39,83
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,0,0,0,2,0,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,3,2,9,6,12,8,20
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,5,4,0,0,5,4,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,0,5,4,7,4,11
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,0,0,0,1,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,1,0,0,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,18,13,7,9,25,22,47
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,4,3,4,5,8,13
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,11,15,22,8,33,23,56
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,0,1,1,3,1,4,5
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,6,10,4,0,10,10,20
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,14,16,6,7,20,23,43
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,0,0,0,2,0,2,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,2,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,19,9,0,0,19,9,28
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,2,4,0,6,2,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,4,3,2,3,6,6,12
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,3,6,6,4,9,10,19
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,8,8,5,6,13,14,27
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,11,13,61,56,72,69,141
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,6,3,7,6,13,9,22
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,442,391,10,11,452,402,854
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,29,27,2,4,31,31,62
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,8,5,0,0,8,5,13
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,0,0,2,1,2,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,8,11,5,4,13,15,28
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,10,13,0,1,10,14,24
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,3,4,8,8,11,12,23
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,4,1,9,3,13,16
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,6,17,7,18,13,31
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,1,0,2,0,3,0,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,12,12,7,3,19,15,34
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,2,0,0,0,2,0,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-11-01,23,23,11,7,34,30,64
