,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
VIACHA,rabia,no de personas con vacuna antirrabica,2017-10-01,1,6,1,6,7
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2017-10-01,6,3,6,3,9
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2017-10-01,3,1,3,1,4
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2017-10-01,8,4,8,4,12
VINTO,rabia,no de personas con vacuna antirrabica,2017-10-01,2,0,2,0,2
WARNES,rabia,no de personas con vacuna antirrabica,2017-10-01,26,23,26,23,49
YACUIBA,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
ACHACACHI,rabia,no de personas con vacuna antirrabica,2017-11-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2017-11-01,0,2,0,2,2
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2017-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2017-11-01,2,0,2,0,2
BAURES,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2017-11-01,2,4,2,4,6
BOLIVAR,rabia,no de personas con vacuna antirrabica,2017-11-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2017-11-01,0,2,0,2,2
CAMIRI,rabia,no de personas con vacuna antirrabica,2017-11-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2017-11-01,1,1,1,1,2
CARACOLLO,rabia,no de personas con vacuna antirrabica,2017-11-01,1,1,1,1,2
CARANAVI,rabia,no de personas con vacuna antirrabica,2017-11-01,3,4,3,4,7
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2017-11-01,5,6,5,6,11
CHAYANTA,rabia,no de personas con vacuna antirrabica,2017-11-01,9,10,9,10,19
CHIMORE,rabia,no de personas con vacuna antirrabica,2017-11-01,0,2,0,2,2
CLIZA,rabia,no de personas con vacuna antirrabica,2017-11-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2017-11-01,55,41,55,41,96
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2017-11-01,2,1,2,1,3
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2017-11-01,0,1,0,1,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2017-11-01,1,2,1,2,3
CONCEPCION,rabia,no de personas con vacuna antirrabica,2017-11-01,1,2,1,2,3
COPACABANA,rabia,no de personas con vacuna antirrabica,2017-11-01,0,2,0,2,2
COTOCA,rabia,no de personas con vacuna antirrabica,2017-11-01,17,13,17,13,30
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2017-11-01,121,88,121,88,209
EL TORNO,rabia,no de personas con vacuna antirrabica,2017-11-01,16,8,16,8,24
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2017-11-01,0,3,0,3,3
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2017-11-01,5,1,5,1,6
GUANAY,rabia,no de personas con vacuna antirrabica,2017-11-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2017-11-01,2,1,2,1,3
IXIAMAS,rabia,no de personas con vacuna antirrabica,2017-11-01,0,2,0,2,2
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2017-11-01,45,45,45,45,90
LA PAZ,rabia,no de personas con vacuna antirrabica,2017-11-01,159,135,159,135,294
MAIRANA,rabia,no de personas con vacuna antirrabica,2017-11-01,0,1,0,1,1
MAPIRI,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
MINEROS,rabia,no de personas con vacuna antirrabica,2017-11-01,3,0,3,0,3
MIZQUE,rabia,no de personas con vacuna antirrabica,2017-11-01,0,1,0,1,1
MOCOMOCO,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2017-11-01,13,8,13,8,21
MORO MORO,rabia,no de personas con vacuna antirrabica,2017-11-01,0,1,0,1,1
MOROCHATA,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2017-11-01,57,58,57,58,115
PADILLA,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
PAILON,rabia,no de personas con vacuna antirrabica,2017-11-01,3,0,3,0,3
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2017-11-01,2,0,2,0,2
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2017-11-01,4,3,4,3,7
POROMA,rabia,no de personas con vacuna antirrabica,2017-11-01,6,7,6,7,13
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2017-11-01,3,8,3,8,11
POTOSI,rabia,no de personas con vacuna antirrabica,2017-11-01,40,30,40,30,70
PUCARANI,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2017-11-01,2,0,2,0,2
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2017-11-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2017-11-01,10,11,10,11,21
RAVELO,rabia,no de personas con vacuna antirrabica,2017-11-01,1,1,1,1,2
ROBORE,rabia,no de personas con vacuna antirrabica,2017-11-01,3,1,3,1,4
SABAYA,rabia,no de personas con vacuna antirrabica,2017-11-01,0,2,0,2,2
SACABA,rabia,no de personas con vacuna antirrabica,2017-11-01,9,12,9,12,21
SAIPINA,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2017-11-01,3,0,3,0,3
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2017-11-01,2,1,2,1,3
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2017-11-01,4,1,4,1,5
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2017-11-01,4,4,4,4,8
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-11-01,1,1,1,1,2
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2017-11-01,4,1,4,1,5
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2017-11-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2017-11-01,2,4,2,4,6
SAN LORENZO(TJA),rabia,no de personas con vacuna antirrabica,2017-11-01,0,1,0,1,1
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2017-11-01,0,2,0,2,2
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2017-11-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2017-11-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2017-11-01,707,678,707,678,1385
SANTA ROSA,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2017-11-01,0,6,0,6,6
SHINAOTA,rabia,no de personas con vacuna antirrabica,2017-11-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2017-11-01,2,0,2,0,2
SUCRE,rabia,no de personas con vacuna antirrabica,2017-11-01,59,67,59,67,126
TARATA,rabia,no de personas con vacuna antirrabica,2017-11-01,1,1,1,1,2
TEOPONTE,rabia,no de personas con vacuna antirrabica,2017-11-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2017-11-01,6,1,6,1,7
TRINIDAD,rabia,no de personas con vacuna antirrabica,2017-11-01,46,31,46,31,77
UNCIA,rabia,no de personas con vacuna antirrabica,2017-11-01,2,2,2,2,4
UYUNI,rabia,no de personas con vacuna antirrabica,2017-11-01,4,3,4,3,7
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2017-11-01,5,2,5,2,7
VIACHA,rabia,no de personas con vacuna antirrabica,2017-11-01,1,4,1,4,5
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2017-11-01,4,4,4,4,8
VILLAZON,rabia,no de personas con vacuna antirrabica,2017-11-01,4,6,4,6,10
VINTO,rabia,no de personas con vacuna antirrabica,2017-11-01,6,2,6,2,8
WARNES,rabia,no de personas con vacuna antirrabica,2017-11-01,16,24,16,24,40
YACUIBA,rabia,no de personas con vacuna antirrabica,2017-11-01,36,45,36,45,81
YAPACANI,rabia,no de personas con vacuna antirrabica,2017-11-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
AIQUILE,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
APOLO,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
ARANI,rabia,no de personas con vacuna antirrabica,2017-12-01,0,1,0,1,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2017-12-01,3,1,3,1,4
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2017-12-01,1,1,1,1,2
ATOCHA,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2017-12-01,1,1,1,1,2
CABEZAS,rabia,no de personas con vacuna antirrabica,2017-12-01,1,2,1,2,3
CAMIRI,rabia,no de personas con vacuna antirrabica,2017-12-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2017-12-01,2,0,2,0,2
CARACOLLO,rabia,no de personas con vacuna antirrabica,2017-12-01,2,3,2,3,5
CARANAVI,rabia,no de personas con vacuna antirrabica,2017-12-01,1,2,1,2,3
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2017-12-01,7,1,7,1,8
CHARAGUA,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2017-12-01,46,45,46,45,91
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2017-12-01,2,0,2,0,2
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2017-12-01,1,2,1,2,3
COMARAPA,rabia,no de personas con vacuna antirrabica,2017-12-01,1,1,1,1,2
CONCEPCION,rabia,no de personas con vacuna antirrabica,2017-12-01,3,1,3,1,4
COTAGAITA,rabia,no de personas con vacuna antirrabica,2017-12-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2017-12-01,16,13,16,13,29
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2017-12-01,9,18,9,18,27
EL ALTO,rabia,no de personas con vacuna antirrabica,2017-12-01,105,106,105,106,211
EL TORNO,rabia,no de personas con vacuna antirrabica,2017-12-01,13,11,13,11,24
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2017-12-01,0,2,0,2,2
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2017-12-01,2,0,2,0,2
ESCOMA,rabia,no de personas con vacuna antirrabica,2017-12-01,0,1,0,1,1
GUAQUI,rabia,no de personas con vacuna antirrabica,2017-12-01,2,0,2,0,2
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2017-12-01,58,48,58,48,106
LA PAZ,rabia,no de personas con vacuna antirrabica,2017-12-01,162,133,162,133,295
LAGUNILLAS,rabia,no de personas con vacuna antirrabica,2017-12-01,1,2,1,2,3
MAPIRI,rabia,no de personas con vacuna antirrabica,2017-12-01,2,0,2,0,2
MINEROS,rabia,no de personas con vacuna antirrabica,2017-12-01,3,0,3,0,3
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2017-12-01,1,2,1,2,3
MONTERO,rabia,no de personas con vacuna antirrabica,2017-12-01,11,9,11,9,20
MORO MORO,rabia,no de personas con vacuna antirrabica,2017-12-01,0,1,0,1,1
OCURI,rabia,no de personas con vacuna antirrabica,2017-12-01,1,1,1,1,2
OKINAWA,rabia,no de personas con vacuna antirrabica,2017-12-01,1,2,1,2,3
ORURO,rabia,no de personas con vacuna antirrabica,2017-12-01,55,36,55,36,91
PADILLA,rabia,no de personas con vacuna antirrabica,2017-12-01,1,1,1,1,2
PAILON,rabia,no de personas con vacuna antirrabica,2017-12-01,14,10,14,10,24
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2017-12-01,1,1,1,1,2
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
PAZÑA,rabia,no de personas con vacuna antirrabica,2017-12-01,1,1,1,1,2
POOPO,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2017-12-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2017-12-01,3,4,3,4,7
POTOSI,rabia,no de personas con vacuna antirrabica,2017-12-01,27,25,27,25,52
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2017-12-01,0,1,0,1,1
PUERTO SILES,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2017-12-01,2,0,2,0,2
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2017-12-01,16,9,16,9,25
ROBORE,rabia,no de personas con vacuna antirrabica,2017-12-01,3,1,3,1,4
SACABA,rabia,no de personas con vacuna antirrabica,2017-12-01,8,6,8,6,14
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2017-12-01,2,1,2,1,3
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2017-12-01,3,2,3,2,5
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2017-12-01,3,1,3,1,4
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2017-12-01,6,3,6,3,9
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-12-01,2,3,2,3,5
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2017-12-01,1,5,1,5,6
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2017-12-01,3,3,3,3,6
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2017-12-01,4,1,4,1,5
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-12-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2017-12-01,682,507,682,507,1189
SANTA ROSA,rabia,no de personas con vacuna antirrabica,2017-12-01,0,1,0,1,1
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2017-12-01,0,3,0,3,3
SUCRE,rabia,no de personas con vacuna antirrabica,2017-12-01,71,60,71,60,131
TIPUANI,rabia,no de personas con vacuna antirrabica,2017-12-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2017-12-01,1,3,1,3,4
TRINIDAD,rabia,no de personas con vacuna antirrabica,2017-12-01,38,24,38,24,62
TUPIZA,rabia,no de personas con vacuna antirrabica,2017-12-01,4,0,4,0,4
UNCIA,rabia,no de personas con vacuna antirrabica,2017-12-01,0,3,0,3,3
UYUNI,rabia,no de personas con vacuna antirrabica,2017-12-01,4,3,4,3,7
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2017-12-01,5,1,5,1,6
VIACHA,rabia,no de personas con vacuna antirrabica,2017-12-01,2,2,2,2,4
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2017-12-01,6,6,6,6,12
VILLAZON,rabia,no de personas con vacuna antirrabica,2017-12-01,4,1,4,1,5
VINTO,rabia,no de personas con vacuna antirrabica,2017-12-01,3,6,3,6,9
WARNES,rabia,no de personas con vacuna antirrabica,2017-12-01,16,17,16,17,33
YACUIBA,rabia,no de personas con vacuna antirrabica,2017-12-01,26,4,26,4,30
YAPACANI,rabia,no de personas con vacuna antirrabica,2017-12-01,3,2,3,2,5
YOTALA,rabia,no de personas con vacuna antirrabica,2017-12-01,0,2,0,2,2
