municipality,group,variable,month,Nº de actividades de educación en Salud Oral,TOTAL
YACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-09-01,7,7
YACUIBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-09-01,689,689
YAMPARAEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-09-01,11,11
YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-09-01,174,174
YOTALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-09-01,10,10
YUNCHARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-09-01,24,24
ZUDAÑEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-09-01,22,22
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,629,629
ACHOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,13,13
AIQUILE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,10,10
ALALAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,110,110
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
ALTO BENI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
ANCORAIMES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,15,15
ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,15,15
ANTEQUERA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
ARAMPAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
ARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
ARBIETO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
ARQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,12,12
ATOCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
AYATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,8,8
AYO AYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,154,154
AZURDUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,8,8
BATALLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
BAURES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
BELEN DE ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
BELEN DE URMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
BERMEJO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,50,50
BETANZOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,462,462
BOLIVAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
BOYUIBE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
CABEZAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,6,6
CAIROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,39,39
"CAIZA ""D""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
CALACOTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
CALAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,6,6
CAMARGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
CAMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,44,44
CAPINOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,8,8
CAQUIAVIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
CARACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,48,48
CARANAVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,260,260
CARAPARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,269,269
CARIPUYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,191,191
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,11,11
CATACORA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
CHALLAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,40,40
CHAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
CHARAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,13,13
CHAYANTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,12,12
CHIMORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,18,18
CHOQUE COTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,10,10
CHUMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,8,8
CLIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
COBIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
COCAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,17,17
COCHABAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1985,1985
COIPASA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
COLCAPIRHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,129,129
"COLCHA ""K""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,103,103
COLLANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
COLOMI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,22,22
COLPA BELGICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,8,8
COLQUECHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,14,14
COLQUIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,54,54
COMANCHE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,34,34
COMARAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,33,33
CONCEPCION,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
COPACABANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,15,15
CORIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,10,10
CORO CORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,26,26
COROICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,6,6
CORQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,48,48
COTAGAITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,26,26
COTOCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
CUATRO CAÑADAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,23,23
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
CUEVO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,10,10
DESAGUADERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
EL ALTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1145,1145
EL CHORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
EL PUENTE(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,83,83
EL TORNO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,12,12
EL VILLAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,10,10
ENTRE RIOS TRJ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,22,22
ENTRE RIOS CBBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
EUCALIPTUS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
FILADELFIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
GENERAL SAAVEDRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,320,320
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
GUANAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,34,34
GUAYARAMERIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,59,59
GUTIERREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,101,101
HUACARETA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,21,21
HUACHACALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
HUANUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,6,6
HUAYLLAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,19,19
HUMANATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,27,27
ICLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,20,20
INCAHUASI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
INQUISIVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
IXIAMAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,71,71
JESUS DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,113,113
LA ASUNTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,8,8
LA GUARDIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,19,19
LA PAZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1311,1311
LA RIVERA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
LAGUNILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,18,18
LAJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
LAS CARRERAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
LLALLAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,14,14
LLICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
MACHACAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,10,10
MACHARETI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,13,13
MAGDALENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1223,1223
MAIRANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,33,33
MALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
MAPIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,31,31
MECAPACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,6,6
MIZQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
MOCOMOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,259,259
MOJOCOYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,9,9
MONTEAGUDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
MONTERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,615,615
MORO MORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,6,6
MOROCHATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,39,39
OCURI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,150,150
OKINAWA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
OMEREQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,155,155
ORURO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1309,1309
PADCAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,10,10
PADILLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,43,43
PAILON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
PALCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,105,105
PALOS BLANCOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
PAMPA AULLAGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,8,8
PAMPA GRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,8,8
PAPEL PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
PATACAMAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,40,40
PAZÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,14,14
PELECHUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
POCOATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,21,21
POCONA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,340,340
POJO (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,152,152
POOPO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
PORCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,11,11
POROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,110,110
PORONGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,39,39
PORTACHUELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,30,30
PORVENIR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
POSTRER VALLE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
POTOSI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,442,442
PRESTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
PUCARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,28,28
PUCARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,27,27
PUERTO ACOSTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,35,35
PUERTO CARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,9,9
PUERTO GONZALO MORENO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,53,53
PUERTO QUIJARRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,9,9
PUERTO RICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,330,330
PUERTO SILES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
PUERTO SUAREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,38,38
PUERTO VILLARROEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,131,131
PUNA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,15,15
PUNATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,304,304
QUIABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,110,110
QUILLACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,121,121
QUIME,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,16,16
QUIRUSILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
RAVELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
RIBERALTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,213,213
RURRENABAQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,6,6
SABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,15,15
SACABA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1058,1058
SACACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,947,947
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,22,22
SAMAIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
SAN ANDRES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,10,10
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,12,12
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
SAN BENITO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,318,318
SAN BORJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,12,12
SAN BUENA VENTURA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
SAN CARLOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
SAN IGNACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,55,55
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,573,573
SAN JAVIER(BNI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,35,35
SAN JAVIER(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1537,1537
SAN JOAQUIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,470,470
SAN JOSE DE CHIQUITOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,77,77
SAN JULIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
SAN LORENZO(PND),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
SAN LORENZO(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,16,16
SAN LUCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,48,48
SAN MATIAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,13,13
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,54,54
SAN PEDRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
SAN PEDRO DE BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,46,46
SAN PEDRO DE CURAHUARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,12,12
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,14,14
SAN RAFAEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
SAN RAMON SCZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
SANTA ANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,57,57
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1292,1292
SANTA ROSA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,326,326
SANTA ROSA DEL SARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
SANTIAGO DE HUARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,29,29
SANTIAGO DE HUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,49,49
SANTIAGO DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
SANTIVAÑES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,10,10
SENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,508,508
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
SIPE SIPE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,128,128
SOPACHUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,16,16
SORACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,28,28
SORATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,6,6
SUCRE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,711,711
TACACOMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
TACOPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
TAHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
TAPACARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,284,284
TARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,538,538
TARACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,79,79
TARATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,2,2
TARIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,450,450
TARVITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,21,21
TEOPONTE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,12,12
TIAWANACU,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,4,4
TINGUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
TIPUANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,25,25
TIQUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,513,513
TIRAQUE (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,26,26
TOLEDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
TOMAVE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,70,70
TOMINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,479,479
TORO TORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,7,7
TOTORA(CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,430,430
TRIGAL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,238,238
TRINIDAD,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,417,417
TUPIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,123,123
TURCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
UNCIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,8,8
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,32,32
UYUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,116,116
VACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,20,20
VALLEGRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,331,331
VIACHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,72,72
VILA VILA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
VILLA CHARCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,16,16
VILLA MONTES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,155,155
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,54,54
VILLA RIVERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,3,3
VILLA SERRANO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,6,6
VILLA TUNARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1059,1059
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,44,44
VILLAZON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,103,103
VINTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
VITICHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,10,10
WARNES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,609,609
YACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,5,5
YACUIBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,195,195
YAMPARAEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,16,16
YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,10,10
YOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,13,13
YOTALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,24,24
YUNCHARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,37,37
YUNGUYO DE LITORAL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,1,1
ZUDAÑEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-10-01,18,18
ACACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-11-01,9,9
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-11-01,217,217
ACHOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-11-01,62,62
AIQUILE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-11-01,317,317
ALALAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-11-01,4,4
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-11-01,5,5
ALTO BENI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-11-01,42,42
ANCORAIMES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-11-01,11,11
ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-11-01,15,15
