,group,variable,month,TOTAL 17.2 PENTAVALENTE 1RA. DOSIS CANTIDAD,TOTAL 17.2 PENTAVALENTE 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
MECAPACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,10,5,10,5,15
MINEROS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,38,5,38,5,43
MIZQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,45,8,45,8,53
MOCOMOCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,9,14,9,14,23
MOJINETE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,0,1,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,5,3,5,3,8
MONTEAGUDO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,49,4,49,4,53
MONTERO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,154,7,154,7,161
MORO MORO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,6,1,6,1,7
MOROCHATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,4,14,4,14,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,2,6,2,6,8
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,1,1,1,1,2
OCURI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,11,14,11,14,25
OKINAWA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,24,3,24,3,27
OMEREQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,4,6,4,6,10
ORURO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,662,34,662,34,696
PADCAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,33,5,33,5,38
PADILLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,10,0,10,0,10
PAILON,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,178,0,178,0,178
PALCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,32,8,32,8,40
PALOS BLANCOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,49,10,49,10,59
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,4,2,4,2,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,18,1,18,1,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,5,3,5,3,8
PASORAPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,2,3,2,3,5
PATACAMAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,34,7,34,7,41
PAZÑA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,7,4,7,4,11
PELECHUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,8,2,8,2,10
POCOATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,12,33,12,33,45
POCONA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,7,8,7,8,15
POJO (CBBA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,21,8,21,8,29
POOPO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,9,1,9,1,10
PORCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,23,6,23,6,29
POROMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,11,10,11,10,21
PORONGO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,8,4,8,4,12
PORTACHUELO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,38,4,38,4,42
PORVENIR,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,14,2,14,2,16
POTOSI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,398,28,398,28,426
PRESTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,7,7,7,7,14
PUCARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,1,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,31,13,31,13,44
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,6,12,6,12,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,8,3,8,3,11
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,8,8,8,8,16
PUERTO PEREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,7,4,7,4,11
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,34,7,34,7,41
PUERTO RICO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,11,6,11,6,17
PUERTO SILES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,103,5,103,5,108
PUNA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,17,17,17,17,34
PUNATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,50,0,50,0,50
QUIABAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,5,2,5,2,7
QUILLACOLLO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,192,97,192,97,289
QUIME,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,10,1,10,1,11
QUIRUSILLAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,14,27,14,27,41
REYES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,17,29,17,29,46
RIBERALTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,256,12,256,12,268
ROBORE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,27,0,27,0,27
RURRENABAQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,44,1,44,1,45
SABAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,4,0,4,0,4
SACABA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,260,15,260,15,275
SACABAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,7,0,7,0,7
SACACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,26,22,26,22,48
SAIPINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,14,4,14,4,18
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,16,6,16,6,22
SAMAIPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,19,1,19,1,20
SAN AGUSTIN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,3,1,3,1,4
SAN ANDRES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,18,9,18,9,27
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,7,4,7,4,11
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,4,1,4,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,7,7,7,7,14
SAN BENITO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,12,4,12,4,16
SAN BORJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,83,3,83,3,86
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,19,1,19,1,20
SAN CARLOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,31,6,31,6,37
SAN IGNACIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,52,18,52,18,70
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,110,24,110,24,134
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,8,11,8,11,19
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,20,1,20,1,21
SAN JOAQUIN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,14,0,14,0,14
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,90,0,90,0,90
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,16,2,16,2,18
SAN JULIAN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,67,23,67,23,90
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,3,6,3,6,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,25,3,25,3,28
SAN LUCAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,33,21,33,21,54
SAN MATIAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,25,0,25,0,25
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,25,0,25,0,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,8,0,8,0,8
SAN PEDRO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,30,0,30,0,30
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,37,18,37,18,55
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,10,1,10,1,11
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,5,4,5,4,9
SAN RAFAEL,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,9,0,9,0,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,13,0,13,0,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,13,0,13,0,13
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,45,0,45,0,45
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,2696,41,2696,41,2737
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,11,8,11,8,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,22,0,22,0,22
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,5,4,5,4,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,11,12,11,12,23
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,4,2,4,2,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,2,2,2,2,4
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,7,1,7,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,6,6,6,6,12
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,15,4,15,4,19
SENA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,12,6,12,6,18
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,32,6,32,6,38
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,13,10,13,10,23
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,7,6,7,6,13
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,76,6,76,6,82
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,6,6,6,6,12
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,14,3,14,3,17
SORATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,21,15,21,15,36
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,566,5,566,5,571
TACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,3,0,3,0,3
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,8,10,8,10,18
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,3,5,3,5,8
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,30,10,30,10,40
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,10,20,10,20,30
TARACO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,6,0,6,0,6
TARATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,20,4,20,4,24
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,446,15,446,15,461
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,13,10,13,10,23
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,14,5,14,5,19
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,9,6,9,6,15
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,25,13,25,13,38
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,18,3,18,3,21
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,106,20,106,20,126
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,19,18,19,18,37
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,1,1,1,1,2
TOCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,6,0,6,0,6
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,7,0,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,6,4,6,4,10
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,10,4,10,4,14
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,8,6,8,6,14
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,3,14,3,14,17
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,25,6,25,6,31
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,11,2,11,2,13
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,267,2,267,2,269
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,52,8,52,8,60
TURCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,1,0,1,0,1
UMALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,5,4,5,4,9
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,33,16,33,16,49
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,13,8,13,8,21
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,15,0,15,0,15
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,37,1,37,1,38
VACAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,3,5,3,5,8
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,30,2,30,2,32
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,100,5,100,5,105
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,5,4,5,4,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,23,19,23,19,42
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,92,16,92,16,108
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,4,6,4,6,10
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,19,2,19,2,21
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,13,6,13,6,19
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,129,6,129,6,135
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,12,3,12,3,15
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,66,3,66,3,69
VINTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,114,8,114,8,122
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,7,0,7,0,7
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,3,1,3,1,4
WARNES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,234,7,234,7,241
YACO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,6,5,6,5,11
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,124,7,124,7,131
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,6,5,6,5,11
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,11,0,11,0,11
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,89,15,89,15,104
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,8,2,8,2,10
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,5,5,5,5,10
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,1,8,1,8,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-10-01,8,7,8,7,15
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,5,2,5,7
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,41,15,41,15,56
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,17,15,17,15,32
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,28,10,28,10,38
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,2,3,2,5
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,12,1,12,1,13
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,11,1,11,1,12
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,0,2,0,2
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,4,3,4,3,7
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,5,5,5,10
APOLO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,33,2,33,2,35
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,2,2,2,4
ARANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,10,1,10,1,11
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,18,13,18,13,31
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,14,10,14,10,24
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,64,5,64,5,69
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,7,12,7,12,19
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,4,3,4,3,7
AYATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,7,2,7,2,9
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,8,2,8,2,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,28,16,28,16,44
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,6,5,6,11
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,19,14,19,14,33
BAURES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,2,6,2,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,1,2,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,0,3,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,58,6,58,6,64
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,30,11,30,11,41
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,8,6,8,6,14
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,2,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,6,1,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,9,1,9,1,10
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,37,47,37,47,84
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,25,0,25,0,25
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,4,5,4,9
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,25,0,25,0,25
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,4,3,4,7
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,12,1,12,1,13
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,11,4,11,4,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,2,3,2,3,5
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,58,9,58,9,67
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,34,3,34,3,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,10,5,10,5,15
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,21,6,21,6,27
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,62,12,62,12,74
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,23,5,23,5,28
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,6,5,6,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,5,5,5,5,10
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,37,12,37,12,49
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,12,3,12,3,15
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,27,32,27,32,59
CHARAÑA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,0,1,0,1,1
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,12,8,12,8,20
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,30,3,30,3,33
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,1,1,1,2
CHUA COCANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,37,6,37,6,43
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,15,3,15,3,18
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,16,9,16,9,25
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,25,5,25,5,30
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,111,5,111,5,116
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-11-01,12,12,12,12,24
