,group,variable,month,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,3,1,3,1,4
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,19,10,19,10,29
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,6,12,6,12,18
TARACO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,5,0,5,0,5
TARATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,25,3,25,3,28
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,364,14,364,14,378
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,10,15,10,15,25
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,11,8,11,8,19
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,23,4,23,4,27
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,26,28,26,28,54
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,19,0,19,0,19
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,76,9,76,9,85
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,21,15,21,15,36
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,5,2,5,2,7
TODOS SANTOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,5,3,5,3,8
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,7,0,7,0,7
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,12,9,12,9,21
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,13,7,13,7,20
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,4,24,4,24,28
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,21,2,21,2,23
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,4,4,4,4,8
TRIGAL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,0,1,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,262,12,262,12,274
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,67,6,67,6,73
TURCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,1,3,1,3,4
UMALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,5,7,5,7,12
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,20,24,20,24,44
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,19,9,19,9,28
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,8,5,8,5,13
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,53,2,53,2,55
VACAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,4,11,4,11,15
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,22,1,22,1,23
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,100,9,100,9,109
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,5,2,5,2,7
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,18,9,18,9,27
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,63,20,63,20,83
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,3,1,3,1,4
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,18,5,18,5,23
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,14,5,14,5,19
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,118,13,118,13,131
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,11,7,11,7,18
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,63,7,63,7,70
VINTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,74,5,74,5,79
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,9,5,9,5,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,2,1,2,1,3
WARNES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,216,18,216,18,234
YACO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,5,7,5,7,12
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,159,13,159,13,172
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,6,3,6,3,9
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,3,2,3,2,5
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,99,19,99,19,118
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,15,6,15,6,21
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,4,5,4,5,9
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,4,1,4,1,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-09-01,6,7,6,7,13
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,2,4,2,6
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,34,10,34,10,44
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,10,7,10,17
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,23,12,23,12,35
ALALAY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,4,1,4,5
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,2,2,2,4
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,13,0,13,0,13
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,8,8,8,8,16
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,4,4,4,8
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,1,3,1,4
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,5,7,5,12
APOLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,26,14,26,14,40
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,13,3,13,16
ARANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,21,2,21,2,23
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,21,16,21,16,37
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,3,7,3,10
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,59,0,59,0,59
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,18,3,18,3,21
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,3,4,3,7
AYATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,5,9,5,9,14
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,8,6,8,6,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,17,28,17,28,45
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,4,6,4,10
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,20,8,20,8,28
BAURES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,17,1,17,1,18
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,0,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,2,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,3,2,3,5
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,63,17,63,17,80
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,33,14,33,14,47
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,8,6,8,14
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,0,4,0,4,4
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,14,0,14,0,14
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,13,11,13,11,24
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,49,45,49,45,94
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,4,10,4,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,8,6,8,6,14
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,12,7,12,7,19
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,5,3,5,8
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,1,10,1,11
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,22,11,22,11,33
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,1,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,69,9,69,9,78
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,35,0,35,0,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,18,3,18,3,21
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,23,8,23,8,31
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,90,16,90,16,106
CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,0,2,0,2,2
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,27,8,27,8,35
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,6,4,6,10
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,16,6,16,22
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,51,24,51,24,75
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,9,3,9,3,12
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,44,69,44,69,113
CHARAÑA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,0,4,0,4
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,17,10,17,10,27
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,42,0,42,0,42
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,0,2,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,5,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,24,2,24,2,26
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,5,10,5,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,7,6,7,13
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,13,10,13,10,23
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,20,7,20,7,27
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,121,3,121,3,124
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,14,19,14,19,33
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1379,9,1379,9,1388
COIPASA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,0,3,0,3,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,74,7,74,7,81
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,20,5,20,5,25
COLLANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,0,1,0,1
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,30,11,30,11,41
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,17,8,17,8,25
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,19,34,19,34,53
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,0,10,0,10
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,18,22,18,22,40
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,2,2,2,4
COMARAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,25,1,25,1,26
COMBAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,2,2,2,4
CONCEPCION,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,31,7,31,7,38
COPACABANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,10,7,10,17
CORIPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,44,0,44,0,44
CORO CORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,11,0,11,0,11
COROICO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,21,4,21,4,25
CORQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,9,7,9,16
COTAGAITA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,23,3,23,3,26
COTOCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,153,5,153,5,158
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,46,9,46,9,55
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,0,3,0,3
CUEVO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,12,6,12,18
CULPINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,17,12,17,12,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,1,3,1,4
CURVA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,3,1,3,4
DESAGUADERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,2,7,2,9
EL ALTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1204,241,1204,241,1445
EL CHORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,2,2,2,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,23,1,23,1,24
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,19,4,19,4,23
EL TORNO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,96,6,96,6,102
EL VILLAR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,3,3,3,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,25,12,25,12,37
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,56,4,56,4,60
ESCOMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,0,4,0,4
ESMERALDA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,0,2,0,2,2
EUCALIPTUS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,3,4,3,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,0,1,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,8,4,8,4,12
FILADELFIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,7,3,7,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,26,0,26,0,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,5,2,5,2,7
GUANAY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,20,5,20,5,25
GUAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,5,5,5,5,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,91,6,91,6,97
GUTIERREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,11,11,11,11,22
HUACARETA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,14,2,14,2,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,0,3,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,34,7,34,7,41
HUARACAJE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,0,3,0,3
HUARINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,1,3,1,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,0,2,0,2
HUMANATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,1,2,1,3
ICHOCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,3,1,3,4
ICLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,8,4,8,4,12
INCAHUASI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,11,11,11,11,22
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,0,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,14,4,14,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,15,7,15,7,22
IXIAMAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,13,1,13,1,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,13,3,13,3,16
LA ASUNTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,60,22,60,22,82
LA GUARDIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,176,1,176,1,177
LA PAZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1225,74,1225,74,1299
LAGUNILLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,11,4,11,4,15
LAJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,17,10,17,10,27
LAS CARRERAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,2,1,2,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,41,52,41,52,93
LLICA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,2,7,2,9
LORETO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,22,1,22,23
LURIBAY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,6,3,6,3,9
MACHACAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,2,4,2,6
MACHARETI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,11,4,11,4,15
MAGDALENA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,14,0,14,0,14
MAIRANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,26,4,26,4,30
MALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,30,2,30,2,32
MECAPACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,3,10,3,13
MINEROS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,34,14,34,14,48
MIZQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,41,11,41,11,52
MOCOMOCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,12,7,12,7,19
MOJINETE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,0,1,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,11,4,11,4,15
MONTEAGUDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,33,2,33,2,35
MONTERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,171,11,171,11,182
MORO MORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,2,1,2,3
MOROCHATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,10,3,10,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,5,5,5,5,10
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,2,2,2,2,4
OCURI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,12,21,12,21,33
OKINAWA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,17,4,17,4,21
OMEREQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,4,7,4,11
ORURO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,513,26,513,26,539
PADCAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,29,2,29,2,31
PADILLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,14,8,14,8,22
PAILON,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,115,0,115,0,115
PALCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,25,9,25,9,34
PALOS BLANCOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,43,19,43,19,62
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,9,1,9,1,10
PAMPA GRANDE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,14,2,14,2,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,2,7,2,9
PASORAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,1,1,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,27,9,27,9,36
PAZÑA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,3,10,3,10,13
PELECHUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,9,1,9,1,10
POCOATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,25,7,25,32
POCONA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,14,6,14,6,20
POJO (CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,16,8,16,8,24
POOPO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,7,2,7,2,9
PORCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,24,2,24,2,26
POROMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,9,5,9,5,14
PORONGO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,10,9,10,9,19
PORTACHUELO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,37,3,37,3,40
PORVENIR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,4,0,4,0,4
POTOSI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-10-01,371,11,371,11,382
