,group,variable,month,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,2,2,2,2,4
SANTIVAÑES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,7,1,7,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,6,4,6,4,10
SAPAHAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,13,4,13,4,17
SENA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,12,9,12,9,21
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,29,3,29,3,32
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,15,9,15,9,24
SICAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,3,1,3,1,4
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,71,5,71,5,76
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,5,6,5,6,11
SORACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,11,2,11,2,13
SORATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,22,12,22,12,34
SUCRE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,571,5,571,5,576
TACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,3,0,3,0,3
TACOBAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,6,7,6,7,13
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,3,6,3,6,9
TAHUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,31,10,31,10,41
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,8,17,8,17,25
TARACO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,7,0,7,0,7
TARATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,20,4,20,4,24
TARIJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,454,16,454,16,470
TARVITA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,14,10,14,10,24
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,13,5,13,5,18
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,9,4,9,4,13
TINGUIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,17,5,17,5,22
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,19,6,19,6,25
TIQUIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,100,13,100,13,113
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,21,19,21,19,40
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,6,0,6,0,6
TOLATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,7,0,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,6,5,6,5,11
TOMAVE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,10,3,10,3,13
TOMINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,8,6,8,6,14
TORO TORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,3,12,3,12,15
TOTORA(CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,25,6,25,6,31
TOTORA(ORR),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,11,2,11,2,13
TRINIDAD,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,247,3,247,3,250
TUPIZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,52,10,52,10,62
TURCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,1,0,1,0,1
UMALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,5,5,5,5,10
UNCIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,34,15,34,15,49
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,13,7,13,7,20
URUBICHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,16,0,16,0,16
UYUNI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,36,1,36,1,37
VACAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,3,5,3,5,8
VALLEGRANDE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,30,4,30,4,34
VIACHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,99,4,99,4,103
VILA VILA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,3,4,3,4,7
VILLA CHARCAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,23,19,23,19,42
VILLA MONTES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,90,13,90,13,103
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,4,8,4,8,12
VILLA RIVERO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,19,2,19,2,21
VILLA SERRANO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,13,7,13,7,20
VILLA TUNARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,106,6,106,6,112
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,12,3,12,3,15
VILLAZON,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,65,4,65,4,69
VINTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,94,8,94,8,102
VITICHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,5,0,5,0,5
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,3,1,3,1,4
WARNES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,238,12,238,12,250
YACO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,6,5,6,5,11
YACUIBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,133,7,133,7,140
YAMPARAEZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,6,5,6,5,11
YANACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,11,0,11,0,11
YAPACANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,46,6,46,6,52
YOCALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,7,2,7,2,9
YOTALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,5,5,5,5,10
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,0,8,0,8,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-10-01,8,7,8,7,15
ACACIO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,5,2,5,7
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,41,15,41,15,56
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,15,14,15,14,29
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,28,10,28,10,38
ALCALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,2,4,2,6
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,15,1,15,1,16
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,12,1,12,1,13
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,3,2,3,5
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,3,4,3,7
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,8,2,8,2,10
APOLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,33,2,33,2,35
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,2,2,2,4
ARANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,10,1,10,1,11
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,19,13,19,13,32
ARQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,14,10,14,10,24
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,64,4,64,4,68
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,10,12,10,12,22
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,3,1,3,4
AYATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,2,7,2,9
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,5,7,5,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,27,18,27,18,45
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,6,5,6,11
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,21,12,21,12,33
BAURES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,2,9,2,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,1,2,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,0,3,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,57,7,57,7,64
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,32,11,32,11,43
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,8,6,8,6,14
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,2,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,1,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,2,9,2,11
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,44,52,44,52,96
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,25,0,25,0,25
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,3,6,3,9
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,25,0,25,0,25
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,4,1,4,5
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,13,1,13,1,14
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,11,4,11,4,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,3,2,3,5
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,69,9,69,9,78
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,35,4,35,4,39
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,15,4,15,4,19
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,21,6,21,6,27
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,64,13,64,13,77
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,21,8,21,8,29
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,6,5,6,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,5,5,5,10
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,35,12,35,12,47
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,12,3,12,3,15
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,31,59,31,59,90
CHARAÑA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,14,9,14,9,23
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,38,3,38,3,41
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,1,1,1,2
CHOQUE COTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,37,6,37,6,43
CHUMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,15,3,15,3,18
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,10,9,10,9,19
CLIZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,29,5,29,5,34
COBIJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,131,5,131,5,136
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,12,11,12,11,23
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1295,4,1295,4,1299
COIPASA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,0,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,63,1,63,1,64
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,19,1,19,1,20
COLLANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,2,1,2,3
COLOMI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,38,3,38,3,41
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,1,9,1,10
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,36,35,36,35,71
COLQUENCHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,14,0,14,0,14
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,10,16,10,16,26
COMANCHE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,30,1,30,1,31
COMBAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,2,1,2,3
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,3,2,3,2,5
COPACABANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,11,13,11,13,24
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,33,0,33,0,33
CORO CORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,13,3,13,3,16
COROICO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,16,5,16,5,21
CORQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,2,5,2,7
COTAGAITA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,11,13,11,13,24
COTOCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,118,14,118,14,132
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,32,1,32,1,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,0,1,0,1,1
CUEVO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,0,7,0,7
CULPINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,16,8,16,8,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,3,7,3,10
CURVA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,2,4,2,6
DESAGUADERO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,11,0,11,0,11
EL ALTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1361,277,1361,277,1638
EL CHORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,4,2,4,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,11,1,11,1,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,19,0,19,0,19
EL TORNO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,90,4,90,4,94
EL VILLAR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,1,6,1,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,16,14,16,14,30
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,69,1,69,1,70
ESCOMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,3,4,3,4,7
EUCALIPTUS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,1,5,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,1,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,19,1,19,1,20
FILADELFIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,0,5,0,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,18,1,18,1,19
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,6,9,6,15
GUANAY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,19,9,19,9,28
GUAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,2,4,2,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,69,18,69,18,87
GUTIERREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,12,6,12,18
HUACARETA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,3,9,3,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,0,3,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,56,4,56,4,60
HUARACAJE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,2,7,2,9
HUARINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,4,1,4,5
HUATAJATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,0,2,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,0,1,0,1
HUMANATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,5,5,5,10
ICHOCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,2,1,2,3
ICLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,6,6,6,12
INCAHUASI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,9,4,9,4,13
INQUISIVI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,11,11,11,11,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,23,5,23,5,28
IXIAMAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,21,8,21,8,29
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,16,1,16,1,17
LA ASUNTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,80,15,80,15,95
LA GUARDIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,169,4,169,4,173
LA PAZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1138,26,1138,26,1164
LAGUNILLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,10,1,10,1,11
LAJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,17,4,17,4,21
LAS CARRERAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,1,1,1,1,2
LLALLAGUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,58,56,58,56,114
LLICA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,0,7,0,7
LORETO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,6,5,6,11
LURIBAY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,11,5,11,16
MACHACAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,1,6,1,7
MACHARETI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,15,0,15,0,15
MAGDALENA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,29,11,29,11,40
MAIRANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,17,1,17,1,18
MALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,0,4,0,4,4
MAPIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,24,1,24,1,25
MECAPACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,9,7,9,16
MINEROS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,35,5,35,5,40
MIZQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,49,7,49,7,56
MOCOMOCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,11,5,11,16
MOJINETE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,3,2,3,5
MOJOCOYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,8,2,8,2,10
MONTEAGUDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,33,3,33,3,36
MONTERO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,118,2,118,2,120
MORO MORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,3,0,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,7,5,7,5,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,2,1,2,1,3
OCURI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,17,17,17,17,34
OKINAWA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,25,4,25,4,29
OMEREQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,5,4,5,9
ORURO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,546,8,546,8,554
PADCAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,24,7,24,7,31
PADILLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,11,1,11,1,12
PAILON,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,58,0,58,0,58
PALCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,30,8,30,8,38
PALOS BLANCOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,37,10,37,10,47
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,6,0,6,0,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,15,0,15,0,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,4,2,4,2,6
PASORAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,0,2,0,2,2
PATACAMAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,36,8,36,8,44
PAZÑA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,5,2,5,2,7
PELECHUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,8,0,8,0,8
POCOATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,8,34,8,34,42
POCONA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-11-01,15,4,15,4,19
