,group,variable,month,TOTAL 17.8 ANTIROTAVIRICA 1RA. DOSIS CANTIDAD,TOTAL 17.8 ANTIROTAVIRICA 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA ANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,59,2,59,2,61
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,2850,42,2850,42,2892
SANTA ROSA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,16,1,16,1,17
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,28,0,28,0,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,3,2,3,2,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,3,5,3,5,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,5,3,5,3,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,4,3,4,3,7
SANTIVAÑES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,12,1,12,1,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,5,3,5,3,8
SAPAHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,5,3,5,3,8
SENA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,16,0,16,0,16
SHINAOTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,52,3,52,3,55
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,19,13,19,13,32
SICAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,2,1,2,1,3
SIPE SIPE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,84,4,84,4,88
SOPACHUY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,9,4,9,4,13
SORACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,14,3,14,3,17
SORATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,10,19,10,19,29
SUCRE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,514,11,514,11,525
TACACOMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,10,4,10,4,14
TACOBAMBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,6,13,6,13,19
TACOPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,4,2,4,2,6
TAHUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,2,0,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,26,15,26,15,41
TARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,6,12,6,12,18
TARACO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,5,0,5,0,5
TARATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,10,4,10,4,14
TARIJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,381,8,381,8,389
TARVITA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,7,10,7,10,17
TEOPONTE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,14,6,14,6,20
TIAWANACU,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,11,2,11,2,13
TINGUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,18,19,18,19,37
TIPUANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,19,1,19,1,20
TIQUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,91,10,91,10,101
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,24,8,24,8,32
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,3,0,3,0,3
TOCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,10,3,10,3,13
TOLATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,8,3,8,3,11
TOLEDO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,3,1,3,1,4
TOMAVE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,8,9,8,9,17
TOMINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,7,1,7,1,8
TORO TORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,6,18,6,18,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,22,10,22,10,32
TOTORA(ORR),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,4,0,4,0,4
TRIGAL,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,4,0,4,0,4
TRINIDAD,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,274,8,274,8,282
TUPIZA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,72,19,72,19,91
TURCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,2,1,2,1,3
UMALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,2,6,2,6,8
UNCIA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,26,16,26,16,42
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,24,2,24,2,26
URUBICHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,14,6,14,6,20
UYUNI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,53,5,53,5,58
VACAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,4,8,4,8,12
VALLEGRANDE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,30,4,30,4,34
VIACHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,111,7,111,7,118
VILA VILA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,7,2,7,2,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,18,12,18,12,30
VILLA MONTES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,91,7,91,7,98
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,1,3,1,3,4
VILLA RIVERO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,12,3,12,3,15
VILLA SERRANO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,9,5,9,5,14
VILLA TUNARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,142,21,142,21,163
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,6,2,6,2,8
VILLAZON,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,62,3,62,3,65
VINTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,78,1,78,1,79
VITICHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,12,4,12,4,16
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,4,1,4,1,5
WARNES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,237,8,237,8,245
YACO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,1,3,1,3,4
YACUIBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,166,11,166,11,177
YAMPARAEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,10,2,10,2,12
YANACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,6,2,6,2,8
YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,89,15,89,15,104
YOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,8,34,8,34,42
YOTALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,5,5,5,5,10
YUNCHARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,1,4,1,4,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-09-01,4,6,4,6,10
ACACIO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,1,5,1,6
ACHACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,34,11,34,11,45
ACHOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,16,11,16,11,27
AIQUILE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,24,14,24,14,38
ALALAY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,5,1,5,6
ALCALA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,0,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,19,1,19,1,20
ANCORAIMES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,12,7,12,7,19
ANDAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,2,3,2,5
ANTEQUERA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,0,4,0,4
ANZALDO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,4,6,4,10
APOLO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,23,5,23,5,28
ARAMPAMPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,5,3,5,8
ARANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,17,2,17,2,19
ARBIETO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,18,12,18,12,30
ARQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,5,6,5,11
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,45,0,45,0,45
ATOCHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,16,4,16,4,20
AUCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,7,4,7,11
AYATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,11,6,11,6,17
AYO AYO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,9,1,9,1,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,27,16,27,16,43
AZURDUY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,11,7,11,18
BATALLAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,16,9,16,9,25
BAURES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,0,8,0,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,1,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,0,2,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,5,2,5,7
BERMEJO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,57,3,57,3,60
BETANZOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,34,19,34,19,53
BOLIVAR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,5,8,5,13
BOLPEBRA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,5,2,5,7
BOYUIBE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,1,5,1,6
BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,19,7,19,7,26
CABEZAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,35,27,35,27,62
CAIROMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,14,3,14,3,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,13,3,13,3,16
CAJUATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,12,7,12,7,19
CALACOTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,4,2,4,6
CALAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,12,4,12,4,16
CAMARGO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,22,5,22,5,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,2,2,2,4
CAMIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,62,3,62,3,65
CAPINOTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,34,0,34,0,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,2,7,2,9
CARACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,23,7,23,7,30
CARANAVI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,94,15,94,15,109
CARANGAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,0,1,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,23,4,23,4,27
CARIPUYO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,18,2,18,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,18,4,18,22
CATACORA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,0,1,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,56,21,56,21,77
CHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,4,6,4,10
CHARAGUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,35,29,35,29,64
CHARAÑA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,0,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,18,5,18,5,23
CHIMORE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,43,0,43,0,43
CHIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,0,2,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,34,1,34,1,35
CHUMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,3,6,3,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,17,4,17,4,21
CKOCHAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,18,8,18,8,26
CLIZA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,31,8,31,8,39
COBIJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,111,4,111,4,115
COCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,27,3,27,30
COCHABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1329,5,1329,5,1334
COLCAPIRHUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,70,1,70,1,71
"COLCHA ""K""",vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,28,5,28,5,33
COLLANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,3,3,3,6
COLOMI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,39,5,39,5,44
COLPA BELGICA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,9,3,9,3,12
COLQUECHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,36,40,36,40,76
COLQUENCHA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,0,6,0,6
COLQUIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,10,9,10,9,19
COMANCHE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,1,5,1,6
COMARAPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,25,0,25,0,25
COMBAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,3,2,3,5
CONCEPCION,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,43,6,43,6,49
COPACABANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,13,9,13,9,22
CORIPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,29,0,29,0,29
CORO CORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,7,2,7,2,9
COROICO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,24,4,24,4,28
CORQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,4,5,4,9
COTAGAITA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,21,7,21,7,28
COTOCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,131,6,131,6,137
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,35,5,35,5,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,2,4,2,6
CULPINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,23,7,23,7,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,1,8,1,9
CURVA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,1,3,1,4
DESAGUADERO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,2,4,2,6
EL ALTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1288,274,1288,274,1562
EL CHORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,6,4,6,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,25,0,25,0,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,19,2,19,2,21
EL TORNO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,107,6,107,6,113
EL VILLAR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,3,5,3,8
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,34,17,34,17,51
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,61,6,61,6,67
ESCOMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,9,2,9,2,11
EUCALIPTUS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,3,4,3,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,0,1,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,15,0,15,0,15
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,14,3,14,3,17
FILADELFIA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,2,4,2,4,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,27,1,27,1,28
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,9,5,9,5,14
GUANAY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,21,2,21,2,23
GUAQUI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,4,3,4,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,99,7,99,7,106
GUTIERREZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,13,12,13,12,25
HUACARETA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,5,8,5,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,2,4,2,6
HUANUNI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,38,7,38,7,45
HUARACAJE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,0,5,0,5
HUARINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,3,6,3,9
HUATAJATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,0,1,0,1,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,2,3,2,5
HUMANATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,1,3,1,4
ICHOCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,3,5,3,8
ICLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,8,8,8,16
INCAHUASI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,8,10,8,10,18
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1,0,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,17,9,17,9,26
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,19,5,19,5,24
IXIAMAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,14,0,14,0,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,18,2,18,2,20
LA ASUNTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,61,11,61,11,72
LA GUARDIA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,140,3,140,3,143
LA PAZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,1353,33,1353,33,1386
LA RIVERA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,10,0,10,0,10
LAJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,16,7,16,7,23
LAS CARRERAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,4,1,4,1,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,0,5,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,53,46,53,46,99
LLICA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,1,5,1,6
LORETO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,0,3,0,3,3
LURIBAY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,2,6,2,8
MACHACAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,0,5,0,5
MACHARETI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,11,1,11,1,12
MAGDALENA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,15,1,15,1,16
MAIRANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,23,1,23,1,24
MAPIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,28,0,28,0,28
MECAPACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,10,4,10,4,14
MINEROS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,38,5,38,5,43
MIZQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,45,7,45,7,52
MOCOMOCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,9,14,9,14,23
MOJINETE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,0,1,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,5,3,5,3,8
MONTEAGUDO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,48,4,48,4,52
MONTERO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,157,6,157,6,163
MORO MORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,1,6,1,7
MOROCHATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,6,18,6,18,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,3,7,3,7,10
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-10-01,0,1,0,1,1
