,group,variable,month,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
OCURI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,9,10,9,10,19
OKINAWA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,24,6,24,6,30
OMEREQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,4,6,4,6,10
ORURO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,428,5,428,5,433
PADCAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,14,7,14,7,21
PADILLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,2,10,2,12
PAILON,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,37,0,37,0,37
PALCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,16,5,16,5,21
PALOS BLANCOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,32,6,32,6,38
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,6,0,6,0,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,14,1,14,1,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,2,3,2,5
PASORAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,2,0,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,39,9,39,9,48
PAZÑA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,6,2,6,2,8
PELECHUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,1,10,1,11
POCOATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,13,25,13,25,38
POCONA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,5,3,5,3,8
POJO (CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,20,0,20,0,20
POOPO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,8,2,8,2,10
PORCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,17,3,17,3,20
POROMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,15,15,15,15,30
PORONGO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,11,9,11,9,20
PORTACHUELO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,32,5,32,5,37
PORVENIR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,6,0,6,0,6
POSTRER VALLE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,1,3,1,3,4
POTOSI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,419,15,419,15,434
PRESTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,13,10,13,23
PUCARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,2,1,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,20,10,20,10,30
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,5,18,5,18,23
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,4,4,4,4,8
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,6,4,6,4,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,2,3,2,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,31,7,31,7,38
PUERTO RICO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,8,3,8,3,11
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,22,2,22,2,24
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,105,3,105,3,108
PUNA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,17,10,17,27
PUNATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,44,1,44,1,45
QUIABAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,2,1,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,150,105,150,105,255
QUIME,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,6,0,6,0,6
QUIRUSILLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,11,10,11,21
REYES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,17,4,17,4,21
RIBERALTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,173,15,173,15,188
ROBORE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,19,0,19,0,19
RURRENABAQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,23,2,23,2,25
SABAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,2,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,213,10,213,10,223
SACABAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,7,0,7,0,7
SACACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,22,13,22,13,35
SAIPINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,9,3,9,3,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,4,10,4,10,14
SAMAIPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,1,10,1,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,0,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,16,2,16,2,18
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,0,3,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,2,6,2,6,8
SAN BENITO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,13,8,13,8,21
SAN BORJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,95,10,95,10,105
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,23,2,23,2,25
SAN CARLOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,61,1,61,1,62
SAN IGNACIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,64,7,64,7,71
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,106,20,106,20,126
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,5,2,5,2,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,80,0,80,0,80
SAN JOAQUIN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,13,0,13,0,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,30,12,30,12,42
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,17,9,17,9,26
SAN JULIAN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,73,13,73,13,86
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,0,3,0,3,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,29,3,29,3,32
SAN LUCAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,45,31,45,31,76
SAN MATIAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,20,1,20,1,21
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,22,6,22,6,28
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,0,3,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,15,0,15,0,15
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,34,29,34,29,63
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,7,0,7,0,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,2,3,2,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,1,4,1,4,5
SAN RAFAEL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,7,4,7,4,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,9,10,9,19
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,7,0,7,0,7
SANTA ANA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,40,0,40,0,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,2122,51,2122,51,2173
SANTA ROSA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,21,1,21,1,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,34,0,34,0,34
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,2,3,2,3,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,7,7,7,7,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,5,4,5,4,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,2,3,2,5
SANTIVAÑES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,8,1,8,1,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,0,2,0,2,2
SAPAHAQUI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,8,3,8,3,11
SENA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,3,10,3,13
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,48,10,48,10,58
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,11,9,11,9,20
SICAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,1,0,1,0,1
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,87,4,87,4,91
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,6,2,6,2,8
SORACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,14,3,14,3,17
SORATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,21,10,21,31
SUCRE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,633,20,633,20,653
TACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,4,3,4,3,7
TACOBAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,8,11,8,11,19
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,4,7,4,7,11
TAHUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,20,7,20,7,27
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,14,10,14,24
TARACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,5,0,5,0,5
TARATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,19,1,19,1,20
TARIJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,352,26,352,26,378
TARVITA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,12,16,12,16,28
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,25,0,25,0,25
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,16,2,16,2,18
TINGUIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,18,9,18,9,27
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,9,6,9,6,15
TIQUIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,67,16,67,16,83
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,14,12,14,12,26
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,2,3,2,5
TOLATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,11,0,11,0,11
TOLEDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,1,3,1,4
TOMAVE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,9,8,9,8,17
TOMINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,3,10,3,13
TORO TORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,11,20,11,20,31
TOTORA(CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,14,4,14,4,18
TOTORA(ORR),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,5,0,5,0,5
TRIGAL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,1,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,181,4,181,4,185
TUPIZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,64,6,64,6,70
TURCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,4,1,4,1,5
UMALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,5,3,5,8
UNCIA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,25,13,25,13,38
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,39,10,39,10,49
URUBICHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,6,6,6,6,12
UYUNI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,49,1,49,1,50
VACAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,8,3,8,3,11
VALLEGRANDE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,28,1,28,1,29
VIACHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,111,5,111,5,116
VILA VILA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,2,9,2,9,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,16,1,16,1,17
VILLA MONTES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,73,23,73,23,96
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,8,3,8,11
VILLA RIVERO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,10,4,10,4,14
VILLA SERRANO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,8,7,8,7,15
VILLA TUNARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,147,19,147,19,166
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,14,8,14,8,22
VILLAZON,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,45,4,45,4,49
VINTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,52,1,52,1,53
VITICHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,3,1,3,1,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,1,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,191,14,191,14,205
YACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,4,6,4,6,10
YACUIBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,168,16,168,16,184
YAMPARAEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,5,6,5,6,11
YANACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,4,0,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,94,25,94,25,119
YOCALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,9,3,9,3,12
YOTALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,8,7,8,7,15
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,4,4,4,4,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-11-01,6,4,6,4,10
ACACIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,1,5,1,5,6
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,41,9,41,9,50
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,2,8,2,8,10
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,28,13,28,13,41
ALALAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,1,1,1,1,2
ALCALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,5,0,5,0,5
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,19,2,19,2,21
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,12,1,12,1,13
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,2,1,2,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,2,2,2,2,4
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,3,0,3,0,3
APOLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,21,6,21,6,27
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,1,4,1,4,5
ARANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,6,0,6,0,6
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,15,17,15,17,32
ARQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,16,3,16,3,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,43,9,43,9,52
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,20,0,20,0,20
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,4,2,4,2,6
AYATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,11,2,11,2,13
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,10,10,10,10,20
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,9,6,9,6,15
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,21,2,21,2,23
BAURES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,8,1,8,1,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,1,1,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,1,1,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,1,3,1,3,4
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,52,13,52,13,65
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,37,13,37,13,50
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,5,5,5,5,10
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,2,1,2,1,3
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,8,4,8,4,12
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,12,3,12,3,15
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,25,15,25,15,40
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,6,2,6,2,8
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,8,6,8,6,14
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,15,0,15,0,15
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,1,1,1,1,2
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,14,6,14,6,20
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,21,4,21,4,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,4,2,4,2,6
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,68,2,68,2,70
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,17,1,17,1,18
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,12,4,12,4,16
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,29,7,29,7,36
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,74,4,74,4,78
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,34,8,34,8,42
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,3,8,3,8,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,10,5,10,5,15
CATACORA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,0,1,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,3,0,3,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,43,18,43,18,61
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,10,5,10,5,15
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,24,14,24,14,38
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,19,12,19,12,31
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,22,1,22,1,23
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,4,0,4,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,1,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,18,4,18,4,22
CHUMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,9,8,9,8,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,6,1,6,1,7
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,15,8,15,8,23
CLIZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,33,9,33,9,42
COBIJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,72,7,72,7,79
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,11,18,11,18,29
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,1169,6,1169,6,1175
COIPASA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,76,0,76,0,76
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,21,2,21,2,23
COLLANA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,6,1,6,1,7
COLOMI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,30,6,30,6,36
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,19,0,19,0,19
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,24,28,24,28,52
COLQUENCHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,11,0,11,0,11
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,15,12,15,12,27
COMANCHE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,2,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,22,0,22,0,22
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-12-01,32,9,32,9,41
