,group,variable,month,TOTAL 17.9 ANTIROTAVIRICA 2RA. DOSIS CANTIDAD,TOTAL 17.9 ANTIROTAVIRICA 2RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
ESCOMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,1,1,1,2
EUCALIPTUS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,3,8,3,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,23,2,23,2,25
FILADELFIA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,7,0,7,0,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,19,0,19,0,19
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,13,5,13,5,18
GUANAY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,6,6,6,12
GUAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,3,2,3,2,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,75,17,75,17,92
GUTIERREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,8,5,8,13
HUACARETA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,3,6,3,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,7,1,7,1,8
HUANUNI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,38,6,38,6,44
HUARACAJE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,2,4,2,4,6
HUARINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,1,5,1,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,0,1,0,1,1
HUMANATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,2,5,2,5,7
ICHOCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,1,4,1,5
ICLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,3,6,3,9
INCAHUASI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,8,6,8,14
INQUISIVI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,9,8,9,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,18,5,18,5,23
IXIAMAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,21,8,21,8,29
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,16,6,16,6,22
LA ASUNTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,66,16,66,16,82
LA GUARDIA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,158,4,158,4,162
LA PAZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,936,46,936,46,982
LAGUNILLAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,10,1,10,1,11
LAJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,17,9,17,9,26
LAS CARRERAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,2,4,2,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,2,5,2,7
LLALLAGUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,45,43,45,43,88
LLICA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,3,2,3,2,5
LORETO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,2,5,2,7
LURIBAY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,8,6,8,14
MACHACAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,0,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,12,2,12,2,14
MAGDALENA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,31,5,31,5,36
MAIRANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,19,1,19,1,20
MALLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,2,1,2,3
MAPIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,32,0,32,0,32
MECAPACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,10,5,10,5,15
MINEROS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,31,8,31,8,39
MIZQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,42,4,42,4,46
MOCOMOCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,9,9,9,9,18
MOJOCOYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,7,3,7,3,10
MONTEAGUDO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,44,2,44,2,46
MONTERO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,170,12,170,12,182
MORO MORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,0,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,14,6,14,20
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,4,4,4,8
OCURI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,12,6,12,18
OKINAWA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,22,5,22,5,27
OMEREQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,0,3,0,3,3
ORURO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,489,4,489,4,493
PADCAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,20,2,20,2,22
PADILLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,0,6,0,6
PAILON,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,61,0,61,0,61
PALCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,21,3,21,3,24
PALOS BLANCOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,37,8,37,8,45
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,2,8,2,10
PAMPA GRANDE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,15,0,15,0,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,3,4,3,7
PASORAPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,2,0,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,26,5,26,5,31
PAZÑA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,2,6,2,8
PELECHUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,11,0,11,0,11
POCOATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,13,25,13,25,38
POCONA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,10,6,10,6,16
POJO (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,12,3,12,3,15
POOPO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,9,2,9,2,11
PORCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,17,3,17,3,20
POROMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,7,19,7,19,26
PORONGO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,16,11,16,11,27
PORTACHUELO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,39,2,39,2,41
PORVENIR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,1,8,1,9
POSTRER VALLE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,2,5,2,7
POTOSI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,388,25,388,25,413
PRESTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,6,5,6,11
PUCARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,2,0,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,28,15,28,15,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,9,8,9,17
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,7,5,7,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,8,6,8,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,2,0,2,0,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,22,6,22,6,28
PUERTO RICO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,16,3,16,3,19
PUERTO SILES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,40,2,40,2,42
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,111,7,111,7,118
PUNA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,13,9,13,9,22
PUNATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,30,1,30,1,31
QUIABAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,1,4,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,156,72,156,72,228
QUIME,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,0,6,0,6
RAVELO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,13,5,13,18
REYES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,26,3,26,3,29
RIBERALTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,215,15,215,15,230
ROBORE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,16,0,16,0,16
RURRENABAQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,32,4,32,4,36
SABAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,0,1,0,1
SACABA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,217,8,217,8,225
SACABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,0,6,0,6
SACACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,20,11,20,11,31
SAIPINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,19,2,19,2,21
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,9,9,9,9,18
SAMAIPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,18,0,18,0,18
SAN AGUSTIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,2,1,2,3
SAN ANDRES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,11,4,11,4,15
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,3,1,3,1,4
SAN BENITO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,18,11,18,11,29
SAN BORJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,97,12,97,12,109
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,14,3,14,3,17
SAN CARLOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,28,2,28,2,30
SAN IGNACIO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,49,2,49,2,51
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,88,14,88,14,102
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,0,8,0,8,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,23,0,23,0,23
SAN JOAQUIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,11,0,11,0,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,29,22,29,22,51
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,12,5,12,5,17
SAN JULIAN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,67,23,67,23,90
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,6,5,6,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,27,2,27,2,29
SAN LUCAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,26,18,26,18,44
SAN MATIAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,15,1,15,1,16
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,10,2,10,2,12
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,0,5,0,5
SAN PEDRO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,23,2,23,2,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,34,32,34,32,66
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,1,6,1,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,1,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,0,8,0,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,3,4,3,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,15,0,15,0,15
SANTA ANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,41,2,41,2,43
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,2148,43,2148,43,2191
SANTA ROSA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,17,2,17,2,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,22,2,22,2,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,1,1,1,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,6,4,6,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,6,4,6,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,2,6,2,8
SANTIVAÑES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,13,1,13,1,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,5,1,5,6
SAPAHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,7,2,7,2,9
SENA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,2,8,2,10
SHINAOTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,45,10,45,10,55
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,21,16,21,16,37
SICAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,0,6,0,6
SIPE SIPE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,71,3,71,3,74
SOPACHUY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,12,3,12,3,15
SORACACHI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,13,4,13,4,17
SORATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,12,14,12,14,26
SUCRE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,517,2,517,2,519
TACACHI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,3,4,3,7
TACOBAMBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,9,5,9,14
TACOPAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,6,4,6,10
TAHUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,3,0,3,0,3
TAPACARI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,29,14,29,14,43
TARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,12,6,12,18
TARACO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,2,0,2,0,2
TARATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,14,3,14,3,17
TARIJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,367,9,367,9,376
TARVITA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,7,7,7,7,14
TEOPONTE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,21,0,21,0,21
TIAWANACU,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,15,1,15,1,16
TINGUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,31,9,31,9,40
TIPUANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,15,1,15,1,16
TIQUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,88,13,88,13,101
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,14,16,14,16,30
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,11,2,11,2,13
TOLATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,5,8,5,13
TOLEDO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,2,1,2,1,3
TOMAVE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,9,11,9,11,20
TOMINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,2,8,2,10
TORO TORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,17,6,17,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,18,7,18,7,25
TOTORA(ORR),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,0,5,0,5
TRIGAL,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,188,1,188,1,189
TUPIZA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,67,12,67,12,79
TURCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,3,0,3,0,3
UMALA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,5,5,5,5,10
UNCIA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,20,10,20,10,30
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,18,1,18,1,19
URUBICHA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,12,6,12,6,18
UYUNI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,43,4,43,4,47
VACAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,7,8,7,15
VALLEGRANDE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,34,2,34,2,36
VIACHA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,103,1,103,1,104
VILA VILA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,7,3,7,3,10
VILLA CHARCAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,16,15,16,15,31
VILLA MONTES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,76,13,76,13,89
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,0,6,0,6,6
VILLA RIVERO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,9,2,9,2,11
VILLA SERRANO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,10,5,10,5,15
VILLA TUNARI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,128,17,128,17,145
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,2,8,2,10
VILLAZON,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,63,2,63,2,65
VINTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,69,2,69,2,71
VITICHI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,3,0,3,0,3
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,1,4,1,5
WARNES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,183,9,183,9,192
YACO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,4,1,4,5
YACUIBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,137,10,137,10,147
YAMPARAEZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,8,4,8,4,12
YANACACHI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,6,0,6,0,6
YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,80,18,80,18,98
YOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,9,4,9,4,13
YOTALA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,4,5,4,5,9
YUNCHARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,1,5,1,5,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-11-01,2,4,2,4,6
ACACIO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,2,1,2,1,3
ACHACACHI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,38,11,38,11,49
ACHOCALLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,11,10,11,10,21
AIQUILE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,27,9,27,9,36
ALALAY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,4,1,4,5
ALCALA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,0,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,9,3,9,3,12
ANCORAIMES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,10,1,10,1,11
ANDAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,4,1,4,1,5
ANTEQUERA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,5,3,5,8
ANZALDO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,6,7,6,7,13
APOLO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,19,5,19,5,24
ARAMPAMPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,1,3,1,3,4
ARANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,6,0,6,0,6
ARBIETO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,16,8,16,8,24
ARQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,6,3,6,3,9
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,48,2,48,2,50
ATOCHA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,18,4,18,4,22
AUCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,3,2,3,2,5
AYATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-12-01,8,4,8,4,12
