municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,3,4,3,4,7
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,15,20,15,20,35
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,6,9,6,9,15
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,28,20,28,20,48
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,17,32,17,32,49
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,85,58,85,58,143
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,19,26,19,26,45
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,338,500,338,500,838
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,44,77,44,77,121
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,71,69,71,69,140
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,4,20,4,20,24
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,5,7,5,7,12
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,178,96,178,96,274
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,5,7,5,7,12
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,30,22,30,22,52
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,19,15,19,15,34
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,28,49,28,49,77
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,27,54,27,54,81
INGAVI (HUMAITA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,1,1,1,1,2
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,41,25,41,25,66
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,55,45,55,45,100
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,56,42,56,42,98
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,51,74,51,74,125
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,19,9,19,9,28
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,36,35,36,35,71
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,7293,8761,7293,8761,16054
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,3,5,3,5,8
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,21,32,21,32,53
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,19,26,19,26,45
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,12,42,12,42,54
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,4,4,4,4,8
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,198,289,198,289,487
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,39,46,39,46,85
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,6,2,6,2,8
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,44,43,44,43,87
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,53,75,53,75,128
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,39,77,39,77,116
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,35,25,35,25,60
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,60,73,60,73,133
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,1,10,1,10,11
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,30,33,30,33,63
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,33,34,33,34,67
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,95,73,95,73,168
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,23,31,23,31,54
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,85,55,85,55,140
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,10,21,10,21,31
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,20,28,20,28,48
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,221,318,221,318,539
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,232,304,232,304,536
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,34,53,34,53,87
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,17,23,17,23,40
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,3,6,3,6,9
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,8,3,8,3,11
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,5,4,5,4,9
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,25,51,25,51,76
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,54,48,54,48,102
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,12,21,12,21,33
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,2361,2575,2361,2575,4936
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,101,114,101,114,215
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,160,226,160,226,386
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,11,21,11,21,32
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,26,32,26,32,58
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,39,31,39,31,70
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,8,10,8,10,18
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,29,54,29,54,83
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,31,31,31,31,62
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,9,18,9,18,27
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,28,21,28,21,49
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,40,61,40,61,101
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,24,23,24,23,47
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,79,104,79,104,183
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,20,51,20,51,71
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,12,9,12,9,21
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,43,47,43,47,90
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,7,34,7,34,41
POROMA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,31,53,31,53,84
PORONGO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,28,25,28,25,53
PORTACHUELO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,122,153,122,153,275
PORVENIR,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,14,12,14,12,26
POSTRER VALLE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,29,38,29,38,67
POTOSI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,1496,1900,1496,1900,3396
PRESTO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,13,32,13,32,45
PUCARA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,35,51,35,51,86
PUCARANI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,59,50,59,50,109
PUERTO ACOSTA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,128,61,128,61,189
PUERTO CARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,33,51,33,51,84
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,13,11,13,11,24
PUERTO PEREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,31,44,31,44,75
PUERTO QUIJARRO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,76,66,76,66,142
PUERTO RICO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,14,19,14,19,33
PUERTO SUAREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,85,107,85,107,192
PUERTO VILLARROEL,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,33,19,33,19,52
PUNA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,160,264,160,264,424
PUNATA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,137,129,137,129,266
QUIABAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,10,7,10,7,17
QUILLACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,58,51,58,51,109
QUIME,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,18,19,18,19,37
QUIRUSILLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,11,12,11,12,23
RAVELO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,53,93,53,93,146
REYES,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,78,79,78,79,157
RIBERALTA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,109,84,109,84,193
ROBORE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,29,77,29,77,106
RURRENABAQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,65,45,65,45,110
SABAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,19,35,19,35,54
SACABA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,115,225,115,225,340
SACABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,8,12,8,12,20
SACACA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,28,86,28,86,114
SAIPINA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,4,6,4,6,10
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,63,45,63,45,108
SAMAIPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,52,51,52,51,103
SAN AGUSTIN,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,9,10,9,10,19
SAN ANDRES,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,7,10,7,10,17
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,28,54,28,54,82
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,10,4,10,4,14
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,17,16,17,16,33
SAN BENITO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,17,22,17,22,39
SAN BORJA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,121,94,121,94,215
SAN BUENA VENTURA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,13,17,13,17,30
SAN CARLOS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,95,113,95,113,208
SAN IGNACIO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,80,92,80,92,172
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,233,273,233,273,506
SAN JAVIER(BNI),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,6,4,6,4,10
SAN JAVIER(STC),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,10,7,10,7,17
SAN JOAQUIN,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,29,32,29,32,61
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,112,101,112,101,213
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,21,26,21,26,47
SAN JULIAN,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,60,61,60,61,121
SAN LORENZO(PND),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,4,5,4,5,9
SAN LORENZO(TJA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,44,73,44,73,117
SAN LUCAS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,124,175,124,175,299
SAN MATIAS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,16,10,16,10,26
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,33,51,33,51,84
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,20,14,20,14,34
SAN PEDRO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,26,41,26,41,67
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,43,85,43,85,128
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,18,23,18,23,41
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,1,3,1,3,4
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,25,26,25,26,51
SAN PEDRO(PND),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,6,3,6,3,9
SAN RAFAEL,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,9,10,9,10,19
SAN RAMON,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,69,68,69,68,137
SAN RAMON,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,13,17,13,17,30
SANTA ANA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,93,142,93,142,235
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,6012,9036,6012,9036,15048
SANTA ROSA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,51,57,51,57,108
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,45,21,45,21,66
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,20,37,20,37,57
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,41,59,41,59,100
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,19,28,19,28,47
SANTIVAÑES,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,15,47,15,47,62
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,7,7,7,7,14
SAPAHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,44,48,44,48,92
SENA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,4,4,4,4,8
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,33,44,33,44,77
SICAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,2,1,2,1,3
SIPE SIPE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,30,54,30,54,84
SOPACHUY,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,21,38,21,38,59
SORACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,14,16,14,16,30
SORATA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,65,58,65,58,123
SUCRE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,2287,3408,2287,3408,5695
TACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,5,6,5,6,11
TACACOMA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,9,16,9,16,25
TACOBAMBA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,17,57,17,57,74
TACOPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,20,45,20,45,65
TAHUA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,5,6,5,6,11
TAPACARI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,53,56,53,56,109
TARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,44,81,44,81,125
TARACO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,22,15,22,15,37
TARATA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,19,17,19,17,36
TARIJA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,1315,1529,1315,1529,2844
TARVITA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,55,107,55,107,162
TEOPONTE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,40,27,40,27,67
TIAWANACU,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,20,26,20,26,46
TINGUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,53,61,53,61,114
TIPUANI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,9,1,9,1,10
TIQUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,10,23,10,23,33
TIRAQUE (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,54,52,54,52,106
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,8,19,8,19,27
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,4,16,4,16,20
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,3,1,3,1,4
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,3,11,3,11,14
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,34,43,34,43,77
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,45,73,45,73,118
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,35,52,35,52,87
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,21,63,21,63,84
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,17,33,17,33,50
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,16,17,16,17,33
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,23,41,23,41,64
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,375,470,375,470,845
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,301,442,301,442,743
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,32,48,32,48,80
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,14,18,14,18,32
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,99,149,99,149,248
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,33,43,33,43,76
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,6,4,6,4,10
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,198,222,198,222,420
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,26,42,26,42,68
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,139,194,139,194,333
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,297,312,297,312,609
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,12,16,12,16,28
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,109,100,109,100,209
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,6,3,6,3,9
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,12,20,12,20,32
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,45,64,45,64,109
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,78,64,78,64,142
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,61,73,61,73,134
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,197,283,197,283,480
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,46,87,46,87,133
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,57,110,57,110,167
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,2,3,2,3,5
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,62,71,62,71,133
YACO,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,11,16,11,16,27
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,489,600,489,600,1089
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,34,51,34,51,85
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,27,27,27,27,54
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,135,124,135,124,259
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,37,66,37,66,103
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,26,51,26,51,77
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,21,31,21,31,52
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2005-10-01,23,47,23,47,70
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,16,38,16,38,54
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,216,184,216,184,400
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,24,9,24,9,33
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,75,111,75,111,186
ALALAY,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,1,5,1,5,6
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,22,30,22,30,52
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,24,33,24,33,57
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,30,31,30,31,61
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,1,5,1,5,6
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,19,26,19,26,45
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,36,43,36,43,79
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,11,21,11,21,32
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,9,31,9,31,40
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,19,56,19,56,75
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,10,20,10,20,30
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,34,33,34,33,67
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,75,130,75,130,205
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,24,18,24,18,42
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,26,38,26,38,64
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,9,6,9,6,15
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,50,72,50,72,122
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,38,70,38,70,108
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,20,15,20,15,35
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,23,30,23,30,53
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,16,9,16,9,25
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,18,28,18,28,46
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,14,10,14,10,24
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,350,347,350,347,697
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,155,286,155,286,441
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,17,17,17,17,34
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,9,9,9,9,18
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,3,10,3,10,13
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,85,70,85,70,155
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,41,48,41,48,89
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,28,34,28,34,62
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,55,81,55,81,136
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,38,38,38,38,76
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,34,44,34,44,78
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,16,14,16,14,30
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,188,288,188,288,476
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,24,30,24,30,54
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,135,183,135,183,318
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,60,61,60,61,121
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,52,105,52,105,157
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,68,67,68,67,135
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,106,65,106,65,171
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,0,1,0,1,1
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,42,64,42,64,106
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,19,31,19,31,50
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,26,30,26,30,56
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,1,3,1,3,4
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,8,4,8,4,12
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,114,93,114,93,207
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,31,59,31,59,90
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,45,67,45,67,112
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,4,10,4,10,14
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,37,57,37,57,94
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,9,16,9,16,25
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,6,5,6,5,11
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,7,18,7,18,25
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,72,48,72,48,120
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2005-11-01,43,38,43,38,81
