municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,6,4,6,10
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,0,3,0,3
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,2,0,2,2
EXALTACION,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,5,0,5,5
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,2,1,2,3
FILADELFIA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,3,2,3,5
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,7,3,7,10
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,2,0,2,2
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,5,4,5,9
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,119,169,119,169,288
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,8,3,8,11
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,12,17,12,17,29
HUACHACALLA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,2,1,2,3
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,63,53,63,53,116
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,2,1,2,3
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,5,0,5,0,5
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,5,1,5,6
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,0,2,0,2
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,1,3,1,4
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,6,3,6,9
IXIAMAS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,2,0,2,2
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,6,9,6,9,15
LA ASUNTA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,0,4,0,4
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,6,6,6,6,12
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,9768,13711,9768,13711,23479
LA RIVERA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,3,0,3,3
LAGUNILLAS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,6,1,6,7
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,5,1,5,1,6
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,9,1,9,10
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,40,58,40,58,98
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,8,8,8,16
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,1,1,1,2
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,6,0,6,6
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,32,43,32,43,75
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,1,4,1,5
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,16,66,16,66,82
MAIRANA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
MALLA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,10,3,10,13
MINEROS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,7,5,7,5,12
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,3,2,3,5
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,7,8,7,15
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,9,1,9,10
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,1,4,1,5
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,41,70,41,70,111
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,503,628,503,628,1131
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,2,4,2,6
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,10,4,10,14
NAZACARA DE PACAJES,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,0,1,0,1
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,12,8,12,8,20
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,6,1,6,1,7
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1488,1683,1488,1683,3171
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,10,8,10,18
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,24,8,24,32
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,1,2,1,3
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,17,4,17,4,21
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,5,3,5,8
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,5,8,5,13
PASORAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,2,0,2,2
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,0,3,0,3
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,11,15,11,15,26
PELECHUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,3,2,3,5
POJO (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,0,1,0,1
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,7,4,7,4,11
PORCO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,0,1,0,1
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,6,3,6,3,9
PORONGO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,1,3,1,4
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,35,25,35,25,60
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,0,1,0,1
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,5,2,5,7
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1057,1279,1057,1279,2336
PRESTO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,2,0,2,2
PUCARA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,9,0,9,9
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,2,3,2,5
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,12,2,12,2,14
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,4,0,4,4
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,0,1,0,1
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,18,3,18,3,21
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,6,8,6,8,14
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,11,7,11,7,18
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,0,3,0,3
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,6,1,6,1,7
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,109,155,109,155,264
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,11,10,11,10,21
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,1,2,1,3
QUIRUSILLAS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,0,1,0,1
REYES,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,69,48,69,48,117
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,11,11,11,11,22
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,32,38,32,38,70
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,38,23,38,23,61
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,83,120,83,120,203
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,4,2,4,6
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
SAIPINA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,7,2,7,2,9
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,2,1,2,3
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,0,1,0,1
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,0,4,0,4
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,10,13,10,13,23
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,69,77,69,77,146
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,2,2,2,4
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,19,12,19,12,31
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,37,33,37,33,70
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,30,55,30,55,85
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,2,0,2,2
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,0,2,0,2
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,11,26,11,26,37
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,10,12,10,12,22
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,9,8,9,17
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,3,0,3,3
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,6,5,6,5,11
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,10,1,10,11
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,36,96,36,96,132
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,2,1,2,3
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,14,5,14,5,19
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,4,2,4,6
SAN RAFAEL,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,2,2,2,4
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,15,1,15,16
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,7,2,7,9
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,76,135,76,135,211
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2498,4692,2498,4692,7190
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,6,4,6,4,10
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,4,1,4,5
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,32,11,32,11,43
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,0,4,0,4
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,4,0,4,4
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,2,4,2,6
SICAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,2,0,2,2
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,7,8,7,15
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,0,1,0,1
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,2,8,2,10
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1332,2149,1332,2149,3481
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,8,2,8,10
TACACOMA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,4,0,4,4
TACOBAMBA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,4,1,4,5
TACOPAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,5,1,5,6
TAHUA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,6,1,6,7
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,16,19,16,19,35
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,5,4,5,9
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,2,4,2,6
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1726,2589,1726,2589,4315
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,3,0,3,3
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,4,8,4,12
TIAWANACU,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,6,3,6,3,9
TIPUANI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,2,8,2,10
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,9,10,9,10,19
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,9,12,9,12,21
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,2,1,2,3
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,0,1,0,1
TOLATA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,2,0,2,2
TOLEDO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,1,2,1,3
TOMAVE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,6,11,6,11,17
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,3,4,3,7
TORO TORO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,4,2,4,6
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,1,2,1,3
TOTORA(ORR),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,5,0,5,5
TRIGAL,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,0,1,0,1
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,194,200,194,200,394
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,32,53,32,53,85
TURCO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,3,0,3,0,3
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,50,72,50,72,122
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,4,4,4,4,8
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,42,47,42,47,89
VACAS,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,16,20,16,20,36
VALLEGRANDE,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,227,276,227,276,503
VIACHA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,91,93,91,93,184
VILA VILA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
VILLA MONTES,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,86,66,86,66,152
VILLA RIVERO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,3,1,3,4
VILLA SERRANO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,0,2,0,2
VILLA TUNARI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,32,34,32,34,66
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,2,8,2,10
VILLAZON,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,8,2,8,10
VINTO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,32,56,32,56,88
VITICHI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,15,13,15,13,28
WALDO BALLIVIAN,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,2,0,2,2
WARNES,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,2,16,2,16,18
YACO,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,3,1,3,4
YACUIBA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,179,284,179,284,463
YAMPARAEZ,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,12,7,12,7,19
YANACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,0,1,0,1
YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,2,0,2,2
YOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,2,0,2,2
YOTALA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,8,13,8,13,21
YUNCHARA,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,0,1,0,1,1
ZUDAÑEZ,consulta externa,repetidas en personas de 60 anos o mas,2005-10-01,1,7,1,7,8
ACACIO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,1,3,1,4
ACHACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,65,39,65,39,104
ACHOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,14,6,14,6,20
AIQUILE,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,32,54,32,54,86
ALALAY,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,3,0,3,3
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,4,3,4,7
ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,4,5,4,5,9
ANTEQUERA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,1,0,1,0,1
ANZALDO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,1,1,1,1,2
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,4,3,4,3,7
ARANI,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,10,3,10,13
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,14,2,14,16
ARQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,1,0,1,1
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,37,53,37,53,90
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,1,2,1,2,3
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,1,1,1,1,2
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,5,2,5,7
AZURDUY,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,1,0,1,1
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,4,2,4,2,6
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,16,15,16,15,31
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,11,1,11,1,12
BELEN DE URMIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,2,2,2,4
BELLA FLOR,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,4,1,4,1,5
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,72,63,72,63,135
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,26,45,26,45,71
BOLIVAR,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,2,2,2,4
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,5,2,5,7
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,57,24,57,24,81
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,1,3,1,3,4
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,1,0,1,1
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,4,3,4,3,7
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,1,1,1,1,2
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,0,3,0,3
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,14,37,14,37,51
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,21,46,21,46,67
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,35,47,35,47,82
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,6,6,6,6,12
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,12,17,12,17,29
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,8,8,8,8,16
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,1,2,1,3
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,5,7,5,7,12
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,8,3,8,11
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,1,0,1,1
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,7,6,7,6,13
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,22,3,22,25
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,1,0,1,1
CHOQUE COTA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,21,15,21,15,36
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,6,3,6,9
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,3,3,3,6
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,50,160,50,160,210
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,5291,6842,5291,6842,12133
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,46,70,46,70,116
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,8,3,8,11
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,6,4,6,4,10
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,0,2,0,2
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,4,2,4,2,6
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,15,3,15,18
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,2,0,2,2
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,5,0,5,5
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,8,8,8,8,16
COMBAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,2,0,2,2
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,3,2,3,5
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,0,2,0,2
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,4,2,4,2,6
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,23,40,23,40,63
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,11,12,11,12,23
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,15,3,15,18
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,2,2,2,4
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,2,2,2,4
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,1,0,1,1
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,1,3,1,3,4
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,4,0,4,4
CURVA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,1,0,1,1
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,1,0,1,1
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,466,595,466,595,1061
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,7,2,7,9
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,3,2,3,5
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,59,72,59,72,131
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,2,0,2,2
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,5,8,5,8,13
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,1,0,1,1
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,2,2,2,2,4
EXALTACION,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,1,2,1,2,3
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,5,3,5,8
FILADELFIA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,0,1,0,1,1
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2005-11-01,3,4,3,4,7
