municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,3,2,3,5
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2005-10-01,10,12,10,12,22
CHAQUI,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,1,1,1,2
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2005-10-01,66,66,66,66,132
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,2,1,2,3
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,5,2,5,7
CHIMORE,consulta externa,repetidas en menores de 5 anos,2005-10-01,59,44,59,44,103
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,3,2,3,5
CHOQUE COTA,consulta externa,repetidas en menores de 5 anos,2005-10-01,8,5,8,5,13
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2005-10-01,22,16,22,16,38
CHUMA,consulta externa,repetidas en menores de 5 anos,2005-10-01,4,2,4,2,6
CLIZA,consulta externa,repetidas en menores de 5 anos,2005-10-01,36,24,36,24,60
COBIJA,consulta externa,repetidas en menores de 5 anos,2005-10-01,89,89,89,89,178
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2005-10-01,3318,2917,3318,2917,6235
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2005-10-01,145,184,145,184,329
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2005-10-01,0,7,0,7,7
COLLANA,consulta externa,repetidas en menores de 5 anos,2005-10-01,4,1,4,1,5
COLOMI,consulta externa,repetidas en menores de 5 anos,2005-10-01,19,18,19,18,37
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2005-10-01,33,25,33,25,58
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2005-10-01,6,4,6,4,10
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2005-10-01,6,6,6,6,12
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2005-10-01,32,43,32,43,75
COMANCHE,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,4,7,4,11
COMARAPA,consulta externa,repetidas en menores de 5 anos,2005-10-01,40,38,40,38,78
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,1,2,1,3
COPACABANA,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,0,1,0,1
CORIPATA,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,4,3,4,7
CORO CORO,consulta externa,repetidas en menores de 5 anos,2005-10-01,0,1,0,1,1
COROICO,consulta externa,repetidas en menores de 5 anos,2005-10-01,55,36,55,36,91
CORQUE,consulta externa,repetidas en menores de 5 anos,2005-10-01,18,23,18,23,41
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2005-10-01,30,22,30,22,52
COTOCA,consulta externa,repetidas en menores de 5 anos,2005-10-01,10,8,10,8,18
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2005-10-01,40,34,40,34,74
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2005-10-01,6,2,6,2,8
CUEVO,consulta externa,repetidas en menores de 5 anos,2005-10-01,17,14,17,14,31
CULPINA,consulta externa,repetidas en menores de 5 anos,2005-10-01,40,33,40,33,73
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,6,2,6,8
DESAGUADERO,consulta externa,repetidas en menores de 5 anos,2005-10-01,5,6,5,6,11
EL ALTO,consulta externa,repetidas en menores de 5 anos,2005-10-01,2343,2570,2343,2570,4913
EL CHORO,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,5,3,5,8
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2005-10-01,15,7,15,7,22
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2005-10-01,72,76,72,76,148
EL TORNO,consulta externa,repetidas en menores de 5 anos,2005-10-01,81,74,81,74,155
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,7,2,7,9
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2005-10-01,9,10,9,10,19
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2005-10-01,90,82,90,82,172
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2005-10-01,31,15,31,15,46
EXALTACION,consulta externa,repetidas en menores de 5 anos,2005-10-01,5,11,5,11,16
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2005-10-01,12,14,12,14,26
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2005-10-01,9,4,9,4,13
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2005-10-01,22,12,22,12,34
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2005-10-01,15,8,15,8,23
GUANAY,consulta externa,repetidas en menores de 5 anos,2005-10-01,4,1,4,1,5
GUAQUI,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,6,7,6,13
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2005-10-01,128,93,128,93,221
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2005-10-01,133,147,133,147,280
HUACARETA,consulta externa,repetidas en menores de 5 anos,2005-10-01,40,34,40,34,74
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en menores de 5 anos,2005-10-01,5,0,5,0,5
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2005-10-01,6,1,6,1,7
HUANUNI,consulta externa,repetidas en menores de 5 anos,2005-10-01,97,68,97,68,165
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2005-10-01,20,10,20,10,30
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,2,1,2,3
ICHOCA,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,0,3,0,3
ICLA,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,5,3,5,8
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2005-10-01,5,9,5,9,14
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2005-10-01,2,0,2,0,2
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2005-10-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2005-10-01,5,4,5,4,9
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2005-10-01,13,4,13,4,17
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,12,3,12,15
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,6,7,6,13
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2005-10-01,137,118,137,118,255
LA PAZ,consulta externa,repetidas en menores de 5 anos,2005-10-01,4246,4415,4246,4415,8661
LA RIVERA,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,0,1,0,1
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2005-10-01,16,30,16,30,46
LAJA,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,7,7,7,14
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2005-10-01,5,4,5,4,9
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2005-10-01,49,44,49,44,93
LLICA,consulta externa,repetidas en menores de 5 anos,2005-10-01,4,2,4,2,6
LORETO,consulta externa,repetidas en menores de 5 anos,2005-10-01,29,25,29,25,54
LURIBAY,consulta externa,repetidas en menores de 5 anos,2005-10-01,0,2,0,2,2
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2005-10-01,0,10,0,10,10
MACHARETI,consulta externa,repetidas en menores de 5 anos,2005-10-01,9,14,9,14,23
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2005-10-01,21,31,21,31,52
MAIRANA,consulta externa,repetidas en menores de 5 anos,2005-10-01,8,7,8,7,15
MALLA,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,5,7,5,12
MAPIRI,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,5,7,5,12
MECAPACA,consulta externa,repetidas en menores de 5 anos,2005-10-01,24,21,24,21,45
MINEROS,consulta externa,repetidas en menores de 5 anos,2005-10-01,18,7,18,7,25
MIZQUE,consulta externa,repetidas en menores de 5 anos,2005-10-01,12,11,12,11,23
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2005-10-01,6,3,6,3,9
MOJINETE,consulta externa,repetidas en menores de 5 anos,2005-10-01,14,10,14,10,24
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2005-10-01,5,5,5,5,10
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2005-10-01,69,63,69,63,132
MONTERO,consulta externa,repetidas en menores de 5 anos,2005-10-01,616,448,616,448,1064
MORO MORO,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,0,1,0,1
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2005-10-01,86,72,86,72,158
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en menores de 5 anos,2005-10-01,1,1,1,1,2
OCURI,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,1,1,1,2
OKINAWA,consulta externa,repetidas en menores de 5 anos,2005-10-01,13,14,13,14,27
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2005-10-01,19,12,19,12,31
ORURO,consulta externa,repetidas en menores de 5 anos,2005-10-01,653,650,653,650,1303
PADCAYA,consulta externa,repetidas en menores de 5 anos,2005-10-01,16,16,16,16,32
PADILLA,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,3,2,3,5
PAILON,consulta externa,repetidas en menores de 5 anos,2005-10-01,12,14,12,14,26
PALCA,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,2,2,2,4
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2005-10-01,57,52,57,52,109
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,1,2,1,3
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2005-10-01,6,11,6,11,17
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,7,3,7,10
PASORAPA,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,0,1,0,1
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2005-10-01,9,10,9,10,19
PAZÑA,consulta externa,repetidas en menores de 5 anos,2005-10-01,13,6,13,6,19
PELECHUCO,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,4,1,4,5
POCOATA,consulta externa,repetidas en menores de 5 anos,2005-10-01,6,9,6,9,15
POCONA,consulta externa,repetidas en menores de 5 anos,2005-10-01,15,18,15,18,33
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2005-10-01,7,7,7,7,14
PORCO,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,5,7,5,12
POROMA,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,3,3,3,6
PORONGO,consulta externa,repetidas en menores de 5 anos,2005-10-01,14,10,14,10,24
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2005-10-01,39,50,39,50,89
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,1,2,1,3
POTOSI,consulta externa,repetidas en menores de 5 anos,2005-10-01,485,503,485,503,988
PRESTO,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,4,2,4,6
PUCARA,consulta externa,repetidas en menores de 5 anos,2005-10-01,6,1,6,1,7
PUCARANI,consulta externa,repetidas en menores de 5 anos,2005-10-01,5,1,5,1,6
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2005-10-01,40,49,40,49,89
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,0,2,0,2
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2005-10-01,32,25,32,25,57
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2005-10-01,0,3,0,3,3
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2005-10-01,31,26,31,26,57
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,2,2,2,4
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2005-10-01,4,0,4,0,4
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2005-10-01,20,16,20,16,36
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2005-10-01,93,89,93,89,182
PUNA,consulta externa,repetidas en menores de 5 anos,2005-10-01,17,19,17,19,36
PUNATA,consulta externa,repetidas en menores de 5 anos,2005-10-01,81,91,81,91,172
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2005-10-01,330,268,330,268,598
QUIME,consulta externa,repetidas en menores de 5 anos,2005-10-01,14,5,14,5,19
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2005-10-01,0,2,0,2,2
RAVELO,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,2,2,2,4
REYES,consulta externa,repetidas en menores de 5 anos,2005-10-01,8,16,8,16,24
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2005-10-01,384,339,384,339,723
ROBORE,consulta externa,repetidas en menores de 5 anos,2005-10-01,10,13,10,13,23
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2005-10-01,100,110,100,110,210
SABAYA,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,7,7,7,14
SACABA,consulta externa,repetidas en menores de 5 anos,2005-10-01,258,299,258,299,557
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2005-10-01,38,35,38,35,73
SACACA,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,7,3,7,10
SAIPINA,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,4,7,4,11
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2005-10-01,8,12,8,12,20
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,4,7,4,11
SAN AGUSTIN,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,1,1,1,2
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2005-10-01,34,22,34,22,56
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en menores de 5 anos,2005-10-01,0,6,0,6,6
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,1,2,1,3
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2005-10-01,37,49,37,49,86
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2005-10-01,95,78,95,78,173
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2005-10-01,8,5,8,5,13
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2005-10-01,20,16,20,16,36
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2005-10-01,104,69,104,69,173
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2005-10-01,155,117,155,117,272
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2005-10-01,3,4,3,4,7
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2005-10-01,11,5,11,5,16
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2005-10-01,6,5,6,5,11
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2005-10-01,43,34,43,34,77
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2005-10-01,52,39,52,39,91
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2005-10-01,7,2,7,2,9
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2005-10-01,29,20,29,20,49
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2005-10-01,19,15,19,15,34
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2005-10-01,15,12,15,12,27
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2005-10-01,53,47,53,47,100
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,10,7,10,17
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2005-10-01,85,85,85,85,170
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,2,1,2,3
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en menores de 5 anos,2005-10-01,13,2,13,2,15
SAN PEDRO DE QUEMES,consulta externa,repetidas en menores de 5 anos,2005-10-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2005-10-01,0,1,0,1,1
SAN PEDRO(PND),consulta externa,repetidas en menores de 5 anos,2005-10-01,1,1,1,1,2
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,7,7,7,14
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2005-10-01,4,3,4,3,7
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,10,7,10,17
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2005-10-01,13,9,13,9,22
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2005-10-01,3373,3351,3373,3351,6724
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2005-10-01,64,60,64,60,124
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2005-10-01,30,36,30,36,66
SANTIAGO DE CALLAPA,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,0,1,0,1
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2005-10-01,22,8,22,8,30
SANTIAGO DE MACHACA,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,5,3,5,8
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2005-10-01,28,36,28,36,64
SANTUARIO DE QUILLACAS,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,3,3,3,6
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2005-10-01,4,6,4,6,10
SENA,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,2,2,2,4
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2005-10-01,3,9,3,9,12
SICAYA,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,0,3,0,3
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2005-10-01,199,158,199,158,357
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,2,3,2,5
SORACACHI,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,5,7,5,12
SORATA,consulta externa,repetidas en menores de 5 anos,2005-10-01,17,17,17,17,34
SUCRE,consulta externa,repetidas en menores de 5 anos,2005-10-01,924,830,924,830,1754
TACACHI,consulta externa,repetidas en menores de 5 anos,2005-10-01,19,11,19,11,30
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,1,2,1,3
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2005-10-01,36,40,36,40,76
TAHUA,consulta externa,repetidas en menores de 5 anos,2005-10-01,0,1,0,1,1
TAPACARI,consulta externa,repetidas en menores de 5 anos,2005-10-01,27,26,27,26,53
TARABUCO,consulta externa,repetidas en menores de 5 anos,2005-10-01,188,202,188,202,390
TARATA,consulta externa,repetidas en menores de 5 anos,2005-10-01,15,17,15,17,32
TARIJA,consulta externa,repetidas en menores de 5 anos,2005-10-01,897,1042,897,1042,1939
TARVITA,consulta externa,repetidas en menores de 5 anos,2005-10-01,22,33,22,33,55
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2005-10-01,6,6,6,6,12
TIAWANACU,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,0,2,0,2
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,0,2,0,2
TIPUANI,consulta externa,repetidas en menores de 5 anos,2005-10-01,34,36,34,36,70
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2005-10-01,212,202,212,202,414
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2005-10-01,125,112,125,112,237
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en menores de 5 anos,2005-10-01,4,0,4,0,4
TOCO,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,9,3,9,12
TODOS SANTOS,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,0,1,0,1
TOLATA,consulta externa,repetidas en menores de 5 anos,2005-10-01,16,18,16,18,34
TOLEDO,consulta externa,repetidas en menores de 5 anos,2005-10-01,6,12,6,12,18
TOMAVE,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,2,2,2,4
TOMINA,consulta externa,repetidas en menores de 5 anos,2005-10-01,5,14,5,14,19
TORO TORO,consulta externa,repetidas en menores de 5 anos,2005-10-01,16,7,16,7,23
TOTORA(CBBA),consulta externa,repetidas en menores de 5 anos,2005-10-01,21,17,21,17,38
TOTORA(ORR),consulta externa,repetidas en menores de 5 anos,2005-10-01,2,5,2,5,7
TRIGAL,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,2,2,2,4
TRINIDAD,consulta externa,repetidas en menores de 5 anos,2005-10-01,316,303,316,303,619
TUPIZA,consulta externa,repetidas en menores de 5 anos,2005-10-01,77,76,77,76,153
TURCO,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,1,1,1,2
UNCIA,consulta externa,repetidas en menores de 5 anos,2005-10-01,32,28,32,28,60
URIONDO (A. CONCEPCION),consulta externa,repetidas en menores de 5 anos,2005-10-01,36,42,36,42,78
URUBICHA,consulta externa,repetidas en menores de 5 anos,2005-10-01,7,3,7,3,10
UYUNI,consulta externa,repetidas en menores de 5 anos,2005-10-01,9,4,9,4,13
VACAS,consulta externa,repetidas en menores de 5 anos,2005-10-01,80,54,80,54,134
VALLEGRANDE,consulta externa,repetidas en menores de 5 anos,2005-10-01,11,12,11,12,23
VIACHA,consulta externa,repetidas en menores de 5 anos,2005-10-01,78,80,78,80,158
VILA VILA,consulta externa,repetidas en menores de 5 anos,2005-10-01,2,2,2,2,4
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2005-10-01,38,20,38,20,58
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en menores de 5 anos,2005-10-01,5,5,5,5,10
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2005-10-01,39,30,39,30,69
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2005-10-01,11,10,11,10,21
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2005-10-01,109,104,109,104,213
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2005-10-01,29,18,29,18,47
VILLAZON,consulta externa,repetidas en menores de 5 anos,2005-10-01,35,53,35,53,88
VINTO,consulta externa,repetidas en menores de 5 anos,2005-10-01,187,149,187,149,336
VITICHI,consulta externa,repetidas en menores de 5 anos,2005-10-01,8,5,8,5,13
WALDO BALLIVIAN,consulta externa,repetidas en menores de 5 anos,2005-10-01,0,1,0,1,1
WARNES,consulta externa,repetidas en menores de 5 anos,2005-10-01,101,65,101,65,166
YACO,consulta externa,repetidas en menores de 5 anos,2005-10-01,3,1,3,1,4
YACUIBA,consulta externa,repetidas en menores de 5 anos,2005-10-01,254,245,254,245,499
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2005-10-01,17,17,17,17,34
YANACACHI,consulta externa,repetidas en menores de 5 anos,2005-10-01,1,2,1,2,3
YAPACANI,consulta externa,repetidas en menores de 5 anos,2005-10-01,21,30,21,30,51
YOCALLA,consulta externa,repetidas en menores de 5 anos,2005-10-01,8,11,8,11,19
YOTALA,consulta externa,repetidas en menores de 5 anos,2005-10-01,32,31,32,31,63
YUNCHARA,consulta externa,repetidas en menores de 5 anos,2005-10-01,4,8,4,8,12
ZUDAÑEZ,consulta externa,repetidas en menores de 5 anos,2005-10-01,12,8,12,8,20
ACACIO,consulta externa,repetidas en menores de 5 anos,2005-11-01,0,1,0,1,1
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2005-11-01,13,11,13,11,24
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2005-11-01,2,4,2,4,6
AIQUILE,consulta externa,repetidas en menores de 5 anos,2005-11-01,124,114,124,114,238
ALALAY,consulta externa,repetidas en menores de 5 anos,2005-11-01,2,0,2,0,2
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2005-11-01,11,2,11,2,13
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2005-11-01,2,2,2,2,4
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2005-11-01,6,3,6,3,9
ANZALDO,consulta externa,repetidas en menores de 5 anos,2005-11-01,21,20,21,20,41
APOLO,consulta externa,repetidas en menores de 5 anos,2005-11-01,15,13,15,13,28
ARANI,consulta externa,repetidas en menores de 5 anos,2005-11-01,31,27,31,27,58
ARBIETO,consulta externa,repetidas en menores de 5 anos,2005-11-01,16,22,16,22,38
ARQUE,consulta externa,repetidas en menores de 5 anos,2005-11-01,40,40,40,40,80
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2005-11-01,42,28,42,28,70
ATOCHA,consulta externa,repetidas en menores de 5 anos,2005-11-01,46,34,46,34,80
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2005-11-01,0,1,0,1,1
AYATA,consulta externa,repetidas en menores de 5 anos,2005-11-01,5,4,5,4,9
AYO AYO,consulta externa,repetidas en menores de 5 anos,2005-11-01,7,9,7,9,16
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2005-11-01,12,13,12,13,25
AZURDUY,consulta externa,repetidas en menores de 5 anos,2005-11-01,5,6,5,6,11
BATALLAS,consulta externa,repetidas en menores de 5 anos,2005-11-01,0,3,0,3,3
BAURES,consulta externa,repetidas en menores de 5 anos,2005-11-01,6,3,6,3,9
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2005-11-01,6,2,6,2,8
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2005-11-01,4,3,4,3,7
BELLA FLOR,consulta externa,repetidas en menores de 5 anos,2005-11-01,14,9,14,9,23
BERMEJO,consulta externa,repetidas en menores de 5 anos,2005-11-01,57,60,57,60,117
BETANZOS,consulta externa,repetidas en menores de 5 anos,2005-11-01,22,24,22,24,46
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2005-11-01,24,22,24,22,46
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2005-11-01,9,2,9,2,11
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2005-11-01,4,8,4,8,12
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2005-11-01,122,86,122,86,208
CABEZAS,consulta externa,repetidas en menores de 5 anos,2005-11-01,26,18,26,18,44
CAIROMA,consulta externa,repetidas en menores de 5 anos,2005-11-01,4,5,4,5,9
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2005-11-01,6,2,6,2,8
CAJUATA,consulta externa,repetidas en menores de 5 anos,2005-11-01,5,2,5,2,7
CALACOTO,consulta externa,repetidas en menores de 5 anos,2005-11-01,1,0,1,0,1
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2005-11-01,7,11,7,11,18
CAMARGO,consulta externa,repetidas en menores de 5 anos,2005-11-01,17,10,17,10,27
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2005-11-01,4,1,4,1,5
CAMIRI,consulta externa,repetidas en menores de 5 anos,2005-11-01,207,202,207,202,409
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2005-11-01,68,61,68,61,129
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2005-11-01,4,1,4,1,5
