,group,variable,month,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CUEVO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,9,9
CULPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,45,45
DESAGUADERO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,5,5
EL ALTO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,2674,2674
EL PUENTE(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,27,27
EL PUENTE(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,26,26
EL TORNO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,194,194
EL VILLAR,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,5,5
ENTRE RIOS TRJ,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,28,28
ENTRE RIOS CBBA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,100,100
ESCOMA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,11,11
EUREKA (SANTOS MERCADO),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,5,5
FILADELFIA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,3,3
GENERAL SAAVEDRA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,39,39
GRAL. J.J. PEREZ (CHARAZANI),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,1,1
GUANAY,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,35,35
GUAQUI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,10,10
GUAYARAMERIN,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,262,262
HUACARETA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,17,17
HUACAYA (VILLA DE HUACAYA),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,1,1
HUACHACALLA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,3,3
HUANUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,49,49
HUAYLLAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,2,2
ICLA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,6,6
INCAHUASI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,27,27
IXIAMAS,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,20,20
LA ASUNTA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,85,85
LA GUARDIA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,239,239
LA PAZ,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,1820,1820
LAGUNILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,6,6
LAS CARRERAS,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,8,8
LLALLAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,213,213
MACHACAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,3,3
MACHARETI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,12,12
MAIRANA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,20,20
MINEROS,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,92,92
MIZQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,56,56
MOJOCOYA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,9,9
MONTEAGUDO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,67,67
MONTERO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,236,236
MOROCHATA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,6,6
NACEBE (SANTA ROSA DEL ABUNA),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,11,11
NUEVO MANOA (NUEVA ESPERANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,3,3
OCURI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,2,2
OMEREQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,7,7
ORURO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,851,851
PADCAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,26,26
PADILLA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,18,18
PAILON,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,104,104
PAMPA GRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,16,16
PATACAMAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,62,62
POJO (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,2,2
POROMA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,16,16
PORONGO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,19,19
PORTACHUELO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,48,48
PORVENIR,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,8,8
POTOSI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,383,383
PRESTO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,6,6
PUCARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,26,26
PUERTO CARABUCO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,1,1
PUERTO GONZALO MORENO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,7,7
PUERTO QUIJARRO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,22,22
PUERTO RICO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,32,32
PUERTO VILLARROEL,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,322,322
PUNA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,4,4
PUNATA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,214,214
QUILLACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,620,620
QUIME,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,13,13
QUIRUSILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,1,1
RAVELO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,19,19
RIBERALTA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,630,630
ROBORE,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,47,47
RURRENABAQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,55,55
SABAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,2,2
SACABA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,417,417
SACABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,2,2
SACACA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,11,11
SAIPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,21,21
SALINAS DE GARCI MENDOZA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,6,6
SAMAIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,18,18
SAN ANDRES,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,2,2
SAN BENITO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,17,17
SAN BORJA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,23,23
SAN BUENA VENTURA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,27,27
SAN CARLOS,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,112,112
SAN IGNACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,33,33
SAN IGNACIO DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,168,168
SAN JAVIER(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,16,16
SAN JOSE DE CHIQUITOS,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,98,98
SAN JUAN DE YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,17,17
SAN JULIAN,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,113,113
SAN LORENZO(PND),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,19,19
SAN LORENZO(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,47,47
SAN LUCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,45,45
SAN MATIAS,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,49,49
SAN MIGUEL DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,16,16
SAN PEDRO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,21,21
SAN PEDRO DE BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,1,1
SAN RAFAEL,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,10,10
SAN RAMON SCZ,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,17,17
SANTA ANA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,54,54
SANTA CRUZ DE LA SIERRA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,2918,2918
SANTA ROSA DEL SARA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,27,27
SANTIAGO DE HUARI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,5,5
SANTIVAÑES,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,11,11
SENA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,16,16
SHINAOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,84,84
SICAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,3,3
SIPE SIPE,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,42,42
SOPACHUY,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,11,11
SUCRE,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,1098,1098
TACOBAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,2,2
TAPACARI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,5,5
TARABUCO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,31,31
TARACO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,2,2
TARATA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,20,20
TARIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,410,410
TARVITA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,21,21
TIPUANI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,18,18
TIQUIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,202,202
TOCO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,3,3
TOLATA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,13,13
TOLEDO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,1,1
TOMINA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,7,7
TOTORA(CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,69,69
TOTORA(ORR),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,4,4
TRINIDAD,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,152,152
TUPIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,49,49
UNCIA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,24,24
URUBICHA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,21,21
UYUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,78,78
VACAS,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,9,9
VALLEGRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,50,50
VIACHA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,21,21
VILLA CHARCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,26,26
VILLA MONTES,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,173,173
VILLA NUEVA (LOMA ALTA),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,7,7
VILLA RIVERO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,7,7
VILLA SERRANO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,24,24
VILLA TUNARI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,267,267
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,14,14
VILLAZON,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,111,111
VINTO,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,199,199
VITICHI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,4,4
WARNES,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,374,374
YACUIBA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,77,77
YAMPARAEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,8,8
YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,370,370
YOTALA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,14,14
YUNCHARA,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,2,2
ZUDAÑEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-10-01,0,13,13
ACHACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,86,86
AIQUILE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,33,33
ALCALA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
ANDAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,6,6
ANTEQUERA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,4,4
ARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
ARBIETO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,20,20
ARQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
ASCENCION DE GUARAYOS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,103,103
AYOPAYA (V. DE INDEPENDENCIA),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,33,33
AZURDUY,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,28,28
BELEN DE ANDAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
BERMEJO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,65,65
BETANZOS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,12,12
BOLPEBRA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
CABEZAS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,46,46
"CAIZA ""D""",vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,7,7
CAMARGO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,37,37
CAMATAQUI (C. VILLA ABECIA),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,5,5
CAMIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,129,129
CAPINOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,49,49
CARACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,18,18
CARAPARI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,41,41
CARIPUYO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,18,18
CARMEN RIVERO TORREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,6,6
CHALLAPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,144,144
CHAQUI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,17,17
CHARAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,50,50
CHIMORE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,34,34
CHIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,53,53
CHUMA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,10,10
CLIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,106,106
COBIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,125,125
COCHABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2457,2457
COLCAPIRHUA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,101,101
COLOMI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,4,4
COLPA BELGICA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,12,12
COLQUIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,11,11
COMARAPA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,34,34
CORIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,7,7
CORO CORO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,1,1
COROICO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,52,52
CORQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
COTOCA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,126,126
CUEVO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
CULPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,38,38
DESAGUADERO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,1,1
EL ALTO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,1808,1808
EL PUENTE(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,24,24
EL PUENTE(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,1,1
EL TORNO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,157,157
EL VILLAR,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
ENTRE RIOS TRJ,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,6,6
ENTRE RIOS CBBA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,86,86
ESCOMA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,12,12
EUREKA (SANTOS MERCADO),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,10,10
FERNANDEZ ALONSO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,22,22
FILADELFIA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,5,5
GENERAL SAAVEDRA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,40,40
GRAL. J.J. PEREZ (CHARAZANI),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,5,5
GUANAY,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,30,30
GUAQUI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,5,5
GUAYARAMERIN,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,188,188
HUACARETA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,10,10
HUACAYA (VILLA DE HUACAYA),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,6,6
HUACHACALLA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
HUANUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,49,49
HUAYLLAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
ICLA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,1,1
INCAHUASI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,16,16
IRUPANA (VILLA DE LANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,13,13
IXIAMAS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,1,1
LA ASUNTA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
LA GUARDIA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,163,163
LA PAZ,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3732,3732
LAGUNILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,7,7
LAS CARRERAS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,8,8
LLALLAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,187,187
MACHARETI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,13,13
MAIRANA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,35,35
MAPIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,38,38
MINEROS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,58,58
MIZQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,61,61
MOJINETE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
MOJOCOYA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,6,6
MONTEAGUDO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,55,55
MONTERO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,247,247
MOROCHATA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,9,9
OCURI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,26,26
OMEREQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,6,6
ORURO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,488,488
PADCAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,27,27
PADILLA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,13,13
PAILON,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,65,65
PAMPA GRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,16,16
PASORAPA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,1,1
POCONA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
POROMA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,24,24
PORONGO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,10,10
PORTACHUELO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,53,53
PORVENIR,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,14,14
POTOSI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,132,132
PRESTO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,7,7
PUCARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,11,11
PUERTO GONZALO MORENO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,9,9
PUERTO QUIJARRO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,46,46
PUERTO RICO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,18,18
PUERTO VILLARROEL,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,244,244
PUNA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,4,4
PUNATA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,132,132
QUILLACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,516,516
QUIME,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
QUIRUSILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
RAVELO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,16,16
RIBERALTA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,188,188
ROBORE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,49,49
RURRENABAQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,65,65
SABAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,3,3
SACABA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,422,422
SACABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,4,4
SACACA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,8,8
SAIPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,18,18
SALINAS DE GARCI MENDOZA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,6,6
SAMAIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,13,13
SAN ANDRES,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,1,1
SAN BENITO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,13,13
SAN BORJA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,18,18
SAN BUENA VENTURA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,19,19
SAN CARLOS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,84,84
SAN IGNACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,35,35
SAN IGNACIO DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,156,156
SAN JAVIER(BNI),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
SAN JAVIER(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,1,1
SAN JOSE DE CHIQUITOS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,70,70
SAN JUAN DE YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,13,13
SAN JULIAN,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,62,62
SAN LORENZO(PND),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,9,9
SAN LORENZO(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,22,22
SAN LUCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,68,68
SAN MATIAS,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,29,29
SAN MIGUEL DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,7,7
SAN PEDRO,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,36,36
SAN PEDRO(PND),vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,15,15
SAN RAFAEL,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,13,13
SAN RAMON SCZ,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,18,18
SANTA ANA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,30,30
SANTA CRUZ DE LA SIERRA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2213,2213
SANTA ROSA DEL SARA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,19,19
SANTIAGO DE HUARI,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
SANTIAGO DE MACHACA,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,2,2
SANTIVAÑES,vih,       n de mujeres embarazadas con prueba rapida,2014-11-01,0,7,7
