,group,variable,month,TOTAL 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTAL 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
TARIJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,48.0,269.0,317.0
TARVITA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,3.0,22.0,25.0
TEOPONTE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,5.0,9.0,14.0
TIAWANACU,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,29.0,29.0
TIPUANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,2.0,16.0,18.0
TIQUIPAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,9.0,233.0,242.0
TOCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,7.0,7.0
TOLATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,15.0,16.0
TOLEDO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,3.0,13.0,16.0
TOMINA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,8.0,9.0
TOTORA(CBBA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,8.0,65.0,73.0
TOTORA(ORR),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,7.0,7.0
TRIGAL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,8.0,8.0
TRINIDAD,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,84.0,169.0,253.0
TUPIZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,33.0,33.0
UNCIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,1.0,1.0
URUBICHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,17.0,17.0
VACAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,2.0,2.0
VALLEGRANDE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,1.0,9.0,10.0
VIACHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,25.0,180.0,205.0
VILLA CHARCAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,45.0,45.0
VILLA MONTES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,84.0,84.0
VILLA NUEVA (LOMA ALTA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,1.0,1.0
VILLA RIVERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,8.0,8.0
VILLA SERRANO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,22.0,22.0
VILLA TUNARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,31.0,327.0,358.0
VILLA VACA GUZMAN (MUYUPAMPA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,12.0,46.0,58.0
VILLAZON,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,13.0,201.0,214.0
WARNES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,7.0,250.0,257.0
YACUIBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,33.0,286.0,319.0
YAMPARAEZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,16.0,16.0
YAPACANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,9.0,28.0,37.0
YOTALA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,0.0,20.0,20.0
YUNCHARA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,14.0,33.0,47.0
ZUDAÑEZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-07-01,6.0,16.0,22.0
ACHACACHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,3.0,82.0,85.0
AIQUILE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,6.0,10.0,16.0
ALCALA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,22.0,15.0,37.0
ANCORAIMES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,9.0,11.0
ANTEQUERA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,3.0,4.0
APOLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,17.0,18.0
ARANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,33.0,34.0
ARBIETO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,13.0,15.0
ARQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,1.0,1.0
ASCENCION DE GUARAYOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,30.0,149.0,179.0
AYOPAYA (V. DE INDEPENDENCIA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,10.0,11.0
AZURDUY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,35.0,36.0
BELEN DE ANDAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,1.0,1.0
BELLA FLOR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,10.0,17.0,27.0
BERMEJO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,16.0,16.0
BOLPEBRA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,2.0,2.0
BUENA VISTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,24.0,23.0,47.0
CABEZAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,41.0,41.0
CAIROMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,1.0,2.0
CAMARGO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,9.0,60.0,69.0
CAMATAQUI (C. VILLA ABECIA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,6.0,6.0
CAMIRI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,14.0,170.0,184.0
CAPINOTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,10.0,1.0,11.0
CARACOLLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,16.0,20.0,36.0
CARANAVI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,14.0,54.0,68.0
CARAPARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,2.0,4.0
CARMEN RIVERO TORREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,13.0,13.0
CHIMORE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,79.0,79.0
CHULUMANI (V. DE LA LIBERTAD),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,4.0,42.0,46.0
CLIZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,3.0,102.0,105.0
COBIJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,94.0,425.0,519.0
COCAPATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,0.0,1.0
COCHABAMBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,180.0,1217.0,1397.0
COIPASA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,1.0,1.0
COLCAPIRHUA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,13.0,14.0
COLPA BELGICA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,0.0,1.0
COLQUIRI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,3.0,11.0,14.0
COMARAPA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,4.0,8.0,12.0
CONCEPCION,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,54.0,54.0
COPACABANA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,0.0,2.0
CORIPATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,4.0,4.0
CORO CORO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,3.0,12.0,15.0
CORQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,5.0,5.0
COTOCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,5.0,123.0,128.0
CUATRO CAÑADAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,1.0,1.0
CULPINA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,7.0,17.0,24.0
DESAGUADERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,16.0,17.0
EL ALTO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,178.0,1491.0,1669.0
EL CHORO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,0.0,1.0
EL PUENTE(STC),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,22.0,51.0,73.0
EL PUENTE(TJA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,5.0,5.0
EL TORNO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,42.0,309.0,351.0
EL VILLAR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,12.0,24.0,36.0
ENTRE RIOS TRJ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,4.0,27.0,31.0
ENTRE RIOS CBBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,97.0,99.0
ESCOMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,14.0,14.0
EUREKA (SANTOS MERCADO),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,8.0,9.0
FERNANDEZ ALONSO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,7.0,32.0,39.0
FILADELFIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,7.0,8.0
GENERAL SAAVEDRA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,6.0,7.0
GUANAY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,3.0,1.0,4.0
GUAYARAMERIN,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,93.0,236.0,329.0
GUTIERREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,24.0,24.0
HUACARETA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,19.0,19.0
HUACAYA (VILLA DE HUACAYA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,8.0,8.0
HUANUNI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,3.0,69.0,72.0
HUAYLLAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,4.0,4.0
ICLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,59.0,52.0,111.0
INCAHUASI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,24.0,24.0
LA ASUNTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,64.0,64.0
LA GUARDIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,35.0,36.0
LA PAZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,260.0,1079.0,1339.0
LAS CARRERAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,6.0,6.0
LLALLAGUA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,7.0,4.0,11.0
LLICA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,1.0,1.0
MACHACAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,6.0,6.0
MACHARETI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,22.0,22.0
MAIRANA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,15.0,15.0
MAPIRI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,4.0,0.0,4.0
MINEROS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,13.0,13.0
MIZQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,12.0,14.0
MOJOCOYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,11.0,13.0
MONTEAGUDO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,55.0,56.0,111.0
MONTERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,93.0,453.0,546.0
NACEBE (SANTA ROSA DEL ABUNA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,14.0,14.0
NUEVO MANOA (NUEVA ESPERANZA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,4.0,4.0
OMEREQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,1.0,3.0
ORURO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,37.0,788.0,825.0
PADCAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,9.0,60.0,69.0
PADILLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,19.0,19.0
PAILON,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,12.0,120.0,132.0
PAMPA GRANDE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,52.0,52.0
PATACAMAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,11.0,0.0,11.0
POCONA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,6.0,6.0
POROMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,25.0,25.0
PORTACHUELO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,0.0,2.0
PORVENIR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,18.0,20.0
POSTRER VALLE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,5.0,5.0
POTOSI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,101.0,103.0
PRESTO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,32.0,42.0,74.0
PUCARANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,17.0,17.0
PUERTO GONZALO MORENO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,54.0,74.0,128.0
PUERTO QUIJARRO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,12.0,56.0,68.0
PUERTO RICO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,28.0,29.0
PUERTO SUAREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,18.0,20.0
PUERTO VILLARROEL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,32.0,380.0,412.0
PUNA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,34.0,36.0
PUNATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,17.0,180.0,197.0
QUILLACOLLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,19.0,21.0
QUIME,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,11.0,12.0
QUIRUSILLAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,5.0,5.0
REYES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,19.0,20.0
RIBERALTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,15.0,439.0,454.0
ROBORE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,45.0,46.0
RURRENABAQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,43.0,56.0,99.0
SACABA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,9.0,567.0,576.0
SACACA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,2.0,2.0
SALINAS DE GARCI MENDOZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,9.0,9.0
SAMAIPATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,3.0,9.0,12.0
SAN ANDRES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,2.0,2.0
SAN ANTONIO DE LOMERIO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,5.0,6.0
SAN BENITO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,2.0,2.0
SAN BORJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,53.0,54.0
SAN BUENA VENTURA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,3.0,3.0
SAN CARLOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,24.0,24.0,48.0
SAN IGNACIO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,4.0,18.0,22.0
SAN IGNACIO DE VELASCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,39.0,210.0,249.0
SAN JAVIER(STC),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,33.0,35.0
SAN JOSE DE CHIQUITOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,137.0,192.0,329.0
SAN JUAN DE YAPACANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,13.0,14.0
SAN JULIAN,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,6.0,129.0,135.0
SAN LORENZO(TJA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,30.0,31.0
SAN LUCAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,71.0,72.0
SAN MATIAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,3.0,29.0,32.0
SAN MIGUEL DE VELASCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,26.0,26.0
SAN PEDRO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,46.0,48.0
SAN PEDRO DE QUEMES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,4.0,2.0,6.0
SAN RAFAEL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,19.0,19.0
SANTA ANA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,4.0,46.0,50.0
SANTA CRUZ DE LA SIERRA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,319.0,2634.0,2953.0
SANTA ROSA DEL SARA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,25.0,25.0
SENA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,25.0,26.0
SHINAOTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,20.0,119.0,139.0
SIPE SIPE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,54.0,56.0
SOPACHUY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,7.0,38.0,45.0
SORACACHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,11.0,12.0
SUCRE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,75.0,725.0,800.0
TACOBAMBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,13.0,13.0
TAPACARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,23.0,23.0
TARABUCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,36.0,36.0
TARATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,1.0,2.0
TARIJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,62.0,167.0,229.0
TARVITA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,32.0,33.0
TEOPONTE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,21.0,23.0
TIAWANACU,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,31.0,31.0
TIPUANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,2.0,4.0
TIQUIPAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,23.0,237.0,260.0
TOCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,8.0,8.0
TOLATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,60.0,8.0,68.0
TOMAVE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,7.0,7.0
TOMINA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,2.0,2.0
TOTORA(CBBA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,77.0,79.0
TOTORA(ORR),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,1.0,1.0
TRIGAL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,3.0,3.0
TRINIDAD,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,44.0,105.0,149.0
UNCIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,21.0,21.0
URUBICHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,14.0,51.0,65.0
VACAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,6.0,6.0
VALLEGRANDE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,62.0,63.0
VIACHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,17.0,160.0,177.0
VILLA CHARCAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,5.0,38.0,43.0
VILLA MONTES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,55.0,55.0
VILLA NUEVA (LOMA ALTA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,5.0,5.0
VILLA RIVERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,4.0,4.0
VILLA SERRANO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,27.0,27.0
VILLA TUNARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,22.0,373.0,395.0
VILLA VACA GUZMAN (MUYUPAMPA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,2.0,25.0,27.0
VILLAZON,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,3.0,71.0,74.0
VITICHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,4.0,5.0
WARNES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,9.0,338.0,347.0
YACUIBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,27.0,250.0,277.0
YAMPARAEZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,15.0,15.0
YAPACANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,10.0,34.0,44.0
YOTALA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,0.0,13.0,13.0
YUNCHARA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,1.0,11.0,12.0
ZUDAÑEZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-08-01,6.0,18.0,24.0
ACHACACHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,3.0,92.0,95.0
AIQUILE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,6.0,10.0,16.0
ALCALA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,10.0,48.0,58.0
ANCORAIMES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,7.0,7.0
ANTEQUERA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,6.0,7.0
ANZALDO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,0.0,1.0
APOLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,2.0,23.0,25.0
ARANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,0.0,22.0,22.0
ARBIETO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,22.0,23.0
ASCENCION DE GUARAYOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,37.0,199.0,236.0
AYOPAYA (V. DE INDEPENDENCIA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,1.0,23.0,24.0
AZURDUY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-09-01,22.0,39.0,61.0
