,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS,ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,5,1,5,1,6
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,12,2,12,2,14
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,10,11,10,11,21
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,8,6,8,6,14
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,15,7,15,7,22
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,504,101,504,101,605
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,31,0,31,31
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,27,37,27,37,64
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,15,0,15,15
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,4,0,4,0,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,15,4,15,4,19
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,5,13,5,13,18
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,24,1,24,1,25
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,31,7,31,7,38
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,2,0,2,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,50,7,50,7,57
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,1,0,1,0,1
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,1,0,1,0,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,1,0,1,0,1
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,0,23,0,23,23
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,11,2,11,13
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,6,5,6,5,11
TURCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,2,1,2,1,3
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,4,0,4,0,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,13,4,13,4,17
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,15,1,15,1,16
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,58,3,58,3,61
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,28,1,28,1,29
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,32,1,32,1,33
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-11-01,51,10,51,10,61
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,100,0,100,0,100
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,1,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,4,0,4,0,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,1,0,1,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,9,0,9,9
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,2,2,2,2,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,4,0,4,4
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,27,6,27,6,33
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,5,2,5,2,7
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,4,2,4,2,6
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,5,0,5,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,39,3,39,3,42
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,278,1,278,1,279
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,5,0,5,0,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,3,0,3,0,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,5,0,5,5
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,2,0,2,2
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,3,0,3,0,3
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,3,0,3,3
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,3,0,3,3
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,3,8,3,8,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,113,25,113,25,138
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,9,1,9,1,10
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,4,0,4,0,4
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,10,34,10,34,44
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,3,0,3,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,4,0,4,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,1,3,1,3,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,10,12,10,12,22
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,10,0,10,10
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,5,0,5,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,16,3,16,3,19
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,6,37,6,37,43
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,2,0,2,0,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,6,0,6,6
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,25,3,25,3,28
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,4,0,4,0,4
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,15,0,15,0,15
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,9,2,9,2,11
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,3,0,3,0,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,4,0,4,0,4
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,1,0,1,1
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,1,2,1,2,3
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,8,0,8,0,8
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,12,8,12,8,20
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,11,1,11,1,12
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,11,0,11,0,11
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,10,2,10,2,12
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,6,6,6,6,12
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,2,0,2,2
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,3,0,3,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,25,0,25,25
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,10,5,10,5,15
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,22,0,22,0,22
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,4,9,4,9,13
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,5,2,5,2,7
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,8,6,8,6,14
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,1,3,1,3,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,16,2,16,2,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,366,31,366,31,397
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,6,5,6,5,11
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,8,18,8,18,26
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,2,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,13,0,13,0,13
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,3,0,3,0,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,2,11,2,11,13
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,17,12,17,12,29
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,42,3,42,3,45
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,8,0,8,0,8
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,1,7,1,7,8
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,3,0,3,3
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,2,0,2,2
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,10,1,10,1,11
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,2,1,2,1,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,24,3,24,3,27
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,13,5,13,5,18
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,18,1,18,1,19
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,37,0,37,0,37
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,43,98,43,98,141
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2010-12-01,0,3,0,3,3
