,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,1,0,1,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,9,6,9,6,15
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,9,1,9,1,10
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,1,0,1,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,2,2,2,2,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,12,13,12,13,25
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,3,3,3,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,15,14,15,14,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,9,3,9,12
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,11,15,11,15,26
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,15,3,15,18
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,45,53,45,53,98
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,15,12,15,12,27
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,10,9,10,9,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,2,0,2,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,52,12,52,12,64
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,6,3,6,3,9
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,8,0,8,8
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,4,9,4,9,13
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,12,24,12,24,36
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,2,29,2,29,31
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,10,15,10,15,25
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,9,1,9,1,10
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,13,2,13,2,15
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,59,58,59,58,117
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,115,6,115,6,121
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1056,125,1056,125,1181
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,6,3,6,9
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,15,11,15,11,26
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,5,0,5,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,44,48,44,48,92
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,5,5,5,5,10
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,16,0,16,16
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,6,17,6,17,23
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,5,1,5,1,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,9,6,9,6,15
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,15,22,15,22,37
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,14,1,14,1,15
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,26,9,26,9,35
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,17,1,17,18
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,29,7,29,7,36
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,34,51,34,51,85
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,20,18,20,18,38
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,2,7,2,7,9
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,28,13,28,13,41
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,157,30,157,30,187
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,2,3,2,3,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,13,18,13,18,31
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,2,0,2,0,2
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,17,31,17,31,48
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,15,9,15,9,24
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,4,7,4,7,11
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,526,25,526,25,551
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,20,18,20,18,38
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,7,4,7,4,11
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,37,16,37,16,53
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,16,9,16,9,25
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,39,8,39,8,47
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,1,3,1,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,14,3,14,3,17
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,5,3,5,8
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,38,0,38,0,38
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,7,1,7,8
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,5,8,5,8,13
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,10,38,10,38,48
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,15,7,15,7,22
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,18,10,18,10,28
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,4,3,4,7
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,9,9,9,9,18
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,35,20,35,20,55
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,7,11,7,11,18
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,20,4,20,4,24
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,12,3,12,15
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,4,1,4,1,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,316,59,316,59,375
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,22,0,22,22
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,2,3,2,3,5
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,31,26,31,26,57
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,7,17,7,17,24
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,8,20,8,20,28
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,8,5,8,5,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,1,1,1,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,14,15,14,15,29
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,4,6,4,6,10
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,23,13,23,13,36
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,81,4,81,4,85
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,25,16,25,16,41
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,45,3,45,3,48
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,7,2,7,2,9
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,160,24,160,24,184
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,12,1,12,13
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,1,1,1,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,11,30,11,30,41
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,33,2,33,2,35
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,169,39,169,39,208
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,12,4,12,4,16
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,25,6,25,6,31
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,1,3,1,4
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,203,99,203,99,302
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,2,2,2,2,4
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,32,14,32,14,46
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,2,6,2,6,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,5,11,5,11,16
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,10,3,10,3,13
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,9,0,9,0,9
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,24,9,24,9,33
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,2,0,2,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,7,9,7,9,16
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,21,6,21,6,27
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,35,26,35,26,61
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,16,3,16,3,19
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,45,14,45,14,59
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,31,7,31,7,38
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,77,38,77,38,115
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,0,3,0,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,25,3,25,3,28
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,11,9,11,9,20
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,25,8,25,8,33
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,12,7,12,7,19
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,34,30,34,30,64
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,9,15,9,15,24
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,23,12,23,12,35
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,25,71,25,71,96
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,17,18,17,18,35
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,6,14,6,14,20
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,4,0,4,0,4
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,20,5,20,5,25
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,19,47,19,47,66
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,5,0,5,5
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,2,1,2,1,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,5,17,5,17,22
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,12,1,12,13
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,19,1,19,1,20
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,22,0,22,0,22
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1612,191,1612,191,1803
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,20,17,20,17,37
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,17,16,17,16,33
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,7,0,7,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,5,3,5,3,8
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,7,7,7,7,14
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,2,0,2,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,7,8,7,8,15
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,4,1,4,5
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,5,8,5,8,13
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,27,1,27,28
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,36,6,36,6,42
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,25,15,25,15,40
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,5,0,5,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,66,14,66,14,80
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,6,8,6,8,14
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,12,5,12,5,17
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,20,33,20,33,53
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,470,94,470,94,564
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,0,3,0,3
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,8,7,8,7,15
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,11,12,11,12,23
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,9,14,9,14,23
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,3,0,3,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,24,44,24,44,68
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,13,20,13,20,33
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,6,5,6,5,11
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,10,1,10,1,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,302,42,302,42,344
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,12,9,12,9,21
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,7,3,7,3,10
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,7,11,7,11,18
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,11,22,11,22,33
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,11,6,11,6,17
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,109,23,109,23,132
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,26,16,26,16,42
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,0,3,0,3
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,4,0,4,0,4
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,8,1,8,1,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,8,0,8,0,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,11,9,11,9,20
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,5,3,5,3,8
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,16,8,16,8,24
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,16,12,16,12,28
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,8,2,8,2,10
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,115,58,115,58,173
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,58,25,58,25,83
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,4,0,4,0,4
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,11,0,11,11
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,38,17,38,17,55
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,41,5,41,5,46
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,9,0,9,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,43,8,43,8,51
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,1,12,1,12,13
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,37,13,37,13,50
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,77,1,77,1,78
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,0,15,0,15,15
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,15,12,15,12,27
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,43,8,43,8,51
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,8,3,8,3,11
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,15,13,15,13,28
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,109,18,109,18,127
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,6,3,6,9
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,58,15,58,15,73
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,60,7,60,7,67
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,5,11,5,11,16
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,111,20,111,20,131
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,4,3,4,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,103,60,103,60,163
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,14,7,14,7,21
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,12,2,12,2,14
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,87,33,87,33,120
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,8,10,8,10,18
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,15,3,15,18
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,6,11,6,11,17
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-11-01,3,10,3,10,13
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,2,9,2,9,11
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,45,33,45,33,78
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,5,8,5,13
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,24,3,24,3,27
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,4,3,4,7
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,1,1,1,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,10,5,10,5,15
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,6,7,6,13
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,4,0,4,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,0,5,0,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,10,5,10,15
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,1,0,1,1
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,12,5,12,17
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,11,10,11,10,21
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,10,15,10,15,25
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,18,2,18,2,20
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,109,1,109,1,110
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,13,10,13,10,23
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,6,3,6,3,9
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,7,5,7,5,12
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,3,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,18,17,18,17,35
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,10,12,10,12,22
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,20,6,20,6,26
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,7,3,7,10
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,2,0,2,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,6,0,6,6
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,0,5,0,5,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,35,39,35,39,74
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,18,65,18,65,83
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,4,1,4,1,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,3,3,3,3,6
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,1,10,1,10,11
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,5,11,5,11,16
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,24,8,24,8,32
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-12-01,8,14,8,14,22
