,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,4,0,4,0,4
OCURI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,12,25,12,25,37
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,8,0,8,8
ORURO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,555,19,555,19,574
PADCAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,5,2,5,2,7
PADILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,9,6,9,6,15
PALCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,2,28,2,28,30
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,41,33,41,33,74
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,10,0,10,10
PASORAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,2,1,2,1,3
PAZÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,9,6,9,6,15
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,2,0,2,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,10,52,10,52,62
POCONA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,1,26,1,26,27
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,4,23,4,23,27
POOPO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,4,5,4,5,9
PORCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,20,3,20,23
POROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,22,3,22,25
PORONGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,9,7,9,7,16
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,9,0,9,0,9
POTOSI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,416,47,416,47,463
PRESTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,5,8,5,8,13
PUCARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,9,3,9,12
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,12,0,12,12
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,6,19,6,19,25
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,1,1,1,1,2
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,2,0,2,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,1,5,1,5,6
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,92,17,92,17,109
PUNA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,10,30,10,30,40
PUNATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,39,2,39,2,41
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,24,8,24,8,32
QUIME,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,13,0,13,13
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,6,0,6,0,6
RAVELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,5,11,5,11,16
REYES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,90,79,90,79,169
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,15,21,15,21,36
SABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,5,2,5,2,7
SACABA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,120,38,120,38,158
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,8,7,8,7,15
SACACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,16,9,16,9,25
SAIPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,10,0,10,10
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,5,0,5,5
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,6,0,6,6
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,9,10,9,10,19
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,4,3,4,7
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,2,3,2,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,11,7,11,7,18
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,40,39,40,39,79
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,15,1,15,1,16
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,4,6,4,6,10
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,13,0,13,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,41,15,41,15,56
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,3,0,3,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,14,0,14,0,14
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,19,2,19,2,21
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,5,1,5,1,6
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,12,0,12,12
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,6,3,6,3,9
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,36,16,36,16,52
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,12,5,12,5,17
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,14,3,14,3,17
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,10,0,10,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,18,43,18,43,61
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,5,0,5,5
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,4,0,4,0,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,8,0,8,8
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,8,0,8,8
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,8,0,8,8
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,1084,30,1084,30,1114
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,4,6,4,6,10
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,8,0,8,8
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,7,4,7,4,11
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,5,11,5,11,16
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,10,3,10,13
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,1,3,1,3,4
SENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,6,0,6,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,17,7,17,7,24
SICAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,15,0,15,15
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,60,19,60,19,79
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,13,3,13,16
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,24,0,24,24
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,4,0,4,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,382,69,382,69,451
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,2,5,2,5,7
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,9,19,9,19,28
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,11,10,11,10,21
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,16,29,16,29,45
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,14,26,14,26,40
TARACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,3,0,3,3
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,19,3,19,22
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,38,0,38,0,38
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,13,13,13,13,26
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,4,15,4,15,19
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,9,25,9,25,34
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,25,27,25,27,52
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,2,11,2,11,13
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,60,23,60,23,83
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,28,32,28,32,60
TOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,1,7,1,7,8
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,6,3,6,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,10,0,10,0,10
TOMAVE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,26,23,26,23,49
TOMINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,5,17,5,17,22
TORO TORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,19,16,19,16,35
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,6,0,6,6
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,136,12,136,12,148
TUPIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,37,18,37,18,55
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,14,0,14,14
UNCIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,50,15,50,15,65
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,9,1,9,1,10
UYUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,7,0,7,0,7
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,17,0,17,17
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,9,8,9,8,17
VIACHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,4,4,4,4,8
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,6,21,6,21,27
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,50,16,50,16,66
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,0,3,0,3
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,6,21,6,21,27
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,51,11,51,11,62
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,1,4,1,4,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,206,56,206,56,262
VINTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,10,0,10,0,10
VITICHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,18,2,18,2,20
WARNES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,10,0,10,10
YACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,2,0,2,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,119,12,119,12,131
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,7,6,7,6,13
YANACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,5,0,5,0,5
YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,3,9,3,9,12
YOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,2,0,2,0,2
YOTALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,1,13,1,13,14
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,0,12,0,12,12
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-09-01,9,6,9,6,15
ACACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,1,5,1,5,6
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,1,25,1,25,26
AIQUILE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,32,3,32,3,35
ALCALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,4,1,4,1,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,16,0,16,16
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,4,24,4,24,28
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,1,4,1,4,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,2,13,2,13,15
ANZALDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,9,3,9,3,12
APOLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,9,10,9,10,19
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,3,9,3,9,12
ARBIETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,10,0,10,10
ARQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,7,0,7,0,7
ATOCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,11,21,11,21,32
AYATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,2,7,2,7,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,11,21,11,21,32
AZURDUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,3,1,3,1,4
BATALLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,2,2,2,2,4
BAURES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,11,0,11,0,11
BERMEJO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,44,11,44,11,55
BETANZOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,38,42,38,42,80
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,8,0,8,8
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,2,0,2,2
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,3,6,3,6,9
CAIROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,2,0,2,2
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,3,16,3,16,19
CAJUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,20,16,20,16,36
CALACOTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,5,0,5,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,8,0,8,8
CAMARGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,10,2,10,2,12
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,5,1,5,1,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,6,7,6,7,13
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,2,7,2,7,9
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,10,0,10,10
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,32,0,32,0,32
CARANAVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,75,77,75,77,152
CARAPARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,19,12,19,12,31
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,8,28,8,28,36
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,48,23,48,23,71
CHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,4,0,4,4
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,9,0,9,9
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,8,5,8,5,13
CHIMORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,33,11,33,11,44
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,9,21,9,21,30
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,4,2,4,2,6
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,21,24,21,24,45
COBIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,91,16,91,16,107
COCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,5,0,5,5
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,213,0,213,0,213
COIPASA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,2,0,2,2
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,5,8,5,8,13
COLLANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,3,3,3,3,6
COLOMI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,1,6,1,6,7
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,1,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,14,16,14,16,30
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,3,0,3,3
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,12,51,12,51,63
COMANCHE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,9,0,9,9
COMARAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,8,8,8,8,16
COMBAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,3,0,3,3
COPACABANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,2,0,2,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,9,9,9,9,18
CORO CORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,9,0,9,9
COROICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,6,4,6,4,10
CORQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,5,0,5,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,4,23,4,23,27
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,21,17,21,17,38
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,2,0,2,2
CURVA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,10,0,10,10
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,1,1,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,86,0,86,0,86
EL CHORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,15,0,15,15
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,3,7,3,7,10
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,4,3,4,3,7
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,9,0,9,0,9
ESCOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,3,4,3,4,7
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,7,0,7,0,7
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,1,2,1,2,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,7,16,7,16,23
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,9,29,9,29,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,2,0,2,2
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,11,11,11,11,22
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,4,14,4,14,18
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,10,12,10,12,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,2,4,2,4,6
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,37,0,37,0,37
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,1,9,1,9,10
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,7,4,7,4,11
HUMANATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,2,1,2,1,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,2,0,2,2
ICLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,7,0,7,7
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,17,21,17,21,38
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,2,19,2,19,21
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,3,14,3,14,17
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,16,10,16,10,26
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,15,4,15,4,19
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,15,1,15,1,16
LA PAZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,363,21,363,21,384
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,4,7,4,7,11
LAJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,7,12,7,12,19
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,5,34,5,34,39
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,1,2,1,2,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,18,50,18,50,68
LLICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,7,1,7,1,8
LORETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,1,9,1,9,10
LURIBAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,3,0,3,3
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,2,10,2,10,12
MACHARETI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,12,0,12,12
MALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,4,4,4,4,8
MAPIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,22,9,22,9,31
MECAPACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,5,4,5,4,9
MINEROS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,3,0,3,0,3
MIZQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,4,12,4,12,16
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,11,13,11,13,24
MOJINETE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,0,7,0,7,7
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,3,11,3,11,14
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,29,20,29,20,49
MONTERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2010-10-01,65,40,65,40,105
