,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,17,0,17,17
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,18,0,18,0,18
MECAPACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,24,3,24,3,27
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,13,0,13,0,13
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,8,61,8,61,69
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,0,2,0,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,293,32,293,32,325
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,2,0,2,2
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,8,0,8,8
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,11,3,11,3,14
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,2,0,2,2
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,5,0,5,5
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,5,245,5,245,250
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,3,0,3,0,3
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,2,0,2,2
PORCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,16,0,16,16
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,13,11,13,11,24
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,2,0,2,2
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,28,0,28,28
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,3,0,3,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,111,430,111,430,541
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,10,0,10,10
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,30,0,30,0,30
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,33,1,33,1,34
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,66,0,66,66
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,16,4,16,4,20
QUIME,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,10,6,10,6,16
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,1,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,43,85,43,85,128
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,9,7,9,7,16
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,43,30,43,30,73
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,16,0,16,16
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,70,4,70,4,74
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,6,30,6,30,36
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,7,20,7,20,27
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,12,7,12,7,19
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,16,2,16,18
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,11,0,11,11
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,10,0,10,0,10
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,44,82,44,82,126
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,20,10,20,10,30
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,18,6,18,6,24
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,157,145,157,145,302
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,2,0,2,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,7,0,7,7
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,4,12,4,12,16
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,5,1,5,1,6
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,12,7,12,7,19
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,10,11,10,11,21
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,8,6,8,6,14
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,15,7,15,7,22
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,9,0,9,0,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,497,101,497,101,598
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,31,0,31,31
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,30,39,30,39,69
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,3,2,3,5
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,15,0,15,15
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,10,24,10,24,34
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,4,0,4,0,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,2,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,15,4,15,4,19
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,2,0,2,2
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,5,16,5,16,21
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,11,0,11,11
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,62,10,62,10,72
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,9,0,9,9
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,81,0,81,81
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,31,7,31,7,38
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,10,20,10,20,30
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,30,2,30,2,32
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,134,8,134,8,142
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,7,6,7,6,13
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,1,0,1,0,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,1,0,1,0,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,7,0,7,7
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,21,0,21,21
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,3,27,3,27,30
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,6,0,6,6
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,42,55,42,55,97
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,58,27,58,27,85
TURCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,1,2,1,3
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,185,539,185,539,724
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,50,52,50,52,102
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,13,13,13,13,26
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,7,3,7,3,10
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,15,1,15,1,16
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,58,3,58,3,61
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,25,1,25,1,26
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,20,2,20,22
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,32,0,32,0,32
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,51,13,51,13,64
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,12,0,12,12
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,2,20,2,20,22
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,0,1,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-11-01,14,24,14,24,38
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,12,0,12,12
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,11,4,11,4,15
ALALAY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,100,0,100,0,100
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,4,0,4,0,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,6,0,6,6
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,3,2,3,2,5
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,2,2,2,2,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,7,0,7,0,7
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,4,0,4,4
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,25,0,25,0,25
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,5,2,5,2,7
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,4,2,4,2,6
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,5,0,5,5
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,6,7,6,7,13
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,39,3,39,3,42
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,301,1,301,1,302
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,3,0,3,0,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,54,149,54,149,203
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,2,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,6,3,6,3,9
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,3,0,3,3
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,2,0,2,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,3,10,3,10,13
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,18,17,18,17,35
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,9,0,9,9
CURVA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,125,177,125,177,302
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,47,9,47,9,56
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,4,0,4,0,4
ESCOMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,12,1,12,13
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,12,37,12,37,49
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,3,1,3,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,5,12,5,12,17
HUMANATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,3,1,3,4
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,14,2,14,2,16
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,20,32,20,32,52
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,10,0,10,10
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,5,0,5,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,4,0,4,0,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,38,39,38,39,77
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,6,37,6,37,43
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,2,0,2,0,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,3,0,3,0,3
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,7,0,7,7
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,8,0,8,0,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,3,0,3,0,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,24,0,24,0,24
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,2,0,2,2
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,4,0,4,0,4
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,41,0,41,0,41
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,9,2,9,2,11
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,4,0,4,0,4
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,4,1,4,1,5
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,13,219,13,219,232
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,1,1,1,2
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,8,0,8,0,8
POOPO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,3,0,3,0,3
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,107,9,107,9,116
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,69,0,69,69
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,11,1,11,1,12
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,11,0,11,0,11
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,10,2,10,2,12
QUIME,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,14,0,14,14
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,39,1,39,40
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,6,6,6,6,12
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,11,0,11,0,11
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,2,1,2,1,3
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,3,0,3,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,20,20,20,20,40
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,4,2,4,2,6
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,13,5,13,5,18
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,22,0,22,0,22
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,4,9,4,9,13
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,5,2,5,2,7
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,22,57,22,57,79
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,3,1,3,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,16,2,16,2,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,386,32,386,32,418
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,6,5,6,5,11
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,1,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,4,0,4,0,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,8,18,8,18,26
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,2,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,50,0,50,0,50
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,11,0,11,0,11
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,13,19,13,19,32
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,135,43,135,43,178
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,6,1,6,7
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,3,0,3,3
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,2,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,3,8,3,8,11
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,15,10,15,10,25
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,3,0,3,0,3
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,11,1,11,1,12
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,22,13,22,13,35
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,24,3,24,3,27
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,13,5,13,5,18
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,17,0,17,0,17
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,37,0,37,0,37
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,45,149,45,149,194
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,6,0,6,0,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,0,5,0,5,5
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2010-12-01,1,0,1,0,1
