,group,variable,month,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,TOTALES,TOTALES,TOTALES
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2010-10-01,1,0,0,0,1,0,1
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2010-10-01,3,0,0,0,3,0,3
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2010-10-01,107,26,0,0,107,26,133
SAN PEDRO,malaria,numero de muestras hematicas tomadas,2010-10-01,2,0,0,0,2,0,2
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2010-10-01,2,7,0,0,2,7,9
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2010-10-01,14,0,0,0,14,0,14
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2010-10-01,5,2,1,0,6,2,8
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2010-10-01,0,1,0,0,0,1,1
SENA,malaria,numero de muestras hematicas tomadas,2010-10-01,10,10,0,0,10,10,20
SOPACHUY,malaria,numero de muestras hematicas tomadas,2010-10-01,7,20,0,0,7,20,27
TARVITA,malaria,numero de muestras hematicas tomadas,2010-10-01,2,1,0,0,2,1,3
TEOPONTE,malaria,numero de muestras hematicas tomadas,2010-10-01,52,61,0,0,52,61,113
TOMINA,malaria,numero de muestras hematicas tomadas,2010-10-01,2,5,0,0,2,5,7
TORO TORO,malaria,numero de muestras hematicas tomadas,2010-10-01,2,7,0,0,2,7,9
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2010-10-01,0,1,0,0,0,1,1
VILA VILA,malaria,numero de muestras hematicas tomadas,2010-10-01,1,0,0,0,1,0,1
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2010-10-01,45,65,0,0,45,65,110
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2010-10-01,30,0,0,0,30,0,30
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2010-10-01,0,14,0,0,0,14,14
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2010-10-01,9,4,0,0,9,4,13
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2010-10-01,4,1,0,0,4,1,5
WARNES,malaria,numero de muestras hematicas tomadas,2010-10-01,0,2,0,0,0,2,2
YACUIBA,malaria,numero de muestras hematicas tomadas,2010-10-01,198,207,0,0,198,207,405
YAPACANI,malaria,numero de muestras hematicas tomadas,2010-10-01,4,2,0,0,4,2,6
YUNCHARA,malaria,numero de muestras hematicas tomadas,2010-10-01,1,0,0,0,1,0,1
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2010-10-01,1,19,0,0,1,19,20
ACACIO,malaria,numero de muestras hematicas tomadas,2010-11-01,20,0,0,0,20,0,20
AIQUILE,malaria,numero de muestras hematicas tomadas,2010-11-01,3,3,0,0,3,3,6
ALCALA,malaria,numero de muestras hematicas tomadas,2010-11-01,0,6,0,0,0,6,6
AZURDUY,malaria,numero de muestras hematicas tomadas,2010-11-01,10,21,0,0,10,21,31
BAURES,malaria,numero de muestras hematicas tomadas,2010-11-01,16,25,0,0,16,25,41
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2010-11-01,73,35,0,0,73,35,108
BERMEJO,malaria,numero de muestras hematicas tomadas,2010-11-01,31,16,0,0,31,16,47
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2010-11-01,11,10,0,0,11,10,21
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2010-11-01,5,6,0,0,5,6,11
CABEZAS,malaria,numero de muestras hematicas tomadas,2010-11-01,2,2,0,0,2,2,4
CAMIRI,malaria,numero de muestras hematicas tomadas,2010-11-01,10,14,0,0,10,14,24
CARANAVI,malaria,numero de muestras hematicas tomadas,2010-11-01,28,25,0,0,28,25,53
CARAPARI,malaria,numero de muestras hematicas tomadas,2010-11-01,7,3,0,0,7,3,10
CHULUMANI (V. DE LA LIBERTAD),malaria,numero de muestras hematicas tomadas,2010-11-01,2,1,0,0,2,1,3
COBIJA,malaria,numero de muestras hematicas tomadas,2010-11-01,32,33,0,0,32,33,65
COMARAPA,malaria,numero de muestras hematicas tomadas,2010-11-01,1,0,0,0,1,0,1
CONCEPCION,malaria,numero de muestras hematicas tomadas,2010-11-01,30,23,0,0,30,23,53
COROICO,malaria,numero de muestras hematicas tomadas,2010-11-01,1,5,0,0,1,5,6
COTOCA,malaria,numero de muestras hematicas tomadas,2010-11-01,0,1,0,0,0,1,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2010-11-01,137,132,0,0,137,132,269
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2010-11-01,22,28,0,0,22,28,50
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2010-11-01,127,0,0,0,127,0,127
FILADELFIA,malaria,numero de muestras hematicas tomadas,2010-11-01,129,0,0,0,129,0,129
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2010-11-01,0,3,0,0,0,3,3
GUANAY,malaria,numero de muestras hematicas tomadas,2010-11-01,18,9,0,0,18,9,27
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2010-11-01,976,730,62,50,1038,780,1818
HUACARETA,malaria,numero de muestras hematicas tomadas,2010-11-01,1,0,0,0,1,0,1
ICLA,malaria,numero de muestras hematicas tomadas,2010-11-01,10,6,0,0,10,6,16
INCAHUASI,malaria,numero de muestras hematicas tomadas,2010-11-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2010-11-01,65,0,0,0,65,0,65
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2010-11-01,9,7,0,0,9,7,16
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2010-11-01,6,6,0,0,6,6,12
LA PAZ,malaria,numero de muestras hematicas tomadas,2010-11-01,24,8,23,5,47,13,60
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2010-11-01,16,15,0,0,16,15,31
MACHARETI,malaria,numero de muestras hematicas tomadas,2010-11-01,3,0,0,0,3,0,3
MAGDALENA,malaria,numero de muestras hematicas tomadas,2010-11-01,1,4,0,0,1,4,5
MAIRANA,malaria,numero de muestras hematicas tomadas,2010-11-01,0,1,0,0,0,1,1
MAPIRI,malaria,numero de muestras hematicas tomadas,2010-11-01,0,1,0,0,0,1,1
MIZQUE,malaria,numero de muestras hematicas tomadas,2010-11-01,2,2,0,0,2,2,4
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2010-11-01,46,35,0,0,46,35,81
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2010-11-01,173,0,0,0,173,0,173
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2010-11-01,85,77,0,0,85,77,162
PADCAYA,malaria,numero de muestras hematicas tomadas,2010-11-01,17,10,0,0,17,10,27
PADILLA,malaria,numero de muestras hematicas tomadas,2010-11-01,5,2,0,0,5,2,7
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2010-11-01,44,29,0,0,44,29,73
PORONGO,malaria,numero de muestras hematicas tomadas,2010-11-01,4,6,0,0,4,6,10
PORTACHUELO,malaria,numero de muestras hematicas tomadas,2010-11-01,0,1,0,1,0,2,2
PORVENIR,malaria,numero de muestras hematicas tomadas,2010-11-01,219,0,0,0,219,0,219
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2010-11-01,62,22,0,0,62,22,84
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2010-11-01,538,132,0,0,538,132,670
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2010-11-01,2,2,0,0,2,2,4
REYES,malaria,numero de muestras hematicas tomadas,2010-11-01,0,3,0,0,0,3,3
RIBERALTA,malaria,numero de muestras hematicas tomadas,2010-11-01,997,766,19,8,1016,774,1790
SAIPINA,malaria,numero de muestras hematicas tomadas,2010-11-01,62,46,0,0,62,46,108
SAN BORJA,malaria,numero de muestras hematicas tomadas,2010-11-01,20,7,0,0,20,7,27
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2010-11-01,2,0,0,0,2,0,2
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2010-11-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2010-11-01,46,44,0,0,46,44,90
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2010-11-01,4,2,0,0,4,2,6
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2010-11-01,10,30,0,0,10,30,40
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2010-11-01,3,1,0,0,3,1,4
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2010-11-01,436,18,0,0,436,18,454
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2010-11-01,1,0,0,0,1,0,1
SAN MIGUEL DE VELASCO,malaria,numero de muestras hematicas tomadas,2010-11-01,9,5,0,0,9,5,14
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2010-11-01,23,42,0,0,23,42,65
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2010-11-01,42,0,0,0,42,0,42
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2010-11-01,3,2,0,0,3,2,5
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2010-11-01,11,5,0,0,11,5,16
SENA,malaria,numero de muestras hematicas tomadas,2010-11-01,193,0,0,0,193,0,193
SOPACHUY,malaria,numero de muestras hematicas tomadas,2010-11-01,9,23,0,0,9,23,32
TEOPONTE,malaria,numero de muestras hematicas tomadas,2010-11-01,26,23,0,0,26,23,49
TOMINA,malaria,numero de muestras hematicas tomadas,2010-11-01,3,0,0,0,3,0,3
TORO TORO,malaria,numero de muestras hematicas tomadas,2010-11-01,12,16,0,0,12,16,28
VILA VILA,malaria,numero de muestras hematicas tomadas,2010-11-01,0,0,1,0,1,0,1
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2010-11-01,6,14,0,0,6,14,20
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2010-11-01,94,70,0,0,94,70,164
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2010-11-01,52,0,0,0,52,0,52
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2010-11-01,0,1,0,0,0,1,1
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2010-11-01,3,5,0,0,3,5,8
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2010-11-01,1,0,0,0,1,0,1
WARNES,malaria,numero de muestras hematicas tomadas,2010-11-01,1,2,0,0,1,2,3
YACUIBA,malaria,numero de muestras hematicas tomadas,2010-11-01,104,72,0,0,104,72,176
YAPACANI,malaria,numero de muestras hematicas tomadas,2010-11-01,0,1,0,0,0,1,1
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2010-11-01,1,4,0,0,1,4,5
AIQUILE,malaria,numero de muestras hematicas tomadas,2010-12-01,2,2,0,0,2,2,4
ALCALA,malaria,numero de muestras hematicas tomadas,2010-12-01,0,2,0,0,0,2,2
AZURDUY,malaria,numero de muestras hematicas tomadas,2010-12-01,1,2,0,0,1,2,3
BAURES,malaria,numero de muestras hematicas tomadas,2010-12-01,23,24,0,0,23,24,47
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2010-12-01,45,0,0,0,45,0,45
BERMEJO,malaria,numero de muestras hematicas tomadas,2010-12-01,16,12,0,0,16,12,28
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2010-12-01,20,16,0,0,20,16,36
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2010-12-01,3,1,0,0,3,1,4
CABEZAS,malaria,numero de muestras hematicas tomadas,2010-12-01,4,0,0,0,4,0,4
CAMIRI,malaria,numero de muestras hematicas tomadas,2010-12-01,1,4,0,0,1,4,5
CARANAVI,malaria,numero de muestras hematicas tomadas,2010-12-01,69,49,0,0,69,49,118
CARAPARI,malaria,numero de muestras hematicas tomadas,2010-12-01,11,6,0,0,11,6,17
COBIJA,malaria,numero de muestras hematicas tomadas,2010-12-01,128,60,0,0,128,60,188
COMARAPA,malaria,numero de muestras hematicas tomadas,2010-12-01,1,0,0,0,1,0,1
COROICO,malaria,numero de muestras hematicas tomadas,2010-12-01,14,18,0,0,14,18,32
COTOCA,malaria,numero de muestras hematicas tomadas,2010-12-01,1,0,0,0,1,0,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2010-12-01,133,153,0,0,133,153,286
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2010-12-01,57,45,0,0,57,45,102
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2010-12-01,150,65,0,0,150,65,215
FILADELFIA,malaria,numero de muestras hematicas tomadas,2010-12-01,93,14,0,0,93,14,107
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2010-12-01,2,0,0,0,2,0,2
GUANAY,malaria,numero de muestras hematicas tomadas,2010-12-01,35,49,0,0,35,49,84
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2010-12-01,1272,907,7,80,1279,987,2266
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2010-12-01,4,1,0,0,4,1,5
HUACARETA,malaria,numero de muestras hematicas tomadas,2010-12-01,1,0,0,0,1,0,1
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2010-12-01,63,0,0,0,63,0,63
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2010-12-01,7,3,0,0,7,3,10
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2010-12-01,8,4,0,0,8,4,12
LA PAZ,malaria,numero de muestras hematicas tomadas,2010-12-01,10,13,10,13,20,26,46
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2010-12-01,2,5,0,0,2,5,7
MAGDALENA,malaria,numero de muestras hematicas tomadas,2010-12-01,25,12,0,0,25,12,37
MAPIRI,malaria,numero de muestras hematicas tomadas,2010-12-01,8,5,0,0,8,5,13
MIZQUE,malaria,numero de muestras hematicas tomadas,2010-12-01,7,1,0,1,7,2,9
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2010-12-01,36,25,0,0,36,25,61
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2010-12-01,90,23,0,0,90,23,113
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2010-12-01,142,109,0,0,142,109,251
PADCAYA,malaria,numero de muestras hematicas tomadas,2010-12-01,7,1,0,0,7,1,8
PADILLA,malaria,numero de muestras hematicas tomadas,2010-12-01,8,7,0,0,8,7,15
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2010-12-01,81,53,0,0,81,53,134
POROMA,malaria,numero de muestras hematicas tomadas,2010-12-01,5,7,0,0,5,7,12
PORONGO,malaria,numero de muestras hematicas tomadas,2010-12-01,10,13,0,0,10,13,23
PORTACHUELO,malaria,numero de muestras hematicas tomadas,2010-12-01,1,1,1,1,2,2,4
PORVENIR,malaria,numero de muestras hematicas tomadas,2010-12-01,145,149,0,0,145,149,294
POSTRER VALLE,malaria,numero de muestras hematicas tomadas,2010-12-01,6,9,0,0,6,9,15
PRESTO,malaria,numero de muestras hematicas tomadas,2010-12-01,12,14,0,0,12,14,26
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2010-12-01,63,24,0,0,63,24,87
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2010-12-01,524,74,0,0,524,74,598
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2010-12-01,3,1,0,0,3,1,4
REYES,malaria,numero de muestras hematicas tomadas,2010-12-01,6,5,0,0,6,5,11
RIBERALTA,malaria,numero de muestras hematicas tomadas,2010-12-01,2881,2066,176,144,3057,2210,5267
SAIPINA,malaria,numero de muestras hematicas tomadas,2010-12-01,75,69,0,0,75,69,144
SAN BORJA,malaria,numero de muestras hematicas tomadas,2010-12-01,5,6,0,0,5,6,11
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2010-12-01,5,6,0,0,5,6,11
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2010-12-01,23,23,0,0,23,23,46
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2010-12-01,0,0,2,1,2,1,3
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2010-12-01,25,50,0,0,25,50,75
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2010-12-01,3,6,0,0,3,6,9
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2010-12-01,239,0,0,0,239,0,239
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2010-12-01,1,0,0,0,1,0,1
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2010-12-01,80,20,0,0,80,20,100
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2010-12-01,16,9,0,0,16,9,25
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2010-12-01,7,0,0,0,7,0,7
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2010-12-01,12,14,0,0,12,14,26
SENA,malaria,numero de muestras hematicas tomadas,2010-12-01,112,124,0,0,112,124,236
SHINAOTA,malaria,numero de muestras hematicas tomadas,2010-12-01,2,0,0,0,2,0,2
SOPACHUY,malaria,numero de muestras hematicas tomadas,2010-12-01,4,15,0,0,4,15,19
TARVITA,malaria,numero de muestras hematicas tomadas,2010-12-01,1,0,0,0,1,0,1
TEOPONTE,malaria,numero de muestras hematicas tomadas,2010-12-01,34,31,0,0,34,31,65
TOMINA,malaria,numero de muestras hematicas tomadas,2010-12-01,3,3,0,0,3,3,6
TORO TORO,malaria,numero de muestras hematicas tomadas,2010-12-01,3,3,0,0,3,3,6
VILA VILA,malaria,numero de muestras hematicas tomadas,2010-12-01,0,0,1,0,1,0,1
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2010-12-01,58,43,0,0,58,43,101
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2010-12-01,65,15,0,0,65,15,80
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2010-12-01,5,8,0,0,5,8,13
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2010-12-01,6,3,1,0,7,3,10
WARNES,malaria,numero de muestras hematicas tomadas,2010-12-01,1,0,0,0,1,0,1
YACUIBA,malaria,numero de muestras hematicas tomadas,2010-12-01,64,94,0,0,64,94,158
YAPACANI,malaria,numero de muestras hematicas tomadas,2010-12-01,2,0,0,0,2,0,2
