,group,variable,month,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,TOTALES
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,19,67,86
ENTRE RIOS TRJ,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,5,5
ESCOMA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,1,11,12
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2013-12-01,15,78,93
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2013-12-01,11,22,33
HUARACAJE,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,1,1
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2013-12-01,1560,1988,3548
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,4,30,34
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,1,1
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,3,24,27
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,8,32,40
MONTERO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,54,85,139
ORURO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,285,581,866
PADILLA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,17,28,45
PAILON,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,1,1
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,5,20,25
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,16,22,38
POTOSI,cirugias y anestesias,anestesias generales y regionales,2013-12-01,128,137,265
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2013-12-01,6,39,45
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2013-12-01,9,19,28
PUNATA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,28,40,68
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,12,65,77
REYES,cirugias y anestesias,anestesias generales y regionales,2013-12-01,2,6,8
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,34,164,198
ROBORE,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,2,2
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2013-12-01,3,7,10
SACABA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,36,85,121
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,7,7
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,5,35,40
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,3,3
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2013-12-01,1,6,7
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,11,49,60
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,10,10
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2013-12-01,2,11,13
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2013-12-01,9,10,19
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2013-12-01,2,12,14
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2013-12-01,3,4,7
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2013-12-01,13,1,14
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,3,3
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2013-12-01,3,4,7
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,1,16,17
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,1594,2383,3977
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,2,0,2
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,0,18,18
SUCRE,cirugias y anestesias,anestesias generales y regionales,2013-12-01,491,658,1149
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,2,5,7
TARIJA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,237,482,719
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,1,38,39
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2013-12-01,87,216,303
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,22,34,56
UNCIA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,12,19,31
UYUNI,cirugias y anestesias,anestesias generales y regionales,2013-12-01,5,25,30
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2013-12-01,20,20,40
VIACHA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,15,31,46
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2013-12-01,20,59,79
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2013-12-01,9,48,57
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2013-12-01,51,97,148
VINTO,cirugias y anestesias,anestesias generales y regionales,2013-12-01,10,10,20
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,76,102,178
YOTALA,cirugias y anestesias,anestesias generales y regionales,2013-12-01,3,5,8
