,group,variable,month,CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,TOTALES
COROICO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,5,10,15
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,7,7
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,414,810,1224
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,19,67,86
ENTRE RIOS TRJ,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,5,5
ESCOMA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,1,11,12
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,15,78,93
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,11,22,33
HUARACAJE,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,1,1
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,1417,1852,3269
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,4,30,34
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,3,24,27
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,6,23,29
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,54,85,139
ORURO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,285,581,866
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,17,28,45
PAILON,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,1,1
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,5,20,25
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,13,20,33
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,94,105,199
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,6,25,31
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,9,19,28
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,28,40,68
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,12,65,77
REYES,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,2,6,8
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,34,164,198
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,2,2
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,3,7,10
SACABA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,19,56,75
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,7,7
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,5,35,40
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,3,3
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,1,6,7
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,11,49,60
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,10,10
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,2,11,13
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,9,10,19
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,2,12,14
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,2,1,3
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,10,0,10
SAN RAMON BENI,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,3,3
SAN RAMON SCZ,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,3,4,7
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,1,16,17
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,1531,2383,3914
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,2,0,2
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,0,18,18
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,431,597,1028
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,2,5,7
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,229,472,701
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,1,38,39
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,87,214,301
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,22,34,56
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,12,19,31
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,5,25,30
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,7,7,14
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,15,31,46
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,11,44,55
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,9,48,57
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,9,27,36
VINTO,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,10,10,20
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2013-12-01,76,102,178
