,group,variable,month,TOTAL 18.5 DPT 3RA DOSIS CANTIDAD,TOTAL 18.5 DPT 3RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,2,3,2,3,5
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,2,1,2,1,3
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,1,0,1,0,1
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,89,13,89,13,102
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,1,1,1,1,2
SENA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,1,1,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,1,1,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,3,2,3,2,5
SORATA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,14,1,14,1,15
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,5,1,5,1,6
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,4,1,4,1,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,5,1,5,1,6
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,7,0,7,0,7
YACO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,0,4,0,4,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,0,2,0,2,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-10-01,1,3,1,3,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,8,2,8,2,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,0,1,0,1,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,2,1,2,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,2,2,2,2,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,1,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,16,2,16,2,18
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,0,1,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,0,1,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,2,0,2,0,2
COROICO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,3,1,3,1,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,17,11,17,11,28
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,3,1,3,1,4
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,3,0,3,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,5,1,5,1,6
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,0,2,0,2,2
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,1,1,1,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,24,2,24,2,26
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,3,0,3,0,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,2,0,2,0,2
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,20,2,20,2,22
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,0,1,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,3,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,6,0,6,0,6
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,19,0,19,0,19
PUNATA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,2,2,2,2,4
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,5,2,5,2,7
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,4,4,4,4,8
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,67,25,67,25,92
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,9,0,9,0,9
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,6,0,6,0,6
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,0,1,0,1,1
SICAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,4,0,4,0,4
SORATA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,13,1,13,1,14
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,2,1,2,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,4,1,4,1,5
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,2,0,2,0,2
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,2,1,2,1,3
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,1,1,1,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,1,1,1,2
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,3,0,3,0,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,2,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-11-01,1,2,1,2,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,1,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,0,2,0,2,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,1,2,1,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,22,0,22,0,22
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,0,2,0,2
COLLANA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,1,1,1,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,0,2,0,2
COROICO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,3,0,3,0,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
CURVA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,19,11,19,11,30
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,9,0,9,0,9
MINEROS,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,6,1,6,1,7
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,14,2,14,2,16
PADILLA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,7,1,7,1,8
PRESTO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,3,0,3,0,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,10,1,10,11
REYES,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,1,2,1,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,3,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,5,0,5,0,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,4,5,4,5,9
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,121,14,121,14,135
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,0,2,0,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,0,2,0,2
SORATA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,3,1,3,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,3,5,3,5,8
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,3,2,3,2,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,1,2,1,3
UMALA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,2,2,2,4
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,3,1,3,1,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,2,1,2,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,0,2,0,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 3ra dosis,2014-12-01,2,1,2,1,3
