,group,variable,month,TOTAL 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTAL 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,0,1,0,1,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,0,10,0,10,10
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,0,15,0,15,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,5,1,5,1,6
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,36,12,36,12,48
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1,0,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,2,3,2,3,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,0,1,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,22,0,22,0,22
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,0,1,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,3,1,3,1,4
YACO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,0,10,0,10,10
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,0,1,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,2,1,2,1,3
YOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-05-01,5,0,5,0,5
ACACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,5,0,5,5
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,2,0,2,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,4,0,4,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,18,0,18,0,18
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,1,1,1,2
ARQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,1,2,1,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,11,0,11,11
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,2,2,2,4
AYATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,3,2,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,118,5,118,5,123
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,20,2,20,22
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,2,0,2,2
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,17,7,17,7,24
CAIROMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,3,1,3,1,4
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,3,1,3,4
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,36,0,36,0,36
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,3,5,3,5,8
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2,0,2
CHUMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,3,2,3,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,2,0,2,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,3,9,3,9,12
CLIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,112,3,112,3,115
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,2,1,2,3
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,6,0,6,0,6
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,7,2,7,9
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,7,2,7,9
CUEVO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,2,0,2,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,0,4,0,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,24,14,24,14,38
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,3,1,3,1,4
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,1,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,11,1,11,1,12
GUANAY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,5,1,5,1,6
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,3,1,3,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,3,1,3,1,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,5,2,5,2,7
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,7,0,7,0,7
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,0,4,0,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,1,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,85,1,85,1,86
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2,0,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,6,0,6,0,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,5,4,5,4,9
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,2,0,2,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,71,2,71,2,73
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,12,2,12,14
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,7,1,7,1,8
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,1,2,1,3
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,13,13,13,13,26
PALCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,11,0,11,0,11
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,1,4,1,5
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,3,0,3,0,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,8,2,8,2,10
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
POROMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,5,0,5,0,5
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,10,3,10,3,13
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,5,0,5,0,5
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,6,7,6,7,13
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,19,6,19,6,25
QUIME,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,10,1,10,11
REYES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,60,13,60,13,73
ROBORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,33,4,33,4,37
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,2,0,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2,0,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,3,4,3,7
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,6,0,6,0,6
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,16,2,16,2,18
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,5,0,5,0,5
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,8,8,8,8,16
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,3,0,3,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,16,0,16,0,16
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,12,8,12,8,20
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,2,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,11,16,11,16,27
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,15,2,15,17
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,187,9,187,9,196
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,2,1,2,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,5,1,5,6
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,1,4,1,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,3,1,3,1,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,8,7,8,7,15
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,3,4,3,7
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,9,1,9,1,10
SORATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,7,2,7,2,9
TACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2,0,2
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2,0,2
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,7,9,7,9,16
TARIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2,0,2
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,5,0,5,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,5,0,5,0,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,2,1,2,3
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,6,0,6,6
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,0,1,0,1,1
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,0,4,0,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,20,23,20,23,43
UMALA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,4,4,4,8
UYUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2,0,2
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,0,4,0,4
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,2,4,2,6
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,8,1,8,9
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,0,4,0,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,27,0,27,0,27
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,2,4,2,4,6
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,4,5,4,5,9
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-06-01,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,1,1,1,2
ALALAY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,1,0,1,1
APOLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,16,1,16,1,17
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,2,0,2,2
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,1,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,13,25,13,25,38
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,2,1,2,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,4,24,4,24,28
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,10,7,10,7,17
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,4,1,4,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,2,0,2,2
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,12,0,12,0,12
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,2,1,2,3
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,6,0,6,0,6
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,6,0,6,0,6
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,38,1,38,1,39
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,6,3,6,9
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,2,3,2,5
CHUMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,7,5,7,5,12
COBIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,1,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,110,9,110,9,119
COLOMI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,1,3,1,4
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,6,0,6,0,6
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,4,2,4,2,6
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,7,1,7,1,8
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,1,1,1,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,4,0,4,0,4
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,1,3,1,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,2,2,2,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,29,22,29,22,51
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,0,3,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,18,5,18,5,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,7,3,7,10
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,2,3,2,5
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,10,2,10,2,12
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,2,1,2,1,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,2,1,2,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,0,7,0,7,7
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,3,1,3,1,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-07-01,173,2,173,2,175
