,group,variable,month,TOTAL 18.3 DPT 1RA DOSIS CANTIDAD,TOTAL 18.3 DPT 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,65,1,65,1,66
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,6,0,6,0,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,5,4,5,4,9
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,3,0,3,0,3
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,2,0,2,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,71,2,71,2,73
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,12,2,12,14
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,1,4,1,5
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,1,2,1,3
PAILON,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,13,13,13,13,26
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,11,0,11,0,11
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,1,4,1,5
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,3,0,3,0,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,8,2,8,2,10
POROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,5,0,5,0,5
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,11,2,11,2,13
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,5,0,5,0,5
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,6,7,6,7,13
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,19,6,19,6,25
QUIME,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,10,1,10,11
REYES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,61,13,61,13,74
ROBORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,3,1,3,4
SABAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,33,4,33,4,37
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,2,0,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,0,2,0,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,3,4,3,7
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,6,0,6,0,6
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,21,2,21,2,23
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,3,0,3,0,3
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,8,8,8,8,16
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,3,0,3,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,16,0,16,0,16
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,12,11,12,11,23
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,2,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,11,16,11,16,27
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,15,2,15,17
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,130,8,130,8,138
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,2,1,2,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,5,1,5,6
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,1,4,1,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,18,15,18,15,33
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,3,1,3,1,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,8,7,8,7,15
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,10,3,10,3,13
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,9,1,9,1,10
SORATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,17,2,17,2,19
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,9,9,9,9,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,1,2,1,3
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,2,0,2,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,5,0,5,0,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,2,1,2,3
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,2,0,2,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,0,1,0,1,1
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,0,4,0,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,20,23,20,23,43
UMALA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,4,4,4,8
UYUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,0,2,0,2
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,0,4,0,4
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,2,4,2,6
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,8,1,8,9
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,0,4,0,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,27,0,27,0,27
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,2,4,2,4,6
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,4,5,4,5,9
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-06-01,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,1,1,1,2
ALALAY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,16,1,16,1,17
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,2,0,2,2
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,1,0,1,1
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,1,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,13,25,13,25,38
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,2,1,2,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,4,24,4,24,28
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,10,7,10,7,17
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,4,1,4,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,2,0,2,2
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,12,0,12,0,12
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,2,1,2,3
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,4,0,4,0,4
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,8,0,8,0,8
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,6,0,6,0,6
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,38,1,38,1,39
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,6,3,6,9
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,2,3,2,5
CHUMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,7,5,7,5,12
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,1,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,151,1,151,1,152
COLOMI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,1,3,1,4
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,4,2,4,2,6
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,1,1,1,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,4,0,4,0,4
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,1,3,1,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,2,2,2,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,29,13,29,13,42
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,0,3,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,18,5,18,5,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,7,3,7,10
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,2,3,2,5
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,10,2,10,2,12
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,1,2,1,3
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,7,0,7,7
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,1,3,1,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,124,4,124,4,128
LAJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,3,1,3,4
MALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,3,0,3,3
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,6,2,6,8
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,5,2,5,7
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,3,0,3,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,75,7,75,7,82
OCURI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,4,0,4,4
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,4,1,4,1,5
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,0,2,0,2
PAILON,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,13,0,13,0,13
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,15,0,15,0,15
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,1,2,1,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,4,1,4,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,6,0,6,0,6
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
POROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,1,1,1,2
PORONGO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,3,2,3,5
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,28,5,28,5,33
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,15,0,15,0,15
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,6,0,6,0,6
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,0,2,0,2
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,14,9,14,9,23
RAVELO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,2,0,2,2
REYES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,5,0,5,0,5
ROBORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,17,3,17,3,20
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,2,1,2,3
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,10,0,10,0,10
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,26,2,26,2,28
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,14,0,14,0,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,8,0,8,0,8
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,17,17,17,17,34
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,7,2,7,2,9
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,4,5,4,5,9
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,3,3,3,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,284,11,284,11,295
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,7,0,7,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,1,2,1,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,4,3,4,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,6,3,6,3,9
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,7,0,7,7
SENA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,17,6,17,6,23
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,8,17,8,17,25
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,7,5,7,5,12
SICAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,5,0,5,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,0,2,0,2
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,3,3,3,3,6
SORATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,20,7,20,7,27
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,5,0,5,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,17,4,17,4,21
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,12,3,12,3,15
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,4,0,4,0,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,4,0,4,0,4
TOMINA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,1,1,1,2
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,0,6,0,6,6
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,16,2,16,2,18
UMALA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,4,18,4,18,22
UNCIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,8,0,8,0,8
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,1,2,1,3
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,25,3,25,3,28
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,2,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,35,0,35,0,35
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,24,0,24,0,24
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,4,4,4,4,8
YOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-07-01,5,0,5,0,5
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,1,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,17,0,17,0,17
ARQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,7,0,7,0,7
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,6,1,6,1,7
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,1,1,1,2
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,1,2,1,3
AYATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,3,3,3,3,6
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,8,2,8,2,10
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,2,2,2,2,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,17,11,17,11,28
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-08-01,1,3,1,3,4
