,group,variable,month,TOTAL 18.9 ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTAL 18.9 ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,4,0,4,0,4
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,7,2,7,2,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,3,0,3,0,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-09-01,2,0,2,0,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,1,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,1,1,1,2
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,2,0,2,2
BATALLAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,3,0,3,0,3
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,6,0,6,0,6
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,4,0,4,4
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,3,0,3,3
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,3,5,3,5,8
COBIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,3,1,3,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,24,0,24,0,24
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,4,0,4,0,4
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,1,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,4,0,4,0,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,46,18,46,18,64
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,2,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
GUAQUI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,6,1,6,1,7
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,2,0,2,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,1,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,57,1,57,1,58
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,2,0,2,0,2
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,4,1,4,1,5
MINEROS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,3,0,3,0,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,2,10,2,10,12
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,13,11,13,11,24
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
PALCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,1,1,1,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,1,0,1,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,9,0,9,0,9
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,1,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,5,0,5,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,2,3,2,3,5
ROBORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,5,1,5,1,6
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
SACACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,1,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,3,0,3,0,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,3,1,3,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,3,0,3,0,3
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,2,0,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,85,13,85,13,98
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,1,1,1,2
SENA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,2,1,2,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,3,2,3,2,5
SORATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,14,0,14,0,14
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,5,1,5,1,6
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,4,1,4,1,5
UMALA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,5,1,5,1,6
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,7,0,7,0,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,2,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-10-01,1,3,1,3,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,1,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,0,1,0,1,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,2,1,2,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,23,1,23,1,24
COBIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,12,1,12,1,13
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,34,2,34,2,36
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,0,1,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,0,1,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,2,0,2,0,2
COROICO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,3,1,3,1,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,32,22,32,22,54
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,3,1,3,1,4
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,3,0,3,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,2,0,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,4,1,4,1,5
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,0,2,0,2,2
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,1,1,1,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,15,2,15,2,17
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,3,0,3,0,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,2,0,2,0,2
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,20,2,20,2,22
PADILLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,3,0,3,0,3
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,2,0,2,0,2
PALCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,0,1,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,3,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,4,0,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,19,0,19,0,19
PUNATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,2,2,2,2,4
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,5,1,5,1,6
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,3,4,3,4,7
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,68,25,68,25,93
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,9,0,9,0,9
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,6,0,6,0,6
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,0,1,0,1,1
SICAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,3,0,3,0,3
SORATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,3,2,3,2,5
TARIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,2,1,2,1,3
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,3,1,3,1,4
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,1,1,1,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,2,1,2,1,3
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,5,0,5,0,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,2,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-11-01,1,2,1,2,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,1,1,1,2
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,2,1,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,2,1,2,1,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,22,0,22,0,22
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,2,0,2,0,2
COLLANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,1,1,1,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,3,0,3,0,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
CURVA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,19,12,19,12,31
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,2,1,2,1,3
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,8,0,8,0,8
MINEROS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,13,2,13,2,15
PADILLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,4,1,4,1,5
PRESTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,3,0,3,0,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,0,10,0,10,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
REYES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,2,1,2,1,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,3,0,3,0,3
ROBORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,5,0,5,0,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,4,5,4,5,9
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,5,0,5,0,5
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 3ra dosis,2014-12-01,1,0,1,0,1
