,group,variable,month,TOTAL Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
ARANI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
ARBIETO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,46,46
ARQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,6,6
ASCENCION DE GUARAYOS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,130,130
AYOPAYA (V. DE INDEPENDENCIA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,34,34
AZURDUY,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,21,21
BELLA FLOR,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,11,11
BERMEJO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,26,26
BETANZOS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,37,37
BOLIVAR,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,11,11
BOLPEBRA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
BOYUIBE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,13,13
BUENA VISTA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
CABEZAS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,44,44
"CAIZA ""D""",vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,20,20
CALAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,17,17
CAMARGO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,34,34
CAMIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,215,215
CAPINOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,62,62
CARACOLLO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
CARANAVI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,140,140
CARAPARI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,46,46
CARIPUYO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,9,9
CARMEN RIVERO TORREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,20,20
CHALLAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,136,136
CHAQUI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,9,9
CHARAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,88,88
CHAYANTA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,5,5
CHIMORE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,68,68
CHIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,45,45
CHUMA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,17,17
CKOCHAS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
CLIZA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,90,90
COBIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,207,207
COCAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,7,7
COCHABAMBA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1276,1276
COIPASA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
COLCAPIRHUA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,110,110
"COLCHA ""K""",vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
COLOMI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,20,20
COLPA BELGICA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,9,9
COMARAPA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,49,49
COROICO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,10,10
CORQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,13,13
COTAGAITA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
COTOCA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,249,249
CUATRO CAÑADAS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,112,112
CULPINA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,20,20
EL ALTO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1926,1926
EL PUENTE(STC),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,24,24
EL PUENTE(TJA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,17,17
EL TORNO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,217,217
EL VILLAR,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,5,5
ENTRE RIOS TRJ,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
ENTRE RIOS CBBA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,33,33
ESCOMA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,19,19
EUCALIPTUS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,3,3
EUREKA (SANTOS MERCADO),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
FERNANDEZ ALONSO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
FILADELFIA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,29,29
GENERAL SAAVEDRA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,42,42
GUAYARAMERIN,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,162,162
GUTIERREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,22,22
HUACARETA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,8,8
HUACAYA (VILLA DE HUACAYA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,6,6
HUANUNI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,73,73
ICLA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,15,15
INCAHUASI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,15,15
INGAVI (HUMAITA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,9,9
IRUPANA (VILLA DE LANZA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,24,24
JESUS DE MACHACA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
LA ASUNTA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,103,103
LA GUARDIA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,201,201
LA PAZ,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1710,1710
LAGUNILLAS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,11,11
LAJA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,3,3
LAS CARRERAS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,7,7
LLALLAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,221,221
MACHACAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,11,11
MACHARETI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,20,20
MAIRANA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,33,33
MAPIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,46,46
MIZQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,69,69
MOJOCOYA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,13,13
MONTEAGUDO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,71,71
MONTERO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,848,848
MOROCHATA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,22,22
NACEBE (SANTA ROSA DEL ABUNA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,5,5
OCURI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,14,14
OMEREQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,3,3
ORURO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,983,983
PADCAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,22,22
PADILLA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,17,17
PAILON,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,89,89
PAMPA GRANDE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,26,26
PASORAPA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,4,4
POCOATA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
POJO (CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,4,4
POOPO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,14,14
PORCO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,26,26
POROMA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,19,19
PORONGO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,31,31
PORTACHUELO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,108,108
PORVENIR,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,18,18
POSTRER VALLE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
POTOSI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,484,484
PRESTO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,5,5
PUERTO GONZALO MORENO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,10,10
PUERTO QUIJARRO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
PUERTO RICO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,28,28
PUERTO SUAREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,62,62
PUERTO VILLARROEL,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,212,212
PUNA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
PUNATA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,154,154
QUILLACOLLO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,643,643
QUIME,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,8,8
RAVELO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,39,39
REYES,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,5,5
RIBERALTA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,600,600
ROBORE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,28,28
RURRENABAQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,81,81
SABAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,3,3
SACABA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,504,504
SACABAMBA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,4,4
SACACA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,16,16
SAIPINA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,17,17
SALINAS DE GARCI MENDOZA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,4,4
SAMAIPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,11,11
SAN BENITO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,18,18
SAN BORJA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,63,63
SAN BUENA VENTURA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
SAN CARLOS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,38,38
SAN IGNACIO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,38,38
SAN IGNACIO DE VELASCO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,193,193
SAN JAVIER(STC),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,44,44
SAN JOAQUIN,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,17,17
SAN JOSE DE CHIQUITOS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,76,76
SAN JUAN DE YAPACANI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
SAN JULIAN,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,12,12
SAN LORENZO(PND),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,16,16
SAN LORENZO(TJA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,40,40
SAN LUCAS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,54,54
SAN MATIAS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,104,104
SAN MIGUEL DE VELASCO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,25,25
SAN PABLO DE LIPEZ,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
SAN PEDRO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,32,32
SAN PEDRO DE BUENA VISTA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,65,65
SAN PEDRO(PND),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,4,4
SAN RAFAEL,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,18,18
SAN RAMON BENI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,16,16
SAN RAMON SCZ,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,28,28
SANTA ANA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,62,62
SANTA CRUZ DE LA SIERRA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,4613,4613
SANTA ROSA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,11,11
SANTA ROSA DEL SARA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,17,17
SANTIAGO DE HUARI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,3,3
SANTIVAÑES,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,14,14
SENA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,31,31
SHINAOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,124,124
SICAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,4,4
SIPE SIPE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,118,118
SOPACHUY,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
SORACACHI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,22,22
SUCRE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1595,1595
TACACOMA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,6,6
TAPACARI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,11,11
TARABUCO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,17,17
TARATA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,33,33
TARIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,378,378
TARVITA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,12,12
TEOPONTE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,23,23
TIAWANACU,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,18,18
TINGUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,17,17
TIQUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,263,263
TIRAQUE (CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,33,33
TOCO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,12,12
TOLEDO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,7,7
TOMINA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,8,8
TORO TORO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,22,22
TOTORA(ORR),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
TRINIDAD,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,189,189
TUPIZA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,77,77
TURCO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
UNCIA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,24,24
URIONDO (A. CONCEPCION),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,3,3
URUBICHA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,14,14
UYUNI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,130,130
VALLEGRANDE,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,75,75
VIACHA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,195,195
VILLA CHARCAS,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,24,24
VILLA MONTES,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,158,158
VILLA NUEVA (LOMA ALTA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
VILLA RIVERO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,13,13
VILLA SERRANO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,16,16
VILLA TUNARI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,290,290
VILLA VACA GUZMAN (MUYUPAMPA),vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,13,13
VILLAZON,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,163,163
VINTO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,190,190
VITICHI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,19,19
WARNES,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,7,7
YACO,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,1,1
YACUIBA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,120,120
YAMPARAEZ,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,2,2
YAPACANI,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,261,261
YOTALA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,14,14
YUNCHARA,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,8,8
ZUDAÑEZ,vih,total no de mujeres embarazadas con prueba rapida,2015-10-01,0,11,11
ACACIO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,7,7
ACHACACHI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,81,81
AIQUILE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,77,77
ALCALA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
ANCORAIMES,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,6,6
ANTEQUERA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,4,4
APOLO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,23,23
ARANI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,2,2
ARBIETO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,39,39
ARQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
ASCENCION DE GUARAYOS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,92,92
ATOCHA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,9,9
AYOPAYA (V. DE INDEPENDENCIA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,47,47
AZURDUY,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1,1
BELLA FLOR,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,6,6
BERMEJO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,2,2
BETANZOS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,23,23
BOLIVAR,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,8,8
BOLPEBRA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1,1
BOYUIBE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,8,8
BUENA VISTA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,19,19
CABEZAS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
"CAIZA ""D""",vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,24,24
CALAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,17,17
CAMARGO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,36,36
CAMATAQUI (C. VILLA ABECIA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,2,2
CAMIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,28,28
CAPINOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,44,44
CARANAVI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,133,133
CARAPARI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,47,47
CARIPUYO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,12,12
CARMEN RIVERO TORREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,12,12
CHALLAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,144,144
CHAQUI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
CHARAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,73,73
CHIMORE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,63,63
CHIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
CHOQUE COTA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,41,41
CHUMA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,11,11
CLIZA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,77,77
COBIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,204,204
COCAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,26,26
COCHABAMBA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,905,905
COLCAPIRHUA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,145,145
"COLCHA ""K""",vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,2,2
COLOMI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,36,36
COLPA BELGICA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,13,13
COMARAPA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,71,71
CONCEPCION,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,35,35
CORIPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,9,9
CORO CORO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,3,3
COROICO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,30,30
CORQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,3,3
COTOCA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,218,218
CUATRO CAÑADAS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,54,54
CUEVO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,4,4
CULPINA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,25,25
EL ALTO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1744,1744
EL PUENTE(STC),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,28,28
EL PUENTE(TJA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,4,4
EL TORNO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,185,185
EL VILLAR,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1,1
ENTRE RIOS TRJ,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,36,36
ENTRE RIOS CBBA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,85,85
ESCOMA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,21,21
EUCALIPTUS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,10,10
EUREKA (SANTOS MERCADO),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1,1
FERNANDEZ ALONSO,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,2,2
FILADELFIA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,7,7
GUANAY,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,12,12
GUAQUI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1,1
GUAYARAMERIN,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,99,99
GUTIERREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
HUACARETA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,16,16
HUACAYA (VILLA DE HUACAYA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
HUACHACALLA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,2,2
HUANUNI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,52,52
HUAYLLAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,3,3
ICLA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,6,6
INCAHUASI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,18,18
INGAVI (HUMAITA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
IRUPANA (VILLA DE LANZA),vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,11,11
JESUS DE MACHACA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,2,2
LA ASUNTA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,71,71
LA GUARDIA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,159,159
LA PAZ,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,1367,1367
LAGUNILLAS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,6,6
LAJA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,17,17
LAS CARRERAS,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
LLALLAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,163,163
MACHACAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,5,5
MACHARETI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,14,14
MAIRANA,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,18,18
MAPIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-11-01,0,37,37
