municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,25,25
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,4,4
SAN BENITO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,8,8
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,14,14
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,334,334
SIPE SIPE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
SORACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,129,129
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,12,12
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,16,16
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,57,57
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,43,43
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,4,4
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,82,82
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,9,9
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,3,3
YANACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-10-01,2,2
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,7,7
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,3,3
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,18,18
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,12,12
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,3,3
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
BOYUIBE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
CHAQUI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,48,48
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,222,222
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,9,9
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,4,4
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,3,3
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,128,128
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,250,250
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,7,7
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,8,8
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,4,4
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1505,1505
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,11,11
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,4,4
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,78,78
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,185,185
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,10,10
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
PAZÑA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,6,6
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,120,120
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,7,7
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,3,3
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,15,15
QUIME,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,23,23
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,8,8
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,3,3
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,9,9
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,6,6
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,5,5
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,286,286
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,5,5
SORACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,155,155
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,6,6
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,9,9
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,11,11
TEOPONTE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,2,2
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,10,10
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,61,61
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,59,59
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,7,7
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,4,4
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,88,88
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,6,6
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,8,8
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,124,124
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,5,5
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,3,3
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-11-01,11,11
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
ACHOCALLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
ALALAY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,8,8
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,10,10
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,18,18
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,3,3
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,17,17
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,27,27
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,185,185
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,6,6
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,3,3
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,5,5
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,5,5
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,169,169
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,9,9
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
EXALTACION,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
FILADELFIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,139,139
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,5,5
INQUISIVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1127,1127
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,76,76
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
OKINAWA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,222,222
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,108,108
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,6,6
PUERTO RICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,3,3
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,36,36
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,24,24
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,12,12
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,3,3
SAN BENITO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,10,10
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,5,5
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,316,316
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
SIPE SIPE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,4,4
SORACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,3,3
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,39,39
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,3,3
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,17,17
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,13,13
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,7,7
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,66,66
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,94,94
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,6,6
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,119,119
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,3,3
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,5,5
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,11,11
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
YOTALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,1,1
YUNCHARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2020-12-01,3,3
