,group,variable,month,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
WALDO BALLIVIAN,consulta externa,personas de 10 a 20 anos,2009-10-01,19,20,1,0,20,20,40
WARNES,consulta externa,personas de 10 a 20 anos,2009-10-01,294,554,23,26,317,580,897
YACO,consulta externa,personas de 10 a 20 anos,2009-10-01,39,64,2,4,41,68,109
YACUIBA,consulta externa,personas de 10 a 20 anos,2009-10-01,1034,1846,122,206,1156,2052,3208
YAMPARAEZ,consulta externa,personas de 10 a 20 anos,2009-10-01,58,62,3,6,61,68,129
YANACACHI,consulta externa,personas de 10 a 20 anos,2009-10-01,18,29,6,1,24,30,54
YAPACANI,consulta externa,personas de 10 a 20 anos,2009-10-01,172,282,4,56,176,338,514
YOCALLA,consulta externa,personas de 10 a 20 anos,2009-10-01,35,48,0,0,35,48,83
YOTALA,consulta externa,personas de 10 a 20 anos,2009-10-01,32,63,92,17,124,80,204
YUNCHARA,consulta externa,personas de 10 a 20 anos,2009-10-01,81,129,0,2,81,131,212
ZUDAÑEZ,consulta externa,personas de 10 a 20 anos,2009-10-01,48,53,1,2,49,55,104
ACACIO,consulta externa,personas de 10 a 20 anos,2009-11-01,26,49,1,2,27,51,78
ACHACACHI,consulta externa,personas de 10 a 20 anos,2009-11-01,154,257,24,10,178,267,445
ACHOCALLA,consulta externa,personas de 10 a 20 anos,2009-11-01,11,18,0,1,11,19,30
AIQUILE,consulta externa,personas de 10 a 20 anos,2009-11-01,78,103,4,6,82,109,191
ALALAY,consulta externa,personas de 10 a 20 anos,2009-11-01,8,9,0,0,8,9,17
ALCALA,consulta externa,personas de 10 a 20 anos,2009-11-01,71,93,1,1,72,94,166
ANCORAIMES,consulta externa,personas de 10 a 20 anos,2009-11-01,20,38,3,2,23,40,63
ANDAMARCA,consulta externa,personas de 10 a 20 anos,2009-11-01,18,27,3,1,21,28,49
ANTEQUERA,consulta externa,personas de 10 a 20 anos,2009-11-01,1,10,0,0,1,10,11
ANZALDO,consulta externa,personas de 10 a 20 anos,2009-11-01,20,20,1,0,21,20,41
APOLO,consulta externa,personas de 10 a 20 anos,2009-11-01,22,34,0,4,22,38,60
ARAMPAMPA,consulta externa,personas de 10 a 20 anos,2009-11-01,21,27,0,1,21,28,49
ARANI,consulta externa,personas de 10 a 20 anos,2009-11-01,18,36,3,4,21,40,61
ARBIETO,consulta externa,personas de 10 a 20 anos,2009-11-01,31,53,6,18,37,71,108
ARQUE,consulta externa,personas de 10 a 20 anos,2009-11-01,31,84,0,3,31,87,118
ASCENCION DE GUARAYOS,consulta externa,personas de 10 a 20 anos,2009-11-01,45,51,0,0,45,51,96
ATOCHA,consulta externa,personas de 10 a 20 anos,2009-11-01,14,20,1,0,15,20,35
AUCAPATA,consulta externa,personas de 10 a 20 anos,2009-11-01,28,35,0,0,28,35,63
AYATA,consulta externa,personas de 10 a 20 anos,2009-11-01,33,34,0,2,33,36,69
AYO AYO,consulta externa,personas de 10 a 20 anos,2009-11-01,24,23,3,0,27,23,50
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 20 anos,2009-11-01,58,94,1,2,59,96,155
AZURDUY,consulta externa,personas de 10 a 20 anos,2009-11-01,40,56,0,0,40,56,96
BATALLAS,consulta externa,personas de 10 a 20 anos,2009-11-01,32,50,1,2,33,52,85
BAURES,consulta externa,personas de 10 a 20 anos,2009-11-01,36,57,7,5,43,62,105
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 20 anos,2009-11-01,9,2,0,0,9,2,11
BELEN DE URMIRI,consulta externa,personas de 10 a 20 anos,2009-11-01,9,21,0,1,9,22,31
BELLA FLOR,consulta externa,personas de 10 a 20 anos,2009-11-01,5,14,0,0,5,14,19
BERMEJO,consulta externa,personas de 10 a 20 anos,2009-11-01,535,684,63,59,598,743,1341
BETANZOS,consulta externa,personas de 10 a 20 anos,2009-11-01,169,271,5,8,174,279,453
BOLIVAR,consulta externa,personas de 10 a 20 anos,2009-11-01,12,19,2,0,14,19,33
BOLPEBRA,consulta externa,personas de 10 a 20 anos,2009-11-01,36,15,0,0,36,15,51
BOYUIBE,consulta externa,personas de 10 a 20 anos,2009-11-01,9,16,0,1,9,17,26
BUENA VISTA,consulta externa,personas de 10 a 20 anos,2009-11-01,85,113,3,3,88,116,204
CABEZAS,consulta externa,personas de 10 a 20 anos,2009-11-01,137,191,3,14,140,205,345
CAIROMA,consulta externa,personas de 10 a 20 anos,2009-11-01,24,49,1,0,25,49,74
"CAIZA ""D""",consulta externa,personas de 10 a 20 anos,2009-11-01,69,87,9,10,78,97,175
CAJUATA,consulta externa,personas de 10 a 20 anos,2009-11-01,31,42,1,0,32,42,74
CALACOTO,consulta externa,personas de 10 a 20 anos,2009-11-01,37,53,1,2,38,55,93
CALAMARCA,consulta externa,personas de 10 a 20 anos,2009-11-01,52,86,7,6,59,92,151
CAMARGO,consulta externa,personas de 10 a 20 anos,2009-11-01,76,99,17,18,93,117,210
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 20 anos,2009-11-01,11,32,0,2,11,34,45
CAMIRI,consulta externa,personas de 10 a 20 anos,2009-11-01,339,683,50,177,389,860,1249
CAPINOTA,consulta externa,personas de 10 a 20 anos,2009-11-01,72,69,5,14,77,83,160
CAQUIAVIRI,consulta externa,personas de 10 a 20 anos,2009-11-01,22,38,0,1,22,39,61
CARACOLLO,consulta externa,personas de 10 a 20 anos,2009-11-01,70,107,2,2,72,109,181
CARANAVI,consulta externa,personas de 10 a 20 anos,2009-11-01,213,334,8,4,221,338,559
CARAPARI,consulta externa,personas de 10 a 20 anos,2009-11-01,284,343,0,2,284,345,629
CARIPUYO,consulta externa,personas de 10 a 20 anos,2009-11-01,40,65,2,0,42,65,107
CARMEN RIVERO TORREZ,consulta externa,personas de 10 a 20 anos,2009-11-01,12,6,0,1,12,7,19
CATACORA,consulta externa,personas de 10 a 20 anos,2009-11-01,16,20,0,1,16,21,37
CHACARILLA,consulta externa,personas de 10 a 20 anos,2009-11-01,2,13,0,0,2,13,15
CHALLAPATA,consulta externa,personas de 10 a 20 anos,2009-11-01,49,117,0,11,49,128,177
CHAQUI,consulta externa,personas de 10 a 20 anos,2009-11-01,42,57,1,1,43,58,101
CHARAGUA,consulta externa,personas de 10 a 20 anos,2009-11-01,56,94,1,1,57,95,152
CHARAÑA,consulta externa,personas de 10 a 20 anos,2009-11-01,18,14,5,0,23,14,37
CHAYANTA,consulta externa,personas de 10 a 20 anos,2009-11-01,66,79,0,0,66,79,145
CHIMORE,consulta externa,personas de 10 a 20 anos,2009-11-01,72,94,6,3,78,97,175
CHIPAYA,consulta externa,personas de 10 a 20 anos,2009-11-01,7,11,1,4,8,15,23
CHOQUE COTA,consulta externa,personas de 10 a 20 anos,2009-11-01,10,11,0,0,10,11,21
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 20 anos,2009-11-01,64,93,4,9,68,102,170
CHUMA,consulta externa,personas de 10 a 20 anos,2009-11-01,72,62,0,1,72,63,135
CLIZA,consulta externa,personas de 10 a 20 anos,2009-11-01,41,52,7,1,48,53,101
COBIJA,consulta externa,personas de 10 a 20 anos,2009-11-01,354,426,60,97,414,523,937
COCHABAMBA,consulta externa,personas de 10 a 20 anos,2009-11-01,3824,5133,2153,2874,5977,8007,13984
COIPASA,consulta externa,personas de 10 a 20 anos,2009-11-01,5,2,0,0,5,2,7
COLCAPIRHUA,consulta externa,personas de 10 a 20 anos,2009-11-01,148,195,94,67,242,262,504
"COLCHA ""K""",consulta externa,personas de 10 a 20 anos,2009-11-01,64,75,0,2,64,77,141
COLLANA,consulta externa,personas de 10 a 20 anos,2009-11-01,6,11,0,0,6,11,17
COLOMI,consulta externa,personas de 10 a 20 anos,2009-11-01,26,45,0,0,26,45,71
COLPA BELGICA,consulta externa,personas de 10 a 20 anos,2009-11-01,242,259,256,84,498,343,841
COLQUECHACA,consulta externa,personas de 10 a 20 anos,2009-11-01,80,140,3,0,83,140,223
COLQUENCHA,consulta externa,personas de 10 a 20 anos,2009-11-01,63,72,2,1,65,73,138
COLQUIRI,consulta externa,personas de 10 a 20 anos,2009-11-01,51,85,0,6,51,91,142
COMANCHE,consulta externa,personas de 10 a 20 anos,2009-11-01,21,19,2,2,23,21,44
COMARAPA,consulta externa,personas de 10 a 20 anos,2009-11-01,86,141,5,2,91,143,234
COMBAYA,consulta externa,personas de 10 a 20 anos,2009-11-01,10,19,0,1,10,20,30
CONCEPCION,consulta externa,personas de 10 a 20 anos,2009-11-01,10,18,0,0,10,18,28
COPACABANA,consulta externa,personas de 10 a 20 anos,2009-11-01,22,38,1,2,23,40,63
CORIPATA,consulta externa,personas de 10 a 20 anos,2009-11-01,39,81,1,2,40,83,123
CORO CORO,consulta externa,personas de 10 a 20 anos,2009-11-01,29,43,2,1,31,44,75
COROICO,consulta externa,personas de 10 a 20 anos,2009-11-01,63,89,14,14,77,103,180
CORQUE,consulta externa,personas de 10 a 20 anos,2009-11-01,16,35,0,1,16,36,52
COTAGAITA,consulta externa,personas de 10 a 20 anos,2009-11-01,148,203,2,3,150,206,356
COTOCA,consulta externa,personas de 10 a 20 anos,2009-11-01,97,214,6,5,103,219,322
CUATRO CAÑADAS,consulta externa,personas de 10 a 20 anos,2009-11-01,99,169,0,2,99,171,270
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 20 anos,2009-11-01,6,9,0,1,6,10,16
CUEVO,consulta externa,personas de 10 a 20 anos,2009-11-01,16,39,0,0,16,39,55
CULPINA,consulta externa,personas de 10 a 20 anos,2009-11-01,70,115,1,0,71,115,186
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 20 anos,2009-11-01,39,53,1,1,40,54,94
CURVA,consulta externa,personas de 10 a 20 anos,2009-11-01,7,11,0,1,7,12,19
DESAGUADERO,consulta externa,personas de 10 a 20 anos,2009-11-01,13,22,0,4,13,26,39
EL ALTO,consulta externa,personas de 10 a 20 anos,2009-11-01,2692,3927,984,1047,3676,4974,8650
EL CHORO,consulta externa,personas de 10 a 20 anos,2009-11-01,14,29,0,0,14,29,43
EL PUENTE(STC),consulta externa,personas de 10 a 20 anos,2009-11-01,49,96,0,0,49,96,145
EL PUENTE(TJA),consulta externa,personas de 10 a 20 anos,2009-11-01,84,166,20,45,104,211,315
EL TORNO,consulta externa,personas de 10 a 20 anos,2009-11-01,282,385,18,30,300,415,715
EL VILLAR,consulta externa,personas de 10 a 20 anos,2009-11-01,61,55,0,2,61,57,118
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2009-11-01,99,137,4,14,103,151,254
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2009-11-01,280,364,1,2,281,366,647
ESMERALDA,consulta externa,personas de 10 a 20 anos,2009-11-01,2,0,0,0,2,0,2
EUCALIPTUS,consulta externa,personas de 10 a 20 anos,2009-11-01,13,20,0,0,13,20,33
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 20 anos,2009-11-01,5,7,0,0,5,7,12
EXALTACION,consulta externa,personas de 10 a 20 anos,2009-11-01,9,11,0,1,9,12,21
FERNANDEZ ALONSO,consulta externa,personas de 10 a 20 anos,2009-11-01,49,86,2,0,51,86,137
FILADELFIA,consulta externa,personas de 10 a 20 anos,2009-11-01,20,38,1,1,21,39,60
GENERAL SAAVEDRA,consulta externa,personas de 10 a 20 anos,2009-11-01,55,101,0,2,55,103,158
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 20 anos,2009-11-01,35,65,0,6,35,71,106
GUANAY,consulta externa,personas de 10 a 20 anos,2009-11-01,46,77,19,21,65,98,163
GUAQUI,consulta externa,personas de 10 a 20 anos,2009-11-01,8,22,0,3,8,25,33
GUAYARAMERIN,consulta externa,personas de 10 a 20 anos,2009-11-01,299,610,58,82,357,692,1049
GUTIERREZ,consulta externa,personas de 10 a 20 anos,2009-11-01,63,81,3,2,66,83,149
HUACARETA,consulta externa,personas de 10 a 20 anos,2009-11-01,61,83,2,2,63,85,148
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 20 anos,2009-11-01,16,18,0,0,16,18,34
HUACHACALLA,consulta externa,personas de 10 a 20 anos,2009-11-01,2,2,0,0,2,2,4
HUANUNI,consulta externa,personas de 10 a 20 anos,2009-11-01,156,224,45,43,201,267,468
HUARACAJE,consulta externa,personas de 10 a 20 anos,2009-11-01,22,34,4,1,26,35,61
HUAYLLAMARCA,consulta externa,personas de 10 a 20 anos,2009-11-01,10,12,1,0,11,12,23
ICHOCA,consulta externa,personas de 10 a 20 anos,2009-11-01,20,23,6,11,26,34,60
ICLA,consulta externa,personas de 10 a 20 anos,2009-11-01,56,68,3,1,59,69,128
INCAHUASI,consulta externa,personas de 10 a 20 anos,2009-11-01,76,158,0,3,76,161,237
INGAVI (HUMAITA),consulta externa,personas de 10 a 20 anos,2009-11-01,32,51,1,3,33,54,87
INQUISIVI,consulta externa,personas de 10 a 20 anos,2009-11-01,19,38,0,0,19,38,57
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 20 anos,2009-11-01,38,80,3,0,41,80,121
IXIAMAS,consulta externa,personas de 10 a 20 anos,2009-11-01,42,52,6,0,48,52,100
JESUS DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-11-01,101,80,6,8,107,88,195
LA ASUNTA,consulta externa,personas de 10 a 20 anos,2009-11-01,66,110,0,0,66,110,176
LA GUARDIA,consulta externa,personas de 10 a 20 anos,2009-11-01,217,323,7,22,224,345,569
LA PAZ,consulta externa,personas de 10 a 20 anos,2009-11-01,5147,6630,3201,4055,8348,10685,19033
LA RIVERA,consulta externa,personas de 10 a 20 anos,2009-11-01,0,1,0,0,0,1,1
LAGUNILLAS,consulta externa,personas de 10 a 20 anos,2009-11-01,41,71,0,4,41,75,116
LAJA,consulta externa,personas de 10 a 20 anos,2009-11-01,24,36,1,3,25,39,64
LAS CARRERAS,consulta externa,personas de 10 a 20 anos,2009-11-01,23,29,8,1,31,30,61
LICOMA PAMPA,consulta externa,personas de 10 a 20 anos,2009-11-01,16,22,1,2,17,24,41
LLALLAGUA,consulta externa,personas de 10 a 20 anos,2009-11-01,93,219,15,5,108,224,332
LLICA,consulta externa,personas de 10 a 20 anos,2009-11-01,41,36,4,3,45,39,84
LORETO,consulta externa,personas de 10 a 20 anos,2009-11-01,18,29,2,0,20,29,49
LURIBAY,consulta externa,personas de 10 a 20 anos,2009-11-01,45,67,1,1,46,68,114
MACHACAMARCA,consulta externa,personas de 10 a 20 anos,2009-11-01,24,14,0,0,24,14,38
MACHARETI,consulta externa,personas de 10 a 20 anos,2009-11-01,53,100,6,7,59,107,166
MAGDALENA,consulta externa,personas de 10 a 20 anos,2009-11-01,42,37,9,16,51,53,104
MAIRANA,consulta externa,personas de 10 a 20 anos,2009-11-01,42,84,10,17,52,101,153
MALLA,consulta externa,personas de 10 a 20 anos,2009-11-01,57,60,1,3,58,63,121
MAPIRI,consulta externa,personas de 10 a 20 anos,2009-11-01,37,44,0,0,37,44,81
MECAPACA,consulta externa,personas de 10 a 20 anos,2009-11-01,46,58,2,2,48,60,108
MINEROS,consulta externa,personas de 10 a 20 anos,2009-11-01,43,96,2,0,45,96,141
MIZQUE,consulta externa,personas de 10 a 20 anos,2009-11-01,46,71,3,6,49,77,126
MOCOMOCO,consulta externa,personas de 10 a 20 anos,2009-11-01,76,82,5,6,81,88,169
MOJINETE,consulta externa,personas de 10 a 20 anos,2009-11-01,9,5,0,0,9,5,14
MOJOCOYA,consulta externa,personas de 10 a 20 anos,2009-11-01,29,52,0,5,29,57,86
MONTEAGUDO,consulta externa,personas de 10 a 20 anos,2009-11-01,254,310,38,34,292,344,636
MONTERO,consulta externa,personas de 10 a 20 anos,2009-11-01,537,1014,127,189,664,1203,1867
MORO MORO,consulta externa,personas de 10 a 20 anos,2009-11-01,19,21,0,1,19,22,41
MOROCHATA,consulta externa,personas de 10 a 20 anos,2009-11-01,25,46,0,11,25,57,82
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 20 anos,2009-11-01,85,84,8,2,93,86,179
NAZACARA DE PACAJES,consulta externa,personas de 10 a 20 anos,2009-11-01,2,6,0,0,2,6,8
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 20 anos,2009-11-01,65,36,1,0,66,36,102
OCURI,consulta externa,personas de 10 a 20 anos,2009-11-01,69,95,0,1,69,96,165
OKINAWA,consulta externa,personas de 10 a 20 anos,2009-11-01,133,129,8,18,141,147,288
OMEREQUE,consulta externa,personas de 10 a 20 anos,2009-11-01,48,55,0,2,48,57,105
ORURO,consulta externa,personas de 10 a 20 anos,2009-11-01,1949,2438,316,481,2265,2919,5184
PADCAYA,consulta externa,personas de 10 a 20 anos,2009-11-01,405,558,4,5,409,563,972
PADILLA,consulta externa,personas de 10 a 20 anos,2009-11-01,98,87,4,1,102,88,190
PAILON,consulta externa,personas de 10 a 20 anos,2009-11-01,67,93,4,7,71,100,171
PALCA,consulta externa,personas de 10 a 20 anos,2009-11-01,36,72,4,10,40,82,122
PALOS BLANCOS,consulta externa,personas de 10 a 20 anos,2009-11-01,130,192,34,5,164,197,361
PAMPA AULLAGAS,consulta externa,personas de 10 a 20 anos,2009-11-01,17,8,0,0,17,8,25
PAMPA GRANDE,consulta externa,personas de 10 a 20 anos,2009-11-01,28,46,1,2,29,48,77
PAPEL PAMPA,consulta externa,personas de 10 a 20 anos,2009-11-01,56,53,4,1,60,54,114
PASORAPA,consulta externa,personas de 10 a 20 anos,2009-11-01,16,30,0,0,16,30,46
PATACAMAYA,consulta externa,personas de 10 a 20 anos,2009-11-01,61,70,0,3,61,73,134
PAZÑA,consulta externa,personas de 10 a 20 anos,2009-11-01,17,18,0,0,17,18,35
PELECHUCO,consulta externa,personas de 10 a 20 anos,2009-11-01,35,57,0,0,35,57,92
POCOATA,consulta externa,personas de 10 a 20 anos,2009-11-01,81,110,4,0,85,110,195
POCONA,consulta externa,personas de 10 a 20 anos,2009-11-01,35,55,0,0,35,55,90
POJO (CBBA),consulta externa,personas de 10 a 20 anos,2009-11-01,27,59,0,0,27,59,86
POOPO,consulta externa,personas de 10 a 20 anos,2009-11-01,18,16,0,2,18,18,36
PORCO,consulta externa,personas de 10 a 20 anos,2009-11-01,26,76,0,1,26,77,103
POROMA,consulta externa,personas de 10 a 20 anos,2009-11-01,68,139,0,0,68,139,207
PORONGO,consulta externa,personas de 10 a 20 anos,2009-11-01,26,44,7,38,33,82,115
PORTACHUELO,consulta externa,personas de 10 a 20 anos,2009-11-01,85,110,11,9,96,119,215
PORVENIR,consulta externa,personas de 10 a 20 anos,2009-11-01,44,47,0,0,44,47,91
POSTRER VALLE,consulta externa,personas de 10 a 20 anos,2009-11-01,9,8,2,0,11,8,19
POTOSI,consulta externa,personas de 10 a 20 anos,2009-11-01,1028,1464,456,563,1484,2027,3511
PRESTO,consulta externa,personas de 10 a 20 anos,2009-11-01,25,60,0,0,25,60,85
PUCARA,consulta externa,personas de 10 a 20 anos,2009-11-01,6,10,0,0,6,10,16
PUCARANI,consulta externa,personas de 10 a 20 anos,2009-11-01,113,153,6,4,119,157,276
PUERTO ACOSTA,consulta externa,personas de 10 a 20 anos,2009-11-01,72,83,7,5,79,88,167
PUERTO CARABUCO,consulta externa,personas de 10 a 20 anos,2009-11-01,108,62,15,8,123,70,193
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 20 anos,2009-11-01,26,43,15,2,41,45,86
PUERTO PEREZ,consulta externa,personas de 10 a 20 anos,2009-11-01,23,27,1,2,24,29,53
PUERTO QUIJARRO,consulta externa,personas de 10 a 20 anos,2009-11-01,54,75,1,2,55,77,132
PUERTO RICO,consulta externa,personas de 10 a 20 anos,2009-11-01,70,96,5,1,75,97,172
PUERTO SILES,consulta externa,personas de 10 a 20 anos,2009-11-01,7,7,1,1,8,8,16
PUERTO SUAREZ,consulta externa,personas de 10 a 20 anos,2009-11-01,42,80,4,20,46,100,146
PUERTO VILLARROEL,consulta externa,personas de 10 a 20 anos,2009-11-01,266,411,7,132,273,543,816
PUNA,consulta externa,personas de 10 a 20 anos,2009-11-01,237,294,17,6,254,300,554
PUNATA,consulta externa,personas de 10 a 20 anos,2009-11-01,60,239,5,23,65,262,327
QUIABAYA,consulta externa,personas de 10 a 20 anos,2009-11-01,22,10,3,0,25,10,35
QUILLACOLLO,consulta externa,personas de 10 a 20 anos,2009-11-01,116,187,61,107,177,294,471
QUIME,consulta externa,personas de 10 a 20 anos,2009-11-01,43,59,0,1,43,60,103
QUIRUSILLAS,consulta externa,personas de 10 a 20 anos,2009-11-01,14,17,1,0,15,17,32
RAVELO,consulta externa,personas de 10 a 20 anos,2009-11-01,72,107,0,0,72,107,179
REYES,consulta externa,personas de 10 a 20 anos,2009-11-01,51,102,14,23,65,125,190
RIBERALTA,consulta externa,personas de 10 a 20 anos,2009-11-01,278,884,27,231,305,1115,1420
ROBORE,consulta externa,personas de 10 a 20 anos,2009-11-01,90,150,9,89,99,239,338
RURRENABAQUE,consulta externa,personas de 10 a 20 anos,2009-11-01,40,63,0,0,40,63,103
SABAYA,consulta externa,personas de 10 a 20 anos,2009-11-01,9,22,1,1,10,23,33
SACABA,consulta externa,personas de 10 a 20 anos,2009-11-01,347,495,114,117,461,612,1073
SACABAMBA,consulta externa,personas de 10 a 20 anos,2009-11-01,12,13,1,1,13,14,27
SACACA,consulta externa,personas de 10 a 20 anos,2009-11-01,73,136,0,2,73,138,211
SAIPINA,consulta externa,personas de 10 a 20 anos,2009-11-01,25,50,2,1,27,51,78
SALINAS DE GARCI MENDOZA,consulta externa,personas de 10 a 20 anos,2009-11-01,24,45,0,0,24,45,69
SAMAIPATA,consulta externa,personas de 10 a 20 anos,2009-11-01,35,47,1,2,36,49,85
SAN AGUSTIN,consulta externa,personas de 10 a 20 anos,2009-11-01,17,20,0,0,17,20,37
SAN ANDRES,consulta externa,personas de 10 a 20 anos,2009-11-01,52,128,1,2,53,130,183
SAN ANDRES DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-11-01,47,46,2,1,49,47,96
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 10 a 20 anos,2009-11-01,13,20,0,1,13,21,34
SAN ANTONIO DE LOMERIO,consulta externa,personas de 10 a 20 anos,2009-11-01,26,24,2,0,28,24,52
SAN BENITO,consulta externa,personas de 10 a 20 anos,2009-11-01,33,61,6,12,39,73,112
SAN BORJA,consulta externa,personas de 10 a 20 anos,2009-11-01,111,274,7,46,118,320,438
SAN BUENA VENTURA,consulta externa,personas de 10 a 20 anos,2009-11-01,63,76,3,2,66,78,144
SAN CARLOS,consulta externa,personas de 10 a 20 anos,2009-11-01,78,167,4,26,82,193,275
SAN IGNACIO,consulta externa,personas de 10 a 20 anos,2009-11-01,180,309,13,25,193,334,527
SAN IGNACIO DE VELASCO,consulta externa,personas de 10 a 20 anos,2009-11-01,206,305,25,53,231,358,589
SAN JAVIER(BNI),consulta externa,personas de 10 a 20 anos,2009-11-01,20,35,1,3,21,38,59
SAN JAVIER(STC),consulta externa,personas de 10 a 20 anos,2009-11-01,33,51,3,4,36,55,91
SAN JOAQUIN,consulta externa,personas de 10 a 20 anos,2009-11-01,211,276,84,61,295,337,632
SAN JOSE DE CHIQUITOS,consulta externa,personas de 10 a 20 anos,2009-11-01,110,194,8,12,118,206,324
SAN JUAN DE YAPACANI,consulta externa,personas de 10 a 20 anos,2009-11-01,79,93,15,10,94,103,197
SAN JULIAN,consulta externa,personas de 10 a 20 anos,2009-11-01,406,541,24,21,430,562,992
SAN LORENZO(PND),consulta externa,personas de 10 a 20 anos,2009-11-01,10,20,0,0,10,20,30
SAN LORENZO(TJA),consulta externa,personas de 10 a 20 anos,2009-11-01,178,329,4,4,182,333,515
SAN LUCAS,consulta externa,personas de 10 a 20 anos,2009-11-01,178,353,5,3,183,356,539
SAN MATIAS,consulta externa,personas de 10 a 20 anos,2009-11-01,42,39,0,2,42,41,83
SAN MIGUEL DE VELASCO,consulta externa,personas de 10 a 20 anos,2009-11-01,23,44,6,2,29,46,75
SAN PABLO DE LIPEZ,consulta externa,personas de 10 a 20 anos,2009-11-01,37,50,10,9,47,59,106
SAN PEDRO,consulta externa,personas de 10 a 20 anos,2009-11-01,143,152,5,6,148,158,306
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 10 a 20 anos,2009-11-01,52,119,2,0,54,119,173
SAN PEDRO DE CURAHUARA,consulta externa,personas de 10 a 20 anos,2009-11-01,77,65,3,0,80,65,145
SAN PEDRO DE QUEMES,consulta externa,personas de 10 a 20 anos,2009-11-01,6,6,0,0,6,6,12
SAN PEDRO DE TIQUINA,consulta externa,personas de 10 a 20 anos,2009-11-01,13,7,0,0,13,7,20
SAN PEDRO(PND),consulta externa,personas de 10 a 20 anos,2009-11-01,6,6,1,0,7,6,13
SAN RAFAEL,consulta externa,personas de 10 a 20 anos,2009-11-01,21,53,0,4,21,57,78
SAN RAMON,consulta externa,personas de 10 a 20 anos,2009-11-01,48,105,5,65,53,170,223
SAN RAMON,consulta externa,personas de 10 a 20 anos,2009-11-01,30,48,3,3,33,51,84
SANTA ANA,consulta externa,personas de 10 a 20 anos,2009-11-01,78,124,29,18,107,142,249
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 10 a 20 anos,2009-11-01,7108,10063,1619,3124,8727,13187,21914
SANTA ROSA,consulta externa,personas de 10 a 20 anos,2009-11-01,55,101,0,0,55,101,156
SANTA ROSA DEL SARA,consulta externa,personas de 10 a 20 anos,2009-11-01,54,116,1,2,55,118,173
SANTIAGO DE CALLAPA,consulta externa,personas de 10 a 20 anos,2009-11-01,18,24,0,0,18,24,42
SANTIAGO DE HUARI,consulta externa,personas de 10 a 20 anos,2009-11-01,38,83,5,4,43,87,130
SANTIAGO DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-11-01,10,22,0,0,10,22,32
SANTIVAÑES,consulta externa,personas de 10 a 20 anos,2009-11-01,23,37,0,0,23,37,60
SANTUARIO DE QUILLACAS,consulta externa,personas de 10 a 20 anos,2009-11-01,26,8,0,0,26,8,34
SAPAHAQUI,consulta externa,personas de 10 a 20 anos,2009-11-01,41,56,8,1,49,57,106
SENA,consulta externa,personas de 10 a 20 anos,2009-11-01,7,11,0,0,7,11,18
SICA SICA (VILLA AROMA),consulta externa,personas de 10 a 20 anos,2009-11-01,58,66,3,1,61,67,128
SICAYA,consulta externa,personas de 10 a 20 anos,2009-11-01,11,11,0,0,11,11,22
SIPE SIPE,consulta externa,personas de 10 a 20 anos,2009-11-01,33,75,5,13,38,88,126
SOPACHUY,consulta externa,personas de 10 a 20 anos,2009-11-01,44,67,0,1,44,68,112
SORACACHI,consulta externa,personas de 10 a 20 anos,2009-11-01,39,29,3,3,42,32,74
SORATA,consulta externa,personas de 10 a 20 anos,2009-11-01,81,120,3,0,84,120,204
SUCRE,consulta externa,personas de 10 a 20 anos,2009-11-01,2313,3523,784,897,3097,4420,7517
TACACHI,consulta externa,personas de 10 a 20 anos,2009-11-01,7,8,0,1,7,9,16
TACACOMA,consulta externa,personas de 10 a 20 anos,2009-11-01,47,56,0,3,47,59,106
TACOBAMBA,consulta externa,personas de 10 a 20 anos,2009-11-01,48,60,1,0,49,60,109
TACOPAYA,consulta externa,personas de 10 a 20 anos,2009-11-01,22,31,0,0,22,31,53
TAHUA,consulta externa,personas de 10 a 20 anos,2009-11-01,7,11,0,0,7,11,18
TAPACARI,consulta externa,personas de 10 a 20 anos,2009-11-01,69,136,1,6,70,142,212
