,group,variable,month,PERSONAS DE 21 A 59 AÑOS NUEVOS,PERSONAS DE 21 A 59 AÑOS NUEVOS,PERSONAS DE 21 A 59 AÑOS REPETIDOS,PERSONAS DE 21 A 59 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
SORACACHI,consulta externa,personas de 21 a 59 anos,2009-10-01,60,102,1,2,61,104,165
SORATA,consulta externa,personas de 21 a 59 anos,2009-10-01,158,276,20,27,178,303,481
SUCRE,consulta externa,personas de 21 a 59 anos,2009-10-01,8967,17594,4237,6554,13204,24148,37352
TACACHI,consulta externa,personas de 21 a 59 anos,2009-10-01,4,38,0,3,4,41,45
TACACOMA,consulta externa,personas de 21 a 59 anos,2009-10-01,143,142,5,2,148,144,292
TACOBAMBA,consulta externa,personas de 21 a 59 anos,2009-10-01,124,244,2,1,126,245,371
TACOPAYA,consulta externa,personas de 21 a 59 anos,2009-10-01,42,113,1,4,43,117,160
TAHUA,consulta externa,personas de 21 a 59 anos,2009-10-01,22,41,1,1,23,42,65
TAPACARI,consulta externa,personas de 21 a 59 anos,2009-10-01,149,396,1,26,150,422,572
TARABUCO,consulta externa,personas de 21 a 59 anos,2009-10-01,158,390,16,15,174,405,579
TARACO,consulta externa,personas de 21 a 59 anos,2009-10-01,28,34,1,1,29,35,64
TARATA,consulta externa,personas de 21 a 59 anos,2009-10-01,46,70,1,1,47,71,118
TARIJA,consulta externa,personas de 21 a 59 anos,2009-10-01,9374,12868,2690,4624,12064,17492,29556
TARVITA,consulta externa,personas de 21 a 59 anos,2009-10-01,231,701,3,4,234,705,939
TEOPONTE,consulta externa,personas de 21 a 59 anos,2009-10-01,78,110,4,7,82,117,199
TIAWANACU,consulta externa,personas de 21 a 59 anos,2009-10-01,55,151,0,2,55,153,208
TINGUIPAYA,consulta externa,personas de 21 a 59 anos,2009-10-01,115,430,4,19,119,449,568
TIPUANI,consulta externa,personas de 21 a 59 anos,2009-10-01,120,206,9,17,129,223,352
TIQUIPAYA,consulta externa,personas de 21 a 59 anos,2009-10-01,162,477,27,183,189,660,849
TIRAQUE (CBBA),consulta externa,personas de 21 a 59 anos,2009-10-01,241,750,19,67,260,817,1077
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 21 a 59 anos,2009-10-01,21,34,3,0,24,34,58
TOCO,consulta externa,personas de 21 a 59 anos,2009-10-01,15,71,0,4,15,75,90
TODOS SANTOS,consulta externa,personas de 21 a 59 anos,2009-10-01,7,17,1,5,8,22,30
TOLATA,consulta externa,personas de 21 a 59 anos,2009-10-01,17,93,3,5,20,98,118
TOLEDO,consulta externa,personas de 21 a 59 anos,2009-10-01,65,116,5,11,70,127,197
TOMAVE,consulta externa,personas de 21 a 59 anos,2009-10-01,155,305,2,8,157,313,470
TOMINA,consulta externa,personas de 21 a 59 anos,2009-10-01,127,377,0,2,127,379,506
TORO TORO,consulta externa,personas de 21 a 59 anos,2009-10-01,102,317,2,4,104,321,425
TOTORA(CBBA),consulta externa,personas de 21 a 59 anos,2009-10-01,53,104,2,1,55,105,160
TOTORA(ORR),consulta externa,personas de 21 a 59 anos,2009-10-01,59,109,2,1,61,110,171
TRIGAL,consulta externa,personas de 21 a 59 anos,2009-10-01,36,53,3,0,39,53,92
TRINIDAD,consulta externa,personas de 21 a 59 anos,2009-10-01,1102,2661,421,932,1523,3593,5116
TUPIZA,consulta externa,personas de 21 a 59 anos,2009-10-01,1347,1831,146,172,1493,2003,3496
TURCO,consulta externa,personas de 21 a 59 anos,2009-10-01,85,113,0,2,85,115,200
UMALA,consulta externa,personas de 21 a 59 anos,2009-10-01,29,65,1,6,30,71,101
UNCIA,consulta externa,personas de 21 a 59 anos,2009-10-01,124,516,0,0,124,516,640
URIONDO (A. CONCEPCION),consulta externa,personas de 21 a 59 anos,2009-10-01,446,925,29,26,475,951,1426
URUBICHA,consulta externa,personas de 21 a 59 anos,2009-10-01,60,82,0,2,60,84,144
UYUNI,consulta externa,personas de 21 a 59 anos,2009-10-01,562,859,47,45,609,904,1513
VACAS,consulta externa,personas de 21 a 59 anos,2009-10-01,67,167,4,17,71,184,255
VALLEGRANDE,consulta externa,personas de 21 a 59 anos,2009-10-01,172,325,110,287,282,612,894
VIACHA,consulta externa,personas de 21 a 59 anos,2009-10-01,417,989,142,418,559,1407,1966
VILA VILA,consulta externa,personas de 21 a 59 anos,2009-10-01,25,60,0,0,25,60,85
VILLA MONTES,consulta externa,personas de 21 a 59 anos,2009-10-01,768,1215,91,307,859,1522,2381
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 21 a 59 anos,2009-10-01,30,56,4,6,34,62,96
VILLA RIVERO,consulta externa,personas de 21 a 59 anos,2009-10-01,20,79,3,11,23,90,113
VILLA SERRANO,consulta externa,personas de 21 a 59 anos,2009-10-01,198,472,1,5,199,477,676
VILLA TUNARI,consulta externa,personas de 21 a 59 anos,2009-10-01,491,1341,90,526,581,1867,2448
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 21 a 59 anos,2009-10-01,192,480,5,55,197,535,732
VILLAZON,consulta externa,personas de 21 a 59 anos,2009-10-01,492,1390,144,239,636,1629,2265
VINTO,consulta externa,personas de 21 a 59 anos,2009-10-01,136,276,78,294,214,570,784
VITICHI,consulta externa,personas de 21 a 59 anos,2009-10-01,138,269,2,10,140,279,419
WALDO BALLIVIAN,consulta externa,personas de 21 a 59 anos,2009-10-01,5,48,2,3,7,51,58
WARNES,consulta externa,personas de 21 a 59 anos,2009-10-01,359,554,44,103,403,657,1060
YACO,consulta externa,personas de 21 a 59 anos,2009-10-01,63,95,7,3,70,98,168
YACUIBA,consulta externa,personas de 21 a 59 anos,2009-10-01,1984,3912,435,1079,2419,4991,7410
YAMPARAEZ,consulta externa,personas de 21 a 59 anos,2009-10-01,119,282,1,9,120,291,411
YANACACHI,consulta externa,personas de 21 a 59 anos,2009-10-01,90,79,5,9,95,88,183
YAPACANI,consulta externa,personas de 21 a 59 anos,2009-10-01,424,784,9,63,433,847,1280
YOCALLA,consulta externa,personas de 21 a 59 anos,2009-10-01,73,186,0,3,73,189,262
YOTALA,consulta externa,personas de 21 a 59 anos,2009-10-01,84,111,26,20,110,131,241
YUNCHARA,consulta externa,personas de 21 a 59 anos,2009-10-01,170,312,7,2,177,314,491
ZUDAÑEZ,consulta externa,personas de 21 a 59 anos,2009-10-01,92,172,1,9,93,181,274
ACACIO,consulta externa,personas de 21 a 59 anos,2009-11-01,89,185,3,3,92,188,280
ACHACACHI,consulta externa,personas de 21 a 59 anos,2009-11-01,336,682,53,31,389,713,1102
ACHOCALLA,consulta externa,personas de 21 a 59 anos,2009-11-01,25,42,2,1,27,43,70
AIQUILE,consulta externa,personas de 21 a 59 anos,2009-11-01,230,402,53,83,283,485,768
ALALAY,consulta externa,personas de 21 a 59 anos,2009-11-01,16,43,0,0,16,43,59
ALCALA,consulta externa,personas de 21 a 59 anos,2009-11-01,58,226,0,10,58,236,294
ANCORAIMES,consulta externa,personas de 21 a 59 anos,2009-11-01,62,142,7,6,69,148,217
ANDAMARCA,consulta externa,personas de 21 a 59 anos,2009-11-01,67,96,12,14,79,110,189
ANTEQUERA,consulta externa,personas de 21 a 59 anos,2009-11-01,8,28,1,11,9,39,48
ANZALDO,consulta externa,personas de 21 a 59 anos,2009-11-01,29,70,0,0,29,70,99
APOLO,consulta externa,personas de 21 a 59 anos,2009-11-01,69,142,5,2,74,144,218
ARAMPAMPA,consulta externa,personas de 21 a 59 anos,2009-11-01,53,110,1,1,54,111,165
ARANI,consulta externa,personas de 21 a 59 anos,2009-11-01,40,91,3,13,43,104,147
ARBIETO,consulta externa,personas de 21 a 59 anos,2009-11-01,55,128,12,31,67,159,226
ARQUE,consulta externa,personas de 21 a 59 anos,2009-11-01,64,250,1,1,65,251,316
ASCENCION DE GUARAYOS,consulta externa,personas de 21 a 59 anos,2009-11-01,99,154,3,5,102,159,261
ATOCHA,consulta externa,personas de 21 a 59 anos,2009-11-01,44,195,1,3,45,198,243
AUCAPATA,consulta externa,personas de 21 a 59 anos,2009-11-01,66,123,1,2,67,125,192
AYATA,consulta externa,personas de 21 a 59 anos,2009-11-01,117,171,3,0,120,171,291
AYO AYO,consulta externa,personas de 21 a 59 anos,2009-11-01,48,71,3,0,51,71,122
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 21 a 59 anos,2009-11-01,194,366,9,5,203,371,574
AZURDUY,consulta externa,personas de 21 a 59 anos,2009-11-01,141,381,2,5,143,386,529
BATALLAS,consulta externa,personas de 21 a 59 anos,2009-11-01,78,139,1,5,79,144,223
BAURES,consulta externa,personas de 21 a 59 anos,2009-11-01,55,146,4,8,59,154,213
BELEN DE ANDAMARCA,consulta externa,personas de 21 a 59 anos,2009-11-01,29,33,2,1,31,34,65
BELEN DE URMIRI,consulta externa,personas de 21 a 59 anos,2009-11-01,34,44,2,2,36,46,82
BELLA FLOR,consulta externa,personas de 21 a 59 anos,2009-11-01,15,22,0,0,15,22,37
BERMEJO,consulta externa,personas de 21 a 59 anos,2009-11-01,1447,2716,223,397,1670,3113,4783
BETANZOS,consulta externa,personas de 21 a 59 anos,2009-11-01,398,1021,26,51,424,1072,1496
BOLIVAR,consulta externa,personas de 21 a 59 anos,2009-11-01,31,80,0,0,31,80,111
BOLPEBRA,consulta externa,personas de 21 a 59 anos,2009-11-01,23,28,1,2,24,30,54
BOYUIBE,consulta externa,personas de 21 a 59 anos,2009-11-01,19,18,3,0,22,18,40
BUENA VISTA,consulta externa,personas de 21 a 59 anos,2009-11-01,127,199,6,18,133,217,350
CABEZAS,consulta externa,personas de 21 a 59 anos,2009-11-01,304,384,14,45,318,429,747
CAIROMA,consulta externa,personas de 21 a 59 anos,2009-11-01,77,135,3,3,80,138,218
"CAIZA ""D""",consulta externa,personas de 21 a 59 anos,2009-11-01,144,285,7,17,151,302,453
CAJUATA,consulta externa,personas de 21 a 59 anos,2009-11-01,92,136,7,7,99,143,242
CALACOTO,consulta externa,personas de 21 a 59 anos,2009-11-01,55,132,1,7,56,139,195
CALAMARCA,consulta externa,personas de 21 a 59 anos,2009-11-01,91,219,19,19,110,238,348
CAMARGO,consulta externa,personas de 21 a 59 anos,2009-11-01,260,440,40,49,300,489,789
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 21 a 59 anos,2009-11-01,47,123,3,0,50,123,173
CAMIRI,consulta externa,personas de 21 a 59 anos,2009-11-01,774,1594,88,267,862,1861,2723
CAPINOTA,consulta externa,personas de 21 a 59 anos,2009-11-01,169,265,44,61,213,326,539
CAQUIAVIRI,consulta externa,personas de 21 a 59 anos,2009-11-01,63,70,2,7,65,77,142
CARACOLLO,consulta externa,personas de 21 a 59 anos,2009-11-01,72,219,10,15,82,234,316
CARANAVI,consulta externa,personas de 21 a 59 anos,2009-11-01,619,1158,26,26,645,1184,1829
CARANGAS,consulta externa,personas de 21 a 59 anos,2009-11-01,1,2,0,0,1,2,3
CARAPARI,consulta externa,personas de 21 a 59 anos,2009-11-01,448,637,3,7,451,644,1095
CARIPUYO,consulta externa,personas de 21 a 59 anos,2009-11-01,80,240,0,1,80,241,321
CARMEN RIVERO TORREZ,consulta externa,personas de 21 a 59 anos,2009-11-01,40,33,1,2,41,35,76
CATACORA,consulta externa,personas de 21 a 59 anos,2009-11-01,16,43,0,2,16,45,61
CHACARILLA,consulta externa,personas de 21 a 59 anos,2009-11-01,19,18,0,0,19,18,37
CHALLAPATA,consulta externa,personas de 21 a 59 anos,2009-11-01,136,432,9,35,145,467,612
CHAQUI,consulta externa,personas de 21 a 59 anos,2009-11-01,117,155,1,7,118,162,280
CHARAGUA,consulta externa,personas de 21 a 59 anos,2009-11-01,130,260,1,10,131,270,401
CHARAÑA,consulta externa,personas de 21 a 59 anos,2009-11-01,60,68,5,0,65,68,133
CHAYANTA,consulta externa,personas de 21 a 59 anos,2009-11-01,145,317,4,7,149,324,473
CHIMORE,consulta externa,personas de 21 a 59 anos,2009-11-01,182,260,8,19,190,279,469
CHIPAYA,consulta externa,personas de 21 a 59 anos,2009-11-01,20,23,5,15,25,38,63
CHOQUE COTA,consulta externa,personas de 21 a 59 anos,2009-11-01,20,44,0,0,20,44,64
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 21 a 59 anos,2009-11-01,137,302,24,26,161,328,489
CHUMA,consulta externa,personas de 21 a 59 anos,2009-11-01,104,172,9,5,113,177,290
CLIZA,consulta externa,personas de 21 a 59 anos,2009-11-01,58,174,9,18,67,192,259
COBIJA,consulta externa,personas de 21 a 59 anos,2009-11-01,1123,1732,283,761,1406,2493,3899
COCHABAMBA,consulta externa,personas de 21 a 59 anos,2009-11-01,11216,22619,7906,17660,19122,40279,59401
COIPASA,consulta externa,personas de 21 a 59 anos,2009-11-01,10,14,0,0,10,14,24
COLCAPIRHUA,consulta externa,personas de 21 a 59 anos,2009-11-01,360,570,377,186,737,756,1493
"COLCHA ""K""",consulta externa,personas de 21 a 59 anos,2009-11-01,125,255,2,5,127,260,387
COLLANA,consulta externa,personas de 21 a 59 anos,2009-11-01,16,34,5,1,21,35,56
COLOMI,consulta externa,personas de 21 a 59 anos,2009-11-01,54,106,2,5,56,111,167
COLPA BELGICA,consulta externa,personas de 21 a 59 anos,2009-11-01,138,237,171,59,309,296,605
COLQUECHACA,consulta externa,personas de 21 a 59 anos,2009-11-01,201,584,1,2,202,586,788
COLQUENCHA,consulta externa,personas de 21 a 59 anos,2009-11-01,112,203,6,18,118,221,339
COLQUIRI,consulta externa,personas de 21 a 59 anos,2009-11-01,143,320,11,16,154,336,490
COMANCHE,consulta externa,personas de 21 a 59 anos,2009-11-01,18,52,1,16,19,68,87
COMARAPA,consulta externa,personas de 21 a 59 anos,2009-11-01,187,411,11,29,198,440,638
COMBAYA,consulta externa,personas de 21 a 59 anos,2009-11-01,19,62,2,3,21,65,86
CONCEPCION,consulta externa,personas de 21 a 59 anos,2009-11-01,40,48,0,0,40,48,88
COPACABANA,consulta externa,personas de 21 a 59 anos,2009-11-01,66,116,5,8,71,124,195
CORIPATA,consulta externa,personas de 21 a 59 anos,2009-11-01,90,206,6,17,96,223,319
CORO CORO,consulta externa,personas de 21 a 59 anos,2009-11-01,55,121,2,2,57,123,180
COROICO,consulta externa,personas de 21 a 59 anos,2009-11-01,156,241,52,87,208,328,536
CORQUE,consulta externa,personas de 21 a 59 anos,2009-11-01,86,121,4,11,90,132,222
COTAGAITA,consulta externa,personas de 21 a 59 anos,2009-11-01,338,736,9,13,347,749,1096
COTOCA,consulta externa,personas de 21 a 59 anos,2009-11-01,164,606,5,32,169,638,807
CUATRO CAÑADAS,consulta externa,personas de 21 a 59 anos,2009-11-01,191,414,11,19,202,433,635
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 21 a 59 anos,2009-11-01,7,68,0,4,7,72,79
CUEVO,consulta externa,personas de 21 a 59 anos,2009-11-01,44,112,0,2,44,114,158
CULPINA,consulta externa,personas de 21 a 59 anos,2009-11-01,146,471,2,5,148,476,624
CURAHUARA DE CARANGAS,consulta externa,personas de 21 a 59 anos,2009-11-01,78,110,0,3,78,113,191
CURVA,consulta externa,personas de 21 a 59 anos,2009-11-01,15,44,1,1,16,45,61
DESAGUADERO,consulta externa,personas de 21 a 59 anos,2009-11-01,33,55,1,4,34,59,93
EL ALTO,consulta externa,personas de 21 a 59 anos,2009-11-01,6328,15160,3242,7169,9570,22329,31899
EL CHORO,consulta externa,personas de 21 a 59 anos,2009-11-01,33,84,0,1,33,85,118
EL PUENTE(STC),consulta externa,personas de 21 a 59 anos,2009-11-01,94,255,3,2,97,257,354
EL PUENTE(TJA),consulta externa,personas de 21 a 59 anos,2009-11-01,193,515,22,71,215,586,801
EL TORNO,consulta externa,personas de 21 a 59 anos,2009-11-01,623,1231,129,220,752,1451,2203
EL VILLAR,consulta externa,personas de 21 a 59 anos,2009-11-01,135,281,3,1,138,282,420
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2009-11-01,255,326,9,16,264,342,606
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2009-11-01,691,1189,6,15,697,1204,1901
ESCARA,consulta externa,personas de 21 a 59 anos,2009-11-01,3,4,1,0,4,4,8
ESMERALDA,consulta externa,personas de 21 a 59 anos,2009-11-01,7,11,0,0,7,11,18
EUCALIPTUS,consulta externa,personas de 21 a 59 anos,2009-11-01,40,80,1,2,41,82,123
EUREKA (SANTOS MERCADO),consulta externa,personas de 21 a 59 anos,2009-11-01,5,12,1,2,6,14,20
EXALTACION,consulta externa,personas de 21 a 59 anos,2009-11-01,19,32,2,4,21,36,57
FERNANDEZ ALONSO,consulta externa,personas de 21 a 59 anos,2009-11-01,121,230,7,12,128,242,370
FILADELFIA,consulta externa,personas de 21 a 59 anos,2009-11-01,52,88,0,1,52,89,141
GENERAL SAAVEDRA,consulta externa,personas de 21 a 59 anos,2009-11-01,118,300,7,5,125,305,430
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 21 a 59 anos,2009-11-01,119,196,8,17,127,213,340
GUANAY,consulta externa,personas de 21 a 59 anos,2009-11-01,99,174,37,32,136,206,342
GUAQUI,consulta externa,personas de 21 a 59 anos,2009-11-01,25,64,1,0,26,64,90
GUAYARAMERIN,consulta externa,personas de 21 a 59 anos,2009-11-01,1197,1741,202,272,1399,2013,3412
GUTIERREZ,consulta externa,personas de 21 a 59 anos,2009-11-01,87,278,3,9,90,287,377
HUACARETA,consulta externa,personas de 21 a 59 anos,2009-11-01,165,305,11,26,176,331,507
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 21 a 59 anos,2009-11-01,37,87,1,0,38,87,125
HUACHACALLA,consulta externa,personas de 21 a 59 anos,2009-11-01,22,16,0,2,22,18,40
HUANUNI,consulta externa,personas de 21 a 59 anos,2009-11-01,1294,880,492,418,1786,1298,3084
HUARACAJE,consulta externa,personas de 21 a 59 anos,2009-11-01,18,70,5,5,23,75,98
HUAYLLAMARCA,consulta externa,personas de 21 a 59 anos,2009-11-01,29,45,0,0,29,45,74
ICHOCA,consulta externa,personas de 21 a 59 anos,2009-11-01,44,77,1,2,45,79,124
ICLA,consulta externa,personas de 21 a 59 anos,2009-11-01,140,401,3,3,143,404,547
INCAHUASI,consulta externa,personas de 21 a 59 anos,2009-11-01,209,691,3,12,212,703,915
INGAVI (HUMAITA),consulta externa,personas de 21 a 59 anos,2009-11-01,65,77,6,0,71,77,148
INQUISIVI,consulta externa,personas de 21 a 59 anos,2009-11-01,67,133,3,4,70,137,207
IRUPANA (VILLA DE LANZA),consulta externa,personas de 21 a 59 anos,2009-11-01,165,307,2,10,167,317,484
IXIAMAS,consulta externa,personas de 21 a 59 anos,2009-11-01,94,106,21,3,115,109,224
JESUS DE MACHACA,consulta externa,personas de 21 a 59 anos,2009-11-01,182,293,3,22,185,315,500
LA ASUNTA,consulta externa,personas de 21 a 59 anos,2009-11-01,180,264,2,4,182,268,450
LA GUARDIA,consulta externa,personas de 21 a 59 anos,2009-11-01,370,784,18,71,388,855,1243
LA PAZ,consulta externa,personas de 21 a 59 anos,2009-11-01,15455,31654,11050,24491,26505,56145,82650
LA RIVERA,consulta externa,personas de 21 a 59 anos,2009-11-01,1,6,0,0,1,6,7
LAGUNILLAS,consulta externa,personas de 21 a 59 anos,2009-11-01,80,168,2,20,82,188,270
LAJA,consulta externa,personas de 21 a 59 anos,2009-11-01,63,141,18,15,81,156,237
LAS CARRERAS,consulta externa,personas de 21 a 59 anos,2009-11-01,81,201,6,26,87,227,314
LICOMA PAMPA,consulta externa,personas de 21 a 59 anos,2009-11-01,52,68,5,5,57,73,130
LLALLAGUA,consulta externa,personas de 21 a 59 anos,2009-11-01,229,858,30,9,259,867,1126
LLICA,consulta externa,personas de 21 a 59 anos,2009-11-01,95,142,6,10,101,152,253
LORETO,consulta externa,personas de 21 a 59 anos,2009-11-01,43,89,4,5,47,94,141
LURIBAY,consulta externa,personas de 21 a 59 anos,2009-11-01,148,185,3,5,151,190,341
MACHACAMARCA,consulta externa,personas de 21 a 59 anos,2009-11-01,70,76,20,4,90,80,170
MACHARETI,consulta externa,personas de 21 a 59 anos,2009-11-01,154,344,6,43,160,387,547
MAGDALENA,consulta externa,personas de 21 a 59 anos,2009-11-01,73,111,27,104,100,215,315
MAIRANA,consulta externa,personas de 21 a 59 anos,2009-11-01,94,240,2,15,96,255,351
MALLA,consulta externa,personas de 21 a 59 anos,2009-11-01,27,45,1,1,28,46,74
MAPIRI,consulta externa,personas de 21 a 59 anos,2009-11-01,114,176,0,0,114,176,290
MECAPACA,consulta externa,personas de 21 a 59 anos,2009-11-01,112,163,3,7,115,170,285
MINEROS,consulta externa,personas de 21 a 59 anos,2009-11-01,68,250,0,32,68,282,350
MIZQUE,consulta externa,personas de 21 a 59 anos,2009-11-01,144,241,14,13,158,254,412
MOCOMOCO,consulta externa,personas de 21 a 59 anos,2009-11-01,179,205,32,26,211,231,442
MOJINETE,consulta externa,personas de 21 a 59 anos,2009-11-01,12,44,1,2,13,46,59
MOJOCOYA,consulta externa,personas de 21 a 59 anos,2009-11-01,70,192,2,16,72,208,280
MONTEAGUDO,consulta externa,personas de 21 a 59 anos,2009-11-01,692,1266,32,138,724,1404,2128
MONTERO,consulta externa,personas de 21 a 59 anos,2009-11-01,972,2353,233,664,1205,3017,4222
MORO MORO,consulta externa,personas de 21 a 59 anos,2009-11-01,44,100,1,2,45,102,147
MOROCHATA,consulta externa,personas de 21 a 59 anos,2009-11-01,74,180,4,24,78,204,282
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 21 a 59 anos,2009-11-01,174,164,10,10,184,174,358
NAZACARA DE PACAJES,consulta externa,personas de 21 a 59 anos,2009-11-01,3,4,0,0,3,4,7
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 21 a 59 anos,2009-11-01,129,105,10,7,139,112,251
OCURI,consulta externa,personas de 21 a 59 anos,2009-11-01,112,302,2,5,114,307,421
OKINAWA,consulta externa,personas de 21 a 59 anos,2009-11-01,150,216,24,67,174,283,457
OMEREQUE,consulta externa,personas de 21 a 59 anos,2009-11-01,83,137,3,0,86,137,223
ORURO,consulta externa,personas de 21 a 59 anos,2009-11-01,5469,10689,1699,3674,7168,14363,21531
PADCAYA,consulta externa,personas de 21 a 59 anos,2009-11-01,612,1084,14,28,626,1112,1738
PADILLA,consulta externa,personas de 21 a 59 anos,2009-11-01,279,600,11,22,290,622,912
PAILON,consulta externa,personas de 21 a 59 anos,2009-11-01,164,177,2,13,166,190,356
PALCA,consulta externa,personas de 21 a 59 anos,2009-11-01,80,127,7,2,87,129,216
PALOS BLANCOS,consulta externa,personas de 21 a 59 anos,2009-11-01,312,498,13,25,325,523,848
PAMPA AULLAGAS,consulta externa,personas de 21 a 59 anos,2009-11-01,21,44,0,0,21,44,65
PAMPA GRANDE,consulta externa,personas de 21 a 59 anos,2009-11-01,70,143,12,8,82,151,233
PAPEL PAMPA,consulta externa,personas de 21 a 59 anos,2009-11-01,78,87,0,1,78,88,166
PASORAPA,consulta externa,personas de 21 a 59 anos,2009-11-01,59,94,0,0,59,94,153
PATACAMAYA,consulta externa,personas de 21 a 59 anos,2009-11-01,159,275,0,3,159,278,437
PAZÑA,consulta externa,personas de 21 a 59 anos,2009-11-01,63,95,21,7,84,102,186
PELECHUCO,consulta externa,personas de 21 a 59 anos,2009-11-01,80,147,0,2,80,149,229
POCOATA,consulta externa,personas de 21 a 59 anos,2009-11-01,137,348,4,0,141,348,489
POCONA,consulta externa,personas de 21 a 59 anos,2009-11-01,133,220,1,2,134,222,356
POJO (CBBA),consulta externa,personas de 21 a 59 anos,2009-11-01,73,140,0,0,73,140,213
POOPO,consulta externa,personas de 21 a 59 anos,2009-11-01,49,60,9,6,58,66,124
PORCO,consulta externa,personas de 21 a 59 anos,2009-11-01,90,202,1,3,91,205,296
POROMA,consulta externa,personas de 21 a 59 anos,2009-11-01,145,511,0,6,145,517,662
PORONGO,consulta externa,personas de 21 a 59 anos,2009-11-01,61,115,15,63,76,178,254
PORTACHUELO,consulta externa,personas de 21 a 59 anos,2009-11-01,219,428,50,32,269,460,729
PORVENIR,consulta externa,personas de 21 a 59 anos,2009-11-01,73,99,0,2,73,101,174
POSTRER VALLE,consulta externa,personas de 21 a 59 anos,2009-11-01,42,59,0,1,42,60,102
POTOSI,consulta externa,personas de 21 a 59 anos,2009-11-01,3888,6809,1811,3170,5699,9979,15678
PRESTO,consulta externa,personas de 21 a 59 anos,2009-11-01,108,245,0,0,108,245,353
PUCARA,consulta externa,personas de 21 a 59 anos,2009-11-01,42,97,0,2,42,99,141
PUCARANI,consulta externa,personas de 21 a 59 anos,2009-11-01,109,244,5,7,114,251,365
PUERTO ACOSTA,consulta externa,personas de 21 a 59 anos,2009-11-01,137,229,11,24,148,253,401
PUERTO CARABUCO,consulta externa,personas de 21 a 59 anos,2009-11-01,107,160,20,20,127,180,307
PUERTO GONZALO MORENO,consulta externa,personas de 21 a 59 anos,2009-11-01,63,112,3,11,66,123,189
PUERTO PEREZ,consulta externa,personas de 21 a 59 anos,2009-11-01,71,77,1,5,72,82,154
PUERTO QUIJARRO,consulta externa,personas de 21 a 59 anos,2009-11-01,264,408,14,5,278,413,691
PUERTO RICO,consulta externa,personas de 21 a 59 anos,2009-11-01,100,141,3,10,103,151,254
PUERTO SILES,consulta externa,personas de 21 a 59 anos,2009-11-01,13,19,2,2,15,21,36
PUERTO SUAREZ,consulta externa,personas de 21 a 59 anos,2009-11-01,133,294,13,68,146,362,508
PUERTO VILLARROEL,consulta externa,personas de 21 a 59 anos,2009-11-01,668,1162,28,278,696,1440,2136
PUNA,consulta externa,personas de 21 a 59 anos,2009-11-01,446,1066,15,36,461,1102,1563
PUNATA,consulta externa,personas de 21 a 59 anos,2009-11-01,197,752,62,198,259,950,1209
QUIABAYA,consulta externa,personas de 21 a 59 anos,2009-11-01,46,59,6,3,52,62,114
QUILLACOLLO,consulta externa,personas de 21 a 59 anos,2009-11-01,743,1514,147,632,890,2146,3036
QUIME,consulta externa,personas de 21 a 59 anos,2009-11-01,404,296,22,2,426,298,724
QUIRUSILLAS,consulta externa,personas de 21 a 59 anos,2009-11-01,37,73,0,5,37,78,115
RAVELO,consulta externa,personas de 21 a 59 anos,2009-11-01,232,503,1,4,233,507,740
REYES,consulta externa,personas de 21 a 59 anos,2009-11-01,81,172,25,21,106,193,299
RIBERALTA,consulta externa,personas de 21 a 59 anos,2009-11-01,690,2183,38,517,728,2700,3428
ROBORE,consulta externa,personas de 21 a 59 anos,2009-11-01,250,621,19,63,269,684,953
RURRENABAQUE,consulta externa,personas de 21 a 59 anos,2009-11-01,105,195,38,14,143,209,352
SABAYA,consulta externa,personas de 21 a 59 anos,2009-11-01,86,124,2,1,88,125,213
SACABA,consulta externa,personas de 21 a 59 anos,2009-11-01,536,1153,187,364,723,1517,2240
SACABAMBA,consulta externa,personas de 21 a 59 anos,2009-11-01,32,47,2,2,34,49,83
SACACA,consulta externa,personas de 21 a 59 anos,2009-11-01,180,577,5,8,185,585,770
SAIPINA,consulta externa,personas de 21 a 59 anos,2009-11-01,55,143,5,10,60,153,213
SALINAS DE GARCI MENDOZA,consulta externa,personas de 21 a 59 anos,2009-11-01,46,167,1,0,47,167,214
SAMAIPATA,consulta externa,personas de 21 a 59 anos,2009-11-01,83,110,1,2,84,112,196
SAN AGUSTIN,consulta externa,personas de 21 a 59 anos,2009-11-01,25,62,0,3,25,65,90
SAN ANDRES,consulta externa,personas de 21 a 59 anos,2009-11-01,139,302,2,9,141,311,452
SAN ANDRES DE MACHACA,consulta externa,personas de 21 a 59 anos,2009-11-01,76,138,2,13,78,151,229
