,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVOS,PERSONAS DE 5 A 9 AÑOS NUEVOS,PERSONAS DE 5 A 9 AÑOS REPETIDOS,PERSONAS DE 5 A 9 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
AYATA,consulta externa,personas de 5 a 9 anos,2009-11-01,22,28,0,0,22,28,50
AYO AYO,consulta externa,personas de 5 a 9 anos,2009-11-01,14,15,0,0,14,15,29
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2009-11-01,48,48,2,1,50,49,99
AZURDUY,consulta externa,personas de 5 a 9 anos,2009-11-01,15,14,0,0,15,14,29
BATALLAS,consulta externa,personas de 5 a 9 anos,2009-11-01,10,18,1,0,11,18,29
BAURES,consulta externa,personas de 5 a 9 anos,2009-11-01,23,31,0,4,23,35,58
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2009-11-01,1,4,0,0,1,4,5
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2009-11-01,8,8,0,0,8,8,16
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2009-11-01,2,3,0,0,2,3,5
BERMEJO,consulta externa,personas de 5 a 9 anos,2009-11-01,406,378,50,48,456,426,882
BETANZOS,consulta externa,personas de 5 a 9 anos,2009-11-01,116,94,4,10,120,104,224
BOLIVAR,consulta externa,personas de 5 a 9 anos,2009-11-01,12,8,0,0,12,8,20
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2009-11-01,7,5,0,0,7,5,12
BOYUIBE,consulta externa,personas de 5 a 9 anos,2009-11-01,17,25,2,3,19,28,47
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2009-11-01,44,38,6,1,50,39,89
CABEZAS,consulta externa,personas de 5 a 9 anos,2009-11-01,103,61,2,1,105,62,167
CAIROMA,consulta externa,personas de 5 a 9 anos,2009-11-01,22,21,0,0,22,21,43
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2009-11-01,44,34,0,0,44,34,78
CAJUATA,consulta externa,personas de 5 a 9 anos,2009-11-01,28,23,0,0,28,23,51
CALACOTO,consulta externa,personas de 5 a 9 anos,2009-11-01,19,16,0,0,19,16,35
CALAMARCA,consulta externa,personas de 5 a 9 anos,2009-11-01,41,30,3,5,44,35,79
CAMARGO,consulta externa,personas de 5 a 9 anos,2009-11-01,44,38,12,16,56,54,110
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2009-11-01,18,6,1,0,19,6,25
CAMIRI,consulta externa,personas de 5 a 9 anos,2009-11-01,267,206,35,32,302,238,540
CAPINOTA,consulta externa,personas de 5 a 9 anos,2009-11-01,53,44,11,10,64,54,118
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2009-11-01,6,13,0,0,6,13,19
CARACOLLO,consulta externa,personas de 5 a 9 anos,2009-11-01,47,64,1,1,48,65,113
CARANAVI,consulta externa,personas de 5 a 9 anos,2009-11-01,156,153,3,3,159,156,315
CARANGAS,consulta externa,personas de 5 a 9 anos,2009-11-01,3,1,1,0,4,1,5
CARAPARI,consulta externa,personas de 5 a 9 anos,2009-11-01,157,166,0,3,157,169,326
CARIPUYO,consulta externa,personas de 5 a 9 anos,2009-11-01,9,9,0,0,9,9,18
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2009-11-01,11,3,1,1,12,4,16
CATACORA,consulta externa,personas de 5 a 9 anos,2009-11-01,4,4,1,0,5,4,9
CHACARILLA,consulta externa,personas de 5 a 9 anos,2009-11-01,3,1,0,0,3,1,4
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2009-11-01,35,30,0,0,35,30,65
CHAQUI,consulta externa,personas de 5 a 9 anos,2009-11-01,13,10,0,0,13,10,23
CHARAGUA,consulta externa,personas de 5 a 9 anos,2009-11-01,78,70,0,3,78,73,151
CHARAÑA,consulta externa,personas de 5 a 9 anos,2009-11-01,9,11,1,0,10,11,21
CHAYANTA,consulta externa,personas de 5 a 9 anos,2009-11-01,22,23,0,0,22,23,45
CHIMORE,consulta externa,personas de 5 a 9 anos,2009-11-01,81,83,7,6,88,89,177
CHIPAYA,consulta externa,personas de 5 a 9 anos,2009-11-01,3,1,3,2,6,3,9
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2009-11-01,11,8,0,0,11,8,19
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2009-11-01,37,44,2,5,39,49,88
CHUMA,consulta externa,personas de 5 a 9 anos,2009-11-01,21,25,1,0,22,25,47
CLIZA,consulta externa,personas de 5 a 9 anos,2009-11-01,40,44,2,5,42,49,91
COBIJA,consulta externa,personas de 5 a 9 anos,2009-11-01,168,180,21,23,189,203,392
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2009-11-01,3124,2815,1811,1322,4935,4137,9072
COIPASA,consulta externa,personas de 5 a 9 anos,2009-11-01,2,4,0,0,2,4,6
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2009-11-01,86,88,49,32,135,120,255
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2009-11-01,21,32,1,0,22,32,54
COLLANA,consulta externa,personas de 5 a 9 anos,2009-11-01,3,1,0,0,3,1,4
COLOMI,consulta externa,personas de 5 a 9 anos,2009-11-01,20,12,0,2,20,14,34
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2009-11-01,74,77,161,53,235,130,365
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2009-11-01,86,51,0,0,86,51,137
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2009-11-01,35,19,3,1,38,20,58
COLQUIRI,consulta externa,personas de 5 a 9 anos,2009-11-01,26,19,0,1,26,20,46
COMANCHE,consulta externa,personas de 5 a 9 anos,2009-11-01,7,9,0,0,7,9,16
COMARAPA,consulta externa,personas de 5 a 9 anos,2009-11-01,50,61,2,2,52,63,115
COMBAYA,consulta externa,personas de 5 a 9 anos,2009-11-01,3,5,0,0,3,5,8
CONCEPCION,consulta externa,personas de 5 a 9 anos,2009-11-01,8,7,1,0,9,7,16
COPACABANA,consulta externa,personas de 5 a 9 anos,2009-11-01,14,27,0,0,14,27,41
CORIPATA,consulta externa,personas de 5 a 9 anos,2009-11-01,36,33,0,1,36,34,70
CORO CORO,consulta externa,personas de 5 a 9 anos,2009-11-01,7,19,0,4,7,23,30
COROICO,consulta externa,personas de 5 a 9 anos,2009-11-01,58,41,7,8,65,49,114
CORQUE,consulta externa,personas de 5 a 9 anos,2009-11-01,18,16,0,2,18,18,36
COTAGAITA,consulta externa,personas de 5 a 9 anos,2009-11-01,72,41,0,2,72,43,115
COTOCA,consulta externa,personas de 5 a 9 anos,2009-11-01,80,55,1,5,81,60,141
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2009-11-01,67,67,0,1,67,68,135
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2009-11-01,3,4,0,0,3,4,7
CUEVO,consulta externa,personas de 5 a 9 anos,2009-11-01,18,12,0,0,18,12,30
CULPINA,consulta externa,personas de 5 a 9 anos,2009-11-01,48,50,0,1,48,51,99
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2009-11-01,32,35,0,2,32,37,69
CURVA,consulta externa,personas de 5 a 9 anos,2009-11-01,5,3,0,0,5,3,8
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2009-11-01,8,9,0,0,8,9,17
EL ALTO,consulta externa,personas de 5 a 9 anos,2009-11-01,2589,2616,656,557,3245,3173,6418
EL CHORO,consulta externa,personas de 5 a 9 anos,2009-11-01,10,6,0,2,10,8,18
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2009-11-01,42,43,0,1,42,44,86
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2009-11-01,72,66,8,14,80,80,160
EL TORNO,consulta externa,personas de 5 a 9 anos,2009-11-01,206,217,17,12,223,229,452
EL VILLAR,consulta externa,personas de 5 a 9 anos,2009-11-01,24,29,0,0,24,29,53
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2009-11-01,66,73,3,2,69,75,144
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2009-11-01,191,173,4,2,195,175,370
ESCARA,consulta externa,personas de 5 a 9 anos,2009-11-01,1,1,0,0,1,1,2
ESMERALDA,consulta externa,personas de 5 a 9 anos,2009-11-01,1,1,0,0,1,1,2
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2009-11-01,15,13,1,0,16,13,29
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2009-11-01,4,2,0,0,4,2,6
EXALTACION,consulta externa,personas de 5 a 9 anos,2009-11-01,7,6,0,0,7,6,13
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2009-11-01,45,35,0,0,45,35,80
FILADELFIA,consulta externa,personas de 5 a 9 anos,2009-11-01,15,26,0,0,15,26,41
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2009-11-01,44,41,1,0,45,41,86
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2009-11-01,29,29,2,0,31,29,60
GUANAY,consulta externa,personas de 5 a 9 anos,2009-11-01,37,29,31,4,68,33,101
GUAQUI,consulta externa,personas de 5 a 9 anos,2009-11-01,6,13,0,0,6,13,19
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2009-11-01,207,171,28,23,235,194,429
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2009-11-01,47,44,0,0,47,44,91
HUACARETA,consulta externa,personas de 5 a 9 anos,2009-11-01,22,26,3,5,25,31,56
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2009-11-01,2,9,1,0,3,9,12
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2009-11-01,5,0,0,0,5,0,5
HUANUNI,consulta externa,personas de 5 a 9 anos,2009-11-01,140,95,25,14,165,109,274
HUARACAJE,consulta externa,personas de 5 a 9 anos,2009-11-01,24,16,0,0,24,16,40
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2009-11-01,5,4,0,0,5,4,9
ICHOCA,consulta externa,personas de 5 a 9 anos,2009-11-01,6,2,3,0,9,2,11
ICLA,consulta externa,personas de 5 a 9 anos,2009-11-01,28,38,1,1,29,39,68
INCAHUASI,consulta externa,personas de 5 a 9 anos,2009-11-01,52,62,0,1,52,63,115
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2009-11-01,12,9,0,0,12,9,21
INQUISIVI,consulta externa,personas de 5 a 9 anos,2009-11-01,15,12,0,0,15,12,27
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2009-11-01,37,29,0,0,37,29,66
IXIAMAS,consulta externa,personas de 5 a 9 anos,2009-11-01,29,24,0,0,29,24,53
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2009-11-01,44,35,2,1,46,36,82
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2009-11-01,62,79,0,1,62,80,142
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2009-11-01,211,210,11,4,222,214,436
LA PAZ,consulta externa,personas de 5 a 9 anos,2009-11-01,3241,3391,1408,1447,4649,4838,9487
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2009-11-01,30,31,0,2,30,33,63
LAJA,consulta externa,personas de 5 a 9 anos,2009-11-01,11,8,1,1,12,9,21
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2009-11-01,26,20,1,2,27,22,49
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2009-11-01,9,7,2,2,11,9,20
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2009-11-01,43,46,2,0,45,46,91
LLICA,consulta externa,personas de 5 a 9 anos,2009-11-01,19,19,0,1,19,20,39
LORETO,consulta externa,personas de 5 a 9 anos,2009-11-01,7,9,0,0,7,9,16
LURIBAY,consulta externa,personas de 5 a 9 anos,2009-11-01,20,33,2,0,22,33,55
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2009-11-01,5,12,0,0,5,12,17
MACHARETI,consulta externa,personas de 5 a 9 anos,2009-11-01,35,38,1,0,36,38,74
MAGDALENA,consulta externa,personas de 5 a 9 anos,2009-11-01,13,30,7,10,20,40,60
MAIRANA,consulta externa,personas de 5 a 9 anos,2009-11-01,39,19,1,0,40,19,59
MALLA,consulta externa,personas de 5 a 9 anos,2009-11-01,39,31,0,0,39,31,70
MAPIRI,consulta externa,personas de 5 a 9 anos,2009-11-01,34,34,0,0,34,34,68
MECAPACA,consulta externa,personas de 5 a 9 anos,2009-11-01,34,30,2,1,36,31,67
MINEROS,consulta externa,personas de 5 a 9 anos,2009-11-01,32,17,1,0,33,17,50
MIZQUE,consulta externa,personas de 5 a 9 anos,2009-11-01,40,36,3,0,43,36,79
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2009-11-01,32,14,1,1,33,15,48
MOJINETE,consulta externa,personas de 5 a 9 anos,2009-11-01,3,5,0,0,3,5,8
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2009-11-01,21,12,0,0,21,12,33
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2009-11-01,171,186,22,22,193,208,401
MONTERO,consulta externa,personas de 5 a 9 anos,2009-11-01,529,468,99,101,628,569,1197
MORO MORO,consulta externa,personas de 5 a 9 anos,2009-11-01,6,18,0,0,6,18,24
MOROCHATA,consulta externa,personas de 5 a 9 anos,2009-11-01,17,17,4,0,21,17,38
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2009-11-01,28,36,1,0,29,36,65
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2009-11-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2009-11-01,13,26,0,2,13,28,41
OCURI,consulta externa,personas de 5 a 9 anos,2009-11-01,39,25,0,1,39,26,65
OKINAWA,consulta externa,personas de 5 a 9 anos,2009-11-01,49,43,13,11,62,54,116
OMEREQUE,consulta externa,personas de 5 a 9 anos,2009-11-01,21,22,1,0,22,22,44
ORURO,consulta externa,personas de 5 a 9 anos,2009-11-01,1226,1095,253,282,1479,1377,2856
PADCAYA,consulta externa,personas de 5 a 9 anos,2009-11-01,222,261,3,6,225,267,492
PADILLA,consulta externa,personas de 5 a 9 anos,2009-11-01,70,135,2,0,72,135,207
PAILON,consulta externa,personas de 5 a 9 anos,2009-11-01,44,43,0,0,44,43,87
PALCA,consulta externa,personas de 5 a 9 anos,2009-11-01,23,35,0,3,23,38,61
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2009-11-01,102,87,6,1,108,88,196
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2009-11-01,11,11,0,0,11,11,22
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2009-11-01,27,24,0,7,27,31,58
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2009-11-01,17,20,0,0,17,20,37
PASORAPA,consulta externa,personas de 5 a 9 anos,2009-11-01,12,8,0,0,12,8,20
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2009-11-01,34,20,0,0,34,20,54
PAZÑA,consulta externa,personas de 5 a 9 anos,2009-11-01,11,11,1,4,12,15,27
PELECHUCO,consulta externa,personas de 5 a 9 anos,2009-11-01,17,15,0,0,17,15,32
POCOATA,consulta externa,personas de 5 a 9 anos,2009-11-01,35,27,0,0,35,27,62
POCONA,consulta externa,personas de 5 a 9 anos,2009-11-01,29,30,1,0,30,30,60
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2009-11-01,15,16,0,0,15,16,31
POOPO,consulta externa,personas de 5 a 9 anos,2009-11-01,15,8,2,0,17,8,25
PORCO,consulta externa,personas de 5 a 9 anos,2009-11-01,17,18,0,0,17,18,35
POROMA,consulta externa,personas de 5 a 9 anos,2009-11-01,36,33,0,0,36,33,69
PORONGO,consulta externa,personas de 5 a 9 anos,2009-11-01,39,37,6,5,45,42,87
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2009-11-01,40,51,2,5,42,56,98
PORVENIR,consulta externa,personas de 5 a 9 anos,2009-11-01,22,24,0,0,22,24,46
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2009-11-01,4,5,0,0,4,5,9
POTOSI,consulta externa,personas de 5 a 9 anos,2009-11-01,840,739,310,334,1150,1073,2223
PRESTO,consulta externa,personas de 5 a 9 anos,2009-11-01,13,16,0,0,13,16,29
PUCARA,consulta externa,personas de 5 a 9 anos,2009-11-01,4,6,0,0,4,6,10
PUCARANI,consulta externa,personas de 5 a 9 anos,2009-11-01,34,31,3,1,37,32,69
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2009-11-01,30,30,1,2,31,32,63
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2009-11-01,45,41,0,0,45,41,86
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2009-11-01,18,14,0,0,18,14,32
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2009-11-01,7,9,0,1,7,10,17
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2009-11-01,105,136,0,2,105,138,243
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2009-11-01,40,38,0,2,40,40,80
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2009-11-01,1,5,0,0,1,5,6
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2009-11-01,69,46,5,6,74,52,126
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2009-11-01,161,155,6,8,167,163,330
PUNA,consulta externa,personas de 5 a 9 anos,2009-11-01,112,128,7,1,119,129,248
PUNATA,consulta externa,personas de 5 a 9 anos,2009-11-01,50,63,3,5,53,68,121
QUIABAYA,consulta externa,personas de 5 a 9 anos,2009-11-01,2,10,0,0,2,10,12
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2009-11-01,136,162,43,41,179,203,382
QUIME,consulta externa,personas de 5 a 9 anos,2009-11-01,25,25,0,0,25,25,50
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2009-11-01,8,10,1,3,9,13,22
RAVELO,consulta externa,personas de 5 a 9 anos,2009-11-01,40,27,0,0,40,27,67
REYES,consulta externa,personas de 5 a 9 anos,2009-11-01,42,41,1,3,43,44,87
RIBERALTA,consulta externa,personas de 5 a 9 anos,2009-11-01,207,267,55,68,262,335,597
ROBORE,consulta externa,personas de 5 a 9 anos,2009-11-01,71,70,10,9,81,79,160
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2009-11-01,23,33,1,3,24,36,60
SABAYA,consulta externa,personas de 5 a 9 anos,2009-11-01,8,10,0,0,8,10,18
SACABA,consulta externa,personas de 5 a 9 anos,2009-11-01,307,280,131,119,438,399,837
SACABAMBA,consulta externa,personas de 5 a 9 anos,2009-11-01,7,7,0,0,7,7,14
SACACA,consulta externa,personas de 5 a 9 anos,2009-11-01,36,36,0,1,36,37,73
SAIPINA,consulta externa,personas de 5 a 9 anos,2009-11-01,22,19,1,2,23,21,44
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2009-11-01,15,13,1,0,16,13,29
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2009-11-01,25,29,2,2,27,31,58
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2009-11-01,4,7,0,0,4,7,11
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2009-11-01,63,60,0,0,63,60,123
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2009-11-01,11,12,0,1,11,13,24
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2009-11-01,9,11,0,0,9,11,20
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2009-11-01,13,15,1,0,14,15,29
SAN BENITO,consulta externa,personas de 5 a 9 anos,2009-11-01,46,49,8,6,54,55,109
SAN BORJA,consulta externa,personas de 5 a 9 anos,2009-11-01,116,116,8,9,124,125,249
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2009-11-01,32,38,0,2,32,40,72
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2009-11-01,60,66,2,2,62,68,130
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2009-11-01,157,137,15,8,172,145,317
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2009-11-01,143,117,10,16,153,133,286
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2009-11-01,12,10,0,0,12,10,22
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2009-11-01,31,22,6,2,37,24,61
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2009-11-01,264,272,41,61,305,333,638
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2009-11-01,75,69,7,3,82,72,154
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2009-11-01,53,50,5,8,58,58,116
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2009-11-01,237,214,3,4,240,218,458
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2009-11-01,17,23,0,0,17,23,40
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2009-11-01,146,169,0,0,146,169,315
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2009-11-01,91,109,0,2,91,111,202
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2009-11-01,24,33,1,1,25,34,59
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2009-11-01,15,9,0,1,15,10,25
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2009-11-01,21,22,2,1,23,23,46
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2009-11-01,84,117,3,9,87,126,213
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2009-11-01,36,28,0,0,36,28,64
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2009-11-01,28,21,0,0,28,21,49
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2009-11-01,3,3,0,0,3,3,6
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2009-11-01,2,3,0,0,2,3,5
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2009-11-01,5,8,0,0,5,8,13
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2009-11-01,14,22,0,0,14,22,36
SAN RAMON,consulta externa,personas de 5 a 9 anos,2009-11-01,29,27,7,5,36,32,68
SAN RAMON,consulta externa,personas de 5 a 9 anos,2009-11-01,16,22,0,1,16,23,39
SANTA ANA,consulta externa,personas de 5 a 9 anos,2009-11-01,68,47,4,0,72,47,119
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2009-11-01,6004,6160,1681,1909,7685,8069,15754
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2009-11-01,50,36,0,0,50,36,86
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2009-11-01,47,38,0,0,47,38,85
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2009-11-01,7,1,0,0,7,1,8
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2009-11-01,28,37,5,1,33,38,71
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2009-11-01,7,6,0,0,7,6,13
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2009-11-01,24,18,2,1,26,19,45
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2009-11-01,2,2,0,0,2,2,4
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2009-11-01,34,33,0,0,34,33,67
SENA,consulta externa,personas de 5 a 9 anos,2009-11-01,4,9,0,0,4,9,13
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2009-11-01,31,24,0,1,31,25,56
SICAYA,consulta externa,personas de 5 a 9 anos,2009-11-01,3,4,0,0,3,4,7
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2009-11-01,42,36,4,0,46,36,82
SOPACHUY,consulta externa,personas de 5 a 9 anos,2009-11-01,29,37,0,0,29,37,66
SORACACHI,consulta externa,personas de 5 a 9 anos,2009-11-01,24,18,1,0,25,18,43
SORATA,consulta externa,personas de 5 a 9 anos,2009-11-01,47,65,0,1,47,66,113
SUCRE,consulta externa,personas de 5 a 9 anos,2009-11-01,1329,1288,404,341,1733,1629,3362
TACACHI,consulta externa,personas de 5 a 9 anos,2009-11-01,4,3,0,0,4,3,7
TACACOMA,consulta externa,personas de 5 a 9 anos,2009-11-01,21,19,1,1,22,20,42
TACOBAMBA,consulta externa,personas de 5 a 9 anos,2009-11-01,28,25,0,0,28,25,53
TACOPAYA,consulta externa,personas de 5 a 9 anos,2009-11-01,15,10,0,0,15,10,25
TAHUA,consulta externa,personas de 5 a 9 anos,2009-11-01,8,3,0,0,8,3,11
TAPACARI,consulta externa,personas de 5 a 9 anos,2009-11-01,93,92,4,1,97,93,190
TARABUCO,consulta externa,personas de 5 a 9 anos,2009-11-01,42,42,0,1,42,43,85
TARACO,consulta externa,personas de 5 a 9 anos,2009-11-01,5,0,0,0,5,0,5
TARATA,consulta externa,personas de 5 a 9 anos,2009-11-01,25,18,0,0,25,18,43
TARIJA,consulta externa,personas de 5 a 9 anos,2009-11-01,1387,1434,441,396,1828,1830,3658
TARVITA,consulta externa,personas de 5 a 9 anos,2009-11-01,46,57,0,1,46,58,104
TEOPONTE,consulta externa,personas de 5 a 9 anos,2009-11-01,27,24,0,0,27,24,51
TIAWANACU,consulta externa,personas de 5 a 9 anos,2009-11-01,22,27,2,1,24,28,52
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2009-11-01,36,44,0,1,36,45,81
TIPUANI,consulta externa,personas de 5 a 9 anos,2009-11-01,33,20,0,2,33,22,55
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2009-11-01,117,114,12,15,129,129,258
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2009-11-01,153,150,1,3,154,153,307
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 5 a 9 anos,2009-11-01,5,0,1,0,6,0,6
TOCO,consulta externa,personas de 5 a 9 anos,2009-11-01,12,10,0,0,12,10,22
TODOS SANTOS,consulta externa,personas de 5 a 9 anos,2009-11-01,4,4,0,0,4,4,8
TOLATA,consulta externa,personas de 5 a 9 anos,2009-11-01,20,13,2,0,22,13,35
TOLEDO,consulta externa,personas de 5 a 9 anos,2009-11-01,25,12,1,1,26,13,39
TOMAVE,consulta externa,personas de 5 a 9 anos,2009-11-01,22,22,0,0,22,22,44
TOMINA,consulta externa,personas de 5 a 9 anos,2009-11-01,71,79,0,0,71,79,150
TORO TORO,consulta externa,personas de 5 a 9 anos,2009-11-01,25,24,0,1,25,25,50
TOTORA(CBBA),consulta externa,personas de 5 a 9 anos,2009-11-01,22,15,2,5,24,20,44
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2009-11-01,24,18,1,0,25,18,43
TRIGAL,consulta externa,personas de 5 a 9 anos,2009-11-01,4,7,0,1,4,8,12
TRINIDAD,consulta externa,personas de 5 a 9 anos,2009-11-01,330,322,47,64,377,386,763
TUPIZA,consulta externa,personas de 5 a 9 anos,2009-11-01,196,238,6,6,202,244,446
TURCO,consulta externa,personas de 5 a 9 anos,2009-11-01,8,14,0,0,8,14,22
UMALA,consulta externa,personas de 5 a 9 anos,2009-11-01,8,11,1,0,9,11,20
UNCIA,consulta externa,personas de 5 a 9 anos,2009-11-01,52,62,0,0,52,62,114
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2009-11-01,128,119,7,5,135,124,259
