,group,variable,month,MENORES DE 5 AÑOS NUEVOS,MENORES DE 5 AÑOS NUEVOS,MENORES DE 5 AÑOS REPETIDOS,MENORES DE 5 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
BELEN DE ANDAMARCA,consulta externa,menores de 5 anos,2009-05-01,17,16,3,3,20,19,39
BELEN DE URMIRI,consulta externa,menores de 5 anos,2009-05-01,50,50,2,0,52,50,102
BELLA FLOR,consulta externa,menores de 5 anos,2009-05-01,40,37,0,0,40,37,77
BERMEJO,consulta externa,menores de 5 anos,2009-05-01,1204,1065,61,37,1265,1102,2367
BETANZOS,consulta externa,menores de 5 anos,2009-05-01,909,721,23,10,932,731,1663
BOLIVAR,consulta externa,menores de 5 anos,2009-05-01,134,108,2,1,136,109,245
BOLPEBRA,consulta externa,menores de 5 anos,2009-05-01,60,40,4,5,64,45,109
BOYUIBE,consulta externa,menores de 5 anos,2009-05-01,94,85,2,5,96,90,186
BUENA VISTA,consulta externa,menores de 5 anos,2009-05-01,286,224,23,12,309,236,545
CABEZAS,consulta externa,menores de 5 anos,2009-05-01,599,554,15,28,614,582,1196
CAIROMA,consulta externa,menores de 5 anos,2009-05-01,191,225,1,4,192,229,421
"CAIZA ""D""",consulta externa,menores de 5 anos,2009-05-01,195,206,6,9,201,215,416
CAJUATA,consulta externa,menores de 5 anos,2009-05-01,222,235,14,8,236,243,479
CALACOTO,consulta externa,menores de 5 anos,2009-05-01,117,81,2,3,119,84,203
CALAMARCA,consulta externa,menores de 5 anos,2009-05-01,175,184,13,10,188,194,382
CAMARGO,consulta externa,menores de 5 anos,2009-05-01,384,357,2,2,386,359,745
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 5 anos,2009-05-01,73,73,5,9,78,82,160
CAMIRI,consulta externa,menores de 5 anos,2009-05-01,943,858,58,63,1001,921,1922
CAPINOTA,consulta externa,menores de 5 anos,2009-05-01,512,427,57,42,569,469,1038
CAQUIAVIRI,consulta externa,menores de 5 anos,2009-05-01,101,101,0,0,101,101,202
CARACOLLO,consulta externa,menores de 5 anos,2009-05-01,304,280,3,1,307,281,588
CARANAVI,consulta externa,menores de 5 anos,2009-05-01,1262,1139,59,76,1321,1215,2536
CARANGAS,consulta externa,menores de 5 anos,2009-05-01,1,3,0,0,1,3,4
CARAPARI,consulta externa,menores de 5 anos,2009-05-01,324,285,3,4,327,289,616
CARIPUYO,consulta externa,menores de 5 anos,2009-05-01,224,191,0,0,224,191,415
CARMEN RIVERO TORREZ,consulta externa,menores de 5 anos,2009-05-01,45,54,11,9,56,63,119
CATACORA,consulta externa,menores de 5 anos,2009-05-01,21,29,1,1,22,30,52
CHACARILLA,consulta externa,menores de 5 anos,2009-05-01,22,29,1,0,23,29,52
CHALLAPATA,consulta externa,menores de 5 anos,2009-05-01,695,550,9,2,704,552,1256
CHAQUI,consulta externa,menores de 5 anos,2009-05-01,164,133,1,2,165,135,300
CHARAGUA,consulta externa,menores de 5 anos,2009-05-01,919,944,56,47,975,991,1966
CHARAÑA,consulta externa,menores de 5 anos,2009-05-01,39,24,2,1,41,25,66
CHAYANTA,consulta externa,menores de 5 anos,2009-05-01,553,577,8,3,561,580,1141
CHIMORE,consulta externa,menores de 5 anos,2009-05-01,727,689,23,23,750,712,1462
CHIPAYA,consulta externa,menores de 5 anos,2009-05-01,10,12,6,6,16,18,34
CHOQUE COTA,consulta externa,menores de 5 anos,2009-05-01,30,21,0,2,30,23,53
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 5 anos,2009-05-01,394,342,27,32,421,374,795
CHUMA,consulta externa,menores de 5 anos,2009-05-01,155,137,1,1,156,138,294
CLIZA,consulta externa,menores de 5 anos,2009-05-01,382,281,94,61,476,342,818
COBIJA,consulta externa,menores de 5 anos,2009-05-01,1152,965,180,174,1332,1139,2471
COCHABAMBA,consulta externa,menores de 5 anos,2009-05-01,11665,11028,3955,3951,15620,14979,30599
COIPASA,consulta externa,menores de 5 anos,2009-05-01,11,10,0,0,11,10,21
COLCAPIRHUA,consulta externa,menores de 5 anos,2009-05-01,470,344,586,461,1056,805,1861
"COLCHA ""K""",consulta externa,menores de 5 anos,2009-05-01,217,196,4,7,221,203,424
COLLANA,consulta externa,menores de 5 anos,2009-05-01,24,34,1,1,25,35,60
COLOMI,consulta externa,menores de 5 anos,2009-05-01,244,218,51,47,295,265,560
COLPA BELGICA,consulta externa,menores de 5 anos,2009-05-01,151,160,33,43,184,203,387
COLQUECHACA,consulta externa,menores de 5 anos,2009-05-01,886,809,14,8,900,817,1717
COLQUENCHA,consulta externa,menores de 5 anos,2009-05-01,132,114,6,4,138,118,256
COLQUIRI,consulta externa,menores de 5 anos,2009-05-01,318,301,23,14,341,315,656
COMANCHE,consulta externa,menores de 5 anos,2009-05-01,45,30,1,0,46,30,76
COMARAPA,consulta externa,menores de 5 anos,2009-05-01,388,378,68,49,456,427,883
COMBAYA,consulta externa,menores de 5 anos,2009-05-01,41,29,0,0,41,29,70
CONCEPCION,consulta externa,menores de 5 anos,2009-05-01,111,95,2,0,113,95,208
COPACABANA,consulta externa,menores de 5 anos,2009-05-01,132,99,1,1,133,100,233
CORIPATA,consulta externa,menores de 5 anos,2009-05-01,283,311,12,21,295,332,627
CORO CORO,consulta externa,menores de 5 anos,2009-05-01,113,116,1,0,114,116,230
COROICO,consulta externa,menores de 5 anos,2009-05-01,210,227,45,23,255,250,505
CORQUE,consulta externa,menores de 5 anos,2009-05-01,126,131,13,23,139,154,293
COTAGAITA,consulta externa,menores de 5 anos,2009-05-01,473,467,8,2,481,469,950
COTOCA,consulta externa,menores de 5 anos,2009-05-01,874,800,42,36,916,836,1752
CUATRO CAÑADAS,consulta externa,menores de 5 anos,2009-05-01,463,485,18,16,481,501,982
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 5 anos,2009-05-01,28,34,3,1,31,35,66
CUEVO,consulta externa,menores de 5 anos,2009-05-01,95,99,4,5,99,104,203
CULPINA,consulta externa,menores de 5 anos,2009-05-01,549,545,6,11,555,556,1111
CURAHUARA DE CARANGAS,consulta externa,menores de 5 anos,2009-05-01,142,116,4,3,146,119,265
CURVA,consulta externa,menores de 5 anos,2009-05-01,43,38,4,1,47,39,86
DESAGUADERO,consulta externa,menores de 5 anos,2009-05-01,62,53,1,1,63,54,117
EL ALTO,consulta externa,menores de 5 anos,2009-05-01,14276,12789,2298,2250,16574,15039,31613
EL CHORO,consulta externa,menores de 5 anos,2009-05-01,146,113,3,5,149,118,267
EL PUENTE(STC),consulta externa,menores de 5 anos,2009-05-01,463,401,3,2,466,403,869
EL PUENTE(TJA),consulta externa,menores de 5 anos,2009-05-01,258,286,74,57,332,343,675
EL TORNO,consulta externa,menores de 5 anos,2009-05-01,1069,932,55,84,1124,1016,2140
EL VILLAR,consulta externa,menores de 5 anos,2009-05-01,138,109,2,0,140,109,249
ENTRE RIOS,consulta externa,menores de 5 anos,2009-05-01,497,423,46,39,543,462,1005
ENTRE RIOS,consulta externa,menores de 5 anos,2009-05-01,670,592,18,13,688,605,1293
ESCARA,consulta externa,menores de 5 anos,2009-05-01,2,1,0,0,2,1,3
ESMERALDA,consulta externa,menores de 5 anos,2009-05-01,8,5,0,0,8,5,13
EUCALIPTUS,consulta externa,menores de 5 anos,2009-05-01,183,163,10,8,193,171,364
EUREKA (SANTOS MERCADO),consulta externa,menores de 5 anos,2009-05-01,43,46,2,2,45,48,93
EXALTACION,consulta externa,menores de 5 anos,2009-05-01,72,54,6,6,78,60,138
FERNANDEZ ALONSO,consulta externa,menores de 5 anos,2009-05-01,545,421,20,15,565,436,1001
FILADELFIA,consulta externa,menores de 5 anos,2009-05-01,101,90,5,1,106,91,197
GENERAL SAAVEDRA,consulta externa,menores de 5 anos,2009-05-01,535,499,7,6,542,505,1047
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 5 anos,2009-05-01,218,184,11,7,229,191,420
GUANAY,consulta externa,menores de 5 anos,2009-05-01,297,234,12,18,309,252,561
GUAQUI,consulta externa,menores de 5 anos,2009-05-01,67,58,1,0,68,58,126
GUAYARAMERIN,consulta externa,menores de 5 anos,2009-05-01,1534,1463,93,76,1627,1539,3166
GUTIERREZ,consulta externa,menores de 5 anos,2009-05-01,579,605,13,16,592,621,1213
HUACARETA,consulta externa,menores de 5 anos,2009-05-01,234,213,15,23,249,236,485
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 5 anos,2009-05-01,57,94,0,1,57,95,152
HUACHACALLA,consulta externa,menores de 5 anos,2009-05-01,25,20,2,1,27,21,48
HUANUNI,consulta externa,menores de 5 anos,2009-05-01,567,502,92,83,659,585,1244
HUARACAJE,consulta externa,menores de 5 anos,2009-05-01,69,70,7,3,76,73,149
HUAYLLAMARCA,consulta externa,menores de 5 anos,2009-05-01,49,44,0,1,49,45,94
ICHOCA,consulta externa,menores de 5 anos,2009-05-01,59,42,1,1,60,43,103
ICLA,consulta externa,menores de 5 anos,2009-05-01,349,384,9,1,358,385,743
INCAHUASI,consulta externa,menores de 5 anos,2009-05-01,752,709,23,20,775,729,1504
INGAVI (HUMAITA),consulta externa,menores de 5 anos,2009-05-01,52,49,10,1,62,50,112
INQUISIVI,consulta externa,menores de 5 anos,2009-05-01,160,166,1,0,161,166,327
IRUPANA (VILLA DE LANZA),consulta externa,menores de 5 anos,2009-05-01,353,364,3,5,356,369,725
IXIAMAS,consulta externa,menores de 5 anos,2009-05-01,224,231,15,14,239,245,484
JESUS DE MACHACA,consulta externa,menores de 5 anos,2009-05-01,219,210,11,12,230,222,452
LA ASUNTA,consulta externa,menores de 5 anos,2009-05-01,724,592,5,5,729,597,1326
LA GUARDIA,consulta externa,menores de 5 anos,2009-05-01,1502,1367,114,91,1616,1458,3074
LA PAZ,consulta externa,menores de 5 anos,2009-05-01,16117,15271,3594,3509,19711,18780,38491
LA RIVERA,consulta externa,menores de 5 anos,2009-05-01,3,7,0,1,3,8,11
LAGUNILLAS,consulta externa,menores de 5 anos,2009-05-01,265,246,9,10,274,256,530
LAJA,consulta externa,menores de 5 anos,2009-05-01,134,153,18,12,152,165,317
LAS CARRERAS,consulta externa,menores de 5 anos,2009-05-01,108,90,4,4,112,94,206
LICOMA PAMPA,consulta externa,menores de 5 anos,2009-05-01,37,35,7,1,44,36,80
LLALLAGUA,consulta externa,menores de 5 anos,2009-05-01,920,898,28,30,948,928,1876
LLICA,consulta externa,menores de 5 anos,2009-05-01,110,95,6,2,116,97,213
LORETO,consulta externa,menores de 5 anos,2009-05-01,82,94,12,1,94,95,189
LURIBAY,consulta externa,menores de 5 anos,2009-05-01,161,152,23,10,184,162,346
MACHACAMARCA,consulta externa,menores de 5 anos,2009-05-01,63,71,1,5,64,76,140
MACHARETI,consulta externa,menores de 5 anos,2009-05-01,345,263,6,12,351,275,626
MAGDALENA,consulta externa,menores de 5 anos,2009-05-01,252,196,11,11,263,207,470
MAIRANA,consulta externa,menores de 5 anos,2009-05-01,181,140,2,3,183,143,326
MALLA,consulta externa,menores de 5 anos,2009-05-01,56,35,1,0,57,35,92
MAPIRI,consulta externa,menores de 5 anos,2009-05-01,282,219,0,0,282,219,501
MECAPACA,consulta externa,menores de 5 anos,2009-05-01,162,138,5,12,167,150,317
MINEROS,consulta externa,menores de 5 anos,2009-05-01,467,377,18,7,485,384,869
MIZQUE,consulta externa,menores de 5 anos,2009-05-01,505,502,36,23,541,525,1066
MOCOMOCO,consulta externa,menores de 5 anos,2009-05-01,123,105,4,3,127,108,235
MOJINETE,consulta externa,menores de 5 anos,2009-05-01,12,16,0,0,12,16,28
MOJOCOYA,consulta externa,menores de 5 anos,2009-05-01,139,136,1,6,140,142,282
MONTEAGUDO,consulta externa,menores de 5 anos,2009-05-01,750,691,71,65,821,756,1577
MONTERO,consulta externa,menores de 5 anos,2009-05-01,2439,2083,359,288,2798,2371,5169
MORO MORO,consulta externa,menores de 5 anos,2009-05-01,36,36,2,1,38,37,75
MOROCHATA,consulta externa,menores de 5 anos,2009-05-01,382,411,306,272,688,683,1371
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 5 anos,2009-05-01,52,38,0,0,52,38,90
NAZACARA DE PACAJES,consulta externa,menores de 5 anos,2009-05-01,9,12,0,0,9,12,21
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 5 anos,2009-05-01,39,47,1,1,40,48,88
OCURI,consulta externa,menores de 5 anos,2009-05-01,563,561,5,8,568,569,1137
OKINAWA,consulta externa,menores de 5 anos,2009-05-01,312,355,8,6,320,361,681
OMEREQUE,consulta externa,menores de 5 anos,2009-05-01,146,144,6,4,152,148,300
ORURO,consulta externa,menores de 5 anos,2009-05-01,5744,5135,682,664,6426,5799,12225
PADCAYA,consulta externa,menores de 5 anos,2009-05-01,543,537,20,14,563,551,1114
PADILLA,consulta externa,menores de 5 anos,2009-05-01,321,345,11,16,332,361,693
PAILON,consulta externa,menores de 5 anos,2009-05-01,471,473,21,30,492,503,995
PALCA,consulta externa,menores de 5 anos,2009-05-01,140,144,1,6,141,150,291
PALOS BLANCOS,consulta externa,menores de 5 anos,2009-05-01,801,748,56,65,857,813,1670
PAMPA AULLAGAS,consulta externa,menores de 5 anos,2009-05-01,50,38,2,1,52,39,91
PAMPA GRANDE,consulta externa,menores de 5 anos,2009-05-01,119,135,8,8,127,143,270
PAPEL PAMPA,consulta externa,menores de 5 anos,2009-05-01,90,128,4,10,94,138,232
PASORAPA,consulta externa,menores de 5 anos,2009-05-01,93,60,12,5,105,65,170
PATACAMAYA,consulta externa,menores de 5 anos,2009-05-01,357,280,1,0,358,280,638
PAZÑA,consulta externa,menores de 5 anos,2009-05-01,125,106,6,1,131,107,238
PELECHUCO,consulta externa,menores de 5 anos,2009-05-01,115,80,0,0,115,80,195
POCOATA,consulta externa,menores de 5 anos,2009-05-01,544,469,7,3,551,472,1023
POCONA,consulta externa,menores de 5 anos,2009-05-01,248,252,21,14,269,266,535
POJO (CBBA),consulta externa,menores de 5 anos,2009-05-01,312,310,17,9,329,319,648
POOPO,consulta externa,menores de 5 anos,2009-05-01,97,91,2,2,99,93,192
PORCO,consulta externa,menores de 5 anos,2009-05-01,260,252,9,5,269,257,526
POROMA,consulta externa,menores de 5 anos,2009-05-01,485,495,6,4,491,499,990
PORONGO,consulta externa,menores de 5 anos,2009-05-01,196,180,44,47,240,227,467
PORTACHUELO,consulta externa,menores de 5 anos,2009-05-01,534,541,35,49,569,590,1159
PORVENIR,consulta externa,menores de 5 anos,2009-05-01,195,175,11,10,206,185,391
POSTRER VALLE,consulta externa,menores de 5 anos,2009-05-01,27,35,0,1,27,36,63
POTOSI,consulta externa,menores de 5 anos,2009-05-01,4758,4223,580,548,5338,4771,10109
PRESTO,consulta externa,menores de 5 anos,2009-05-01,379,356,2,0,381,356,737
PUCARA,consulta externa,menores de 5 anos,2009-05-01,29,39,1,3,30,42,72
PUCARANI,consulta externa,menores de 5 anos,2009-05-01,311,262,8,6,319,268,587
PUERTO ACOSTA,consulta externa,menores de 5 anos,2009-05-01,157,110,6,3,163,113,276
PUERTO CARABUCO,consulta externa,menores de 5 anos,2009-05-01,130,119,2,2,132,121,253
PUERTO GONZALO MORENO,consulta externa,menores de 5 anos,2009-05-01,165,168,3,2,168,170,338
PUERTO PEREZ,consulta externa,menores de 5 anos,2009-05-01,37,44,0,3,37,47,84
PUERTO QUIJARRO,consulta externa,menores de 5 anos,2009-05-01,280,200,9,6,289,206,495
PUERTO RICO,consulta externa,menores de 5 anos,2009-05-01,235,186,20,15,255,201,456
PUERTO SILES,consulta externa,menores de 5 anos,2009-05-01,17,16,17,20,34,36,70
PUERTO SUAREZ,consulta externa,menores de 5 anos,2009-05-01,209,185,34,34,243,219,462
PUERTO VILLARROEL,consulta externa,menores de 5 anos,2009-05-01,1593,1355,123,90,1716,1445,3161
PUNA,consulta externa,menores de 5 anos,2009-05-01,906,798,13,10,919,808,1727
PUNATA,consulta externa,menores de 5 anos,2009-05-01,495,456,56,34,551,490,1041
QUIABAYA,consulta externa,menores de 5 anos,2009-05-01,59,45,0,0,59,45,104
QUILLACOLLO,consulta externa,menores de 5 anos,2009-05-01,1411,1297,649,578,2060,1875,3935
QUIME,consulta externa,menores de 5 anos,2009-05-01,156,154,1,2,157,156,313
QUIRUSILLAS,consulta externa,menores de 5 anos,2009-05-01,54,34,3,2,57,36,93
RAVELO,consulta externa,menores de 5 anos,2009-05-01,493,455,1,2,494,457,951
REYES,consulta externa,menores de 5 anos,2009-05-01,270,260,11,11,281,271,552
RIBERALTA,consulta externa,menores de 5 anos,2009-05-01,3310,2881,421,486,3731,3367,7098
ROBORE,consulta externa,menores de 5 anos,2009-05-01,459,418,12,16,471,434,905
RURRENABAQUE,consulta externa,menores de 5 anos,2009-05-01,433,377,28,10,461,387,848
SABAYA,consulta externa,menores de 5 anos,2009-05-01,80,62,1,1,81,63,144
SACABA,consulta externa,menores de 5 anos,2009-05-01,1999,1725,224,232,2223,1957,4180
SACABAMBA,consulta externa,menores de 5 anos,2009-05-01,102,79,1,0,103,79,182
SACACA,consulta externa,menores de 5 anos,2009-05-01,574,568,8,1,582,569,1151
SAIPINA,consulta externa,menores de 5 anos,2009-05-01,113,123,15,25,128,148,276
SALINAS DE GARCI MENDOZA,consulta externa,menores de 5 anos,2009-05-01,297,260,3,3,300,263,563
SAMAIPATA,consulta externa,menores de 5 anos,2009-05-01,158,117,5,3,163,120,283
SAN AGUSTIN,consulta externa,menores de 5 anos,2009-05-01,29,38,0,0,29,38,67
SAN ANDRES,consulta externa,menores de 5 anos,2009-05-01,315,283,21,23,336,306,642
SAN ANDRES DE MACHACA,consulta externa,menores de 5 anos,2009-05-01,48,56,1,2,49,58,107
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 5 anos,2009-05-01,49,62,0,0,49,62,111
SAN ANTONIO DE LOMERIO,consulta externa,menores de 5 anos,2009-05-01,153,131,2,1,155,132,287
SAN BENITO,consulta externa,menores de 5 anos,2009-05-01,264,230,47,42,311,272,583
SAN BORJA,consulta externa,menores de 5 anos,2009-05-01,850,874,32,32,882,906,1788
SAN BUENA VENTURA,consulta externa,menores de 5 anos,2009-05-01,281,266,10,7,291,273,564
SAN CARLOS,consulta externa,menores de 5 anos,2009-05-01,392,367,13,13,405,380,785
SAN IGNACIO,consulta externa,menores de 5 anos,2009-05-01,932,762,39,32,971,794,1765
SAN IGNACIO DE VELASCO,consulta externa,menores de 5 anos,2009-05-01,1356,1239,71,92,1427,1331,2758
SAN JAVIER(BNI),consulta externa,menores de 5 anos,2009-05-01,77,88,1,1,78,89,167
SAN JAVIER(STC),consulta externa,menores de 5 anos,2009-05-01,198,124,11,3,209,127,336
SAN JOAQUIN,consulta externa,menores de 5 anos,2009-05-01,58,60,100,119,158,179,337
SAN JOSE DE CHIQUITOS,consulta externa,menores de 5 anos,2009-05-01,395,423,90,106,485,529,1014
SAN JUAN DE YAPACANI,consulta externa,menores de 5 anos,2009-05-01,413,351,39,41,452,392,844
SAN JULIAN,consulta externa,menores de 5 anos,2009-05-01,1038,926,23,29,1061,955,2016
SAN LORENZO(PND),consulta externa,menores de 5 anos,2009-05-01,127,144,6,5,133,149,282
SAN LORENZO(TJA),consulta externa,menores de 5 anos,2009-05-01,574,556,36,37,610,593,1203
SAN LUCAS,consulta externa,menores de 5 anos,2009-05-01,1071,916,31,30,1102,946,2048
SAN MATIAS,consulta externa,menores de 5 anos,2009-05-01,326,338,2,3,328,341,669
SAN MIGUEL DE VELASCO,consulta externa,menores de 5 anos,2009-05-01,205,189,40,52,245,241,486
SAN PABLO DE LIPEZ,consulta externa,menores de 5 anos,2009-05-01,100,98,14,17,114,115,229
SAN PEDRO,consulta externa,menores de 5 anos,2009-05-01,543,548,19,19,562,567,1129
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 5 anos,2009-05-01,715,670,0,0,715,670,1385
SAN PEDRO DE CURAHUARA,consulta externa,menores de 5 anos,2009-05-01,121,95,1,3,122,98,220
SAN PEDRO DE QUEMES,consulta externa,menores de 5 anos,2009-05-01,10,17,2,0,12,17,29
SAN PEDRO DE TIQUINA,consulta externa,menores de 5 anos,2009-05-01,47,62,2,3,49,65,114
SAN PEDRO(PND),consulta externa,menores de 5 anos,2009-05-01,35,27,1,1,36,28,64
SAN RAFAEL,consulta externa,menores de 5 anos,2009-05-01,182,155,33,18,215,173,388
SAN RAMON,consulta externa,menores de 5 anos,2009-05-01,185,185,8,5,193,190,383
SAN RAMON,consulta externa,menores de 5 anos,2009-05-01,298,253,6,8,304,261,565
SANTA ANA,consulta externa,menores de 5 anos,2009-05-01,309,155,33,3,342,158,500
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 5 anos,2009-05-01,20640,18599,3045,2805,23685,21404,45089
SANTA ROSA,consulta externa,menores de 5 anos,2009-05-01,269,211,0,0,269,211,480
SANTA ROSA DEL SARA,consulta externa,menores de 5 anos,2009-05-01,505,580,9,12,514,592,1106
SANTIAGO DE CALLAPA,consulta externa,menores de 5 anos,2009-05-01,75,104,0,0,75,104,179
SANTIAGO DE HUARI,consulta externa,menores de 5 anos,2009-05-01,258,238,10,7,268,245,513
SANTIAGO DE MACHACA,consulta externa,menores de 5 anos,2009-05-01,33,37,1,1,34,38,72
SANTIVAÑES,consulta externa,menores de 5 anos,2009-05-01,57,57,3,4,60,61,121
SANTUARIO DE QUILLACAS,consulta externa,menores de 5 anos,2009-05-01,68,70,2,0,70,70,140
SAPAHAQUI,consulta externa,menores de 5 anos,2009-05-01,132,122,2,8,134,130,264
SENA,consulta externa,menores de 5 anos,2009-05-01,139,131,4,6,143,137,280
SICA SICA (VILLA AROMA),consulta externa,menores de 5 anos,2009-05-01,303,267,6,4,309,271,580
SICAYA,consulta externa,menores de 5 anos,2009-05-01,88,86,5,1,93,87,180
SIPE SIPE,consulta externa,menores de 5 anos,2009-05-01,611,511,304,220,915,731,1646
SOPACHUY,consulta externa,menores de 5 anos,2009-05-01,242,223,0,2,242,225,467
SORACACHI,consulta externa,menores de 5 anos,2009-05-01,199,196,2,2,201,198,399
SORATA,consulta externa,menores de 5 anos,2009-05-01,242,232,9,7,251,239,490
SUCRE,consulta externa,menores de 5 anos,2009-05-01,6664,5966,972,887,7636,6853,14489
TACACHI,consulta externa,menores de 5 anos,2009-05-01,16,8,4,1,20,9,29
TACACOMA,consulta externa,menores de 5 anos,2009-05-01,139,119,2,0,141,119,260
TACOBAMBA,consulta externa,menores de 5 anos,2009-05-01,183,180,2,1,185,181,366
TACOPAYA,consulta externa,menores de 5 anos,2009-05-01,211,187,1,2,212,189,401
TAHUA,consulta externa,menores de 5 anos,2009-05-01,36,37,0,0,36,37,73
TAPACARI,consulta externa,menores de 5 anos,2009-05-01,731,716,53,31,784,747,1531
TARABUCO,consulta externa,menores de 5 anos,2009-05-01,695,672,18,7,713,679,1392
TARACO,consulta externa,menores de 5 anos,2009-05-01,34,36,0,0,34,36,70
