,group,variable,month,PENTAVALENTE 5TA. DOSIS DENTRO,PENTAVALENTE 5TA. DOSIS DENTRO,PENTAVALENTE 5TA. DOSIS FUERA,PENTAVALENTE 5TA. DOSIS FUERA,TOTALES
VIACHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,16,19,12,3,50
VILA VILA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,1,0,2,4,7
VILLA CHARCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,1,2,1,1,5
VILLA MONTES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,16,8,11,3,38
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,3,0,1,2,6
VILLA RIVERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,3,1,6,5,15
VILLA SERRANO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,4,1,1,0,6
VILLA TUNARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,32,29,21,22,104
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,3,7,2,2,14
VILLAZON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,13,9,15,14,51
VINTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,6,20,22,20,68
VITICHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,0,2,4,7,13
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,2,1,1,0,4
WARNES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,87,105,80,78,350
YACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,1,1,4,0,6
YACUIBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,28,16,15,14,73
YAMPARAEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,2,1,0,3,6
YANACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,3,4,0,0,7
YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,9,7,33,28,77
YOTALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,1,1,4,8,14
YUNCHARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,2,0,1,1,4
ZUDAÑEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-09-01,2,2,5,5,14
ACACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,3,3,0,6
ACHACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,7,8,1,2,18
ACHOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,8,8,1,1,18
AIQUILE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,6,23,14,47
ALALAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,1,3,4
ALCALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,1,1,0,4
ALTO BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,6,4,1,0,11
ANCORAIMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,3,3,2,8
ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,2,1,1,5
ANTEQUERA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,1,1,2
ANZALDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,1,8,6,17
APOLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,3,8,10,25
ARAMPAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,2,3,5
ARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,6,1,7,8,22
ARBIETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,11,13,11,9,44
ARQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,3,11,14,28
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,16,23,7,3,49
ATOCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,7,4,5,19
AUCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,1,0,0,5
AYATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,2,5,0,9
AYO AYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,3,0,1,9
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,6,6,14,14,40
AZURDUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,8,7,3,22
BATALLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,7,2,3,2,14
BAURES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,2,1,0,6
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,0,1,1
BELEN DE URMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,2,5,3,11
BERMEJO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,6,9,2,0,17
BETANZOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,12,12,11,10,45
BOLIVAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,1,2,4
BOLPEBRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,1,0,1,5
BOYUIBE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,2,8,8,22
BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,4,5,7,21
CABEZAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,6,15,11,37
CAIROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,3,3,1,8
"CAIZA ""D""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,6,2,5,16
CAJUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,2,0,0,6
CALACOTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,1,1,2,5
CALAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,4,4,3,16
CAMARGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,3,2,2,12
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,1,1,0,3
CAMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,20,17,6,8,51
CAPINOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,10,12,2,3,27
CAQUIAVIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,0,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,6,28,17,54
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,24,27,8,11,70
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,8,6,10,8,32
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,4,1,9,17
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,2,16,10,29
CATACORA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,1,0,0,4
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,17,4,48,41,110
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,8,4,0,0,12
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,7,6,10,14,37
CHARAÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,4,3,2,10
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,12,13,8,9,42
CHIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,0,0,1
CHOQUE COTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,1,0,0,2
CHUA COCANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,0,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,2,0,0,4
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,2,1,2,8
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,1,2,1,5
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,2,3,1,10
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,9,8,10,12,39
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,27,24,75,80,206
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,11,10,14,38
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,373,419,244,300,1336
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,25,19,5,7,56
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,2,3,0,9
COLLANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,2,0,1,5
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,18,22,82,63,185
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,4,1,0,6
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,6,15,13,38
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,4,1,1,11
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,2,1,3,10
COMARAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,9,0,1,15
COMBAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,1,0,1
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,9,8,4,2,23
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,2,3,5,10
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,24,11,0,0,35
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,0,3,4
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,3,0,4,12
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,3,0,1,7
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,12,8,5,30
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,38,48,7,8,101
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,7,5,9,15,36
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,1,5,2,12
CUEVO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,2,1,0,4
CULPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,1,5,7,16
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,2,0,0,5
CURVA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,1,0,0,2
DESAGUADERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,3,2,2,9
EL ALTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,201,233,353,377,1164
EL CHORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,1,0,3,5
EL PUENTE(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,2,7,3,14
EL PUENTE(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,7,2,10,2,21
EL TORNO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,41,37,11,13,102
EL VILLAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,1,0,0,2
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,8,12,4,3,27
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,19,20,16,7,62
ESCARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,0,0,0,1
ESCOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,1,0,0,3
ESMERALDA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,0,0,1
EUCALIPTUS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,5,2,7
EXALTACION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,3,3,7
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,1,1,2,7
FILADELFIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,2,9,1,15
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,6,0,1,11
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,1,0,2,6
GUANAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,3,8,10,26
GUAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,0,1,5,10
GUAYARAMERIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,11,11,113,94,229
GUTIERREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,9,2,3,2,16
HUACARETA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,7,3,3,18
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,2,3,0,7
HUANUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,5,31,32,73
HUARACAJE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,0,0,0,2
HUARINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,1,4,4,10
HUAYLLAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,0,1,0,4
HUMANATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,0,1,1
ICHOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,0,2,2
ICLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,1,3,1,6
INCAHUASI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,4,4,5,16
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,1,2,3
INQUISIVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,3,2,1,7
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,8,4,0,0,12
IXIAMAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,2,3,6
JESUS DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,9,7,7,24
LA ASUNTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,12,10,7,7,36
LA GUARDIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,69,73,16,15,173
LA PAZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,369,313,137,143,962
LAGUNILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,2,3,2,10
LAJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,10,14,22,23,69
LAS CARRERAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,1,2,0,7
LICOMA PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,2,0,0,4
LLALLAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,30,26,46,34,136
LLICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,2,1,1,4
LORETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,0,2,3
LURIBAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,6,1,4,3,14
MACHACAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,0,1,2
MACHARETI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,2,0,1,8
MAGDALENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,10,7,17
MAIRANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,6,4,9,4,23
MALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,0,0,1
MAPIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,6,0,0,10
MECAPACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,4,1,2,9
MINEROS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,9,5,5,23
MIZQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,10,8,10,13,41
MOCOMOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,3,1,2,8
MOJOCOYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,2,0,2,6
MONTEAGUDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,13,14,2,2,31
MONTERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,47,46,11,7,111
MORO MORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,0,3,1,5
MOROCHATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,4,2,4,11
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,3,0,4
OCURI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,3,9,3,16
OKINAWA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,10,10,7,32
OMEREQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,4,5,9
ORURO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,106,93,96,122,417
PADCAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,4,2,1,12
PADILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,6,5,0,1,12
PAILON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,8,36,32,80
PALCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,2,4,2,10
PALOS BLANCOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,12,15,3,3,33
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,0,0,0,2
PAMPA GRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,6,5,5,18
PAPEL PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,1,1,1,6
PASORAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,2,1,2,5
PATACAMAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,5,1,2,12
PAZÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,1,0,1,3
PELECHUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,3,2,0,8
POCOATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,3,6,3,13
POCONA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,2,7,3,17
POJO (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,2,0,1,5
POOPO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,12,9,22
PORCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,6,1,2,12
POROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,8,1,8,5,22
PORONGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,7,6,13,15,41
PORTACHUELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,9,8,1,2,20
PORVENIR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,8,6,15
POSTRER VALLE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,0,0,0,2
POTOSI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,88,81,32,43,244
PRESTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,3,0,0,8
PUCARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,2,0,0,2
PUCARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,10,3,4,9,26
PUERTO ACOSTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,1,0,1,5
PUERTO CARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,3,1,1,9
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,2,3,3,12
PUERTO PEREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,0,1,0,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,6,14,10,33
PUERTO RICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,3,8,4,18
PUERTO SUAREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,7,3,26,27,63
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,21,20,6,8,55
PUNA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,1,12,10,26
PUNATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,8,14,17,17,56
QUIABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,111,97,196,180,584
QUIME,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,0,0,1
QUIRUSILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,1,0,0,1
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,2,1,2,8
RAVELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,7,5,11,8,31
RIBERALTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,34,29,3,5,71
ROBORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,11,2,7,4,24
RURRENABAQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,12,8,3,2,25
SACABA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,79,70,162,177,488
SACABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,2,2,2,7
SACACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,0,9,4,14
SAIPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,0,0,2,1,3
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,3,1,2,9
SAMAIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,4,8,7,6,25
SAN ANDRES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,4,1,2,9
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,2,1,3,11
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,3,3,1,2,9
SAN BENITO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,7,2,2,16
SAN BORJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,11,17,4,7,39
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,5,1,16,7,29
SAN CARLOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,6,10,12,10,38
SAN IGNACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,14,12,3,3,32
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,22,14,15,14,65
SAN JAVIER(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,8,13,4,9,34
SAN JOAQUIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,2,0,2,2,6
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2020-10-01,12,6,20,27,65
