,group,variable,month,PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES,TOTALES,TOTALES
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,114,109,9,13,123,122,245
MORO MORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,1,1,0,2,1,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,2,3,8,4,10,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,0,4,2,6,2,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,3,0,0,0,3,0,3
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,0,0,1,1,1,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,12,7,2,2,14,9,23
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,4,1,3,2,7,3,10
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,181,188,7,14,188,202,390
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,14,17,1,1,15,18,33
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,6,9,2,2,8,11,19
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,12,13,25,33,37,46,83
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,6,12,2,3,8,15,23
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,11,14,4,3,15,17,32
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,0,1,2,1,2,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,9,3,3,0,12,3,15
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,1,0,1,2,2,4
PASORAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,1,0,0,1,1,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,5,3,2,4,7,11
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,3,3,2,5,5,10
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,0,3,0,3,0,3
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,1,0,2,2,3,5
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,3,1,3,3,6,9
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,5,0,3,2,8,10
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,4,0,1,1,5,6
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,2,0,0,2,2,4
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,5,8,6,5,11,13,24
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,8,3,0,0,8,3,11
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,24,12,0,0,24,12,36
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,0,0,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,142,154,15,25,157,179,336
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,2,7,5,8,7,15
PUCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,0,1,1,1,1,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,17,8,4,4,21,12,33
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,0,4,3,6,3,9
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,1,1,2,1,3,4
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,5,1,7,4,12,5,17
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,3,2,1,2,4,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,9,10,3,2,12,12,24
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,6,3,3,5,9,14
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,1,0,0,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,6,5,1,0,7,5,12
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,31,33,2,0,33,33,66
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,9,4,7,1,16,5,21
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,22,18,3,2,25,20,45
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,62,62,71,48,133,110,243
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,7,7,0,0,7,7,14
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,3,2,8,5,11,7,18
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,8,9,3,8,11,17,28
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,65,62,17,14,82,76,158
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,16,6,2,1,18,7,25
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,16,8,2,1,18,9,27
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,3,0,0,1,3,4
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,83,85,24,23,107,108,215
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,3,2,1,1,4,3,7
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,7,16,4,2,11,18,29
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,5,3,0,0,5,3,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,4,1,4,6,8,7,15
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,10,1,2,5,12,6,18
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,11,10,1,4,12,14,26
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,2,0,0,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,1,0,0,1,1,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,6,5,7,4,13,9,22
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,36,32,15,17,51,49,100
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,7,3,0,1,7,4,11
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,13,19,1,1,14,20,34
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,13,11,6,5,19,16,35
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,33,38,7,5,40,43,83
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,1,6,5,6,6,12
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,12,15,2,1,14,16,30
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,6,5,1,0,7,5,12
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,13,11,4,1,17,12,29
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,4,8,1,2,5,10,15
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,33,39,12,7,45,46,91
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,5,8,0,6,5,14,19
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,15,22,4,4,19,26,45
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,14,6,13,14,27,20,47
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,13,7,2,0,15,7,22
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,7,7,0,2,7,9,16
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,18,11,2,2,20,13,33
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,7,6,9,10,16,16,32
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,3,0,2,2,5,7
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,3,0,0,0,3,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,3,4,1,0,4,4,8
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,0,1,0,2,0,2
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,13,15,1,2,14,17,31
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,11,7,0,0,11,7,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,901,873,38,41,939,914,1853
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,8,6,0,0,8,6,14
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,5,18,0,0,5,18,23
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,0,2,0,2,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,0,2,3,2,3,5
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,3,1,0,0,3,1,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,1,0,0,0,1,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,4,5,0,0,4,5,9
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,2,0,0,2,2,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,6,7,2,3,8,10,18
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,9,10,5,1,14,11,25
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,16,11,4,3,20,14,34
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,6,8,0,3,6,11,17
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,3,2,0,0,3,2,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,47,51,12,14,59,65,124
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,4,4,3,5,7,12
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,0,1,1,2,1,3
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,4,3,6,5,10,8,18
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,209,181,19,11,228,192,420
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,0,0,0,2,0,2
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,3,2,3,1,6,3,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,4,4,6,5,10,9,19
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,13,9,8,11,21,20,41
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,5,6,9,5,14,11,25
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,2,0,0,2,2,4
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,5,4,1,6,6,12
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,143,151,19,24,162,175,337
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,6,5,4,4,10,9,19
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,8,11,2,3,10,14,24
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,7,5,0,0,7,5,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,7,9,6,11,13,24
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,10,12,0,0,10,12,22
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,41,40,9,14,50,54,104
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,8,3,14,9,22,12,34
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,5,4,1,0,6,4,10
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,3,2,3,3,6,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,0,1,1,1,1,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,5,0,0,0,5,5
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,4,2,1,3,5,8
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,0,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,9,7,7,3,16,10,26
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,3,0,1,0,4,4
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,1,1,0,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,69,50,25,15,94,65,159
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,25,25,2,6,27,31,58
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,2,1,1,3,3,6
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,1,1,1,1,2,3
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,10,9,1,2,11,11,22
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,9,10,4,4,13,14,27
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,6,10,2,1,8,11,19
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,8,13,2,0,10,13,23
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,4,3,4,7,8,10,18
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,15,9,2,1,17,10,27
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,26,25,2,2,28,27,55
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,1,1,0,1,1,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,7,4,1,2,8,6,14
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,35,45,32,40,67,85,152
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,3,6,5,8,8,16
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,5,5,0,0,5,5,10
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,53,52,4,19,57,71,128
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,4,3,4,0,8,3,11
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,32,33,0,5,32,38,70
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,31,31,19,22,50,53,103
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,0,1,0,3,0,3
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,0,0,1,2,1,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,100,81,4,9,104,90,194
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,4,0,1,0,5,0,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,58,61,20,14,78,75,153
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,2,6,1,1,3,7,10
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,4,5,0,0,4,5,9
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,56,25,7,9,63,34,97
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,2,5,0,6,2,8
YOTALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,3,0,4,3,7,3,10
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,3,1,3,2,6,3,9
YUNGUYO DE LITORAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,0,0,1,0,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-10-01,1,2,2,0,3,2,5
ACACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,1,1,0,0,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,14,11,4,4,18,15,33
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,11,7,14,10,25,17,42
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,6,6,6,2,12,8,20
ALALAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,1,0,0,0,1,0,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,0,1,0,0,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,7,9,1,0,8,9,17
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,6,7,4,2,10,9,19
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,0,2,2,2,2,4,6
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,0,4,0,0,0,4,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,3,1,4,2,7,3,10
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,11,2,5,5,16,7,23
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,1,0,1,1,2,1,3
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,6,3,1,3,7,6,13
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,16,8,4,5,20,13,33
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,5,4,2,9,7,13,20
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,24,25,1,0,25,25,50
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,4,7,3,2,7,9,16
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,1,1,0,1,1,2,3
AYATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,4,2,0,0,4,2,6
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis (1er. refuerzo),2016-11-01,8,8,1,0,9,8,17
