,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,3,0,1,0,4,0,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,2,1,0,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,5,8,0,0,5,8,13
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,0,1,0,1,1
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,1,0,2,0,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,2,2,1,0,3,2,5
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,2,1,2,3
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,3,3,3,3,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,1,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,0,2,0,2,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,2,0,0,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,2,0,0,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,2,1,2,3
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,3,3,10,6,13,9,22
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,1,1,0,2,1,3
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,0,1,0,1,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,1,2,0,3,1,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,1,1,2,2,3,5
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,0,1,0,1,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,26,27,3,6,29,33,62
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,1,1,0,2,1,3
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,0,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,2,0,0,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,2,0,1,1,3,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,3,0,0,0,3,0,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,3,1,4,1,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,1,1,1,1,2,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,1,0,0,1,1,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,1,0,1,1,2,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,1,1,2,1,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,1,0,0,1,1,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,2,1,0,1,2,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,0,1,0,0,0,1,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-11-01,1,0,0,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,1,0,0,0,1,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,2,0,0,0,2,0,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,0,1,1,1,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,0,0,1,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,1,0,0,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,0,1,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,4,3,0,0,4,3,7
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,2,0,0,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,1,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,8,4,0,3,8,7,15
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,1,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,1,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,0,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,2,0,0,2,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,6,3,0,0,6,3,9
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,2,0,1,0,3,3
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,4,5,1,0,5,5,10
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,2,2,0,3,2,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,1,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,0,0,1,0,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,1,0,0,0,1,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,1,0,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,1,0,0,0,1,1
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,0,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,3,1,1,2,4,6
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,2,0,0,1,2,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,1,1,1,1,2,3
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,5,2,6,2,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,21,15,2,0,23,15,38
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,0,0,2,0,2,2
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,0,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,1,0,1,0,2,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,1,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,1,0,1,0,2,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,2,0,0,0,2,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,0,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,0,1,0,1,0,1
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,3,1,0,2,3,3,6
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2016-12-01,0,2,1,0,1,2,3
