,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,4,0,3,2,7,2,9
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,55,71,63,45,118,116,234
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,9,4,3,8,12,12,24
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,19,29,3,5,22,34,56
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,31,34,14,14,45,48,93
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,4,2,1,1,5,3,8
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,91,104,7,7,98,111,209
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,2,2,2,2,4,4,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,72,86,16,31,88,117,205
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,1,1,1,0,2,1,3
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,1,2,0,0,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,35,26,16,24,51,50,101
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,3,9,0,5,3,14,17
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,7,5,5,2,12,7,19
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,1,0,8,0,9,0,9
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-10-01,0,2,0,0,0,2,2
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,2,0,0,1,2,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,17,15,7,13,24,28,52
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,8,11,12,16,20,27,47
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,21,9,11,10,32,19,51
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,3,2,3,2,5
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,2,1,0,2,2,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,6,4,4,0,10,4,14
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,5,3,2,8,7,15
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,1,2,1,3,2,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,2,29,18,30,20,50
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,11,12,8,10,19,22,41
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,3,2,2,2,5,7
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,5,2,1,7,6,13
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,14,13,6,8,20,21,41
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,9,6,0,0,9,6,15
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,24,28,0,0,24,28,52
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,8,5,3,3,11,8,19
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,4,3,0,7,4,11
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,1,0,4,2,5,7
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,11,3,5,10,16,26
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,8,13,10,20,18,38
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,1,3,4,4,5,9
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,6,10,2,3,8,13,21
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,2,5,0,7,2,9
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,3,3,3,3,6
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,7,0,7,0,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,28,20,2,4,30,24,54
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,13,10,9,9,22,19,41
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,0,1,0,1,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,0,0,1,1,1,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,4,4,4,8,8,16
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,6,9,7,13,13,26
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,15,14,29,35,44,49,93
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,3,5,4,7,7,14
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,4,1,1,8,5,13
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,12,14,1,1,13,15,28
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,17,37,17,37,54
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,8,4,4,6,12,18
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,9,9,3,1,12,10,22
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,36,23,3,4,39,27,66
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,17,22,17,7,34,29,63
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,3,2,0,6,3,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,9,11,5,8,14,19,33
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,49,38,7,0,56,38,94
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,1,0,0,1,1,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,343,24,6,4,349,28,377
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,0,6,4,9,4,13
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,3,4,2,7,5,12
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,17,9,7,9,24,18,42
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,8,5,3,4,11,9,20
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,18,8,32,27,50,35,85
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,0,1,0,2,0,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,8,4,9,8,17,12,29
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,20,14,26,27,46,41,87
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,3,0,3,0,3
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,0,1,0,2,0,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,3,2,1,3,4,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,13,13,0,3,13,16,29
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,3,10,9,13,12,25
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,9,11,7,15,16,31
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,2,4,2,7,4,11
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,6,11,6,16,12,28
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,38,43,12,10,50,53,103
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,4,12,5,16,9,25
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,572,663,100,101,672,764,1436
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,1,1,1,1,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,31,23,18,10,49,33,82
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,6,7,2,1,8,8,16
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,2,0,1,0,3,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,10,12,4,2,14,14,28
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,5,1,2,3,7,10
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,12,6,9,8,21,14,35
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,1,5,9,7,10,17
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,7,12,9,19,16,35
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,12,10,4,3,16,13,29
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,10,1,10,1,11
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,14,26,3,0,17,26,43
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,5,6,5,10,10,20
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,23,16,0,0,23,16,39
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,24,16,24,16,40
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,11,8,4,6,15,14,29
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,2,1,1,2,3,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,9,7,5,3,14,10,24
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,57,69,4,3,61,72,133
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,49,55,10,3,59,58,117
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,2,3,0,4,2,6
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,0,6,2,7,2,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,14,12,6,2,20,14,34
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,2,1,1,1,3,4
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,1,2,1,2,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,1,4,3,8,4,12
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,574,536,288,277,862,813,1675
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,3,0,0,1,3,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,4,4,5,7,9,16
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,0,1,0,5,0,5
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,35,37,21,14,56,51,107
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,6,8,12,6,18,14,32
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,40,38,2,1,42,39,81
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,2,2,2,2,4,6
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,0,3,0,4,0,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,1,0,0,2,1,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,2,0,0,2,2,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,4,5,12,7,16,23
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,3,1,1,4,4,8
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,15,14,2,0,17,14,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,3,7,1,12,4,16
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,4,8,17,12,21,33
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,2,4,5,8,7,15
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,45,45,16,26,61,71,132
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,5,10,10,15,15,30
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,8,4,7,9,15,24
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,1,2,2,3,3,6
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,18,11,9,14,27,25,52
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,2,0,0,2,2,4
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,2,4,5,5,7,12
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,0,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,2,3,0,5,2,7
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,0,1,0,1,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,1,3,4,6,5,11
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,5,3,2,4,7,11
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,10,11,7,14,17,31
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,4,9,6,12,10,22
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,9,12,5,17,14,31
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,6,2,0,9,6,15
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,9,2,0,7,9,16
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,34,39,19,16,53,55,108
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,91,91,7,13,98,104,202
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,554,550,20,24,574,574,1148
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,0,5,4,10,4,14
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,15,14,5,3,20,17,37
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,1,2,4,2,5,7
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,1,2,1,2,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,17,22,20,27,37,49,86
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,1,1,0,2,1,3
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,6,1,5,6,11,17
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,7,2,6,2,13,4,17
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,1,0,3,4,4,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,3,7,9,11,12,23
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,8,7,0,0,8,7,15
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,1,1,1,1,2
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,10,8,3,1,13,9,22
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,9,10,8,8,17,18,35
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,24,26,5,2,29,28,57
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,20,11,9,13,29,24,53
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,5,8,3,13,8,21
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,1,0,3,1,4,5
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,23,17,2,3,25,20,45
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,92,95,11,10,103,105,208
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,0,7,4,9,4,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,3,3,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,6,3,6,3,9
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,4,2,7,7,11,18
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,10,2,0,0,10,2,12
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,2,7,6,11,8,19
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,262,231,29,21,291,252,543
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,16,13,3,1,19,14,33
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,6,4,2,0,8,4,12
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,21,18,75,48,96,66,162
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,16,14,7,15,23,29,52
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,1,6,7,6,8,14
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,6,6,6,4,12,10,22
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,1,0,1,0,2,2
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,0,0,2,1,2,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,15,8,5,2,20,10,30
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,3,2,0,3,3,6
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,5,4,4,8,9,17
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,3,17,19,19,22,41
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,6,8,9,11,15,26
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,10,6,1,10,11,21
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,3,1,3,5,6,11
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,8,3,7,4,15,7,22
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,6,4,6,6,12,18
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,4,13,8,17,12,29
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,16,27,1,1,17,28,45
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,1,9,5,10,6,16
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,2,1,0,3,2,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,174,156,13,8,187,164,351
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,0,2,5,6,5,11
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,2,0,0,0,2,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,12,11,6,11,18,22,40
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,1,5,2,7,3,10
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,1,10,5,12,6,18
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,1,4,4,5,5,10
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,8,9,0,0,8,9,17
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,3,13,6,16,9,25
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,1,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,11,10,4,10,15,20,35
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,68,45,19,19,87,64,151
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,9,5,8,11,17,16,33
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,31,22,6,6,37,28,65
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,2,1,2,1,4,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,73,68,84,96,157,164,321
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,0,9,10,12,10,22
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,2,3,1,0,3,3,6
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,5,5,9,11,14,16,30
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,9,11,1,1,10,12,22
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,93,81,61,51,154,132,286
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,9,10,13,10,22,20,42
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,19,17,0,0,19,17,36
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,2,3,0,6,2,8
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,104,79,18,29,122,108,230
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,2,3,1,6,3,9
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,11,9,12,14,23,23,46
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,11,9,0,0,11,9,20
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,0,5,4,6,4,11,15
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,6,7,6,3,12,10,22
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,16,4,12,12,28,16,44
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,0,0,2,4,2,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,3,1,1,0,4,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,1,3,0,2,1,5,6
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,1,3,9,7,10,17
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,48,40,8,8,56,48,104
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,4,4,6,5,10,9,19
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-11-01,36,50,15,18,51,68,119
