,group,variable,month,TOTAL 21.7 TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,TOTAL 21.7 TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
YOTALA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-08-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,8,0,8,0,8
BERMEJO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,2,0,2,0,2
CARACOLLO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,4,10,4,10,14
CARANAVI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,0,40,0,40,40
CHARAGUA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,4,0,4,0,4
CHAYANTA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,4,0,4,0,4
CHIMORE,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,6,0,6,0,6
COCHABAMBA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,2,0,2,0,2
COLOMI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,0,1,0,1,1
COTOCA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,2,0,2,0,2
EL ALTO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,108,5,108,5,113
EL VILLAR,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
HUACARETA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
HUANUNI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,3,0,3,0,3
IXIAMAS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,5,0,5,0,5
LA GUARDIA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,0,1,0,1,1
LA PAZ,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,59,18,59,18,77
MACHARETI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
MAGDALENA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,4,0,4,0,4
MALLA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,0,2,0,2,2
MOJOCOYA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,9,0,9,0,9
ORURO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,62,0,62,0,62
PAILON,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,8,0,8,0,8
PALOS BLANCOS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,2,0,2,0,2
POTOSI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,7,0,7,0,7
PUCARANI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,0,4,0,4,4
PUERTO SUAREZ,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,2,0,2,0,2
SACABA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,0,14,0,14,14
SAN BORJA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,0,3,0,3,3
SAN IGNACIO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,7,0,7,0,7
SAN IGNACIO DE VELASCO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
SAN LUCAS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,28,0,28,0,28
SANTIAGO DE HUATA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
SUCRE,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,8,0,8,0,8
TARIJA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,2,0,2,0,2
VALLEGRANDE,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,2,0,2,0,2
VILLA SERRANO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,3,0,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
VILLAZON,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,1,0,1,0,1
WARNES,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,5,0,5,0,5
YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-09-01,2,36,2,36,38
ACHACACHI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,3,0,3,0,3
ANDAMARCA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,23,0,23,0,23
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,1,0,1,0,1
BERMEJO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,6,0,6,0,6
BUENA VISTA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,8,0,8,0,8
CABEZAS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,1,0,1,0,1
CAMIRI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,22,0,22,0,22
CARACOLLO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,7,0,7,0,7
CARANAVI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,2,19,2,19,21
COCHABAMBA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,2,0,2,0,2
COLQUENCHA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,0,2,0,2,2
COTOCA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,2,0,2,0,2
EL ALTO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,40,16,40,16,56
EL TORNO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,8,0,8,0,8
ENTRE RIOS TRJ,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,1,0,1,0,1
HUANUNI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,7,0,7,0,7
ICLA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,5,0,5,0,5
LA ASUNTA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,1,0,1,0,1
LA PAZ,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,92,213,92,213,305
MONTEAGUDO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,1,0,1,0,1
ORURO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,27,0,27,0,27
PALOS BLANCOS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,4,0,4,0,4
PAMPA GRANDE,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,2,0,2,0,2
POTOSI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,38,193,38,193,231
PUCARANI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,2,0,2,0,2
SACABA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,6,0,6,0,6
SAN BORJA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,2,0,2,0,2
SAN IGNACIO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,34,0,34,0,34
SAN LORENZO(TJA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,2,0,2,0,2
SAN LUCAS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,5,0,5,0,5
SANTIAGO DE HUATA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,1,0,1,0,1
SUCRE,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,15,0,15,0,15
TARIJA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,27,68,27,68,95
TORO TORO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,6,0,6,0,6
TRINIDAD,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,2,0,2,0,2
VALLEGRANDE,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,4,0,4,0,4
VILLA CHARCAS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,22,0,22,0,22
VILLA SERRANO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,3,0,3,0,3
VILLAZON,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,6,0,6,0,6
YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-10-01,3,14,3,14,17
ALTO BENI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,3,0,3,0,3
ANCORAIMES,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,3,0,3,0,3
ATOCHA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,3,12,3,12,15
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,2,0,2,0,2
BATALLAS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,0,2,0,2,2
BELLA FLOR,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
BERMEJO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,9,1,9,1,10
CABEZAS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
CAMIRI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,5,0,5,0,5
CARACOLLO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,4,0,4,0,4
CHALLAPATA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,2,0,2,0,2
CHARAGUA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,4,0,4,0,4
CHOQUE COTA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,6,0,6,0,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
COLOMI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,0,10,0,10,10
COPACABANA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,5,1,5,1,6
CORIPATA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,2,5,2,5,7
EL ALTO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,17,14,17,14,31
EL TORNO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,19,0,19,0,19
HUACHACALLA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,2,0,2,0,2
HUANUNI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,3,0,3,0,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,4,2,4,2,6
LA PAZ,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,73,0,73,0,73
MOJOCOYA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,0,3,0,3,3
ORURO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,32,0,32,0,32
PALOS BLANCOS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,0,1,0,1,1
PAMPA GRANDE,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
POROMA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,2,0,2,0,2
POTOSI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,28,0,28,0,28
PUCARANI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,3,1,3,1,4
PUERTO PEREZ,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,2,0,2,0,2
SAN RAMON BENI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,42,0,42,0,42
SUCRE,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,92,0,92,0,92
TARABUCO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,6,0,6,0,6
TARIJA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,41,12,41,12,53
TIPUANI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
TORO TORO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,3,0,3,0,3
TRINIDAD,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,9,0,9,0,9
VALLEGRANDE,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
VILLA CHARCAS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,1,0,1,0,1
WARNES,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,10,0,10,0,10
YACUIBA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,2,0,2,0,2
YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,0,13,0,13,13
YUNCHARA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-11-01,0,2,0,2,2
ANCORAIMES,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,3,2,3,2,5
ATOCHA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,10,19,10,19,29
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,1,0,1,0,1
BATALLAS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,2,0,2,0,2
BERMEJO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,15,0,15,0,15
BETANZOS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,3,0,3,0,3
CAMIRI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,3,0,3,0,3
CHALLAPATA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,3,0,3,0,3
CHAYANTA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,2,0,2,0,2
COCHABAMBA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,6,0,6,0,6
EL ALTO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,14,50,14,50,64
EL TORNO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,5,0,5,0,5
ENTRE RIOS TRJ,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,2,0,2,0,2
HUACARETA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,4,0,4,0,4
HUACHACALLA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,1,0,1,0,1
HUANUNI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,3,0,3,0,3
ICLA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,1,1,1,1,2
LA ASUNTA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,3,0,3,0,3
LA GUARDIA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,3,4,3,4,7
LA PAZ,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,191,0,191,0,191
MONTEAGUDO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,5,0,5,0,5
ORURO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,22,0,22,0,22
PALOS BLANCOS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,3,0,3,0,3
POTOSI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,43,42,43,42,85
ROBORE,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,3,0,3,0,3
SAMAIPATA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,4,0,4,0,4
SAN BORJA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,3,0,3,0,3
SAN CARLOS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,4,0,4,0,4
SAN LORENZO(TJA),otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,4,0,4,0,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,0,1,0,1,1
SAN RAFAEL,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,207,0,207,0,207
SANTA ROSA DEL SARA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,1,0,1,0,1
SAPAHAQUI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,1,0,1,0,1
SUCRE,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,38,0,38,0,38
TARIJA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,54,0,54,0,54
TIPUANI,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,2,0,2,0,2
VILLA CHARCAS,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,2,0,2,0,2
VILLAZON,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,7,0,7,0,7
WARNES,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,1,0,1,0,1
YACUIBA,otras vacunaciones,      trabajador de salud hepatitis b 2da dosis,2014-12-01,17,0,17,0,17
