,group,variable,month,TOTAL 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTAL 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,3,2,3,5
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,2,1,2,3
HUACHACALLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,3,0,3,3
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,3,6,3,6,9
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,3,0,3,3
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,3,2,3,5
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,35,0,35,35
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,2,1,2,3
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,34,13,34,13,47
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,110,309,110,309,419
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,0,2,0,2
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,9,1,9,10
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,0,1,0,1
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,3,5,3,5,8
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,3,10,3,10,13
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,6,0,6,6
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,1,2,1,3
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,0,2,0,2
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,5,0,5,0,5
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,13,358,13,358,371
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,166,139,166,139,305
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,0,2,0,2
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,31,1,31,32
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,53,66,53,66,119
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,6,0,6,0,6
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,4,8,4,8,12
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,36,0,36,0,36
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,4,3,4,3,7
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,43,2,43,45
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,1,1,1,2
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,0,1,0,1
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,7,1,7,8
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,3,11,3,11,14
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,0,1,0,1
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,0,1,0,1
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,10,0,10,10
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,40,2,40,42
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,3,2,3,2,5
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,0,1,0,1
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,10,1,10,1,11
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,0,1,0,1
PUCARA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,0,1,0,1
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,16,1,16,17
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,2,0,2,2
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,3,0,3,3
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,14,19,14,19,33
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,8,3,8,3,11
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,10,22,10,22,32
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,2,0,2,2
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,6,5,6,5,11
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,56,0,56,0,56
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,17,35,17,35,52
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,3,7,3,7,10
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,19,119,19,119,138
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,3,2,3,2,5
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,11,13,11,13,24
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,3,1,3,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,2,1,2,3
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,0,2,0,2
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,4,6,4,6,10
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,6,1,6,7
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,15,11,15,11,26
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,11,5,11,5,16
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,27,9,27,9,36
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,123,0,123,123
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,62,0,62,0,62
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,6,2,6,2,8
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,5,0,5,0,5
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,3,0,3,0,3
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,8,8,8,8,16
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,9,0,9,0,9
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,10,2,10,2,12
SAN PEDRO DE QUEMES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,6,0,6,0,6
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,6,0,6,6
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,4,32,4,32,36
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,174,85,174,85,259
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,4,3,4,3,7
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,4,2,4,6
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,2,0,2,2
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,1,1,1,2
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,4,0,4,4
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,8,1,8,9
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,3,1,3,4
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,3,0,3,3
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,0,2,0,2
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,2,0,2,2
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,62,203,62,203,265
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,1,1,1,2
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,7,1,7,8
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,13,0,13,0,13
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,0,1,0,1
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,49,2,49,51
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,66,140,66,140,206
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,5,73,5,73,78
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,2,2,2,4
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,4,12,4,12,16
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,22,1,22,23
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,0,2,0,2
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,1,1,1,2
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,7,26,7,26,33
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,18,6,18,6,24
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,7,57,7,57,64
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,2,0,2,2
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,8,0,8,0,8
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,6,0,6,0,6
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,3,0,3,3
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,3,8,3,8,11
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,15,4,15,4,19
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,11,5,11,5,16
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,3,0,3,3
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,15,14,15,14,29
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,2,0,2,0,2
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,4,113,4,113,117
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,7,2,7,2,9
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,18,10,18,10,28
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,1,0,1,1
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,4,1,4,1,5
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,5,0,5,5
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,4,10,4,10,14
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,1,3,1,3,4
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,24,0,24,24
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-10-01,0,5,0,5,5
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,4,0,4,4
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,0,1,0,1
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,4,1,4,1,5
ALCALA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,3,317,3,317,320
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,3,0,3,0,3
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,5,0,5,5
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,0,1,0,1
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,8,1,8,9
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,4,1,4,5
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,9,2,9,2,11
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,6,0,6,6
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,8,1,8,1,9
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,11,1,11,12
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,0,1,0,1
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,2,0,2,2
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,6,1,6,1,7
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,7,1,7,1,8
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,4,2,4,6
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,3,7,3,7,10
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,1,1,1,2
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,1,2,1,3
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,2,2,2,4
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,4,0,4,0,4
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,4,2,4,6
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,4,1,4,5
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,3,7,3,7,10
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,6,0,6,0,6
CHACARILLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,6,0,6,6
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,23,2,23,25
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,1,0,1,1
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,4,2,4,2,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,0,2,0,2
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,5,7,5,7,12
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,2,2,2,4
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,84,183,84,183,267
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,17,30,17,30,47
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,5,0,5,0,5
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,3,0,3,0,3
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,0,1,0,1
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,8,24,8,24,32
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,0,2,0,2
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,3,23,3,23,26
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,0,1,0,1
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,1,0,1,1
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,0,2,0,2
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,9,2,9,11
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,11,7,11,7,18
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,3,5,3,5,8
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,3,0,3,0,3
CURVA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,0,2,0,2
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,169,377,169,377,546
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,27,1,27,28
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,15,191,15,191,206
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,4,0,4,4
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,18,1,18,19
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,3,1,3,1,4
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,4,0,4,4
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,10,9,10,9,19
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,1,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,1,0,1,1
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,8,1,8,9
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,1,1,1,2
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,4,17,4,17,21
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,0,1,0,1
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,13,1,13,14
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,15,0,15,15
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,0,1,0,1
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,3,1,3,1,4
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,3,0,3,3
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,13,0,13,0,13
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,1,2,1,3
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,22,0,22,22
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,8,44,8,44,52
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,116,51,116,51,167
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,76,1,76,77
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,2,0,2,0,2
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,5,4,5,4,9
LLICA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,1,0,1,1
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,5,2,5,2,7
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,1,1,1,2
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,5,0,5,5
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,4,50,4,50,54
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,0,7,0,7,7
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,2,1,2,3
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-11-01,1,1,1,1,2
