,group,variable,month,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2,25,2,25,27
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,51,95,51,95,146
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,62,30,62,30,92
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,1,7,1,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,15,21,15,21,36
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,62,46,62,46,108
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,19,12,19,12,31
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,1322,475,1322,475,1797
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,52,373,52,373,425
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,1028,554,1028,554,1582
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,18,6,18,6,24
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,16,62,16,62,78
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,0,4,0,4,4
LICOMA PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,3,3,3,3,6
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,73,369,73,369,442
LLICA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,1,1,1,1,2
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,1,20,1,20,21
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,15,16,15,16,31
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2,30,2,30,32
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,8,5,8,5,13
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,11,7,11,7,18
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2,20,2,20,22
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,0,7,0,7,7
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,32,108,32,108,140
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,28,31,28,31,59
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,27,5,27,5,32
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,49,18,49,18,67
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,25,7,25,32
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,0,1,0,1,1
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,17,3,17,3,20
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,20,151,20,151,171
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,180,2,180,2,182
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,4,4,4,4,8
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,21,64,21,64,85
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,3,0,3,0,3
NAZACARA DE PACAJES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2,5,2,5,7
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,14,23,14,23,37
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,8,22,8,22,30
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,14,44,14,44,58
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,516,184,516,184,700
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,49,76,49,76,125
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,8,13,8,13,21
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,134,0,134,0,134
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,23,26,23,26,49
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,29,178,29,178,207
PAMPA AULLAGAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,5,5,5,5,10
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,4,3,4,3,7
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,1,16,1,16,17
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,0,11,0,11,11
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,43,0,43,0,43
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2,0,2,0,2
PELECHUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,18,7,18,25
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,21,35,21,35,56
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,9,32,9,32,41
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,22,35,22,35,57
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,4,7,4,11
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,15,0,15,0,15
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,49,34,49,34,83
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,11,164,11,164,175
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,13,0,13,0,13
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,11,12,11,12,23
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,1,0,1,0,1
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,407,55,407,55,462
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,28,100,28,100,128
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,27,190,27,190,217
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,7,7,7,14
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,9,61,9,61,70
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,9,10,9,10,19
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,20,30,20,30,50
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,27,28,27,28,55
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,12,21,12,21,33
PUERTO SILES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,3,1,3,1,4
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,28,0,28,0,28
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,115,53,115,53,168
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,24,9,24,9,33
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,95,330,95,330,425
QUIABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,6,3,6,3,9
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,134,113,134,113,247
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,1,7,1,8
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,3,0,3,0,3
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,22,50,22,50,72
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,36,19,36,19,55
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,162,107,162,107,269
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,33,0,33,0,33
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,18,8,18,8,26
SABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,3,1,3,1,4
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,223,805,223,805,1028
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,5,2,5,2,7
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,64,40,64,40,104
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,4,11,4,11,15
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,27,15,27,15,42
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,14,0,14,0,14
SAN AGUSTIN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,3,0,3,0,3
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,22,7,22,29
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,3,0,3,0,3
SAN ANTONIO DE ESMORUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,0,3,0,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2,18,2,18,20
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,61,225,61,225,286
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,101,122,101,122,223
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,23,24,23,24,47
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,21,6,21,6,27
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,39,58,39,58,97
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,30,30,30,30,60
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,0,2,0,2,2
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2,4,2,4,6
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,6,0,6,0,6
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,28,52,28,52,80
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,45,7,45,52
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,39,90,39,90,129
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,9,5,9,5,14
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,47,69,47,69,116
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,35,58,35,58,93
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,14,1,14,1,15
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,21,13,21,13,34
SAN PABLO DE LIPEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,60,0,60,0,60
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,22,7,22,29
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,43,66,43,66,109
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,12,13,12,13,25
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,8,87,8,87,95
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,0,22,0,22,22
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,4,3,4,3,7
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,10,2,10,2,12
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,11,11,11,11,22
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,19,4,19,4,23
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2520,3856,2520,3856,6376
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,0,7,0,7
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,19,11,19,11,30
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,1,5,1,5,6
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,8,14,8,14,22
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,13,5,13,5,18
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,1,7,1,7,8
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,8,7,8,7,15
SANTUARIO DE QUILLACAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,1,0,1,0,1
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,39,7,39,7,46
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,9,3,9,3,12
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,27,122,27,122,149
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,17,3,17,3,20
SICAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,6,32,6,32,38
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,29,21,29,21,50
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,3,0,3,0,3
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,13,15,13,15,28
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,30,149,30,149,179
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,775,2303,775,2303,3078
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,8,10,8,10,18
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,6,18,6,18,24
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,4,10,4,10,14
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,8,74,8,74,82
TAHUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,10,0,10,0,10
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,20,25,20,25,45
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,14,88,14,88,102
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,5,0,5,0,5
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,20,41,20,41,61
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,752,1229,752,1229,1981
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,8,48,8,48,56
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,26,39,26,39,65
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,13,25,13,25,38
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,8,88,8,88,96
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,24,10,24,10,34
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,48,499,48,499,547
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,30,436,30,436,466
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2,13,2,13,15
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,5,21,5,21,26
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,11,11,11,11,22
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,5,13,5,13,18
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,20,7,20,27
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,0,8,0,8,8
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,34,31,34,31,65
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,16,74,16,74,90
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,6,1,6,1,7
TRIGAL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2,4,2,4,6
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,247,346,247,346,593
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,68,86,68,86,154
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,4,28,4,28,32
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,10,51,10,51,61
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2,2,2,2,4
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,36,14,36,14,50
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,9,4,9,4,13
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,9,0,9,0,9
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,21,68,21,68,89
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,40,2,40,2,42
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,117,305,117,305,422
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,13,16,13,16,29
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,39,11,39,11,50
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,43,55,43,55,98
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,2,44,2,44,46
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,25,6,25,6,31
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,15,49,15,49,64
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,103,335,103,335,438
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,23,173,23,173,196
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,91,21,91,21,112
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,110,14,110,14,124
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,3,2,3,2,5
WALDO BALLIVIAN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,5,0,5,0,5
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,198,77,198,77,275
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,4,41,4,41,45
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,300,130,300,130,430
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,49,74,49,74,123
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,20,74,20,74,94
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,39,125,39,125,164
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,7,23,7,23,30
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,16,208,16,208,224
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,1,8,1,8,9
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-11-01,26,22,26,22,48
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,6,7,6,13
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,26,31,26,31,57
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,0,1,0,1,1
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,33,4,33,4,37
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,0,2,0,2,2
ALCALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,0,1,0,1
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,22,20,22,20,42
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,11,6,11,6,17
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,13,8,13,8,21
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,0,5,0,5,5
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,7,78,7,78,85
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,8,3,8,3,11
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,8,4,8,4,12
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,16,0,16,0,16
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,8,28,8,28,36
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,10,16,10,16,26
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,17,12,17,12,29
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,13,15,13,15,28
AUCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,1,32,1,32,33
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,35,2,35,2,37
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,14,50,14,50,64
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-12-01,3,12,3,12,15
