,group,variable,month,TOTAL 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTAL 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,24,47,24,47,71
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,1,12,1,12,13
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,2,12,2,12,14
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,8,0,8,0,8
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,4,39,4,39,43
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,6,3,6,3,9
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,6,0,6,0,6
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,10,0,10,0,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,2365,1695,2365,1695,4060
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,3,0,3,0,3
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,34,7,34,7,41
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,1,11,1,11,12
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,2,23,2,23,25
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,6,33,6,33,39
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,0,3,0,3,3
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,2,0,2,0,2
SANTUARIO DE QUILLACAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,1,64,1,64,65
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,0,45,0,45,45
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,12,10,12,10,22
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,16,125,16,125,141
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,13,272,13,272,285
SICAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,1,5,1,5,6
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,39,247,39,247,286
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,2,17,2,17,19
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,7,6,7,6,13
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,10,24,10,24,34
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,267,666,267,666,933
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,0,4,0,4,4
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,5,19,5,19,24
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,12,4,12,4,16
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,2,9,2,9,11
TAHUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,0,13,0,13,13
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,21,24,21,24,45
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,13,10,13,10,23
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,9,2,9,2,11
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,5,7,5,7,12
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,439,305,439,305,744
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,4,18,4,18,22
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,15,48,15,48,63
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,37,0,37,0,37
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,6,7,6,7,13
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,11,8,11,8,19
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,27,112,27,112,139
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,20,21,20,21,41
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,0,4,0,4,4
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,6,16,6,16,22
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,5,28,5,28,33
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,4,3,4,3,7
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,14,66,14,66,80
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,0,16,0,16,16
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,6,6,6,6,12
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,21,29,21,29,50
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,2,2,2,2,4
TRIGAL,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,226,55,226,55,281
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,68,30,68,30,98
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,0,22,0,22,22
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,8,3,8,3,11
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,11,19,11,19,30
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,14,11,14,11,25
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,10,4,10,4,14
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,27,4,27,4,31
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,1,44,1,44,45
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,16,0,16,0,16
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,95,121,95,121,216
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,7,34,7,34,41
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,2,119,2,119,121
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,22,16,22,16,38
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,0,1,0,1,1
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,15,1,15,1,16
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,7,3,7,3,10
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,50,225,50,225,275
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,4,1,4,1,5
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,59,6,59,6,65
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,106,1451,106,1451,1557
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,9,1,9,1,10
WALDO BALLIVIAN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,1,55,1,55,56
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,167,827,167,827,994
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,1,3,1,3,4
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,153,806,153,806,959
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,5,0,5,0,5
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,9,10,9,10,19
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,45,57,45,57,102
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,4,0,4,0,4
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,10,6,10,6,16
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,1,24,1,24,25
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-09-01,1,13,1,13,14
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,8,2,8,10
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,224,17,224,17,241
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,1,3,1,4
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,20,261,20,261,281
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,8,0,8,8
ALCALA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,1,0,1,1
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,40,53,40,53,93
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,25,59,25,59,84
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,2,1,2,3
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,71,3,71,74
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,469,4,469,473
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,4,10,4,14
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,25,4,25,29
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,8,21,8,21,29
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,24,82,24,82,106
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,16,91,16,91,107
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,34,0,34,0,34
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,8,2,8,2,10
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,63,5,63,68
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,20,167,20,167,187
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,38,10,38,48
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,218,6,218,224
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,0,2,0,2
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,1,0,1,1
BELEN DE URMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,8,0,8,8
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,20,40,20,40,60
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,75,104,75,104,179
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,24,8,24,8,32
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,5,4,5,9
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,10,1,10,11
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,0,2,0,2
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,14,25,14,25,39
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,96,196,96,196,292
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,28,3,28,3,31
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,3,0,3,3
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,13,9,13,9,22
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,61,2,61,63
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,63,5,63,68
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,332,10,332,342
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,4,4,4,8
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,49,95,49,95,144
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,13,242,13,242,255
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,0,5,0,5
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,21,539,21,539,560
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,104,373,104,373,477
CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,3,0,3,3
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,15,2,15,2,17
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,11,0,11,11
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,19,6,19,25
CATACORA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,8,0,8,8
CHACARILLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,14,0,14,14
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,21,27,21,27,48
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,5,7,5,12
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,36,62,36,62,98
CHARAÑA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,9,1,9,10
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,1,6,1,7
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,32,94,32,94,126
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,3,4,3,7
CHUA COCANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,1,10,1,11
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,13,27,13,27,40
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,9,5,9,5,14
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,36,6,36,42
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,2,0,2,2
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,18,151,18,151,169
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,139,97,139,97,236
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,68,101,68,101,169
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,963,4868,963,4868,5831
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,88,97,88,97,185
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,44,13,44,13,57
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,26,17,26,17,43
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,15,37,15,37,52
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,20,84,20,84,104
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,0,4,0,4
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,57,4,57,61
COMANCHE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,11,1,11,12
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,13,19,13,19,32
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,13,8,13,8,21
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,16,7,16,23
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,24,72,24,72,96
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,3,3,3,6
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,23,10,23,33
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,14,59,14,59,73
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,8,20,8,20,28
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,151,891,151,891,1042
CRUZ DE MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,1,0,1,1
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,24,89,24,89,113
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,5,4,5,9
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,8,11,8,11,19
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,15,12,15,12,27
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,12,46,12,46,58
CURVA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,1,3,1,4
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,72,5,72,77
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1389,5593,1389,5593,6982
EL CHORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,6,8,6,8,14
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,0,10,0,10
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,50,4,50,54
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,124,58,124,58,182
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,13,34,13,34,47
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,110,29,110,29,139
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,92,0,92,92
ESMERALDA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,0,4,0,4
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,19,7,19,26
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,2,0,2,2
EXALTACION,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,9,0,9,0,9
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,12,1,12,1,13
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,0,5,0,5
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,19,15,19,15,34
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,12,4,12,16
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,16,1,16,1,17
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,0,1,0,1
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,88,326,88,326,414
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,3,5,3,8
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,17,33,17,33,50
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,18,3,18,21
HUACHACALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,102,3,102,105
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,28,77,28,77,105
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,0,5,0,5
HUATAJATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,3,1,3,4
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,10,28,10,28,38
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,18,4,18,22
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,33,3,33,36
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,9,23,9,23,32
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,2,4,2,4,6
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,17,80,17,80,97
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,12,26,12,26,38
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,3,7,3,7,10
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,40,130,40,130,170
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,85,833,85,833,918
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1163,1672,1163,1672,2835
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,17,24,17,24,41
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,8,77,8,77,85
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,3,0,3,3
LICOMA PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,4,0,4,0,4
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,54,482,54,482,536
LLICA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,1,0,1,1
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,1,23,1,23,24
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,8,28,8,28,36
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,5,11,5,11,16
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,28,19,28,19,47
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,13,3,13,3,16
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,7,0,7,0,7
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-10-01,0,13,0,13,13
