,group,variable,month,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,4,3,4,3,7
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,96,71,96,71,167
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,6,2,6,8
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,11,13,11,13,24
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,4,12,4,12,16
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,25,0,25,25
SAN ANTONIO DE ESMORUCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,0,1,0,1
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,0,2,0,2
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,15,5,15,5,20
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,11,1,11,12
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,4,9,4,9,13
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,9,9,9,9,18
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,24,28,24,28,52
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,2,0,2,2
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,209,2,209,211
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,82,0,82,0,82
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,5,1,5,6
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,6,148,6,148,154
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,7,1,7,1,8
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,9,7,9,7,16
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,15,2,15,2,17
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,7,2,7,2,9
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,64,1,64,65
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,3,0,3,0,3
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,3,48,3,48,51
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,374,1571,374,1571,1945
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,2,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,4,7,4,7,11
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,10,1,10,11
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,2,2,2,4
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,0,1,0,1
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,12,0,12,12
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,23,0,23,23
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,1,1,1,2
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,5,150,5,150,155
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,3,0,3,3
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,3,0,3,3
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,57,333,57,333,390
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,3,0,3,3
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,27,0,27,27
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,3,1,3,4
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,0,1,0,1
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,31,2,31,33
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,120,131,120,131,251
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,18,151,18,151,169
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,4,1,4,5
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,45,0,45,45
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,4,7,4,7,11
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,9,2,9,2,11
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,2,0,2,2
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,164,1,164,165
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,7,1,7,8
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,0,2,0,2
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,3,43,3,43,46
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,28,7,28,7,35
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,36,91,36,91,127
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,2,1,2,3
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,0,1,0,1
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,15,0,15,0,15
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,5,0,5,0,5
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,3,2,3,5
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,17,13,17,13,30
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,20,9,20,9,29
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,1,2,1,3
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,1,2,1,3
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,19,141,19,141,160
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,3,2,3,5
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,0,1,0,1
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,10,1,10,11
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,25,38,25,38,63
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,0,2,0,2
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,11,135,11,135,146
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,26,145,26,145,171
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,0,1,0,1
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,37,94,37,94,131
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,22,2,22,24
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,25,1,25,1,26
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,2,67,2,67,69
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,1,1,1,2
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,22,1,22,23
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,1,1,1,1,2
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,26,0,26,26
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,2,0,2,2
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-10-01,0,1,0,1,1
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,7,2,7,9
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,7,0,7,0,7
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,6,3,6,3,9
ALCALA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,41,3,41,44
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,8,3,8,3,11
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,13,4,13,17
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,6,8,6,8,14
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,14,2,14,16
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,5,0,5,5
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,16,1,16,1,17
AUCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,17,4,17,21
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,1,3,1,4
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,136,1,136,137
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,0,4,0,4
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,0,2,0,2
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,5,1,5,1,6
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,2,3,2,5
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,3,4,3,7
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,5,1,5,1,6
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,9,17,9,17,26
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,43,0,43,43
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,2,0,2,2
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,4,3,4,7
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,6,0,6,0,6
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,1,2,1,3
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,1,1,1,2
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,26,3,26,29
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,5,7,5,7,12
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,11,102,11,102,113
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,14,0,14,14
CATACORA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,28,0,28,28
CHACARILLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,50,4,50,54
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,2,1,2,3
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,15,16,15,16,31
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,9,8,9,8,17
CHOQUE COTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
CHUA COCANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,4,3,4,7
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,0,2,0,2
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,19,4,19,23
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,14,3,14,3,17
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,159,286,159,286,445
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,19,21,19,21,40
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,4,2,4,6
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,6,30,6,30,36
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,1,1,1,2
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,2,3,2,5
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,15,4,15,19
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,2,3,2,5
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,1,1,1,2
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,1,2,1,3
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,2,0,2,2
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,59,1,59,60
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,28,12,28,12,40
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,7,32,7,32,39
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,9,0,9,0,9
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,6,0,6,0,6
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
CURVA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,276,740,276,740,1016
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,27,1,27,28
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,24,164,24,164,188
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,10,1,10,11
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,5,34,5,34,39
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,9,192,9,192,201
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,18,0,18,18
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,13,8,13,8,21
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,31,2,31,33
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,9,3,9,12
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,2,1,2,3
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,6,37,6,37,43
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,10,175,10,175,185
HUACHACALLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,19,0,19,19
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,1,2,1,3
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,3,2,3,5
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,21,0,21,0,21
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,21,6,21,6,27
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,70,4,70,74
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,15,1,15,16
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,24,129,24,129,153
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,186,177,186,177,363
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,26,1,26,27
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,9,0,9,9
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,10,8,10,8,18
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,0,2,0,2
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,3,0,3,3
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,9,0,9,9
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,143,3,143,146
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,6,11,6,11,17
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,2,1,2,3
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,5,0,5,0,5
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,2,0,2,2
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,2,1,2,3
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,0,2,0,2
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,14,49,14,49,63
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,27,1,27,1,28
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,22,1,22,23
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,17,1,17,18
NAZACARA DE PACAJES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,2,2,2,4
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,32,2,32,34
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,12,1,12,13
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,37,147,37,147,184
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,62,4,62,66
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,5,150,5,150,155
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,32,0,32,0,32
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,2,0,2,2
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,77,3,77,80
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,97,1,97,98
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,30,0,30,30
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,0,4,0,4
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,8,0,8,8
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,17,2,17,19
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,6,3,6,9
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,0,2,0,2
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,2,0,2,2
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,11,0,11,11
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,0,3,0,3
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
