,group,variable,month,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,11,4,11,15
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,3,1,3,4
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,4,0,4,4
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,22,361,22,361,383
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,7,9,7,9,16
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,2,0,2,2
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,6,208,6,208,214
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,27,56,27,56,83
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,13,218,13,218,231
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,8,0,8,8
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,3,0,3,3
CATACORA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,24,0,24,24
CHACARILLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,6,0,6,6
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,5,389,5,389,394
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,182,88,182,88,270
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,35,0,35,35
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,27,359,27,359,386
CHUA COCANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,8,3,8,11
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,6,0,6,0,6
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,111,2,111,113
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,14,41,14,41,55
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,44,187,44,187,231
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,7,0,7,7
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,342,4071,342,4071,4413
COIPASA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,2,0,2,2
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,37,70,37,70,107
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,8,9,8,9,17
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,11,75,11,75,86
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,0,2,0,2
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,1,1,1,2
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,5,16,5,16,21
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,87,0,87,87
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,94,4,94,98
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,1,0,1,1
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,9,12,9,12,21
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,362,4,362,366
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,45,4,45,49
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,3,3,3,6
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,8,4,8,4,12
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,40,73,40,73,113
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,55,4,55,59
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,1,0,1,1
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,27,0,27,27
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,19,0,19,0,19
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
CURVA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,1,0,1,1
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,52,0,52,52
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,591,2482,591,2482,3073
EL CHORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,1,0,1,1
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,87,2,87,89
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,3,4,3,7
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,42,331,42,331,373
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,33,1,33,34
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,18,52,18,52,70
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,35,33,35,33,68
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,1,1,1,2
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,19,0,19,19
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,51,12,51,12,63
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,2,2,2,4
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,2,3,2,5
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,1,1,1,2
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,10,38,10,38,48
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,49,0,49,49
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,20,194,20,194,214
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,11,4,11,15
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,76,70,76,70,146
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,3,2,3,5
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,8,43,8,43,51
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,1,0,1,1
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,6,0,6,6
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,1,0,1,1
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,40,1,40,41
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,16,39,16,39,55
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,49,4,49,53
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,20,3,20,23
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,17,38,17,38,55
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,11,48,11,48,59
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,8,76,8,76,84
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,56,175,56,175,231
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,396,636,396,636,1032
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,14,2,14,16
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,3,0,3,3
LICOMA PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,7,347,7,347,354
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,9,16,9,16,25
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,8,0,8,8
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,1,4,1,5
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,6,4,6,4,10
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,8,3,8,3,11
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,10,159,10,159,169
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,95,0,95,95
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,19,30,19,30,49
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,46,4,46,50
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,5,3,5,3,8
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,9,2,9,2,11
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,30,2,30,32
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,3,0,3,3
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,5,4,5,4,9
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,66,59,66,59,125
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,45,487,45,487,532
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,8,0,8,8
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,17,1,17,18
NAZACARA DE PACAJES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,8,1,8,9
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,10,0,10,10
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,47,3,47,50
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,5,82,5,82,87
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,339,86,339,86,425
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,23,101,23,101,124
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,51,2,51,53
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,112,0,112,0,112
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,3,3,3,6
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,15,88,15,88,103
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,6,32,6,32,38
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,5,0,5,0,5
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,5,3,5,8
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,6,1,6,1,7
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,26,1,26,27
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,9,85,9,85,94
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,14,26,14,26,40
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,0,2,0,2
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,119,3,119,122
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,8,2,8,10
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,12,0,12,0,12
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,4,2,4,6
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,4,0,4,4
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,186,8,186,8,194
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,36,3,36,39
PUCARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,1,2,1,3
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,8,81,8,81,89
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,1,1,1,2
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,10,18,10,18,28
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,47,4,47,51
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,9,1,9,10
PUERTO SILES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,1,0,1,1
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,0,2,0,2
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,58,577,58,577,635
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,6,102,6,102,108
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,27,39,27,39,66
QUIABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,30,0,30,30
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,19,259,19,259,278
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,7,0,7,7
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,224,0,224,224
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,12,1,12,1,13
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,67,0,67,0,67
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,4,3,4,7
SABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,59,688,59,688,747
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,8,0,8,8
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,16,1,16,17
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,11,38,11,38,49
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,12,4,12,16
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,17,0,17,0,17
SAN AGUSTIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,12,0,12,12
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,17,30,17,30,47
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,14,0,14,14
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,18,21,18,21,39
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,26,12,26,12,38
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,7,21,7,21,28
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,12,8,12,8,20
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,7,48,7,48,55
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,23,3,23,3,26
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,10,0,10,10
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,14,2,14,16
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,76,2,76,78
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,282,4,282,286
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,11,79,11,79,90
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,4,1,4,5
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,19,78,19,78,97
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,74,48,74,48,122
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,9,0,9,0,9
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,27,16,27,16,43
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,107,2,107,109
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,12,25,12,25,37
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,29,0,29,29
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,15,2,15,17
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,35,0,35,35
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,6,0,6,0,6
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,2,0,2,2
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,8,1,8,1,9
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1497,2202,1497,2202,3699
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,5,0,5,0,5
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,7,1,7,1,8
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,17,3,17,20
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,1,1,1,2
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,23,0,23,23
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,313,1,313,314
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,2,1,2,3
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,16,58,16,58,74
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,7,175,7,175,182
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,21,15,21,15,36
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,1,4,1,5
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,7,10,7,10,17
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,220,647,220,647,867
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,2,0,2,2
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,79,1,79,80
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,47,0,47,47
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,9,106,9,106,115
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,79,28,79,28,107
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,11,1,11,12
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,10,64,10,64,74
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,324,459,324,459,783
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,16,71,16,71,87
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,11,1,11,12
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,3,82,3,82,85
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,11,2,11,2,13
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,0,4,0,4
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,26,19,26,19,45
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,7,21,7,21,28
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,5,1,5,6
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,8,8,8,8,16
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,8,139,8,139,147
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,12,0,12,12
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,6,24,6,24,30
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,28,1,28,29
