,group,variable,month,TOTAL 21.6 TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TOTAL 21.6 TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
TOTORA(CBBA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,4,0,4,0,4
TRINIDAD,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,29,2,29,2,31
URIONDO (A. CONCEPCION),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,3,0,3,0,3
VACAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,5,0,5,0,5
VALLEGRANDE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,5,16,5,16,21
VIACHA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,1,15,1,15,16
VILLA RIVERO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,2,0,2,0,2
VILLA TUNARI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,1,0,1,0,1
VILLAZON,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,2,0,2,0,2
WARNES,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,5,0,5,0,5
YACUIBA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,202,216,202,216,418
YAMPARAEZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,2,15,2,15,17
YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,119,39,119,39,158
YOTALA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,1,0,1,0,1
YUNCHARA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-07-01,2,0,2,0,2
ACACIO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,5,0,5,0,5
ACHACACHI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,50,3,50,53
ALTO BENI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,3,0,3,3
ANCORAIMES,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,0,3,0,3
ARAMPAMPA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,2,0,2,2
ARBIETO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,5,0,5,5
ARQUE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,1,3,1,4
AYO AYO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,13,0,13,0,13
BELLA FLOR,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,9,3,9,12
BERMEJO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
BOLPEBRA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,1,1,1,2
BUENA VISTA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,12,1,12,1,13
CABEZAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
"CAIZA ""D""",otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,9,14,9,14,23
CALACOTO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,7,2,7,2,9
CAMARGO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,15,3,15,18
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,0,3,0,3
CAMIRI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,41,0,41,0,41
CAPINOTA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,14,1,14,1,15
CAQUIAVIRI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,2,0,2,0,2
CARACOLLO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,24,0,24,24
CARANAVI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,19,3,19,22
CARAPARI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,28,0,28,28
CATACORA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,1,0,1,1
CHALLAPATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,6,0,6,0,6
CHARAGUA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,4,0,4,0,4
CHAYANTA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,5,0,5,0,5
CLIZA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,10,0,10,0,10
COBIJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,18,6,18,6,24
COCAPATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,8,0,8,0,8
COCHABAMBA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,14,0,14,0,14
"COLCHA ""K""",otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,12,0,12,0,12
COLQUECHACA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,6,0,6,0,6
COLQUENCHA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,2,0,2,0,2
COPACABANA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
CORO CORO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,7,0,7,0,7
CRUZ DE MACHACAMARCA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
EL ALTO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,317,930,317,930,1247
EL PUENTE(TJA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,38,3,38,41
EL TORNO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,50,0,50,0,50
EL VILLAR,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,18,1,18,1,19
ESCOMA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,13,3,13,16
FERNANDEZ ALONSO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,15,0,15,0,15
FILADELFIA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,4,4,4,4,8
GUANAY,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,2,0,2,2
GUTIERREZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,23,0,23,0,23
HUACARETA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,39,0,39,39
HUACHACALLA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
ICLA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
INQUISIVI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,25,7,25,7,32
LA ASUNTA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,5,1,5,6
LA PAZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,233,526,233,526,759
LLALLAGUA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
LURIBAY,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,31,0,31,31
MACHARETI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,0,3,0,3
MAGDALENA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,2,0,2,0,2
MAPIRI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,28,50,28,50,78
MIZQUE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,5,0,5,0,5
MOCOMOCO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,7,0,7,0,7
MOJOCOYA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,9,0,9,0,9
MONTEAGUDO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,17,14,17,14,31
ORURO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,55,0,55,0,55
PATACAMAYA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,185,0,185,185
POCONA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
POROMA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,9,0,9,0,9
PORVENIR,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,6,0,6,0,6
POTOSI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,49,11,49,11,60
PRESTO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,7,1,7,1,8
PUCARANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,27,1,27,28
PUERTO GONZALO MORENO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,20,0,20,20
PUERTO PEREZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,2,3,2,3,5
PUERTO SUAREZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,0,3,0,3
PUNATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,37,0,37,0,37
QUILLACOLLO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,23,0,23,0,23
RAVELO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,4,2,4,2,6
SACABA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,44,0,44,0,44
SACABAMBA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,10,0,10,0,10
SACACA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,2,0,2,0,2
SAIPINA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
SAN BENITO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,8,0,8,0,8
SAN IGNACIO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,4,29,4,29,33
SAN IGNACIO DE VELASCO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,39,0,39,0,39
SAN JUAN DE YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,25,2,25,2,27
SAN JULIAN,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,38,0,38,0,38
SAN LORENZO(TJA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
SAN LUCAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,118,1,118,119
SAN PEDRO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,10,0,10,0,10
SAN RAMON BENI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,71,2,71,2,73
SANTA ROSA DEL SARA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,2,0,2,0,2
SANTIAGO DE HUARI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,12,12,12,12,24
SANTIAGO DE HUATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
SAPAHAQUI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,27,13,27,13,40
SENA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,8,14,8,14,22
SICAYA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,16,0,16,0,16
SORATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,1,0,1,1
SUCRE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,106,19,106,19,125
TACACHI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
TACOBAMBA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,6,0,6,0,6
TARIJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,57,4,57,4,61
TIPUANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,10,1,10,1,11
TIQUIPAYA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,352,0,352,0,352
TOCO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,2,0,2,0,2
TOLATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
TOMAVE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,2,0,2,0,2
TOMINA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,12,0,12,0,12
URIONDO (A. CONCEPCION),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,17,6,17,6,23
VIACHA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,37,1,37,38
VILLA MONTES,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,10,0,10,0,10
VILLA RIVERO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,2,0,2,0,2
VILLA SERRANO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,3,0,3,0,3
VILLAZON,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,1,0,1,0,1
WALDO BALLIVIAN,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,14,5,14,5,19
WARNES,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,11,0,11,0,11
YACUIBA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,40,77,40,77,117
YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,15,2,15,2,17
YOCALLA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,21,0,21,0,21
YUNCHARA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,4,0,4,0,4
ZUDAÑEZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-08-01,8,0,8,0,8
ALTO BENI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,2,1,2,1,3
BATALLAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,0,2,0,2,2
"CAIZA ""D""",otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,1,8,1,8,9
CAMIRI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,1,0,1,0,1
CAQUIAVIRI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,0,5,0,5,5
CARACOLLO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,6,11,6,11,17
CHAYANTA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,5,0,5,0,5
CHIMORE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,22,0,22,0,22
EL ALTO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,52,66,52,66,118
HUANUNI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,3,0,3,0,3
ICHOCA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,1,0,1,0,1
IXIAMAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,3,8,3,8,11
LA PAZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,118,27,118,27,145
LORETO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,1,0,1,0,1
MACHARETI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,1,0,1,0,1
OCURI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,9,0,9,0,9
ORURO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,39,4,39,4,43
PAILON,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,2,0,2,0,2
PALOS BLANCOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,2,0,2,0,2
POTOSI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,8,0,8,0,8
SACABA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,3,1,3,1,4
SAN IGNACIO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,2,0,2,0,2
SAN LORENZO(TJA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,2,0,2,0,2
SAN RAMON BENI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,5,0,5,0,5
SANTIAGO DE HUATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,0,1,0,1,1
SUCRE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,7,0,7,0,7
TARIJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,5,0,5,0,5
TIPUANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,0,2,0,2,2
TOMINA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,4,0,4,0,4
VALLEGRANDE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,2,0,2,0,2
VILLA SERRANO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,3,0,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,1,0,1,0,1
WARNES,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,2,0,2,0,2
YAPACANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-09-01,0,4,0,4,4
ANDAMARCA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,23,0,23,0,23
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
BATALLAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,3,3,3,3,6
BERMEJO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,16,0,16,0,16
CABEZAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,7,0,7,0,7
CAMIRI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,15,0,15,0,15
CARACOLLO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,3,0,3,0,3
CARANAVI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,0,18,0,18,18
CHALLAPATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
COLLANA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,5,0,5,0,5
COLOMI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,0,9,0,9,9
COLQUENCHA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
COPACABANA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,2,0,2,0,2
CORIPATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,2,0,2,0,2
COTAGAITA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,0,6,0,6,6
COTOCA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
EL ALTO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,31,110,31,110,141
EL TORNO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,33,0,33,0,33
ENTRE RIOS TRJ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,1,1,1,2
GUAQUI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,3,0,3,0,3
HUACHACALLA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
HUANUNI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,7,0,7,0,7
INQUISIVI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,4,1,4,5
LA ASUNTA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,2,3,2,3,5
LA GUARDIA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,2,0,2,0,2
LA PAZ,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,210,0,210,0,210
MALLA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,0,6,0,6,6
MOJOCOYA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,3,0,3,0,3
MONTEAGUDO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,6,0,6,0,6
MOROCHATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,0,2,0,2,2
ORURO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,32,0,32,0,32
PADCAYA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,6,0,6,0,6
PALCA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,5,1,5,1,6
POTOSI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,51,0,51,0,51
PUCARANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,4,5,4,5,9
SAMAIPATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,2,0,2,0,2
SAN CARLOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
SAN RAMON BENI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,71,0,71,0,71
SORATA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
SUCRE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,70,0,70,0,70
TARABUCO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,15,0,15,0,15
TARIJA,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,40,52,40,52,92
TIPUANI,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,4,0,4,0,4
TORO TORO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,3,0,3,0,3
TRINIDAD,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,7,0,7,0,7
URIONDO (A. CONCEPCION),otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,9,0,9,0,9
VALLEGRANDE,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
VILLA CHARCAS,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,47,0,47,0,47
VILLA SERRANO,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,1,13,1,13,14
VILLAZON,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,5,0,5,0,5
WARNES,otras vacunaciones,      trabajador de salud hepatitis b 1ra dosis,2014-10-01,13,0,13,0,13
