municipality,group,variable,month,TOTAL NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA  Grupo Edad: (CANTIDAD),TOTAL
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,3,3
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,86,86
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,61,61
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,26,26
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,3,3
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,3,3
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,3,3
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,6,6
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,140,140
LA RIVERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,3,3
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,24,24
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,5,5
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,8,8
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,17,17
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,8,8
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,10,10
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,10,10
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,4,4
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,4,4
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,10,10
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,4,4
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,4,4
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,3,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,16,16
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,4,4
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,7,7
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,26,26
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,143,143
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,71,71
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,14,14
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,6,6
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,11,11
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,7,7
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,6,6
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,4,4
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,7,7
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,14,14
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,1,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,2,2
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-10-01,26,26
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,30,30
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,11,11
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,6,6
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,2,2
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,27,27
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,432,432
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,4,4
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,61,61
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,21,21
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,30,30
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,2,2
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,8,8
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,115,115
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,7,7
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,5,5
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,2,2
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,37,37
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,6,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,70,70
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,10,10
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,16,16
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,6,6
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,2,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,23,23
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,51,51
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,35,35
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,17,17
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,9,9
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,5,5
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,22,22
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,28,28
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,2,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,3,3
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,12,12
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-11-01,1,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,17,17
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,4,4
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,8,8
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,10,10
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,2,2
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,6,6
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,15,15
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,2,2
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,13,13
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,2,2
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,12,12
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,83,83
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,3,3
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,3,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,69,69
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,15,15
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,3,3
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,4,4
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,2,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,2,2
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,1,1
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,2,2
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,6,6
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,29,29
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,3,3
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,8,8
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",total      numero de mujeres con pildora anticonceptiva oral de emergencia,2014-12-01,2,2
