municipality,group,variable,month,TOTAL 5.02 DIU: USUARIAS CONTINUAS  Grupo Edad: (CANTIDAD),TOTAL
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,11,11
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,2,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,16,16
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,2,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,4,4
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,1,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,3,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,16,16
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,1,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,10,10
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,1,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,1,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,110,110
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,3,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,68,68
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,273,273
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,1,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,5,5
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,15,15
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,4,4
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,1,1
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,2,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,6,6
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,4,4
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,3,3
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,6,6
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,3,3
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,9,9
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,37,37
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-10-01,4,4
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,3,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,3,3
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,4,4
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,180,180
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,74,74
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,8,8
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,5,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,199,199
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,3,3
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,11,11
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,6,6
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,35,35
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,3,3
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,4,4
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,14,14
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,5,5
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,4,4
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,5,5
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,9,9
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,5,5
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,3,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,95,95
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,57,57
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,118,118
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,3,3
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,10,10
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,3,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,9,9
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,8,8
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,9,9
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,1,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,2,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,5,5
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,23,23
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,5,5
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-11-01,3,3
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,3,3
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,4,4
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,9,9
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,6,6
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,4,4
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,3,3
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,138,138
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,4,4
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,65,65
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,6,6
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,4,4
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,92,92
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,3,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,22,22
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,3,3
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,15,15
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,6,6
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,10,10
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,5,5
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,9,9
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,5,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,59,59
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,4,4
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,3,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,61,61
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,137,137
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,6,6
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,3,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,11,11
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,11,11
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,3,3
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,2,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,4,4
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,43,43
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,3,3
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",diu: usuarias continuas,2014-12-01,1,1
