,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,35,34,20,20,55,54,109
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,7,12,14,10,21,22,43
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,1,0,0,2,1,2,3
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,5,3,2,1,7,4,11
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,1,1,5,3,6,4,10
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,1,1,0,1,1,2,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,5,6,12,10,17,16,33
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,2,7,2,2,4,9,13
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,3,2,11,1,14,3,17
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,12,3,4,2,16,5,21
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,5,3,0,1,5,4,9
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,0,2,0,0,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,117,100,15,12,132,112,244
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,23,32,12,10,35,42,77
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,4,2,1,1,5,3,8
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,8,5,1,2,9,7,16
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,7,9,2,5,9,14,23
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,9,12,2,6,11,18,29
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,4,4,1,1,5,5,10
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,14,29,17,11,31,40,71
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,3,1,5,3,8,4,12
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,8,7,1,0,9,7,16
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,45,53,16,12,61,65,126
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,1,0,4,5,5,5,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,7,5,5,6,12,11,23
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,31,25,13,18,44,43,87
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,0,0,2,1,2,1,3
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,5,4,3,2,8,6,14
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,3,3,1,1,4,4,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,70,74,10,19,80,93,173
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,4,3,3,3,7,6,13
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,33,31,4,3,37,34,71
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,39,27,19,21,58,48,106
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,8,5,2,4,10,9,19
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,1,1,0,0,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,109,105,3,4,112,109,221
YACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,2,3,1,1,3,4,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,52,54,18,31,70,85,155
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,0,2,2,0,2,2,4
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,1,2,0,0,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,27,18,15,14,42,32,74
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,5,9,0,1,5,10,15
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,2,0,1,5,3,5,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,1,2,4,2,5,4,9
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-09-01,4,1,1,2,5,3,8
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,1,1,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,11,12,11,11,22,23,45
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,18,8,2,3,20,11,31
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,12,9,13,14,25,23,48
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,1,1,1,1,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,1,0,0,4,1,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,5,3,0,3,5,6,11
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,5,3,4,7,9,16
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,1,2,3,3,4,7
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,1,0,0,0,1,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,2,2,2,2,4
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,6,7,5,10,11,17,28
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,0,2,6,3,6,9
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,7,12,2,1,9,13,22
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,14,11,7,5,21,16,37
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,4,1,3,5,7,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,40,38,25,18,65,56,121
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,5,4,3,2,8,6,14
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,0,1,0,3,0,3
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,1,4,1,6,2,8
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,7,5,0,0,7,5,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,9,5,10,10,19,15,34
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,7,7,4,10,11,21
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,9,10,1,0,10,10,20
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,4,1,7,4,11,15
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,0,0,1,1,1,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,1,4,4,4,5,9
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,36,28,5,2,41,30,71
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,14,5,5,3,19,8,27
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,3,3,3,4,6,10
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,1,0,1,0,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,1,2,3,5,4,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,9,3,3,2,12,5,17
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,16,18,19,12,35,30,65
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,7,7,4,4,11,11,22
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,6,1,3,3,9,4,13
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,10,0,0,4,10,14
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,1,2,1,2,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,6,3,0,1,6,4,10
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,5,13,9,4,14,17,31
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,40,29,2,2,42,31,73
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,21,24,2,1,23,25,48
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,9,2,1,6,10,16
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,10,4,5,8,15,12,27
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,39,37,3,1,42,38,80
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,12,3,11,8,23,11,34
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,2,3,1,6,3,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,7,2,2,7,9,9,18
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,14,29,11,18,25,47,72
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,4,2,1,5,5,10
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,9,11,15,21,24,32,56
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,1,1,1,1,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,7,3,11,1,18,4,22
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,25,22,9,9,34,31,65
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,3,3,3,3,6
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,1,0,0,1,1,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,3,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,12,13,4,2,16,15,31
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,0,5,5,8,5,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,2,3,3,6,5,11
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,11,11,8,6,19,17,36
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,15,14,4,6,19,20,39
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,38,31,25,36,63,67,130
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,3,10,9,14,12,26
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,610,669,11,3,621,672,1293
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,38,35,2,5,40,40,80
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,7,8,3,3,10,11,21
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,13,7,5,8,18,15,33
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,3,5,0,6,3,9
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,13,16,23,8,36,24,60
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,4,0,0,4,4,8
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,7,6,8,6,15,12,27
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,0,1,2,3,2,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,13,21,2,5,15,26,41
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,2,3,1,4,3,7
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,23,21,8,5,31,26,57
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,11,5,8,3,19,8,27
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,16,19,0,0,16,19,35
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,1,3,3,5,4,9
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,9,5,8,9,17,26
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,0,2,0,4,0,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,5,15,4,8,9,23,32
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,71,61,6,8,77,69,146
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,19,11,6,10,25,21,46
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,2,0,5,0,7,7
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,6,5,4,5,10,10,20
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,1,2,1,5,2,7
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,2,2,2,2,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,3,3,0,7,3,10
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,621,670,230,231,851,901,1752
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,0,2,4,5,4,9
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,6,5,2,0,8,5,13
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,3,3,3,5,6,11
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,55,37,2,7,57,44,101
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,3,2,1,3,4,7
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,9,11,10,7,19,18,37
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,53,51,3,2,56,53,109
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,3,1,0,4,3,7
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,0,0,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,1,1,0,2,1,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,1,0,2,0,3,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,1,0,0,3,1,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,6,4,17,6,23,10,33
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,4,2,4,2,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,13,14,2,3,15,17,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,1,1,4,3,5,8
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,9,6,13,9,22,15,37
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,6,2,5,4,11,6,17
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,38,39,15,5,53,44,97
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,11,14,5,4,16,18,34
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,7,4,1,0,8,4,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,2,1,0,2,2,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,6,10,8,8,14,18,32
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,2,0,0,2,2,4
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,1,1,1,3,2,5
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,0,2,0,4,0,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,1,0,1,1,2,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,2,0,2,1,4,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,4,1,0,1,4,5
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,4,4,3,7,7,14
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,6,5,0,4,6,9,15
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,1,4,6,4,7,11
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,11,7,3,9,14,16,30
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,10,7,3,3,13,10,23
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,0,1,2,4,2,6
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,6,4,0,2,6,6,12
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,33,33,6,4,39,37,76
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,152,128,5,3,157,131,288
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,579,600,25,28,604,628,1232
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,5,5,3,3,8,8,16
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,11,11,1,2,12,13,25
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,2,0,0,4,2,6
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,0,0,0,4,0,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,13,23,28,23,41,46,87
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,1,0,1,2,2,4
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,1,0,0,1,1,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,7,7,5,6,12,13,25
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,5,4,0,0,5,4,9
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,1,2,2,5,3,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,9,7,7,13,16,20,36
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,12,19,0,0,12,19,31
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,1,2,0,2,1,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,13,17,6,3,19,20,39
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,10,7,1,2,11,9,20
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,22,11,2,1,24,12,36
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,7,11,9,8,16,19,35
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,8,7,6,0,14,7,21
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,5,4,0,2,5,6,11
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,15,12,6,5,21,17,38
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,118,143,16,14,134,157,291
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,2,1,0,3,2,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,8,6,8,6,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,3,3,2,7,5,12
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,2,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,2,3,6,3,8,11
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,5,9,6,4,11,13,24
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,7,13,1,1,8,14,22
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,0,9,4,9,4,13
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,251,263,36,33,287,296,583
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,10,6,6,6,16,12,28
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,6,5,2,3,8,8,16
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,15,23,15,22,30,45,75
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,17,11,7,2,24,13,37
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,8,8,16,16,24,24,48
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,1,1,1,2,2,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,8,2,4,6,12,18
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,8,1,1,1,9,2,11
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,1,0,0,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,16,24,3,4,19,28,47
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,5,1,2,3,7,10
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,5,4,6,6,11,17
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,2,13,10,15,12,27
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,3,16,8,18,11,29
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,3,9,5,4,8,13,21
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,0,1,2,5,2,6,8
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,4,6,12,11,16,17,33
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2018-10-01,2,10,5,7,7,17,24
